"n","n_evec_popstruct","n_snps_retained","n_pc_scores","n_pc_scores_max","pc_var_captured","threshold_km","eigenvalue","variance_explained","perm_p","n_perm"
112,5,1564987,30,111,0.494,498.850489603019,676.370240352542,0.0818968675566064,0.001,999
