"","Isnag","Yogad","Agta","Gaddang","Ibanag","Atta","Casiguran Dumagat","Ilokano","Itneg","North Kalinga","Central Kalinga","South Kalinga","Balangaw","Central Ifugao","East Ifugao","Central Bontok","North Kankanay","Ilongot","Pangasinan","Inibaloi","North Kallahan","Itbayaten","Ivatanen","Kapampangan","Tina","Iraya","Siocon Subanon","Sindangan","Binukid","Ata","Tigwa","Dibabawon","Ilianen","Western Bukidnon","Sarangani Manobo","Kalamansig","Magindanao","Maranao","Hanunoo","Buhid","Kalamianen","Batak","Tagbanwa","Tagalog","Naga","Mansakan","Kalagan","Mamanwa","Tausug","Cebuano","Waray","Hiligaynon","Kuyunon","Tiruray","Tboli","Cotabato Bilaan","Sarangani Bilaan","Sangil"
"Central Kalinga",0.75906826647816,0.728785476344781,0.800941288099392,0.623614528036229,0.226965692273469,0.178723948822956,0.58849096457453,0.248745437695734,0.379663287987089,0.517612625399514,5.54171042388418e-10,0.487598018816917,0.624756608831216,0.100415876696096,0.386914413622091,0.495090278050268,0.500044870554439,0.466329828009012,0.697600562537776,0.789175374831531,0.744166564793,0.764522430290315,0.714313666531791,0.429637403499975,0.42504330239144,0.518852778551729,0.330422572600869,0.614008646968168,0.430450506793142,0.496642278725064,0.423800522744453,0.442056541634205,0.545478687633732,0.781897661163838,0.663041841059169,0.624944417524387,0.408916022664598,0.474560807217937,0.443045344408672,0.490280018475245,0.617605708365677,0.472438267625095,0.442056541634205,0.775816152968684,0.681580962462142,0.763281499267089,0.69757165186837,0.718921032568169,0.711491665284412,0.750981322011076,0.261324922605756,0.400520238273553,0.54800236531847,0.725205600551022,0.577129855078146,0.564316577949276,0.611600335132235,0.754937615054361
"South Kalinga",0.512508316554966,0.366961670988896,0.599643478992195,0.807139338402855,0.603895689003215,0.579176524061907,0.789141954889928,0.615055673711773,0.682138239620194,0.058576289239547,0.487598018816917,1.45500944626065e-10,0.267677712264344,0.539051312734081,0.685853730763356,0.0112117463982641,0.743822001061935,0.726546346454784,0.845049929078968,0.891973044344638,0.868910440900398,0.526396108539166,0.44052713098833,0.707745075430762,0.705391048921249,0.753459210386959,0.656907199485714,0.802217265909304,0.708161711168679,0.017650712360117,0.704754246165889,0.714108666419156,0.767102378957666,0.888243929441093,0.827341971717974,0.807820776411529,0.69712739883138,0.730763916512373,0.714615330920095,0.738818471507973,0.804060407296747,0.729676323019422,0.714108666419156,0.885127752591984,0.836841454258219,0.878704971199244,0.406560819214595,0.855974580167147,0.85216775764992,0.872402336001709,0.621501426706464,0.69282538227316,0.768395516403891,0.859194805253373,0.783320499872394,0.776754951282715,0.800983242153358,0.874429548396431
"Balangaw",0.497541314381523,0.525850715745316,0.664427327989777,0.707691413595282,0.568161231266213,0.56128233609574,0.659089118853438,0.574617384577138,0.441118731046548,0.222111914890727,0.624756608831216,0.267677712264344,7.80320252857791e-11,0.587340302717053,0.394501974384627,0.260282284806368,0.495983433277526,0.593760514157456,0.886526609563593,0.842388504108782,0.890193234046396,0.46125937288053,0.350800186675283,0.695317858674199,0.39043819072077,0.489893809314683,0.71404762662036,0.540583354573423,0.376188327323559,0.254519449602511,0.374681295479208,0.394493583644615,0.629480215066078,0.822205847176753,0.514644296451582,0.688030315068708,0.390427884235665,0.579827811222526,0.672422213607443,0.766635848450625,0.605645041435574,0.579176343736056,0.394493583644615,0.86775858435414,0.812619618048125,0.755877332414976,0.317622675270874,0.702003638477105,0.876168776921129,0.853537471178245,0.56554174688583,0.742696126310806,0.46202101306152,0.888013067744345,0.661363930697547,0.523786261177364,0.67693076242997,0.733432843916409
"Central Ifugao",0.75161450733877,0.731129114598392,0.794977008025554,0.633349683271073,0.246960111671925,0.261524840627391,0.547458534954452,0.266158452487359,0.441983310798119,0.530089504354541,0.100415876696096,0.539051312734081,0.587340302717053,4.58233007094577e-10,0.318478872396757,0.507996138989696,0.550271166161115,0.520134350998428,0.727984284111255,0.810355155421051,0.736501176800615,0.7882632330926,0.706970197532998,0.48714124959404,0.410264238108803,0.506485054611075,0.313575283712487,0.652924220143014,0.412415293779004,0.483977256586294,0.406536193892578,0.425339207228518,0.53186013066708,0.775362788004044,0.654088772504815,0.587018226903113,0.468508994345433,0.461054573377602,0.426357636923797,0.439454769286303,0.65615862650977,0.459164246510442,0.425339207228518,0.768880526954468,0.671984029024659,0.78714741249389,0.705248822209452,0.711695994329652,0.702847258336694,0.743520120614285,0.239192432109083,0.382558375836228,0.593572678976025,0.731431908042026,0.566127369786247,0.520259608028421,0.572324770614862,0.730501930303268
"East Ifugao",0.612139884204645,0.816758810934093,0.808018393141803,0.51974238880882,0.291937935586762,0.281123685708033,0.439707358084241,0.302662651026455,0.081128274829025,0.558156479121736,0.386914413622091,0.685853730763356,0.394501974384627,0.318478872396757,2.1283597106958e-10,0.664688973727093,0.693500297926005,0.332773226321833,0.814615542514752,0.741106120751146,0.820419984827267,0.793882645004739,0.727946548958885,0.500752322472184,0.598082618405176,0.663659137798356,0.532187053144631,0.662135477112838,0.599548608290128,0.648319597901534,0.595541877504695,0.608356528362174,0.391218054871075,0.707875599109507,0.555500013236206,0.487281042601734,0.637777650366412,0.309577706642472,0.462846671140099,0.617976582140826,0.765664839334132,0.308499506921262,0.608356528362174,0.783162042956071,0.69274070119506,0.854936464498526,0.722327032046059,0.803514728892746,0.797484128358218,0.759834646360958,0.287586928665281,0.579200487897151,0.604359102890527,0.816965171064918,0.443560528054322,0.673046786981571,0.469039042397539,0.816331371588803
"Central Bontok",0.517382080298348,0.359826631029332,0.604137307866573,0.794305778681917,0.577537652642185,0.585410399378781,0.775110792224848,0.588218952839,0.685316105367641,0.04906923083513,0.495090278050268,0.0112117463982641,0.260282284806368,0.507996138989696,0.664688973727093,1.42606038089355e-10,0.746383175099132,0.730597156541937,0.846599063276175,0.893053058379064,0.870852338188899,0.531712107482026,0.446120536326241,0.712074398448057,0.708336441576904,0.75592403512635,0.661923847151237,0.805147123616289,0.712504707306076,0.028664563306345,0.709127873880513,0.718343722279186,0.770552411606255,0.88989942978669,0.829068143603158,0.794923665801615,0.70161400697143,0.733455640508027,0.718842881297407,0.721438624751405,0.806962961599198,0.733628952282014,0.718343722279186,0.886276203352383,0.839259558266873,0.880501777055909,0.400544861511354,0.857414493694164,0.854357672945559,0.874292506046063,0.627108321398604,0.697375718404557,0.77182639314016,0.849291887944075,0.786496170283887,0.761773019143183,0.787627265938819,0.866073692534046
"North Kankanay",0.878979669804282,0.864574023676438,0.900498934742315,0.811824152571009,0.613517532424738,0.589478696023369,0.794263946845222,0.624479488854772,0.688404044454398,0.758827957589489,0.500044870554439,0.743822001061935,0.495983433277526,0.550271166161115,0.693500297926005,0.746383175099132,1.39821043632082e-10,0.373274526360047,0.848104360358665,0.894102510374897,0.872119642044329,0.516673364575789,0.614473243720595,0.71489976299414,0.224109925186247,0.350703530911149,0.665241330455836,0.468093412952157,0.208102720522703,0.748343725197578,0.205981442290966,0.231138733060676,0.772803941438821,0.743867469514498,0.543159872429706,0.812495552020307,0.185470196178898,0.736071194592907,0.721601827882159,0.745162880549038,0.215121225275497,0.736242805688181,0.231138733060676,0.887392155464298,0.840836876653219,0.673795465049854,0.59190396319869,0.620690772090157,0.855786836122033,0.875526052124332,0.630767443486114,0.70034531857692,0.377134960839701,0.862647033104387,0.788591246747076,0.412089908423103,0.805824341352036,0.512120772282041
"Ilongot",0.727241890453391,0.856855403248276,0.889364910376249,0.592524094473836,0.587454647835077,0.543541959682352,0.554499231947557,0.5824592902819,0.326888221656467,0.742564246720816,0.466329828009012,0.726546346454784,0.593760514157456,0.520134350998428,0.332773226321833,0.730597156541937,0.373274526360047,1.71185954300768e-10,0.838659339704154,0.771239496867903,0.857810016135224,0.693377504617229,0.847567382398445,0.68299746147594,0.693222446568164,0.743276027487041,0.642666498989664,0.785469384730879,0.683449377168278,0.73137299819819,0.67975337424408,0.689899909742276,0.487537481833815,0.59131622820984,0.633048614568417,0.592501110276881,0.671480699388379,0.42985913519614,0.690449477669018,0.727977649674524,0.502072778863757,0.428860275858076,0.689899909742276,0.875400580201371,0.823025486196346,0.868433929395087,0.83865253825028,0.850025717932723,0.839649593004863,0.861597598544687,0.589450857883304,0.666814395914735,0.748783671166695,0.847271678182418,0.540550460768151,0.767560102381529,0.578002729200117,0.69359746651615
"Pangasinan",0.613935113333901,0.918118150499242,0.939820013002503,0.865030226569392,0.722794121570302,0.751709525186636,0.87555989913599,0.728911871522559,0.776506729755033,0.854126329230207,0.697600562537776,0.845049929078968,0.886526609563593,0.727984284111255,0.814615542514752,0.846599063276175,0.848104360358665,0.838659339704154,5.12979658751078e-11,0.935947569286796,0.922655719723935,0.928809761963024,0.897073683233021,0.82756638321117,0.792856121349706,0.853818551588715,0.797520162530687,0.883306013655188,0.827827688006338,0.847784908188987,0.825801761081583,0.798667648088618,0.835987243085923,0.921298375004019,0.897626939858036,0.886588536386616,0.821301837350209,0.840361829331453,0.831619909440418,0.845860964267377,0.862014078788027,0.840465628843883,0.798667648088618,0.640771640037684,0.492954843756743,0.91458078453516,0.908549977119595,0.914602997289954,0.895892566357576,0.924715976202586,0.733451143819315,0.818763600310173,0.863350809813447,0.900721251959596,0.872130094056125,0.86825554164032,0.882553476023268,0.912121967943581
"Inibaloi",0.817441396119619,0.94289261373289,0.893614806288314,0.841908801956012,0.837025331757028,0.826888464713807,0.699269006375553,0.841647847297241,0.738220507079626,0.898300862530485,0.789175374831531,0.891973044344638,0.842388504108782,0.810355155421051,0.741106120751146,0.893053058379064,0.894102510374897,0.771239496867903,0.935947569286796,2.48630005472705e-11,0.740880172833571,0.768604852032475,0.713897016934104,0.695174681150849,0.878216129136605,0.747855684994049,0.858836589789455,0.918639347121422,0.879956584947724,0.893879797050769,0.878546591021699,0.882394660686143,0.805167068435707,0.906509294733213,0.85727828601538,0.841889277804229,0.875409182281357,0.614206792243833,0.702340438317816,0.734129863926482,0.919397548727489,0.614457641691038,0.882394660686143,0.879369575102744,0.68674137546956,0.950103618603157,0.936242871932459,0.852701084948329,0.939187170158201,0.667185666297787,0.84429939660691,0.679613265954599,0.758433803428001,0.942080026680913,0.821732278803292,0.908150396912755,0.667866047872488,0.94833481453935
"North Kallahan",0.926499571228994,0.93137863827421,0.8789973640881,0.903708011716549,0.802231977430106,0.781180896725137,0.759810374827175,0.799837278325484,0.841327999020373,0.876589180813049,0.744166564793,0.868910440900398,0.890193234046396,0.736501176800615,0.820419984827267,0.870852338188899,0.872119642044329,0.857810016135224,0.922655719723935,0.740880172833571,3.93399757214752e-11,0.937259840271014,0.91636503445668,0.848033761954304,0.831680840258236,0.85914366010518,0.60918099608245,0.780156982977629,0.826117184916896,0.852703379207568,0.824398718377687,0.829962382424013,0.861481087500774,0.933531612348788,0.901289206251744,0.890175473442665,0.842512799828148,0.846177140312415,0.830263727776381,0.850841602987624,0.898115650812685,0.845620605079493,0.829962382424013,0.931608806198524,0.90294142317869,0.936929209159467,0.922652459209477,0.917713845563827,0.912074836357172,0.102119099439865,0.774883012876658,0.817303870235631,0.879570679132604,0.842847286936102,0.752185982442632,0.872422308072432,0.886268032519856,0.928287856416291
"Itbayaten",0.650439782270523,0.700375308206638,0.713115782846998,0.91136966376194,0.740861928047221,0.713278416842648,0.755031201433157,0.73772412194075,0.791787560565037,0.506022634892537,0.764522430290315,0.526396108539166,0.46125937288053,0.7882632330926,0.793882645004739,0.531712107482026,0.516673364575789,0.693377504617229,0.928809761963024,0.768604852032475,0.937259840271014,3.33290062215497e-11,0.289279292474804,0.587144088532192,0.626825940739461,0.513775675531156,0.842329534598004,0.69975070816845,0.61268336492157,0.534755554532903,0.61164935499433,0.623953664513253,0.8885339607097,0.874688362056894,0.780286161529589,0.911709924240921,0.601617403497915,0.686346114904612,0.596849401783934,0.696566829071783,0.616342869292497,0.685945744490456,0.623953664513253,0.836857900917581,0.603803114101228,0.84045493607757,0.563135299548862,0.715955065397493,0.816246887199551,0.819748290140147,0.742115836303523,0.628340964497021,0.479029199276434,0.66603476254261,0.9004541223311,0.716746280696618,0.713597602738636,0.763914259263485
"Ivatanen",0.687371306636237,0.645857602417173,0.743595412657934,0.872518004177095,0.647928100881782,0.665567659856476,0.866126098240245,0.652603051876591,0.716147072562425,0.416984656376184,0.714313666531791,0.44052713098833,0.350800186675283,0.706970197532998,0.727946548958885,0.446120536326241,0.614473243720595,0.847567382398445,0.897073683233021,0.713897016934104,0.91636503445668,0.289279292474804,4.56550353078455e-11,0.767742286427605,0.503116783256525,0.609815236170483,0.782170171178281,0.649127059688863,0.52364736181675,0.430450133391274,0.522492676162948,0.506816729426789,0.826316694029887,0.916657955931739,0.725431773688049,0.877878958440219,0.534558164446443,0.828259663654831,0.75021048300638,0.834175687871048,0.677775630380073,0.828371332205671,0.506816729426789,0.898847364580473,0.663431017144716,0.800529266936845,0.48562134521829,0.772059931706548,0.757499140181887,0.888317200215662,0.6279268227108,0.804022999642593,0.589126186757826,0.906224326920158,0.86231016159656,0.646656628139104,0.645339828828657,0.789203912113388
"Kapampangan",0.575324480824914,0.84701351478048,0.650996203001615,0.78532380483701,0.372328057573793,0.305516585514209,0.40664819923092,0.364727812504953,0.495677708349082,0.608321367666029,0.429637403499975,0.707745075430762,0.695317858674199,0.48714124959404,0.500752322472184,0.712074398448057,0.71489976299414,0.68299746147594,0.82756638321117,0.695174681150849,0.848033761954304,0.587144088532192,0.767742286427605,1.95535032609939e-10,0.672129995064017,0.30432294100789,0.618098079767577,0.673599890799191,0.661684979525943,0.712903582998272,0.657734858392742,0.668579017643049,0.73001224840208,0.870446206865852,0.807908586728092,0.786147967624807,0.648893396834055,0.240282441583687,0.023507749459077,0.2650385704905,0.772856030704035,0.239312683363004,0.668579017643049,0.604844948248856,0.441183930711839,0.859388121013463,0.753952689911491,0.593595929308105,0.828624721251085,0.563402860830004,0.375365214656925,0.099785118476843,0.207525813659147,0.836770861921526,0.758884698298842,0.751578726907591,0.778539337668791,0.860225581764199
"Tina",0.840646269621615,0.844257879290297,0.869034338303691,0.743436704022791,0.47306087857907,0.527893686188311,0.730572703549984,0.484668616733264,0.575162878449156,0.722648148011541,0.42504330239144,0.705391048921249,0.39043819072077,0.410264238108803,0.598082618405176,0.708336441576904,0.224109925186247,0.693222446568164,0.792856121349706,0.878216129136605,0.831680840258236,0.626825940739461,0.503116783256525,0.672129995064017,1.84918969026171e-10,0.214735473819138,0.561607594223348,0.388298595771873,0.041318720291458,0.670436616651582,0.0389948630654809,0.00744630958957104,0.65045447282519,0.832270358005308,0.4474189970208,0.754225867515715,0.063277205225192,0.6543647872827,0.633565723829551,0.666271054218938,0.351508848132403,0.654589525303724,0.00744630958957104,0.851723424753294,0.790466738974043,0.598556106716143,0.530682783686122,0.54126027891214,0.778125260126108,0.836164437986314,0.431928575554931,0.605587402198633,0.283694866024288,0.811272206613323,0.722892958060151,0.288880445350457,0.74548148287709,0.575763316699523
"Iraya",0.687242401248072,0.869668639480079,0.743366571670026,0.818903175903108,0.628056690571239,0.604922175771205,0.482666485296308,0.638606267057766,0.700126032528248,0.76790065495502,0.518852778551729,0.753459210386959,0.489893809314683,0.506485054611075,0.663659137798356,0.75592403512635,0.350703530911149,0.743276027487041,0.853818551588715,0.747855684994049,0.85914366010518,0.513775675531156,0.609815236170483,0.30432294100789,0.214735473819138,1.29498967105235e-10,0.633135349466919,0.488103308970316,0.197736393201083,0.724207915405439,0.195791694666543,0.221271832353988,0.74975042485712,0.879917583306659,0.537577672709535,0.794326178933671,0.216112149247535,0.336337922113029,0.281954648760301,0.359199417598022,0.492873684815688,0.336769446727793,0.221271832353988,0.70898311878134,0.589106799918282,0.68606701607821,0.60725620635731,0.415815046103355,0.84115356921701,0.678956442341713,0.593301525642777,0.227129799968373,0.066695631054449,0.867814140736395,0.768105521992052,0.404906144670958,0.787008521117703,0.666861981843694
"Siocon Subanon",0.815288216325708,0.818400876898858,0.695911805107422,0.747980783861207,0.48239367667587,0.450092094178183,0.38541979095349,0.496976902591731,0.584636540047631,0.677004302556804,0.330422572600869,0.656907199485714,0.71404762662036,0.313575283712487,0.532187053144631,0.661923847151237,0.665241330455836,0.642666498989664,0.797520162530687,0.858836589789455,0.60918099608245,0.842329534598004,0.782170171178281,0.618098079767577,0.561607594223348,0.633135349466919,2.48454035123302e-10,0.447518926349363,0.563020169285385,0.616418733951348,0.558701541150349,0.572683422980592,0.651892161353102,0.832960233751404,0.742843640058943,0.713934002911302,0.604223510887446,0.599363651612252,0.573440725195793,0.611570404942699,0.743957413841698,0.597974186803917,0.572683422980592,0.828128085700126,0.756084921611949,0.841498635195509,0.797500804599018,0.785683191009825,0.779037835864233,0.809282092136131,0.434265065967328,0.540871685231878,0.697352586441061,0.605064100653144,0.365872952075088,0.66769135464487,0.703756076189558,0.813251419615036
