node_i,node_j,w,log10_w_ratio
0,2,128.08638034626415,-0.3196008582148302
0,1,166.30595054267286,-0.2061960222496856
1,3,151.3227864918694,-0.24719948121534838
1,2,81.76619076945332,-0.5145300453014039
2,5,108.06814054591983,-0.39340613218004433
2,6,209.4610435884175,-0.10600054813683828
2,3,246.584050479348,-0.03513882892269679
3,7,56.47420840262647,-0.6752536589644236
3,6,53.202452889903704,-0.7011721552773443
4,5,228.68541691688935,-0.06786534022236082
5,6,241.03864975596778,-0.045017125253488895
6,11,280.78958421042523,0.021277182651417308
6,7,361.9271334811057,0.13151733204464466
7,8,389.4730514843146,0.1633736021308774
7,12,409.82643417028424,0.18549615624371554
7,11,441.0671664623221,0.21740091850418694
8,13,519.8847399680157,0.28880325878960694
8,12,545.0101769555423,0.3093008008116037
9,18,317.7568468372792,0.07499110614234711
9,10,283.6998768850131,0.025755336222476468
10,19,302.1678501355457,0.053144443564404904
10,18,352.9980983770276,0.12066855471633449
11,12,511.61519616159956,0.28183962444861005
11,21,543.5343413024309,0.3081231775498744
11,22,547.5970255098439,0.31135726931976715
12,13,570.9380951536293,0.3294852106412549
12,22,584.4539007952129,0.3396464504656702
12,23,536.7658958610095,0.3026811034507367
13,14,646.9831156640226,0.38378913591559055
13,23,590.1490358233923,0.3438578908109073
13,24,410.5658389726335,0.1862790000685905
14,15,621.1922669710265,0.36612222958740626
14,24,384.3051327650671,0.15757237381795736
14,25,13.8956112831729,-1.2842261544821145
15,16,539.01711254017,0.304498742139642
15,25,5.041368378986657,-1.7245553780766085
15,26,1.0311528653562523,-2.41378075817999
16,17,542.2300754632103,0.30707979148819414
16,26,0.6183737852038164,-2.6358527409051367
16,27,0.8379240726082029,-2.503899143718317
17,27,0.5288686478655006,-2.703755988958702
17,28,401.556364303366,0.17664270236384932
18,31,301.02629009992,0.051500615207793754
18,19,196.3193041108696,-0.13414080515543259
19,32,357.8697939988341,0.1266212322036304
19,20,223.82857888655863,-0.07718827377378215
19,31,299.00778326688817,0.048578682187798705
20,33,281.9411796588612,0.023054701418559635
20,32,330.86514254847367,0.09254720447850055
21,34,600.2882049908386,0.35125599892025866
21,22,663.1169431449207,0.39448631350376817
22,35,583.0424352206489,0.3385963537926958
22,23,657.258301714995,0.39063226920482885
22,34,598.7058083605473,0.35010966037966945
23,36,484.8482103059239,0.2585019857552264
23,24,610.2627051378364,0.35841301871000325
23,35,439.3949223880488,0.21575122283573003
24,37,212.06152442393366,-0.10064193205748212
24,25,447.677934397391,0.22386187785941145
24,36,7.169544214361996,-1.5716122637338636
25,38,39.18424474178378,-0.8339923307469872
25,26,4.296887114780871,-1.7939498667942377
25,37,3.8468672197611884,-1.8419966148487132
26,39,455.39037721945977,0.23128003826341662
26,27,26.044885048341808,-1.0113813661344875
26,38,1.2880405940140773,-2.317174260598983
27,40,0.5076731124137815,-2.721519648370269
27,28,1.396110575840769,-2.2821839941257664
27,39,18.17694485729354,-1.1675829213905482
28,40,577.5664166805147,0.33449812159545633
28,41,85.02735505213361,-0.497545141427736
28,29,583.0103814307458,0.33857247702848114
29,42,603.618617085654,0.3536588149160946
29,30,522.8224140541223,0.2912503869519239
29,41,0.5877241960444531,-2.657930240534137
30,43,0.46638331317887544,-2.7583608077856123
30,42,557.6507483962527,0.31925847827651005
31,46,248.39336826011635,-0.031963814474664766
31,32,9.178649190199064,-1.4643250397532859
32,46,290.20435548643565,0.03560011508498758
32,47,105.69272644476227,-0.40305871001998433
32,33,465.55610797857327,0.24086821774955913
33,47,315.9589472807007,0.0725268470576612
33,48,19.39845125731403,-1.1393367531991445
34,50,625.8123931047501,0.36934034822137085
34,49,666.3852257510235,0.3966215487723422
34,35,664.303851374161,0.39526295921247595
35,51,453.382008473593,0.22936047094892573
35,50,637.5097161545018,0.37738299704325073
35,36,548.8578585322454,0.31235607569758317
36,52,6.258834608838925,-1.6306103357339088
36,51,445.0018875399377,0.22125804200168203
36,37,222.97511214885958,-0.07884742007411087
37,52,2.050351062650371,-2.1152755834559067
37,38,3.1927122533943915,-1.922944032057466
37,53,0.1567394555864286,-3.2319254771354564
38,54,167.0317948587167,-0.2043046632076764
38,53,4.31149308509593,-1.7924761172036032
38,39,90.277207485209,-0.4715256943791502
39,40,0.5439811934386777,-2.6915199256119275
39,55,2.9579446747608102,-1.9561137643900341
39,54,1.922401980114934,-2.1432596059774536
40,41,20.034440287946722,-1.1253265972673208
40,56,1.7270293409160205,-2.189804095142748
40,55,23.195069961885473,-1.0617081243131719
41,56,0.49636051569415063,-2.731306584004951
41,42,0.5008482495664585,-2.7273976508256332
41,57,0.4752796317912598,-2.7501546081940376
42,58,0.6785288620351142,-2.5955354854832153
42,57,92.58928250281811,-0.4605430924507664
42,43,0.33794691516578,-2.8982553246189036
43,44,554.2525685432677,0.3166039033129787
43,59,108.7220018094956,-0.39078637099814445
43,58,358.02649989804974,0.12681136172093116
44,59,474.26963474841665,0.24892150860511666
44,45,434.8055881707792,0.21119130594602556
44,60,463.9658597777187,0.23938221372543145
45,60,442.3982739112744,0.21870961272339987
46,61,33.86147084943732,-0.8973979923620892
46,47,370.2499166096579,0.14139115827225582
47,62,21.42926978160395,-1.0960964387214238
47,48,13.408627267306938,-1.2997194926690767
47,61,15.660531337466745,-1.2322973181980037
48,63,403.97347050163427,0.17924903421972066
48,49,253.8940796870051,-0.022451237011572017
48,62,283.5738085297167,0.02556230491023017
49,50,585.0190764097637,0.34006621676142695
49,64,488.85230487664955,0.26207385606299993
49,63,551.9640874454251,0.3148070109498278
50,65,558.8338582618113,0.32017889988439807
50,51,604.8640839941335,0.3545539863517584
50,64,585.7198220292106,0.34058611063783734
51,66,206.8301163886895,-0.11149003476378769
51,52,518.991404741767,0.2880563542488647
51,65,403.42625427790404,0.17866034681875018
52,67,0.2220436791362844,-3.080665396376413
52,53,175.62208576478747,-0.18252468038659345
52,66,38.26424906659697,-0.844310616357985
53,68,4.195237473046352,-1.8043472618377576
53,54,5.021427362399387,-1.7262766263313065
53,67,349.0478505945959,0.11578115689803735
54,55,90.72663302108592,-0.46936901714157653
54,68,1.937859092921936,-2.139781615992598
55,56,134.79260256871342,-0.2974377523766783
56,57,289.68489816575675,0.03482204407616409
57,58,0.3463617875987225,-2.887573838703118
58,59,124.20199460649098,-0.3329752407112792
59,60,384.1453620494294,0.15739178302742696
61,70,368.4263166999411,0.1392468331911571
61,69,10.900081221422276,-1.3896740770293046
61,62,28.460856711449132,-0.9728558422919337
62,71,403.5483887614975,0.17879180654462204
62,70,53.40562669113588,-0.6995167954224881
62,63,256.39643793644393,-0.018191823782284653
63,72,488.142121833969,0.2614424734829792
63,71,290.46962240185394,0.035996909051993285
63,64,407.37239145408216,0.18288778143867354
64,73,542.9091359688287,0.30762333883374715
64,72,483.70160415673814,0.25747371658682616
64,65,533.5747080984593,0.3000914243571314
65,74,396.3403535341319,0.17096448132650527
65,73,504.91424936513806,0.2761138161418425
65,66,482.6752539410133,0.25655122263625624
66,67,39.89326395750038,-0.8262042405585582
66,75,358.70194785018515,0.12762992391471278
66,74,355.2747649350472,0.12346054966589778
67,76,2.0256522295306807,-2.1205389247511803
67,75,57.05258657191909,-0.6708284724579485
67,68,12.962381953864497,-1.3144189967345357
68,76,0.15171081425404725,-3.2460872718258513
69,78,263.9277802859909,-0.005618705880596496
69,77,131.4228635941516,-0.3084328852353833
69,70,259.0604917628445,-0.013702625513864275
70,78,193.93465682897897,-0.13944838508747334
70,71,391.7407272903629,0.1658949141767557
70,79,34.51257395316986,-0.8891264608562516
71,72,321.54937480900804,0.0801438584113296
71,80,10.17955597110747,-1.4193749764750445
71,79,262.53918756208157,-0.007909674138380547
72,80,469.3227685172281,0.2443678127879217
72,73,327.25729193607356,0.08778552115969637
72,81,338.07893386934575,0.1019142990582895
73,81,459.8095579193165,0.23547418346631419
73,74,369.7620721708495,0.14081855085046757
73,82,466.70787212824854,0.24194131524088114
74,82,396.45514836359706,0.17109025086282792
74,75,423.29392474717844,0.19953822427624215
74,83,389.19936869108915,0.16306831603442806
75,84,124.22981496593627,-0.3328779727433572
75,83,335.53914170309736,0.09863937818025106
75,76,257.6686904823659,-0.016042160800542504
76,84,85.34019624991814,-0.49595017386989376
77,85,300.4335277665567,0.05064458630557948
77,78,484.38767015343547,0.25808926875618543
77,86,367.25835391453853,0.1378678722336052
78,87,105.16625154481089,-0.4052274165291461
78,86,383.7671339121512,0.15696396760036344
78,79,139.06187523480307,-0.28389572960145815
79,87,9.522176723449258,-1.4483675737589559
79,80,266.3015860406847,-0.0017300580855935477
79,88,28.919654116461256,-0.9659107166817414
80,88,262.43901607740725,-0.008075410251859122
80,81,244.1827529204623,-0.0393888254365853
80,89,19.22187536084011,-1.1433080542495053
81,89,347.83078686951694,0.11426420812417415
81,82,26.78481158224709,-0.9992152154309246
81,90,215.3863250223516,-0.09388568482686259
