"model","WAIC","dWAIC","WAIC_SE","pWAIC","LOOIC","nRMSE"
"m_spline",59.2040042910673,0,26.4543623506245,10.8119756633272,59.1652397130845,0.132166232772245
"m_exp",59.6119615270753,0.407957236008009,31.655052174329,8.58732836682017,59.6392141993279,0.141740445544559
"m_lin",60.1289930344404,0.924988743373184,32.0931102755878,8.52345203682786,59.907122254856,0.141835897284401
