phoneme,ipa,class,winning_model,er_rate,ard_rate_01,ard_rate_10,er2_rate_bg,er2_rate_ph,ard2_rate_bg_01,ard2_rate_bg_10,ard2_rate_ph_01,ard2_rate_ph_10,span_has,eng_has,jap_has,ph_prevalence,unrelated_prevalence,austronesian_prevalence,n_austronesian,n_ph,austronesian_nonph_prevalence,p_er_vs_ard,p_1reg_vs_2reg,loglik_er,loglik_ard,loglik_1reg,loglik_2reg,ard_se_na,reg2_se_na,fit_note
phoneme_634,d,consonant,ER1,0.08450358192903079,0.09318064938122574,0.07363486083544869,0.09831716519246186,0,NA,NA,NA,NA,1,1,1,1,0.7007299270072993,0.5523255813953488,95,44,0.3984375,0.654623289569638,0.047907011329928605,-62.633059675556574,-62.53299923351831,-63.326206856116514,-61.36958436781954,FALSE,TRUE,2-regime favoured by LRT but SE non-finite; forced 1-regime
phoneme_639,k,consonant,ARD1,0.010918496755957713,6.57782711179673,0.11977766697991775,NA,NA,11.048745332755074,0.26511083016296344,0,0,1,1,1,1,0.9708029197080292,0.9825581395348837,169,44,0.9765625,0.009388610703836191,0.42879580203403134,-17.754375159218903,-14.380691395952722,-15.073838576511037,-14.227064117204993,FALSE,FALSE,NaNs produced | Inf replaced by maximum positive value
phoneme_644,ḍ,consonant,ER1,0.011122781826275003,0,0.7121384778501222,0.012133490069845133,0,NA,NA,NA,NA,0,0,0,0,0.072992700729927,0.029069767441860465,5,0,0.0390625,1,0.475216928962418,-15.45845622600815,-18.19250534207785,-16.151603406568082,-15.896693570395854,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_648,p,consonant,ER1,0.05303025275912562,0.8742753743421551,0.10097725333902056,0.043265587898613594,0.16343054817004693,NA,NA,NA,NA,1,1,1,0.8636363636363636,0.8686131386861314,0.8895348837209303,153,38,0.8984375,0.05247250602377993,0.08322051343476099,-52.877319504559615,-50.99699974961434,-53.570466685125545,-52.07003846131877,FALSE,FALSE,
phoneme_649,q,consonant,ARD1,0.014848610586703457,0,0.1958535570435527,NA,NA,0,0.19581418548152213,0,0.006680060640984424,0,0,0,0,0.145985401459854,0.03488372093023256,6,0,0.046875,0.0027733834810805616,1,-16.587175835574072,-12.111743719041693,-12.804890899601643,-12.805011091150833,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_652,t,consonant,ARD1,0.010918636292644363,12.703022986464763,0.2274825296825964,NA,NA,2764.042084104153,65.81053956792708,6.563337460594962e-4,0,1,1,1,1,0.9708029197080292,0.9825581395348837,169,44,0.9765625,0.002419782546418232,0.42656523647849537,-19.0074252646183,-14.407285806147776,-15.10043298670773,-14.248443020706077,FALSE,FALSE,NaNs produced | Inf replaced by maximum positive value
phoneme_653,ɡ,consonant,ER1,0.0654501386016201,0.058830270635359214,0.07305432151589834,0.07401383103610952,0,NA,NA,NA,NA,1,1,1,1,0.6715328467153284,0.5406976744186046,93,44,0.3828125,0.7039927803474357,0.08286671653333513,-55.94277713379053,-55.87060137851232,-56.63592431435046,-55.13204415192382,FALSE,TRUE,
phoneme_703,ɾ̣,consonant,ER1,0.01091359161451291,0.026210765555375357,1.1943940681330507,0.0118831718098096,0,NA,NA,NA,NA,0,0,0,0,0.021897810218978103,0.01744186046511628,3,0,0.0234375,0.31437120461743834,0.4795865649782989,-14.356900273206277,-13.850789482678579,-15.050047453766242,-14.800145805782082,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_704,r,consonant,ER1,0.4028101040450335,0.5000285009113284,0.37564321100097625,0.2871993385071858,0.6082097041287006,NA,NA,NA,NA,1,0,0,0.20454545454545456,0.583941605839416,0.48255813953488375,83,9,0.578125,0.20093863250976227,0.1895239014322796,-108.70339014043894,-107.88562062939137,-109.39653732105242,-108.53587996828587,FALSE,FALSE,
phoneme_706,ɹ,consonant,ARD1,0.01468208472316338,0.24929392395564515,10.345900471681327,NA,NA,0.5372818332929675,16.541994180801904,0,14.43661989815416,0,0,0,0,0.0072992700729927005,0.023255813953488372,4,0,0.03125,0.014296542988063885,0.3033222521862399,-21.27411947437132,-18.273543636775074,-18.966690817335085,-17.773731317274297,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_711,ɾ,consonant,ARD1,0.17763314175463746,0.28571059959978984,1.0115089795160492,NA,NA,0.25654699136168285,1.0574063053841962,0.8383229480708234,0.725667755043847,1,0,1,0.38636363636363635,0.16058394160583941,0.2616279069767442,45,17,0.21875,6.716712569252215e-6,0.08933131940216198,-104.48607879284296,-94.34994489435407,-95.04309207491714,-92.62768894351798,FALSE,FALSE,
phoneme_718,ɹ̣,consonant,ARD1,0.014721334652211895,0.02945023268417974,1.2234780561511074,NA,NA,0.044759743150593945,1.4776932278187347,0,14.573186205098155,0,1,0,0,0.06569343065693431,0.023255813953488372,4,0,0.03125,0.020776545129603283,0.5468983213508436,-20.58065177141901,-17.9079320185943,-18.60107919915862,-17.997586821134927,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
