"","Itbayaten","Ivatan","Ibatan","Ilocano","Gddang","Gaddang","Ibanag","Malaweg","Itawis","Yogad","Apayao","Kalinga","Itneg","Kankanaey","Bontoc","Balangao","AyanganIfugao","TuwaliIfugao","Kalanguya","Ibaloi","Bugkalot","Pangasinan","Sambal","Bolinao","Kapampangan","Tagalog","Bicolano","MangyanBuhid","MangyanBangon","MangyanHanunuo","MangyanIraya","BinukidnonNegros","Sulodnon","Kinaray-a","Hilgaynon","Cebuano","Boholano","Waray","Tausug","Surigaonon","Cuyonon","Agutaya","Palawano","Tagbanwa","Molbog","SamaDilautTaluksangay","SamaDilautMampang","SamaDilautBonggao","SamaDeyaBonggao","SamaKabingaan","SamaBangingi","Yakan","Chavacano","Subanon","Subanen","Iranun","Meranao","Maguindanaon","Mandaya","Mansaka","Kamayo","Tagakaolo","Kalagan","Kagayanen","Cinamiguin","BukidnonTalaandig","BukidnonBinukid","BukidnonHigaonon","BukidnonManobo","BukidnonUmayamnon","BukidnonTigwahanon","BukdinonMatigsalug","DavaoMatigsalug","AtaManobo","ManoboTagabawa","OvuManuvo","ManoboAgusan","Manguangan","Dibabaon","ManoboRK","ManoboIlianen","Lambanguian","ManoboDulangan","ManoboSarangani","BagoboKlata","BlaanKoronadal","BlaanSarangani","Obo","Tboli","Teduray","Sangil","AytaAmbala","AytaMagbukon","AytaMag-indi","AytaMag-antsi","AytaSambal","AgtaDupaningan","AgtaLabin","AttaRizal","AgtaMaddela","AgtaCasiguran","Arta","AgtaDumagat","AgtaRemontado","AgtaLopez","AgtaManide","AgtaIriga","AgtaIsarog","AgtaIraya","AgtaMatnog","AgtaBulusan","AtiPanay","AtiNegros","Batak","Mamanwa"
"MangyanIraya",1239.00763070317,1214.92931608184,1104.38730402585,835.445179089023,1361.13029273276,1139.85605191055,1467.38731068593,1410.89165763002,1339.71578163161,1524.02387174923,1286.03475522438,1336.78396064513,945.164341075635,1107.6404709306,1141.20996234936,1243.02097974237,1262.59455341336,1258.44984819302,1231.14278635568,869.578557779774,1052.86495181943,889.072414206296,575.948177306896,669.162838260086,513.248253466094,391.19145836197,708.638572244655,302.871682735245,250.860538819502,384.096104366175,0,1190.67562054894,1506.6643208239,759.633312030987,1391.39491898008,845.338793114772,900.307261983511,1019.65628136305,1224.27147908601,912.815331382482,683.574682936386,637.295719074344,1909.00411251475,2450.55609155013,1832.86091456401,1687.13305423323,2647.01188265518,1246.03916098338,1246.03916098338,2642.08276480298,1279.16701080221,2759.18768906396,2642.08276480298,2642.08276480298,1394.0926781052,1701.09082666923,1521.09747426779,1885.79826491769,1852.58751248703,1791.82608598305,1571.10059218108,2031.64104717989,2117.45631705623,843.061797771593,1007.58029488962,1402.98729051806,1340.05149193989,1267.77262657384,1389.84168342854,1379.93250419886,1508.01297965463,1526.47260359545,1775.93278103398,1725.18998613555,2015.49814505178,1775.93278103398,1499.85678134443,1669.60835164472,1710.29701772853,1651.01520181059,1819.55175801269,1839.58076864579,1612.08786146783,2409.19262694062,1871.86262191211,2155.85704047092,2279.37029179783,2154.27360670516,2296.80934416424,1819.87138363232,2639.08232302171,602.215679444712,507.396591888518,676.267925551424,743.774550007622,599.34383703991,1231.881378188,1303.80054510616,1410.89165763002,1601.30020884601,1242.54360649316,1265.48222833304,652.01151453287,575.873110159136,384.29143530081,645.383682655732,601.22589434634,716.396643535703,616.277624072419,598.194987752117,601.993955029158,1315.56187204462,1165.34518279708,1012.7234749798,1051.24726545884
"BinukidnonNegros",2417.89631620955,2393.81800158822,2283.27598953223,2014.33386459541,2540.01897823914,2318.74473741693,2646.27599619231,2589.7803431364,2518.60446713799,2702.91255725561,2464.92344073077,2515.67264615151,2124.05302658202,2286.52915643699,2320.09864785574,2421.90966524875,2441.48323891975,2437.3385336994,2410.03147186206,2048.46724328616,2231.75363732582,2067.96109971268,1754.83686281328,1848.05152376647,1692.13693897248,1570.08014386835,1086.95304133785,1361.73265972918,1309.72151581343,1156.14429866833,1190.67562054894,0,408.342158749579,231.307063794641,182.509121587625,406.743048125948,350.597394339451,794.450361066206,710.903475360163,594.893600881573,243.969168575141,298.774531941448,1359.29424487069,616.929741821598,1283.15104691996,1137.42318658917,1017.33975671521,863.026929759038,863.026929759038,1015.5855490975,2068.54385619221,993.890183411771,1015.5855490975,1015.5855490975,844.382810461142,1151.38095902517,1203.17574376689,1336.08839727363,1534.66578198612,1473.90435548214,1253.17886168017,1713.71931667899,1799.53458655532,333.913774656055,689.658564388714,1085.06556001715,1022.12976143898,949.850896072935,1071.91995292763,1062.01077369795,1190.09124915372,1208.55087309454,1458.01105053307,1407.26825563464,1697.57641455087,1458.01105053307,1181.93505084353,1351.68662114381,1392.37528722762,1333.09347130968,1501.63002751178,1289.87090100173,1062.37799382377,2091.27089643971,1553.9408914112,1837.93530997002,1961.44856129692,1604.5637390611,1978.88761366334,1270.16151598826,2321.1605925208,1781.10436495109,1686.2852773949,1855.15661105781,1922.663235514,1778.23252254629,2410.77006369438,2482.68923061254,2589.7803431364,2780.18889435239,2421.43229199955,2444.37091383942,1830.90020003925,1754.76179566552,1156.33962960296,1417.43187695788,979.54036343954,1094.7111126289,994.592093165619,742.63549893809,746.434466215131,170.198326883198,136.435528265118,548.383357484413,733.325534957934
"Sulodnon",2733.88501648452,2709.80670186319,2599.2646898072,2330.32256487037,2856.00767851411,2634.7334376919,2962.26469646728,2905.76904341137,2834.59316741296,1383.13090402145,2780.91214100573,2831.66134642648,2440.04172685699,2602.51785671196,2636.08734813071,2737.89836552372,2757.47193919472,2753.32723397437,2726.02017213703,2364.45594356113,2547.74233760078,2383.94979998765,2070.82556308825,2164.04022404144,2008.12563924744,1886.06884414332,571.113114983729,563.327452793151,619.877338716411,446.306255596156,1506.6643208239,408.342158749579,0,293.924965037059,226.083320878974,722.731748400917,777.700217269656,1110.43906134117,801.399458884379,910.882301156541,291.107192529624,289.582287458929,779.947838015596,632.527074181166,1710.25386985016,1564.52600951937,1016.9980416752,966.762774998113,966.762774998113,1008.46396899423,791.404709330335,1069.34171025428,1008.46396899423,1008.46396899423,1271.48563339135,1578.48378195538,1519.16444404185,1763.19122020384,1850.65448226109,1789.89305575711,1569.16756195514,2029.70801695395,2115.52328683029,493.927208869333,1005.64726466368,1401.05426029212,1338.11846171395,1265.8395963479,1387.9086532026,1377.99947397292,1506.07994942869,1524.53957336951,1773.99975080804,1723.25695590961,2013.56511482583,1773.99975080804,1497.92375111849,1667.67532141878,1708.36398750259,1649.08217158465,1817.61872778675,1716.97372393193,1489.48081675397,2407.25959671468,1869.92959168617,2153.92401024498,2277.43726157189,2031.66656199131,2294.8763139383,1697.26433891847,2637.14929279577,2097.09306522606,2002.27397766987,2171.14531133278,2238.65193578897,2094.22122282126,2726.75876396935,2798.67793088751,2905.76904341137,1175.45534607835,1062.65341040028,1094.52986495723,2146.88890031422,2070.75049594049,632.611034453513,1733.42057723285,584.055876451746,647.318779535397,641.902009473984,1058.62419921306,1062.4231664901,199.978201198767,454.34423241457,823.926278192304,1049.3142352329
"Kinaray-a",3566.79822276348,3542.71990814215,3432.17789608616,3163.23577114933,1544.77026727825,1659.97832260738,1531.60902743039,1783.84736045486,1727.9698041965,1040.0222694425,3613.82534728469,1672.28959635065,3272.95493313594,3435.43106299091,3469.00055440966,3570.81157180268,3590.38514547367,3586.24044025332,3558.93337841598,3197.36914984008,1395.50632700094,3216.8630062666,1265.40602185755,2996.95343032039,1271.8359184487,1134.60362988339,883.895245904039,310.860473155935,362.885063211901,237.406851649143,759.633312030987,231.307063794641,293.924965037059,0,295.968404908889,736.897850556986,575.716287172343,1943.35226762013,567.019845335954,1743.7955074355,101.465015033961,118.161238969861,885.03732679583,449.111033288608,808.894128845098,720.619248294305,645.566824393659,721.263204358857,721.263204358857,640.637706541457,616.808665574747,757.742630802437,640.637706541457,640.637706541457,546.304494577949,1820.61264084207,965.797759811684,2005.32007909053,2683.56768854005,2622.80626203607,2402.0807682341,2862.62122323291,2948.43649310925,191.440782604941,731.357294194615,2233.96746657108,991.508641847125,891.294597232133,1095.62527945221,1044.91324749621,2338.99315570764,2357.45277964846,2606.912957087,2556.17016218856,2846.47832110479,2606.912957087,2330.83695739745,2500.58852769774,2541.27719378154,2481.99537786361,2650.5319340657,1959.10258281863,1731.60967564067,3240.17280299363,2702.84279796512,2986.83721652394,3110.35046785085,2273.795420878,3127.78952021726,1939.39319780516,3470.06249907472,1262.09372559986,1173.41615719078,1217.3215810964,1295.97070578321,1288.96762128976,3559.67197024831,1798.70575990422,1783.84736045486,845.315910678815,790.726076496615,810.892332687657,769.672962493602,734.134204026674,586.810778167949,862.216514287,840.988936838916,918.81651551461,910.66408357318,855.95592816958,1895.33637276906,438.100005221707,286.115778114567,487.547104791653,1882.22744151186
"Hilgaynon",2618.6156146407,2594.53730001937,2483.99528796338,2215.05316302655,2740.73827667029,2519.46403584808,2846.99529462346,2790.49964156755,2719.32376556913,2903.63185568675,2665.64273916191,2716.39194458265,2324.77232501316,2487.24845486813,2520.81794628689,2622.6289636799,2642.20253735089,2638.05783213054,2610.7507702932,2249.1865417173,2432.47293575696,2268.68039814382,1955.55616124442,2048.77082219761,1892.85623740362,1770.7994422995,1287.672339769,745.9259946937,1510.44081424458,601.602653300614,1391.39491898008,182.509121587625,226.083320878974,295.968404908889,0,607.462346557094,551.316692770597,995.169659497352,557.455381593961,795.612899312719,399.232644922877,414.54395617808,681.862589616982,620.217316671038,710.889387168676,1338.14248502031,987.106314093893,703.376709613378,703.376709613378,971.343941864227,748.370852032204,1044.60131006579,971.343941864227,971.343941864227,1045.10210889229,1352.10025745632,1403.89504219803,1536.80769570478,1735.38508041727,1674.62365391329,1453.89816011132,1914.43861511013,2000.25388498647,194.983349349005,890.37786281986,1285.7848584483,1222.84905987013,1150.57019450408,1272.63925135878,1262.7300721291,1390.81054758487,1409.27017152568,1658.73034896422,1607.98755406579,1898.29571298201,1658.73034896422,1382.65434927467,1552.40591957496,1593.09458565876,1533.81276974083,1702.34932594292,1490.59019943288,1263.09729225492,2291.99019487086,1754.66018984234,2038.65460840116,2162.16785972807,1805.28303749225,2179.60691209448,1470.88081441941,2521.87989095194,1981.82366338224,1887.00457582605,2055.87590948895,2123.38253394515,1978.95182097744,2611.48936212553,2683.40852904369,2790.49964156755,1388.67598890992,1257.82181549958,1295.10567434285,2031.6194984704,1955.48109409666,1357.05892803411,1618.15117538903,1180.25966187069,1295.43041106005,1195.31139159676,943.354797369236,947.153764646277,198.949266038635,212.858379815355,740.860952056516,934.04483338908
"Cebuano",2072.55948877539,2048.48117415406,1937.93916209807,1668.99703716124,2194.68215080498,1973.40790998277,2300.93916875815,2244.44351570224,2173.26763970382,2357.57572982144,2119.5866132966,2170.33581871734,1778.71619914785,1941.19232900282,1974.76182042158,2076.57283781459,2096.14641148558,2092.00170626524,2064.6946444279,1703.13041585199,1886.41680989165,1722.62427227852,1409.50003537912,1502.71469633231,1346.80011153831,1224.74331643419,741.616213903691,1016.39583229501,964.38468837927,810.807471234163,845.338793114772,406.743048125948,722.731748400917,736.897850556986,607.462346557094,0,116.374689560524,449.113533632043,1784.53233117449,249.556773447409,1533.35808527442,1567.01308899738,1125.07154009176,1666.62351912714,1048.92834214103,903.200481810238,1863.07931023219,1938.77569019739,1938.77569019739,1858.15019237999,841.174363220634,657.162785771429,1858.15019237999,1858.15019237999,610.160105682214,917.158254246244,857.838916332722,1101.8656924947,1189.32895455196,1128.56752804798,907.842034246008,1368.38248924482,1454.19775912116,1408.95326844347,344.32173695455,739.72873258299,676.792934004815,604.514068638772,726.583125493471,716.673946263787,844.754421719556,863.214045660374,1112.67422309891,1061.93142820048,1352.2395871167,1112.67422309891,836.598223409362,1006.34979370965,1047.03845979345,987.756643875517,1156.29320007762,1055.6481962228,828.155289044842,1745.93406900555,1208.60406397703,1492.59848253585,1616.11173386276,1370.34103428218,1633.55078622917,1035.93881120933,1975.82376508663,1435.76753751693,1340.94844996074,1509.81978362364,1577.32640807984,1432.89569511213,2065.43323626022,2137.35240317838,2244.44351570224,1177.9561463598,2076.09546456538,2099.03408640526,1485.56337260509,1409.42496823135,811.002802168797,1072.09504952372,634.203536005376,749.374285194739,649.255265731455,397.298671503927,401.097638780968,531.629299621628,381.412610374093,1705.05959063018,387.98870752377
"Boholano",2127.52795764413,2103.4496430228,1992.90763096681,1723.96550602998,2249.65061967372,2028.37637885151,2355.90763762689,2299.41198457098,2228.23610857256,2412.54419869018,2174.55508216534,2225.30428758608,1833.68466801659,1996.16079787156,2029.73028929032,2131.54130668333,2151.11488035432,2146.97017513397,2119.66311329663,1758.09888472073,1941.38527876039,1777.59274114725,1464.46850424785,1557.68316520104,1401.76858040705,1279.71178530293,796.58468277243,1071.36430116375,1019.35315724801,865.775940102902,900.307261983511,350.597394339451,777.700217269656,575.716287172343,551.316692770597,116.374689560524,0,504.082002500781,1686.25177858491,304.525242316148,560.780304895956,634.710459466064,1026.79098750218,1568.34296653756,950.647789551452,804.919929220663,741.05829017835,910.487910619423,910.487910619423,761.957160325384,1736.0405988237,809.420596883183,761.957160325384,761.957160325384,511.879553092639,818.877701656669,291.076496055086,1003.58513990513,1244.2974234207,1183.53599691672,962.810503114747,1423.35095811356,1509.1662279899,613.255502836769,162.418685777363,794.697201451729,731.761402873554,659.482537507511,781.55159436221,771.642415132526,899.722890588295,918.182514529112,1167.64269196765,1116.89989706922,1407.20805598544,1167.64269196765,891.566692278101,1061.31826257839,1102.00692866219,1042.72511274426,1211.26166894635,957.367643633228,729.874736455267,1800.90253787428,1263.57253284577,1547.56695140459,1671.0802027315,1272.0604816926,1688.51925509791,937.65825861976,2030.79223395537,1490.73600638567,1395.91691882947,1564.78825249238,1632.29487694858,1487.86416398087,2120.40170512896,2192.32087204712,2299.41198457098,2489.82053578696,2131.06393343412,2154.002555274,1540.53184147383,1464.39343710009,865.971271037536,1127.06351839246,689.172004874115,804.342754063478,704.223734600194,452.267140372666,456.066107649707,586.597768490367,325.266956587596,1606.77903804061,442.957176392509
"Waray",2246.87697702366,2222.79866240234,2112.25665034635,1843.31452540952,2368.99963905326,2147.72539823104,2475.25665700642,2418.76100395052,2347.5851279521,2531.89321806972,2293.90410154488,2344.65330696562,1953.03368739613,2115.5098172511,2149.07930866985,2250.89032606287,2270.46389973386,2266.31919451351,2239.01213267617,1877.44790410027,2060.73429813993,1896.94176052679,1583.81752362739,1677.03218458058,1521.11759978659,1399.06080468247,915.933702151969,1190.71332054329,1138.70217662755,985.12495948244,1019.65628136305,794.450361066206,1110.43906134117,1943.35226762013,995.169659497352,449.113533632043,504.082002500781,0,2172.23964411474,222.414825622167,1921.06539821467,1954.72040193764,1512.77885303202,2054.3308320674,1436.63565508129,1290.9077947505,2250.78662317245,2326.48300313765,2326.48300313765,2245.85750532025,2222.02846435354,2362.96242958123,2245.85750532025,2245.85750532025,997.867418622472,1304.8655671865,1124.87221478506,1489.57300543496,1456.3622530043,1395.60082650032,1174.87533269835,1635.41578769716,1721.2310575735,1796.66058138373,611.355035406893,1006.76203103533,943.826232457159,871.547367091115,993.616423945814,983.70724471613,1111.7877201719,1130.24734411272,1379.70752155125,1328.96472665282,1619.27288556905,1379.70752155125,1103.6315218617,1273.38309216199,1314.0717582458,1254.78994232786,1423.32649852996,1443.35550916306,1215.8626019851,2012.96736745789,1475.63736242938,1759.6317809882,1883.1450323151,1758.04834722243,1900.58408468151,1423.64612414959,2242.85706353898,1610.08502576521,1515.26593820901,1684.13727187192,1751.64389632812,1607.21318336041,2239.7507245085,2311.66989142666,2418.76100395052,2609.1695551665,2250.41295281366,2273.35157465353,1659.88086085337,1583.74245647963,985.320290417075,1246.412537772,808.521024253653,923.691773443017,823.572753979732,241.132410452084,575.415127029245,919.336612561886,769.119923314351,2092.76690357044,655.022005976113
"Tausug",3795.68559925809,3771.60728463676,3661.06527258077,3392.12314764394,3917.80826128768,3696.53402046547,4024.06527924085,3967.56962618494,3896.39375018653,4080.70184030415,3842.7127237793,3893.46192920005,3501.84230963056,3664.31843948552,3697.88793090428,3799.69894829729,3819.27252196828,3815.12781674794,3787.8207549106,3426.25652633469,3609.54292037435,1697.59753042553,1099.5745173455,3225.84080681501,1448.97169605934,2947.86942691689,2464.74232438639,898.625945954956,980.935399998112,813.221946451733,1224.27147908601,710.903475360163,801.399458884379,567.019845335954,557.455381593961,1784.53233117449,1686.25177858491,2172.23964411474,0,1972.68288393011,544.732975930499,578.387979653464,476.829956048275,677.998409783221,498.942645209111,218.574558472555,225.802487119719,301.498867084917,301.498867084917,220.873369267517,197.044328300806,337.978293528497,220.873369267517,220.873369267517,585.745875912496,567.397212731796,806.165846549452,607.315880073189,2912.45506503466,1316.96814099009,2630.96814472871,1127.21145742994,1038.31123886631,420.328159099554,2067.44784743725,1072.23539313875,1145.29018144678,1131.85665435247,1108.72204299529,1218.14516455709,1170.88894481781,1094.02533860081,1076.17560658494,1220.48920112203,1020.12185571594,1076.17560658494,2559.72433389206,2729.47590419235,2770.16457027615,2710.88275435822,804.239768449312,498.178656857885,402.233738669456,534.373147004043,1103.44680971774,784.312034838133,944.153973607839,642.39805448324,696.336493960251,511.963497153062,620.637474435423,1273.34337723084,1163.97857220342,1353.79872598463,1390.94521043048,1240.04308860706,3788.55934674292,3860.47851366108,3967.56962618494,2044.63612835859,3799.22157504808,3822.16019688796,3208.68948308779,3132.55107871406,1200.25134636782,2795.22116000642,2357.32964648808,2472.50039567744,2372.38137621416,2120.42478198663,2124.22374926367,815.349614993219,848.737148220783,716.434481286266,2111.11481800647
"Surigaonon",2140.0360270431,2115.95771242177,2005.41570036578,1736.47357542895,2262.15868907269,2040.88444825048,2368.41570702586,2311.92005396995,2240.74417797153,2425.05226808915,2187.06315156431,2237.81235698505,1846.19273741556,2008.66886727053,2042.23835868929,2144.0493760823,2163.62294975329,2159.47824453294,2132.1711826956,1770.6069541197,1953.89334815936,1790.10081054623,1476.97657364683,1570.19123460002,1414.27664980602,1292.2198547019,809.092752171401,1083.87237056272,1031.86122664698,878.284009501873,912.815331382482,594.893600881573,910.882301156541,1743.7955074355,795.612899312719,249.556773447409,304.525242316148,222.414825622167,1972.68288393011,0,1721.50863803004,1755.16364175301,1313.22209284738,1854.77407188276,1237.07889489665,1091.35103456586,2051.22986298782,2126.92624295301,2126.92624295301,2046.30074513561,959.5717755314,990.059829780787,2046.30074513561,2046.30074513561,798.310658437839,1105.30880700187,698.170071319897,1290.01624525033,1029.66010953913,968.898683035155,748.173189233184,1208.713644232,1294.52891410834,1597.1038211991,184.652891941726,580.059887570166,517.124088991991,444.845223625948,566.914280480647,557.005101250963,685.085576706732,703.54520064755,953.005378086084,902.262583187652,1192.57074210388,953.005378086084,676.929378396538,846.680948696825,887.369614780629,828.087798862693,996.624355064791,1243.79874897843,1016.30584180047,1586.26522399272,1048.93521896421,1332.92963752303,1456.44288884994,1558.4915870378,1473.88194121635,1224.08936396496,1816.15492007381,1503.24407578464,1408.42498822845,1577.29632189135,1644.80294634755,1500.37223337984,2132.90977452793,2204.82894144609,2311.92005396995,2502.32860518593,2143.57200283309,2166.51062467297,1553.0399108728,1476.90150649906,878.479340436508,1139.57158779143,701.680074273086,816.850823462449,716.731803999165,464.775209771637,468.574177048678,719.779852377252,569.563163129717,1893.21014338581,228.319862510946
"Cuyonon",3544.51135335802,3520.43303873669,3409.8910266807,3140.94890174387,3666.63401538761,3445.3597745654,3772.89103334078,3716.39538028487,3645.21950428646,3829.52759440408,3591.53847787923,3642.28768329998,3250.66806373049,3413.14419358546,3446.71368500421,3548.52470239722,3568.09827606822,3563.95357084787,3536.64650901053,3175.08228043463,3358.36867447428,1330.97924075507,673.955647332636,1304.3802075734,1040.47989789871,1145.19172604393,467.15254987902,387.296589047418,451.183923441716,273.292031619035,683.574682936386,243.969168575141,291.107192529624,101.465015033961,399.232644922877,1533.35808527442,560.780304895956,1921.06539821467,544.732975930499,1721.50863803004,0,34.5357476993011,862.750457390375,426.824163883152,786.607259439642,602.331244297042,623.279954988204,698.976334953401,698.976334953401,618.350837136001,594.521796169291,735.455761396982,618.350837136001,618.350837136001,539.865312027865,1798.32577143661,928.825867861058,1983.03320968507,2661.28081913459,2600.51939263061,2379.79389882864,2840.33435382745,2926.14962370379,169.153913199485,719.032612204508,2211.68059716562,2148.74479858745,2076.4659332214,2198.5349900761,2188.62581084642,2316.70628630219,2335.16591024301,2584.62608768154,2533.88329278311,2824.19145169933,2584.62608768154,2308.55008799199,2478.30165829228,2518.99032437609,2459.70850845815,2628.24506466025,967.439444994057,1709.32280623521,3217.88593358818,2680.55592855967,1403.92994372498,3088.06359844539,2251.50855147255,1409.71133644961,947.251272375645,1667.88712263231,788.696399478949,661.948970449676,993.422169596784,1039.88891994038,748.165532389984,3537.38510084285,3609.30426776101,3716.39538028487,1805.83795472982,1714.8375714539,1753.7571476492,1253.50843088366,1236.60031095664,555.102133113019,705.575865234243,589.05322850084,520.991082954992,655.334379142203,753.741333545797,802.34024197469,493.605478112077,316.708598422116,465.260235386197,1859.9405721064
"Agutaya",3578.16635708099,3554.08804245966,3443.54603040367,3174.60390546684,3700.28901911058,3479.01477828837,3806.54603706374,3750.05038400784,3678.87450800942,3863.18259812704,3625.1934816022,3675.94268702294,3284.32306745345,3446.79919730842,3480.36868872717,3582.17970612019,3601.75327979118,3597.60857457083,3570.30151273349,3208.73728415759,3392.02367819725,1284.22404373436,636.778139082177,1266.5629086238,985.943486206012,1099.46129842947,523.413601902159,375.143079331545,451.196680816768,248.196524982309,637.295719074344,298.774531941448,289.582287458929,118.161238969861,414.54395617808,1567.01308899738,634.710459466064,1954.72040193764,578.387979653464,1755.16364175301,34.5357476993011,0,896.40546111334,460.479167606117,820.262263162607,637.185725831415,656.934958711169,732.631338676367,732.631338676367,652.005840858967,628.176799892256,769.110765119947,652.005840858967,652.005840858967,572.525627543036,1831.98077515958,1125.45732715846,2016.68821340804,2694.93582285756,2634.17439635358,2413.4489025516,2873.98935755042,2959.80462742676,202.80891692245,779.624462103871,2245.33560088859,2182.39980231041,1006.81837925667,2232.18999379907,2222.28081456938,2350.36129002515,2368.82091396597,2618.28109140451,2567.53829650607,2857.8464554223,2618.28109140451,2342.20509171496,2511.95666201525,2552.64532809905,2493.36351218111,2661.90006838321,1970.47071713614,1742.97780995818,3251.54093731114,2714.21093228263,1460.33169544983,3121.71860216836,2285.16355519551,1451.74074808954,1950.76133212267,1710.6774185327,737.342096030547,618.61907857192,915.261261563019,933.258846921657,709.651536557586,3571.04010456582,3642.95927148398,3750.05038400784,1806.86687790576,1710.89864863657,1748.79413618703,1248.27295320086,1190.50432717407,525.404139951528,695.485615167988,505.206655706073,585.90362738992,524.872332817453,644.547958841143,695.367527260133,485.489874422997,370.842895428915,498.915239109163,1893.59557582937
"Palawano",3136.22480817536,3112.14649355404,3001.60448149805,1353.99215073196,3258.34747020496,3037.07322938274,3364.60448815812,3308.10883510221,3236.9329591038,3421.24104922142,3183.25193269658,3234.00113811732,2842.38151854783,3004.8576484028,3038.42713982155,3140.23815721457,3159.81173088556,3155.66702566521,3128.35996382787,2766.79573525197,2950.08212929163,1330.76875826807,960.164673195029,1180.60212477787,1196.30978034743,2288.40863583416,1805.28153330367,2080.06115169499,2028.05000777925,1874.47279063414,1909.00411251475,1359.29424487069,779.947838015596,885.03732679583,681.862589616982,1125.07154009176,1026.79098750218,1512.77885303202,476.829956048275,1313.22209284738,862.750457390375,896.40546111334,0,379.962883204599,378.320714256985,625.047263030828,581.642024003943,475.727274952125,475.727274952125,568.367801303502,536.597567227297,593.101896658968,568.367801303502,568.367801303502,1083.04107768993,1390.03922625396,1921.5042357327,1574.74666450242,2252.99427395193,2192.23284744795,1971.50735364598,2432.0478086448,2517.86307852114,738.34564055943,1407.98705635453,1803.39405198296,1740.45825340479,1668.17938803875,1790.24844489345,1780.33926566376,1908.41974111953,1926.87936506035,2176.33954249888,2125.59674760045,2415.90490651668,2176.33954249888,1900.26354280934,2070.01511310962,2110.70377919343,2051.42196327549,2219.95851947759,1528.52916823052,1301.03626105256,1320.57956615633,2272.26938337701,1259.42538170505,2679.77705326274,1843.22200628989,1249.62176951445,1508.81978321705,925.182461213289,1052.6788090464,982.484686983708,1133.2165656422,1186.03448258065,979.130119414485,3129.0985556602,3201.01772257836,3308.10883510222,3498.5173863182,3139.76078396536,3162.69940580523,2549.22869200506,2473.09028763133,1874.66812156877,2135.76036892369,1697.86885540535,1813.03960459471,1712.92058513143,1460.9639909039,1464.76295818094,1595.2946190216,658.27520088727,1034.45196274614,1451.65402692375
"Tagbanwa",3677.77678721074,3653.69847258941,3543.15646053343,1382.74094044271,3799.89944924034,3578.62520841812,3906.1564671935,3849.66081413759,3778.48493813918,1974.10125468329,3724.80391173196,3775.5531171527,3383.93349758321,3546.40962743818,3579.97911885693,3681.79013624994,3701.36370992094,3697.21900470059,3669.91194286325,3308.34771428735,1541.9511648661,1299.21213630664,893.960262337002,1110.8418791765,1146.69414841862,1328.31084071941,881.036698715688,1067.27618864898,1128.24886092842,910.685877215583,2450.55609155013,616.929741821598,632.527074181166,449.111033288608,620.217316671038,1666.62351912714,1568.34296653756,2054.3308320674,677.998409783221,1854.77407188276,426.824163883152,460.479167606117,379.962883204599,0,919.872693292364,599.80943685372,756.545388840926,832.241768806124,832.241768806124,751.616270988724,727.787230022013,868.721195249704,751.616270988724,751.616270988724,781.082649046467,1931.59120528934,1135.33876722179,2116.2986435378,2794.54625298731,2733.78482648333,2513.05933268136,2973.59978768018,3059.41505755652,302.419347052208,913.693641080368,2344.94603101834,2282.01023244017,2209.73136707413,2331.80042392883,2321.89124469914,2449.97172015491,2468.43134409573,2717.89152153426,2667.14872663583,2957.45688555206,2717.89152153426,2441.81552184472,2611.567092145,2652.25575822881,2592.97394231087,2761.51049851297,939.079766335206,820.892703996003,1389.45247047442,2813.82136241239,1298.40901876014,1539.67649810462,1179.68277010875,1243.82764374307,979.263166207847,989.115400888363,1007.23735760521,966.639723543233,1093.55000113366,1143.957432165,918.390395984323,3670.65053469558,3742.56970161373,3849.66081413759,1944.93020305176,3681.31276300074,3704.25138484061,3090.78067104044,3014.64226666671,2416.22010060415,2677.31234795907,994.7581018465,979.536170464796,1010.04526726422,2002.51596993928,2006.31493721632,850.389023870615,552.796155363223,598.52566923892,1993.20600595912
