"","Itbayaten","Ivatan","Ibatan","Ilocano","Gddang","Gaddang","Ibanag","Malaweg","Itawis","Yogad","Apayao","Kalinga","Itneg","Kankanaey","Bontoc","Balangao","AyanganIfugao","TuwaliIfugao","Kalanguya","Ibaloi","Bugkalot","Pangasinan","Sambal","Bolinao","Kapampangan","Tagalog","Bicolano","MangyanBuhid","MangyanBangon","MangyanHanunuo","MangyanIraya","BinukidnonNegros","Sulodnon","Kinaray-a","Hilgaynon","Cebuano","Boholano","Waray","Tausug","Surigaonon","Cuyonon","Agutaya","Palawano","Tagbanwa","Molbog","SamaDilautTaluksangay","SamaDilautMampang","SamaDilautBonggao","SamaDeyaBonggao","SamaKabingaan","SamaBangingi","Yakan","Chavacano","Subanon","Subanen","Iranun","Meranao","Maguindanaon","Mandaya","Mansaka","Kamayo","Tagakaolo","Kalagan","Kagayanen","Cinamiguin","BukidnonTalaandig","BukidnonBinukid","BukidnonHigaonon","BukidnonManobo","BukidnonUmayamnon","BukidnonTigwahanon","BukdinonMatigsalug","DavaoMatigsalug","AtaManobo","ManoboTagabawa","OvuManuvo","ManoboAgusan","Manguangan","Dibabaon","ManoboRK","ManoboIlianen","Lambanguian","ManoboDulangan","ManoboSarangani","BagoboKlata","BlaanKoronadal","BlaanSarangani","Obo","Tboli","Teduray","Sangil","AytaAmbala","AytaMagbukon","AytaMag-indi","AytaMag-antsi","AytaSambal","AgtaDupaningan","AgtaLabin","AttaRizal","AgtaMaddela","AgtaCasiguran","Arta","AgtaDumagat","AgtaRemontado","AgtaLopez","AgtaManide","AgtaIriga","AgtaIsarog","AgtaIraya","AgtaMatnog","AgtaBulusan","AtiPanay","AtiNegros","Batak","Mamanwa"
"Subanen",2621.31337376582,2597.23505914449,2486.6930470885,2217.75092215167,2743.43603579541,2522.1617949732,2849.69305374858,2793.19740069267,2722.02152469425,2906.32961481187,2668.34049828703,2719.08970370777,2327.47008413828,2489.94621399325,2523.51570541201,2625.32672280502,2644.90029647601,2640.75559125566,2613.44852941832,2251.88430084242,2435.17069488208,2271.37815726894,1958.25392036954,2051.46858132273,1895.55399652874,1773.49720142462,1290.37009889412,1565.14971728544,1513.1385733697,1359.56135622459,1394.0926781052,844.382810461142,1271.48563339135,546.304494577949,1045.10210889229,610.160105682214,511.879553092639,997.867418622472,585.745875912496,798.310658437839,539.865312027865,572.525627543036,1083.04107768993,781.082649046467,1006.89787973919,309.217234567318,342.771781751051,894.240596422872,894.240596422872,365.971112759525,527.060928564985,361.049043419663,365.971112759525,365.971112759525,0,312.35373441282,572.242950127587,483.120072951957,1738.08283954239,1677.32141303841,1456.59591923644,1917.13637423525,939.439291833501,436.730206109894,893.07562194498,1288.48261757342,1225.54681899524,1153.2679536292,1275.3370104839,1265.42783125422,1393.50830670999,1411.9679306508,1661.42810808934,1610.68531319091,876.500556330683,1661.42810808934,1385.35210839979,1555.10367870008,1595.79234478388,1536.51052886595,603.753672760964,436.529112487384,366.588168538083,1081.84332287668,1757.35794896746,788.290768948919,1017.52587068048,1328.31057188034,870.689073309684,417.870431936777,1103.96286179182,1984.52142250736,1889.70233495117,2058.57366861407,2126.08029307027,1981.64958010256,2614.18712125065,2686.10628816881,2793.19740069267,2983.60595190865,2624.84934955581,2647.78797139569,2034.31725759552,1958.17885322178,1359.75668715923,1620.84893451415,1182.95742099581,1298.12817018517,1198.00915072188,946.052556494356,949.851523771397,1080.38318461206,819.052372709286,803.533419235185,936.7425925142
"Iranun",2928.31152232985,2904.23320770852,2793.69119565253,2524.7490707157,3050.43418435944,2829.15994353723,3156.69120231261,3100.1955492567,3029.01967325828,3213.3277633759,2975.33864685106,3026.0878522718,2634.46823270231,2796.94436255728,2830.51385397604,2932.32487136905,2951.89844504004,2947.75373981969,2920.44667798235,2558.88244940645,2742.16884344611,2578.37630583297,2265.25206893357,2358.46672988676,2202.55214509277,2080.49534998865,1597.36824745815,1872.14786584947,1820.13672193373,1666.55950478862,1701.09082666923,1151.38095902517,1578.48378195538,1820.61264084207,1352.10025745632,917.158254246244,818.877701656669,1304.8655671865,567.397212731796,1105.30880700187,1798.32577143661,1831.98077515958,1390.03922625396,1931.59120528934,1313.89602830322,260.721046015122,268.951308898552,751.579521122697,751.579521122697,282.985886108379,333.448359897715,300.266296245024,282.985886108379,282.985886108379,312.35373441282,0,312.769638883665,220.732288061027,2045.08098810642,755.562504577679,1763.59406780047,804.005877143125,642.571130945774,752.214936911493,1200.07377050901,493.617706372878,574.339671978048,583.905838819474,529.161505453101,636.439323907608,573.561072000412,504.359845725308,522.520341652953,665.975334804005,571.387532522189,522.520341652953,1692.35025696382,900.54127530432,899.364940811861,1843.50867742998,273.829644097702,246.288803402066,382.312233617959,827.689153605191,573.966691337301,512.485827251257,730.141378845314,605.868075971934,629.215330373282,206.376961534017,884.390661502653,2291.51957107139,2196.7004835152,2365.5718171781,2433.0784416343,2288.64772866659,2921.18526981468,2993.10443673284,3100.1955492567,3290.60410047268,2931.84749811984,2954.78611995972,2341.31540615955,2265.17700178581,1666.75483572326,1927.84708307818,1489.95556955984,1605.1263187492,1505.00729928591,1253.05070505839,1256.84967233543,1387.38133317609,1126.05052127332,1970.02727679238,1243.74074107823
"Meranao",2748.31816992841,2724.23985530708,2613.69784325109,2344.75571831426,2870.440831958,2649.16659113579,2976.69784991117,2920.20219685526,2849.02632085685,3033.33441097447,2795.34529444962,2846.09449987037,2454.47488030088,2616.95101015585,2650.5205015746,2752.33151896761,2771.90509263861,2767.76038741826,2740.45332558092,2378.88909700502,2562.17549104467,2398.38295343154,2085.25871653214,2178.47337748533,2022.55879269133,1900.50199758721,1417.37489505671,1692.15451344804,1640.14336953229,1486.56615238719,1521.09747426779,1203.17574376689,1519.16444404185,965.797759811684,1403.89504219803,857.838916332722,291.076496055086,1124.87221478506,806.165846549452,698.170071319897,928.825867861058,1125.45732715846,1921.5042357327,1135.33876722179,1845.36103778196,577.305299996186,583.450928049147,1203.93799618859,1203.93799618859,610.051742569082,539.889763396778,527.351310280331,610.051742569082,610.051742569082,572.242950127587,312.769638883665,0,523.341674692321,1485.70241615654,1424.94098965256,1204.21549585059,1664.7559508494,853.299102146738,774.044096500952,640.695198559128,366.761269683867,420.056872001681,380.293034928925,400.023667501443,502.461420249224,507.756575004943,459.030756914169,610.152439316207,1358.30488980505,762.504512560621,610.152439316207,1132.97168501394,1302.72325531423,1343.41192139803,1284.13010548009,468.970118907137,558.748034003441,609.715272069946,2042.30753061012,693.860083595502,788.891740866367,1912.48519546734,902.966064508556,918.554287429525,518.969021383403,2272.19722669121,2111.52621866995,2016.70713111376,2185.57846477667,2253.08508923286,2108.65437626515,2741.19191741324,2813.1110843314,2920.20219685526,3110.61074807125,2751.8541457184,2774.79276755828,2161.32205375811,2085.18364938438,1486.76148332182,1747.85373067674,1309.9622171584,1425.13296634776,1325.01394688448,1073.05735265695,1076.85631993399,1328.06199526256,1177.84530601503,1153.77097455173,684.362169128348
"Maguindanaon",3113.01896057831,3088.94064595698,2978.39863390099,2709.45650896416,3235.1416226079,3013.86738178569,3341.39864056107,3284.90298750516,3213.72711150674,3398.03520162436,3160.04608509952,3210.79529052026,2819.17567095077,2981.65180080574,3015.2212922245,3117.03230961751,3136.6058832885,3132.46117806815,3105.15411623081,2743.58988765491,2926.87628169457,2763.08374408143,2449.95950718203,2543.17416813522,2387.25958334123,2265.20278823711,1782.07568570661,2056.85530409793,2004.84416018219,1851.26694303708,1885.79826491769,1336.08839727363,1763.19122020384,2005.32007909053,1536.80769570478,1101.8656924947,1003.58513990513,1489.57300543496,607.315880073189,1290.01624525033,1983.03320968507,2016.68821340804,1574.74666450242,2116.2986435378,1498.60346655168,422.71248705036,429.639554388872,819.150557450189,819.150557450189,440.732263033033,479.040674086317,464.523153931522,440.732263033033,440.732263033033,483.120072951957,220.732288061027,523.341674692321,0,1070.97347884235,718.221820190001,1948.30150604893,633.038578082105,477.355303927449,872.006434895949,1384.78120875747,603.783808874785,687.041148387929,722.510731759772,634.414971477598,729.584296293466,633.484117996692,564.127044283385,481.269885865781,648.637885480058,430.518294107371,481.269885865781,1877.05769521228,901.223482973075,889.844044807552,2028.21611567844,219.309479199838,110.243251812058,243.817296486237,612.594394009385,496.024544504258,300.771969956812,531.671316880708,385.142843512241,409.518516752485,96.3984515284037,670.638038270769,2476.22700931985,2381.40792176366,2550.27925542656,2617.78587988276,2473.35516691505,3105.89270806314,3177.8118749813,3284.90298750516,3475.31153872114,3116.5549363683,3139.49355820818,2526.02284440801,2449.88444003427,1851.46227397172,2112.55452132664,1674.6630078083,1789.83375699766,1689.71473753437,1437.75814330685,1441.55711058389,1572.08877142455,1310.75795952178,2154.73471504084,1428.44817932669
"Mandaya",3079.80820814765,3055.72989352632,2945.18788147033,2676.2457565335,3201.93087017724,2980.65662935503,3308.18788813041,3251.6922350745,3180.51635907608,3364.8244491937,3126.83533266886,3177.5845380896,2785.96491852011,2948.44104837508,2982.01053979384,3083.82155718685,3103.39513085784,3099.25042563749,3071.94336380015,2710.37913522425,2893.66552926391,2729.87299165078,2416.74875475137,2509.96341570456,2354.04883091057,2231.99203580645,1748.86493327595,2023.64455166727,1971.63340775153,1818.05619060642,1852.58751248703,1534.66578198612,1850.65448226109,2683.56768854005,1735.38508041727,1189.32895455196,1244.2974234207,1456.3622530043,2912.45506503466,1029.66010953913,2661.28081913459,2694.93582285756,2252.99427395193,2794.54625298731,2176.8510760012,2031.12321567041,1381.87537472847,3066.69842405756,3066.69842405756,1394.67717750627,2962.24388527345,1487.40419305145,1394.67717750627,1394.67717750627,1738.08283954239,2045.08098810642,1485.70241615654,1070.97347884235,0,353.183153547505,276.221511816842,502.910369967234,520.443957038688,2536.87600230365,972.185236778365,1367.5922324068,1304.65643382863,1232.37756846259,1354.44662531729,636.629661023674,591.103274973506,640.290030701068,592.106750328276,436.090938481639,584.244212712876,592.106750328276,359.050995092761,235.028037417324,215.950334891183,203.662214091853,861.403280939227,2183.57093008298,1956.07802290502,818.62615606591,576.886642637306,854.321142952786,646.690904724908,922.910161180773,854.655806234365,2163.86154506951,652.842818127691,2443.01625688919,2348.197169333,2517.0685029959,2584.5751274521,2440.14441448439,3072.68195563248,3144.60112255064,3251.6922350745,3442.10078629048,3083.34418393764,3106.28280577752,2492.81209197735,2416.67368760361,1818.25152154106,2079.34376889598,1641.45225537764,1756.623004567,1656.50398510371,1404.54739087619,1408.34635815323,1659.5520334818,1509.33534423427,2832.98232449036,1015.85220734758
"Mansaka",3019.04678164367,2994.96846702234,2884.42645496635,2615.48433002952,3141.16944367326,2919.89520285105,3247.42646162643,3190.93080857052,3119.7549325721,3304.06302268972,3066.07390616488,3116.82311158562,2725.20349201613,2887.6796218711,2921.24911328986,3023.06013068287,3042.63370435386,3038.48899913351,3011.18193729618,2649.61770872027,2832.90410275993,2669.1115651468,2355.9873282474,2449.20198920059,2293.28740440659,2171.23060930247,1688.10350677197,1962.88312516329,1910.87198124755,1757.29476410244,1791.82608598305,1473.90435548214,1789.89305575711,2622.80626203607,1674.62365391329,1128.56752804798,1183.53599691672,1395.60082650032,1316.96814099009,968.898683035155,2600.51939263061,2634.17439635358,2192.23284744795,2733.78482648333,2116.08964949722,1970.36178916643,1048.84435974838,3005.93699755358,3005.93699755358,1060.81739426444,1196.75065774254,1142.90415415323,1060.81739426444,1060.81739426444,1677.32141303841,755.562504577679,1424.94098965256,718.221820190001,353.183153547505,0,452.250148414466,223.921916590148,261.857733037115,2476.11457579967,911.423810274386,471.646770153964,483.11251475754,577.135352575467,456.381462303401,426.475954443317,323.775631167281,344.521413223205,239.096090293233,102.625402876533,393.590286792135,239.096090293233,365.158669518763,217.294183218789,189.527747985229,395.209946319467,508.435560413206,828.453655853297,1895.31659640104,485.50303472224,237.177773545134,662.771391808499,340.32533978767,811.58235434398,775.472796238,809.423297855046,633.849636160224,2382.25483038521,2287.43574282902,2456.30707649192,2523.81370094812,2379.38298798041,3011.9205291285,3083.83969604666,3190.93080857052,3381.3393597865,3022.58275743366,3045.52137927354,2432.05066547337,2355.91226109964,1757.49009503708,2018.582342392,1580.69082887366,1695.86157806302,1595.74255859974,1343.78596437221,1347.58493164925,1598.79060697782,1448.57391773029,2772.22089798638,955.090780843606
"Kamayo",2798.3212878417,2774.24297322037,2663.70096116438,2394.75883622755,2920.44394987129,2699.16970904908,3026.70096782445,2970.20531476855,2899.02943877013,3083.33752888775,2845.34841236291,2896.09761778365,2504.47799821416,2666.95412806913,2700.52361948788,2802.3346368809,2821.90821055189,2817.76350533154,2790.4564434942,2428.8922149183,2612.17860895796,2448.38607134482,2135.26183444542,2228.47649539861,2072.56191060462,1950.5051155005,1467.37801297,1742.15763136132,1690.14648744558,1536.56927030047,1571.10059218108,1253.17886168017,1569.16756195514,2402.0807682341,1453.89816011132,907.842034246008,962.810503114747,1174.87533269835,2630.96814472871,748.173189233184,2379.79389882864,2413.4489025516,1971.50735364598,2513.05933268136,1895.36415569525,1749.63629536446,2709.51512378641,2785.21150375161,2785.21150375161,2704.58600593421,2680.7569649675,1382.31495853817,2704.58600593421,2704.58600593421,1456.59591923644,1763.59406780047,1204.21549585059,1948.30150604893,276.221511816842,452.250148414466,0,656.839035096878,634.658691172607,2255.3890819977,690.698316472414,1086.10531210085,1023.16951352268,950.890648156635,1072.95970501133,498.458862041746,515.940989586139,583.198259984113,648.178095777166,479.417233267146,844.77350764209,648.178095777166,165.108922401972,234.967449233775,266.259362277423,88.2608369827544,1502.66977959548,1902.08400977703,1674.59110259907,988.18059172384,680.20566823634,1838.97506205372,811.885862941287,2216.7768478364,1979.92736574704,1882.37462476356,988.955157480728,2161.52933658324,2066.71024902704,2235.58158268995,2303.08820714615,2158.65749417844,2791.19503532653,2863.11420224469,2970.20531476855,3160.61386598453,2801.85726363169,2824.79588547157,2211.3251716714,2135.18676729766,1536.76460123511,1797.85684859003,1359.96533507168,1475.13608426105,1375.01706479776,1123.06047057024,1126.85943784728,1378.06511317585,1227.84842392832,2551.49540418441,734.365287041634
"Tagakaolo",3258.86174284051,3234.78342821918,3124.24141616319,2855.29929122636,3380.9844048701,3159.71016404789,3487.24142282327,3430.74576976736,3359.56989376895,3543.87798388657,3305.88886736172,3356.63807278247,2965.01845321298,3127.49458306795,3161.0640744867,3262.87509187971,3282.4486655507,3278.30396033036,3250.99689849302,2889.43266991712,3072.71906395677,2908.92652634364,2595.80228944424,2689.01695039743,2533.10236560343,2411.04557049931,1927.91846796881,2202.69808636014,2150.68694244439,1997.10972529929,2031.64104717989,1713.71931667899,2029.70801695395,2862.62122323291,1914.43861511013,1368.38248924482,1423.35095811356,1635.41578769716,1127.21145742994,1208.713644232,2840.33435382745,2873.98935755042,2432.0478086448,2973.59978768018,2355.90461069406,988.181541031523,992.020637019971,1142.31127143531,1142.31127143531,1001.73869855355,974.182405675141,1035.23628727782,1001.73869855355,1001.73869855355,1917.13637423525,804.005877143125,1664.7559508494,633.038578082105,502.910369967234,223.921916590148,656.839035096878,0,161.17567581619,2715.92953699651,1151.23877147123,651.295067641412,690.581446107513,1411.43110315545,648.820110506385,651.245467032193,526.092571945117,514.146270372577,275.902953646488,296.211048758804,157.61570597739,275.902953646488,588.977778282287,414.826623843961,377.188603502193,595.945749026412,547.612182401922,715.403965131517,765.550630557577,315.8784154763,175.499085966146,375.484136628563,171.573645377957,452.734199222029,397.322526490095,722.267579779632,401.426163005917,2622.06979158205,2527.25070402586,2696.12203768877,2763.62866214496,2619.19794917725,3251.73549032534,3323.6546572435,3430.74576976736,3621.15432098335,3262.3977186305,3285.33634047038,2671.86562667021,2595.72722229648,1997.30505623392,2258.39730358884,1820.5057900705,1935.67653925986,1835.55751979658,1583.60092556905,1587.39989284609,1838.60556817466,1688.38887892713,3012.03585918322,1194.90574204045
"Kalagan",3344.67701271685,3320.59869809552,3210.05668603953,2941.1145611027,3466.79967474644,3245.52543392423,3573.05669269961,3516.5610396437,3445.38516364529,3629.69325376291,3391.70413723806,3442.45334265881,3050.83372308932,3213.30985294429,3246.87934436304,3348.69036175605,3368.26393542704,3364.1192302067,3336.81216836936,2975.24793979346,3158.53433383311,2994.74179621998,2681.61755932058,2774.83222027377,2618.91763547977,2496.86084037565,2013.73373784515,2288.51335623648,2236.50221232073,2082.92499517563,2117.45631705623,1799.53458655532,2115.52328683029,2948.43649310925,2000.25388498647,1454.19775912116,1509.1662279899,1721.2310575735,1038.31123886631,1294.52891410834,2926.14962370379,2959.80462742676,2517.86307852114,3059.41505755652,2441.7198805704,866.433364990053,869.047446951957,1141.97417358748,1141.97417358748,879.18887914608,891.2607641758,899.369857565675,879.18887914608,879.18887914608,939.439291833501,642.571130945774,853.299102146738,477.355303927449,520.443957038688,261.857733037115,634.658691172607,161.17567581619,0,2801.74480687285,1237.05404134757,700.37743407359,760.329659343744,1497.24637303179,710.06476843672,749.204294111317,618.600546025722,580.67348611104,345.691255653949,463.149566819401,100.158551382018,345.691255653949,741.510715261479,437.787610847403,353.687357989331,581.288883524907,388.51243464739,566.209277893378,632.660081675889,316.33650467147,262.288711831708,254.988549378282,174.482368976531,375.739670360179,329.772842861934,569.342872554091,523.065996159721,2707.88506145839,2613.0659739022,2781.93730756511,2849.4439320213,2705.01321905359,3337.55076020168,3409.46992711984,3516.5610396437,3706.96959085969,3348.21298850684,3371.15161034672,2757.68089654655,2681.54249217282,2083.12032611026,2344.21257346518,1906.32105994684,2021.4918091362,1921.37278967292,1669.41619544539,1673.21516272243,1924.420838051,1774.20414880347,3097.85112905956,1280.72101191679
"Kagayanen",3420.10653652708,3396.02822190575,3285.48620984976,3016.54408491293,3542.22919855667,3320.95495773446,3648.48621650983,3591.99056345393,3520.81468745551,3705.12277757313,3467.13366104829,3517.88286646903,3126.26324689954,3288.73937675451,3322.30886817326,3424.11988556628,3443.69345923727,3439.54875401692,3412.24169217958,3050.67746360368,3233.96385764334,1474.36620861632,790.327842587633,2850.26174408399,1260.79608057046,2572.29036418588,812.682799363579,498.628652614857,579.238358306998,411.612317565183,843.061797771593,333.913774656055,493.927208869333,191.440782604941,194.983349349005,1408.95326844347,613.255502836769,1796.66058138373,420.328159099554,1597.1038211991,169.153913199485,202.80891692245,738.34564055943,302.419347052208,662.202442608698,454.150814612293,498.875138157259,574.571518122457,574.571518122457,493.946020305057,470.116979338346,611.050944566037,493.946020305057,493.946020305057,436.730206109894,752.214936911493,774.044096500952,872.006434895949,2536.87600230365,2476.11457579967,2255.3890819977,2715.92953699651,2801.74480687285,0,643.882492476,925.393269561173,789.865488861264,705.71499400127,817.65414809158,870.492701117276,1082.0641307686,1089.99851852085,2460.2212708506,2409.47847595216,2699.78663486839,2460.2212708506,1058.15191680558,2353.89684146134,2394.58550754514,2335.3036916272,2503.8402478293,873.739711362036,731.645755524047,1537.15660375106,2556.15111172872,1191.8878947384,1395.06785547267,2127.1037346416,1322.59618043597,840.093102288737,1541.66451337382,937.822554725582,805.110964461626,1128.6432203497,1186.58298235023,880.437414203069,3412.98028401191,3484.89945093007,3591.99056345393,1674.86218820591,1598.44641286462,1627.26853106099,1265.63028123834,1291.24389572872,583.121169428184,975.68333786259,888.143027232532,928.444466979937,1996.80231348314,1744.84571925561,1748.64468653266,456.966688298401,257.100320607588,340.855418555253,833.165339504382
"Cinamiguin",2234.80099055024,2210.72267592891,2100.18066387292,1831.23853893609,2356.92365257983,2135.64941175762,2463.180670533,2406.68501747709,2335.50914147867,2519.81723159629,2281.82811507145,2332.57732049219,1940.9577009227,2103.43383077767,2137.00332219643,2238.81433958944,2258.38791326043,2254.24320804009,2226.93614620275,1865.37191762684,2048.6583116665,1884.86577405337,1571.74153715397,1664.95619810716,1509.04161331316,1386.98481820904,903.857715678542,1178.63733406986,1126.62619015412,973.048973009014,1007.58029488962,689.658564388714,1005.64726466368,731.357294194615,890.37786281986,344.32173695455,162.418685777363,611.355035406893,2067.44784743725,184.652891941726,719.032612204508,779.624462103871,1407.98705635453,913.693641080368,1331.84385840379,1186.115998073,910.698895887987,2221.69120646015,2221.69120646015,935.043063240872,893.190297145485,851.885376002593,935.043063240872,935.043063240872,893.07562194498,1200.07377050901,640.695198559128,1384.78120875747,972.185236778365,911.423810274386,690.698316472414,1151.23877147123,1237.05404134757,643.882492476,0,522.585014809396,459.649216231221,387.370350865178,509.439407719877,499.530228490193,627.610703945962,646.07032788678,895.530505325314,844.787710426882,1135.09586934311,895.530505325314,619.454505635768,789.206075936055,829.89474201986,770.612926101923,939.149482304021,1338.56371248557,1111.07080530761,1528.79035123195,991.460346203441,1275.45476476226,1398.96801608917,1653.25655054494,1416.40706845558,1318.8543274721,1758.68004731304,1598.00903929178,1503.18995173559,1672.06128539849,1739.56790985469,1595.13719688698,2227.67473803507,2299.59390495323,2406.68501747709,2597.09356869308,2238.33696634023,2261.27558818011,1647.80487437994,1571.66647000621,973.244303943648,1234.33655129857,796.445037780227,911.61578696959,811.496767506306,559.540173278778,563.339140555819,814.544815884393,664.328126636858,1987.97510689295,170.844989750176
"BukidnonTalaandig",2630.20798617868,2606.12967155735,2495.58765950136,2226.64553456453,2752.33064820827,2531.05640738606,2858.58766616144,2802.09201310553,2730.91613710711,2915.22422722473,2677.23511069989,2727.98431612063,2336.36469655114,2498.84082640611,2532.41031782487,2634.22133521788,2653.79490888887,2649.65020366853,2622.34314183119,2260.77891325528,2444.06530729494,2280.27276968181,1967.14853278241,2060.3631937356,1904.4486089416,1782.39181383748,1299.26471130698,1574.0443296983,1522.03318578256,1368.45596863745,1402.98729051806,1085.06556001715,1401.05426029212,2233.96746657108,1285.7848584483,739.72873258299,794.697201451729,1006.76203103533,1072.23539313875,580.059887570166,2211.68059716562,2245.33560088859,1803.39405198296,2344.94603101834,1727.25085403223,767.516126727054,766.973612417843,1296.57646768738,1296.57646768738,788.878868741008,813.245801255402,781.855525361874,788.878868741008,788.878868741008,1288.48261757342,493.617706372878,366.761269683867,603.783808874785,1367.5922324068,471.646770153964,1086.10531210085,651.295067641412,700.37743407359,925.393269561173,522.585014809396,0,83.4614059696391,140.810567290559,36.5172236261036,146.033077667762,152.280212167969,134.503634698752,367.945047091129,372.020004880255,600.25337459658,367.945047091129,470.219383308551,506.877399851632,524.394365813095,1166.01992173036,419.061135334508,692.114554829853,1506.47780093605,1924.19734686039,463.364078192273,752.828856932558,863.16042828316,901.338186709433,893.821287124023,656.271732084536,2154.08704294148,1993.41603492022,1898.59694736403,2067.46828102693,2134.97490548313,1990.54419251542,2623.08173366351,2695.00090058167,2802.09201310553,2992.50056432151,2633.74396196867,2656.68258380855,2043.21187000838,1967.07346563465,1368.65129957209,1629.74354692701,1191.85203340867,1307.02278259803,1206.90376313475,954.947168907217,958.746136184258,1209.95181151283,1059.7351222653,2383.38210252139,566.251985378616
"BukidnonBinukid",2567.2721876005,2543.19387297918,2432.65186092319,2163.70973598636,2689.3948496301,2468.12060880788,2795.65186758326,2739.15621452736,2667.98033852894,2852.28842864656,2614.29931212172,2665.04851754246,2273.42889797297,2435.90502782794,2469.47451924669,2571.28553663971,2590.8591103107,2586.71440509035,2559.40734325301,2197.84311467711,2381.12950871677,2217.33697110363,1904.21273420423,1997.42739515742,1841.51281036343,1719.4560152593,1236.32891272881,1511.10853112013,1459.09738720439,1305.52017005928,1340.05149193989,1022.12976143898,1338.11846171395,991.508641847125,1222.84905987013,676.792934004815,731.761402873554,943.826232457159,1145.29018144678,517.124088991991,2148.74479858745,2182.39980231041,1740.45825340479,2282.01023244017,1664.31505545406,1518.58719512327,878.246430517571,2554.16240351042,2554.16240351042,904.101818747021,891.37229272678,861.270719470177,904.101818747021,904.101818747021,1225.54681899524,574.339671978048,420.056872001681,687.041148387929,1304.65643382863,483.11251475754,1023.16951352268,690.581446107513,760.329659343744,789.865488861264,459.649216231221,83.4614059696391,0,94.0695092988768,54.7852287048919,84.2382098436839,162.467960840348,179.995464933017,419.147037466552,390.056931174046,660.792821357037,419.147037466552,418.111877155109,481.249575031107,504.603178279187,1103.08412315219,499.190008785736,775.547843750284,1443.54200235787,1861.26154828222,512.805708757685,1607.92596181252,1731.43921313943,978.519238168222,1748.87826550584,739.625473397214,2091.1512443633,1930.48023634205,1835.66114878585,2004.53248244876,2072.03910690496,1927.60839393724,2560.14593508534,2632.0651020035,2739.15621452736,2929.56476574334,2570.8081633905,2593.74678523037,1980.2760714302,1904.13766705647,1305.71550099391,1566.80774834884,1128.91623483049,1244.08698401986,1143.96796455657,892.011370329043,895.810337606084,1147.01601293466,996.799323687123,1127.00878215218,503.316186800441
"BukidnonHigaonon",2494.99332223446,2470.91500761313,2360.37299555714,2091.43087062031,2617.11598426405,2395.84174344184,2723.37300221722,2666.87734916131,2595.7014731629,2780.00956328052,2542.02044675567,2592.76965217642,2201.15003260693,2363.6261624619,2397.19565388065,2499.00667127366,2518.58024494466,2514.43553972431,2487.12847788697,2125.56424931107,2308.85064335072,2145.05810573759,1831.93386883819,1925.14852979138,1769.23394499738,1647.17714989326,1164.05004736276,1438.82966575409,1386.81852183834,1233.24130469324,1267.77262657384,949.850896072935,1265.8395963479,891.294597232133,1150.57019450408,604.514068638772,659.482537507511,871.547367091115,1131.85665435247,444.845223625948,2076.4659332214,1006.81837925667,1668.17938803875,2209.73136707413,1592.03619008801,1446.30832975723,941.610315089488,2481.88353814438,2481.88353814438,970.036667957643,887.050809240702,862.105940917748,970.036667957643,970.036667957643,1153.2679536292,583.905838819474,380.293034928925,722.510731759772,1232.37756846259,577.135352575467,950.890648156635,1411.43110315545,1497.24637303179,705.71499400127,387.370350865178,140.810567290559,94.0695092988768,0,132.748956446864,164.232826971504,256.064175119312,265.509014319266,504.339779231379,483.964875892277,1395.28820102733,504.339779231379,879.64683731999,1049.39840762028,1090.08707370408,1030.80525778614,551.819460137293,1598.75604416979,1371.26313699183,1788.98268291617,599.157355166859,1535.64709644648,1659.16034777339,1913.44888222916,1676.5994001398,764.838635922836,2018.87237899726,1858.201370976,1763.38228341981,1932.25361708272,1999.76024153891,1855.3295285712,2487.86706971929,2559.78623663745,2666.87734916131,2857.2859003773,2498.52929802446,2521.46791986433,1907.99720606416,1831.85880169043,1233.43663562787,1494.52888298279,1056.63736946445,1171.80811865381,1071.68909919053,819.732504962999,823.53147224004,1074.73714756862,924.52045832108,1043.02242807115,431.037321434398
