"model","WAIC","dWAIC","WAIC_SE","pWAIC","LOOIC","nRMSE"
"m_exp",-200.961014346395,0,15.4066630968631,2.62743859952568,-200.930451818721,0.244116478894427
"m_lin",-200.751421176208,0.209593170186935,15.3341866561039,2.74014219922345,-200.675710384157,0.245271024842983
"m_spline",-198.332485716792,2.62852862960332,15.402704854198,4.74933542043887,-198.190806617917,0.256040336106263
