Language_ID,language,Family_name,Macroarea,Longitude,Latitude,GB020,GB021,GB022,GB023,GB028,GB030,GB031,GB035,GB036,GB037,GB042,GB043,GB044,GB051,GB052,GB053,GB054,GB065,GB070,GB071,GB072,GB073,GB079,GB080,GB082,GB083,GB084,GB086,GB089,GB090,GB091,GB092,GB093,GB094,GB107,GB121,GB130,GB131,GB137,GB138,GB171,GB172,GB186,GB192,GB196,GB197,GB316,GB318,GB321,GB415,Language_Type
hunz1247,Hunzib,Nakh-Daghestanian,Eurasia,46.1369,42.0808,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,Unrelated Language
lezg1247,Lezgi,Nakh-Daghestanian,Eurasia,47.8951,41.5157,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
hung1274,Hungarian,Uralic,Eurasia,19.6555271429,46.9068585714,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Unrelated Language
skol1241,Eastern Saami,Uralic,Eurasia,29.7204,68.8326,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
sout2674,Southern Saami,Uralic,Eurasia,13.7006,62.8801,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Unrelated Language
finn1318,Finnish,Uralic,Eurasia,25.5577,64.7628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Unrelated Language
ingr1248,Ingrian,Uralic,Eurasia,29.71145,59.47403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
veps1250,Vepsian,Uralic,Eurasia,34.7865,60.3353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
livv1244,Livonian,Uralic,Eurasia,22.0262,57.566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Unrelated Language
chuv1255,Chuvash,Turkic,Eurasia,47.163,55.487,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
gaga1249,Gagauz,Turkic,Eurasia,28.0277,44.5988,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
nucl1301,Turkish,Turkic,Eurasia,32.8667,39.8667,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
crim1257,Crimean Turkish,Turkic,Eurasia,34.08,45,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
turk1304,Turkmen,Turkic,Eurasia,59.1757,37.0872,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
nort2697,Azerbaijani,Turkic,Eurasia,46.4737,40.9777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
nort2690,Uzbek,Turkic,Eurasia,69.211,40.886,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
bash1264,Bashkir,Turkic,Eurasia,56.5594,53.5967,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
tata1255,Tatar,Turkic,Eurasia,50,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
tata1255,Baraba,Turkic,Eurasia,50,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
kalm1243,Kalmyk,Mongolic-Khitan,Eurasia,45.316667,46.566667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
kala1399,Greenlandic,Eskimo-Aleut,North America,-52.864,69.3761,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
saur1249,Malto,Dravidian,Eurasia,87.6432,24.8124,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
nucl1305,Kannada,Dravidian,Eurasia,76.1198,13.5878,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
koda1255,Kodagu,Dravidian,Eurasia,75.9161,12.2443,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
tami1289,Tamil,Dravidian,Eurasia,78.825989,10.520219,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
mala1464,Malayalam,Dravidian,Eurasia,76.7651,9.59208,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
newa1246,Newari,Sino-Tibetan,Eurasia,85.326,27.67,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
lepc1244,Lepcha,Sino-Tibetan,Eurasia,88.5726,27.0869,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
thak1245,Thakali,Sino-Tibetan,Eurasia,83.6466,28.7014,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Unrelated Language
chep1245,Chepang,Sino-Tibetan,Eurasia,84.9017,27.7206,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
thul1246,Thulung,Sino-Tibetan,Eurasia,87.6063,27.5389,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
sunw1242,Sunwar,Sino-Tibetan,Eurasia,86.2476,27.5201,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
khal1275,Khaling,Sino-Tibetan,Eurasia,87.5053,27.3912,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
bodo1269,Bodo,Sino-Tibetan,Eurasia,92,26.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
garo1247,Garo,Sino-Tibetan,Eurasia,90.462,25.2954,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
noct1238,Nocte,Sino-Tibetan,Eurasia,95.3903,27.152,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
loth1237,Lotha,Sino-Tibetan,Eurasia,94.04355,26.01396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Unrelated Language
aona1235,Ao,Sino-Tibetan,Eurasia,94.3824,26.3241,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
anga1288,Angami,Sino-Tibetan,Eurasia,93.8668,25.6841,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
tang1336,Tangkhul,Sino-Tibetan,Eurasia,94.3567,25.0489,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
thad1238,Thado,Sino-Tibetan,Eurasia,93.722,24.096,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
khas1269,Khasi,Austroasiatic,Eurasia,91.9998,24.977,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,Unrelated Language
kusu1250,Kusunda,NA,Eurasia,82.6,28.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
maun1240,Maung,Iwaidjan Proper,Australia,133.376,-11.66,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,Unrelated Language
ngal1292,Ngalkbon,Gunwinyguan,Australia,133.936,-13.9783,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,Unrelated Language
wage1238,Wagiman,NA,Australia,131.893,-13.8627,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
mari1424,Marithiyel,Western Daly,Australia,130.237,-13.8818,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
mara1386,Maranungku,Western Daly,Australia,130.12,-13.6754,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
kuku1273,Gugu Yalandyi,Pama-Nyungan,Australia,145.188,-16.0036,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
pitt1247,Pitta-Pitta,Pama-Nyungan,Australia,139.983,-22.7952,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
kalk1246,Kalkatungu,Pama-Nyungan,Australia,139.5,-21,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
yala1262,Yalarnnga,Pama-Nyungan,Australia,139.511,-21.731,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
west2441,Aranda,Pama-Nyungan,Australia,133.24621,-24.05052,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,Unrelated Language
nhan1238,Nhanda,Pama-Nyungan,Australia,114.2680442,-27.425236430000002,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
eyak1241,Eyak,Athabaskan-Eyak-Tlingit,North America,-144.762,60.4232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,Unrelated Language
nort2942,Hare,Athabaskan-Eyak-Tlingit,North America,-123.641,63.2671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Unrelated Language
sout2959,Slave,Athabaskan-Eyak-Tlingit,North America,-117.047,59.8794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Unrelated Language
chip1261,Chipewyan,Athabaskan-Eyak-Tlingit,North America,-104.44,58.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
yuro1248,Yurok,Algic,North America,-123.824,41.3262,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
siks1238,Blackfoot,Algic,North America,-113.109,49.0669,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Unrelated Language
arap1274,Arapaho,Algic,North America,-108.81,43.3879,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
shaw1249,Shawnee,Algic,North America,-83,40,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,Unrelated Language
mikm1235,Micmac,Algic,North America,-65.5766,45.9941,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
bell1243,Bella Coola,Salishan,North America,-126.689,52.3448,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,2,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,Unrelated Language
halk1245,Halkomelem,Salishan,North America,-122.443668,49.250402,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,Unrelated Language
lush1252,Lushootseed,Salishan,North America,-122.529,48.42,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0,Unrelated Language
uppe1439,Upper Chehalis,Salishan,North America,-123.169,46.7981,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,3,1,0,1,1,1,0,0,0,0,1,0,1,0,Unrelated Language
cowl1242,Cowlitz,Salishan,North America,-122.917,46.4167,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,Unrelated Language
coeu1236,Coeur dAlene,Salishan,North America,-116.715,47.2958,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,Unrelated Language
yuch1247,Yuchi,NA,North America,-86.75,35.75,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,Unrelated Language
crow1244,Crow,Siouan,North America,-107.874,45.368,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
hida1246,Hidatsa,Siouan,North America,-102.528,47.7534,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
cher1273,Cherokee,Iroquoian,North America,-83.163,35.4664,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
coos1249,Coos,Coosan,North America,-124.16,43.4413,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
nezp1238,Nez Perce,Sahaptian,North America,-116.408,46.3073,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
nort2952,Mountain Maidu,Maiduan,North America,-120.645,40.4102,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
chit1248,Chitimacha,NA,North America,-90.9123,30.3386,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
alab1237,Alabama,Muskogean,North America,-94.62848,30.76738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
karo1304,Karok,NA,North America,-123.315,41.8228,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
nort2954,Northern Paiute,Uto-Aztecan,North America,-119.536,40.0799,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Unrelated Language
shos1248,Shoshone,Uto-Aztecan,North America,-116,41,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
gali1262,Galibi,Cariban,South America,-56.8323,5.83772,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Unrelated Language
waya1269,Wayana,Cariban,South America,-54.4429,2.77537,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Unrelated Language
trio1238,Trio,Cariban,South America,-55.7599,2.53616,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
waiw1244,Waiwai,Cariban,South America,-59.1417,1.50881,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Unrelated Language
