"unit","method","n","n_evec","df_residual","r.squared","adj.r.squared","aic","raw_cor","partial_cor","geo_phylo_cor","term","estimate","std.error","statistic","p.value"
NA,"moran (population-structure PCA)",112,5,105,0.446567965805331,0.414943278137064,-119.571208042323,-0.135205992385619,-0.0983932142025714,-0.120438783364859,"(Intercept)",0.101565780720976,0.0209845707944699,4.84002182916897,4.48085211801901e-06
"per 100 km","moran (population-structure PCA)",112,5,105,0.446567965805331,0.414943278137064,-119.571208042323,-0.135205992385619,-0.0983932142025714,-0.120438783364859,"geodist_H1_span",-0.00375409465850178,0.0037053814934157,-1.01314659912148,0.313319104955341
