phoneme,ipa,class,winning_model,node,p_present,n_desc_tips,in_philippine_clade
phoneme_482,vː,mod_vowel,ER2,221,1,5,FALSE
phoneme_482,vː,mod_vowel,ER2,222,0.999,4,FALSE
phoneme_482,vː,mod_vowel,ER2,223,1,3,FALSE
phoneme_482,vː,mod_vowel,ER2,224,1,2,FALSE
phoneme_482,vː,mod_vowel,ER2,225,1,2,FALSE
phoneme_482,vː,mod_vowel,ER2,226,0.998,9,FALSE
phoneme_482,vː,mod_vowel,ER2,227,0.999,8,FALSE
phoneme_482,vː,mod_vowel,ER2,228,1,7,FALSE
phoneme_482,vː,mod_vowel,ER2,229,1,6,FALSE
phoneme_482,vː,mod_vowel,ER2,230,1,2,FALSE
phoneme_482,vː,mod_vowel,ER2,231,1,4,FALSE
phoneme_482,vː,mod_vowel,ER2,232,1,2,FALSE
phoneme_482,vː,mod_vowel,ER2,233,1,2,FALSE
phoneme_482,vː,mod_vowel,ER2,234,0.133,39,FALSE
phoneme_482,vː,mod_vowel,ER2,235,0.133,4,FALSE
phoneme_482,vː,mod_vowel,ER2,236,0.022,2,FALSE
phoneme_482,vː,mod_vowel,ER2,237,0.295,2,FALSE
phoneme_482,vː,mod_vowel,ER2,238,0.133,35,FALSE
phoneme_482,vː,mod_vowel,ER2,239,0.157,18,FALSE
phoneme_482,vː,mod_vowel,ER2,240,0.172,5,FALSE
phoneme_482,vː,mod_vowel,ER2,241,0.621,3,FALSE
phoneme_482,vː,mod_vowel,ER2,242,0.888,2,FALSE
phoneme_482,vː,mod_vowel,ER2,243,0.172,2,FALSE
phoneme_482,vː,mod_vowel,ER2,244,0.056,13,FALSE
phoneme_482,vː,mod_vowel,ER2,245,0.014,9,FALSE
phoneme_482,vː,mod_vowel,ER2,246,0.006,3,FALSE
phoneme_482,vː,mod_vowel,ER2,247,0.003,2,FALSE
phoneme_482,vː,mod_vowel,ER2,248,0.014,6,FALSE
phoneme_482,vː,mod_vowel,ER2,249,0.013,2,FALSE
phoneme_482,vː,mod_vowel,ER2,250,0.014,4,FALSE
phoneme_482,vː,mod_vowel,ER2,251,0.014,3,FALSE
phoneme_482,vː,mod_vowel,ER2,252,0.022,2,FALSE
phoneme_482,vː,mod_vowel,ER2,253,0.121,4,FALSE
phoneme_482,vː,mod_vowel,ER2,254,0.096,3,FALSE
phoneme_482,vː,mod_vowel,ER2,255,0.096,2,FALSE
phoneme_482,vː,mod_vowel,ER2,256,0.136,17,FALSE
phoneme_482,vː,mod_vowel,ER2,257,0.136,7,FALSE
phoneme_482,vː,mod_vowel,ER2,258,0.135,2,FALSE
phoneme_482,vː,mod_vowel,ER2,259,0.398,5,FALSE
phoneme_482,vː,mod_vowel,ER2,260,0.991,4,FALSE
phoneme_482,vː,mod_vowel,ER2,261,0.991,3,FALSE
phoneme_482,vː,mod_vowel,ER2,262,1,2,FALSE
phoneme_482,vː,mod_vowel,ER2,263,0.001,10,FALSE
phoneme_482,vː,mod_vowel,ER2,264,0,2,FALSE
phoneme_482,vː,mod_vowel,ER2,265,0,8,FALSE
phoneme_482,vː,mod_vowel,ER2,266,0,5,FALSE
phoneme_482,vː,mod_vowel,ER2,267,0.005,4,FALSE
phoneme_482,vː,mod_vowel,ER2,268,0.961,2,FALSE
phoneme_482,vː,mod_vowel,ER2,269,0.004,2,FALSE
phoneme_482,vː,mod_vowel,ER2,270,0,3,FALSE
phoneme_482,vː,mod_vowel,ER2,271,0,2,FALSE
phoneme_482,vː,mod_vowel,ER2,272,0.003,12,FALSE
phoneme_482,vː,mod_vowel,ER2,273,0,7,FALSE
phoneme_482,vː,mod_vowel,ER2,274,0,3,FALSE
phoneme_482,vː,mod_vowel,ER2,275,0,2,FALSE
phoneme_482,vː,mod_vowel,ER2,276,0,4,FALSE
phoneme_482,vː,mod_vowel,ER2,277,0,3,FALSE
phoneme_482,vː,mod_vowel,ER2,278,0,2,FALSE
phoneme_482,vː,mod_vowel,ER2,279,0.003,5,FALSE
phoneme_482,vː,mod_vowel,ER2,280,0.014,4,FALSE
phoneme_482,vː,mod_vowel,ER2,281,0.003,3,FALSE
phoneme_482,vː,mod_vowel,ER2,282,0.003,2,FALSE
phoneme_482,vː,mod_vowel,ER2,283,0.085,4,FALSE
phoneme_482,vː,mod_vowel,ER2,284,0.085,3,FALSE
phoneme_482,vː,mod_vowel,ER2,285,0.09,2,FALSE
phoneme_482,vː,mod_vowel,ER2,286,0.006,2,FALSE
phoneme_482,vː,mod_vowel,ER2,287,0,4,FALSE
phoneme_482,vː,mod_vowel,ER2,288,0.017,2,FALSE
phoneme_482,vː,mod_vowel,ER2,289,0.014,2,FALSE
phoneme_482,vː,mod_vowel,ER2,290,0,7,FALSE
phoneme_482,vː,mod_vowel,ER2,291,0.017,6,FALSE
phoneme_482,vː,mod_vowel,ER2,292,0.017,3,FALSE
phoneme_482,vː,mod_vowel,ER2,293,0.769,2,FALSE
phoneme_482,vː,mod_vowel,ER2,294,0.011,3,FALSE
phoneme_482,vː,mod_vowel,ER2,295,0.01,2,FALSE
phoneme_482,vː,mod_vowel,ER2,296,0.002,45,FALSE
phoneme_482,vː,mod_vowel,ER2,297,0.177,44,TRUE
phoneme_482,vː,mod_vowel,ER2,298,0.178,22,TRUE
phoneme_482,vː,mod_vowel,ER2,299,0.178,13,TRUE
phoneme_482,vː,mod_vowel,ER2,300,0.175,12,TRUE
phoneme_482,vː,mod_vowel,ER2,301,0.036,3,TRUE
phoneme_482,vː,mod_vowel,ER2,302,0.036,2,TRUE
phoneme_482,vː,mod_vowel,ER2,303,0.066,9,TRUE
phoneme_482,vː,mod_vowel,ER2,304,0.018,7,TRUE
phoneme_482,vː,mod_vowel,ER2,305,0,5,TRUE
phoneme_482,vː,mod_vowel,ER2,306,0,4,TRUE
phoneme_482,vː,mod_vowel,ER2,307,0,2,TRUE
phoneme_482,vː,mod_vowel,ER2,308,0,2,TRUE
phoneme_482,vː,mod_vowel,ER2,309,0.016,2,TRUE
phoneme_482,vː,mod_vowel,ER2,310,0.067,2,TRUE
phoneme_482,vː,mod_vowel,ER2,311,0.178,9,TRUE
phoneme_482,vː,mod_vowel,ER2,312,0.505,6,TRUE
phoneme_482,vː,mod_vowel,ER2,313,0.546,5,TRUE
phoneme_482,vː,mod_vowel,ER2,314,0.544,4,TRUE
phoneme_482,vː,mod_vowel,ER2,315,0.386,3,TRUE
phoneme_482,vː,mod_vowel,ER2,316,0.389,2,TRUE
phoneme_482,vː,mod_vowel,ER2,317,0.209,3,TRUE
phoneme_482,vː,mod_vowel,ER2,318,0.098,2,TRUE
phoneme_482,vː,mod_vowel,ER2,319,0.185,22,TRUE
phoneme_482,vː,mod_vowel,ER2,320,0.39,21,TRUE
phoneme_482,vː,mod_vowel,ER2,321,0.545,6,TRUE
phoneme_482,vː,mod_vowel,ER2,322,0.991,5,TRUE
phoneme_482,vː,mod_vowel,ER2,323,0.994,4,TRUE
phoneme_482,vː,mod_vowel,ER2,324,0.996,2,TRUE
phoneme_482,vː,mod_vowel,ER2,325,0.998,2,TRUE
phoneme_482,vː,mod_vowel,ER2,326,0.242,15,TRUE
phoneme_482,vː,mod_vowel,ER2,327,0.242,14,TRUE
phoneme_482,vː,mod_vowel,ER2,328,0.34,4,TRUE
phoneme_482,vː,mod_vowel,ER2,329,0.795,3,TRUE
phoneme_482,vː,mod_vowel,ER2,330,0.792,2,TRUE
phoneme_482,vː,mod_vowel,ER2,331,0.235,10,TRUE
phoneme_482,vː,mod_vowel,ER2,332,0.235,6,TRUE
phoneme_482,vː,mod_vowel,ER2,333,0.171,5,TRUE
phoneme_482,vː,mod_vowel,ER2,334,0.171,2,TRUE
phoneme_482,vː,mod_vowel,ER2,335,0.114,3,TRUE
phoneme_482,vː,mod_vowel,ER2,336,0.114,2,TRUE
phoneme_482,vː,mod_vowel,ER2,337,0.077,4,TRUE
phoneme_482,vː,mod_vowel,ER2,338,0.077,3,TRUE
phoneme_482,vː,mod_vowel,ER2,339,0.008,2,TRUE
phoneme_482,vː,mod_vowel,ER2,340,0.004,5,FALSE
phoneme_482,vː,mod_vowel,ER2,341,0.085,4,FALSE
phoneme_482,vː,mod_vowel,ER2,342,0.098,3,FALSE
phoneme_482,vː,mod_vowel,ER2,343,1,2,FALSE
