"unit","method","n","n_evec","df_residual","r.squared","adj.r.squared","aic","raw_cor","partial_cor","geo_phylo_cor","term","estimate","std.error","statistic","p.value"
NA,"Moran's I",65,2,61,0.409716753626214,0.38068643003406,-34.4942750748688,-0.249321044408973,-0.129020472557251,0.151950504189321,"(Intercept)",0.416294304458934,0.039179002617092,10.6254441576143,1.66366320388144e-15
"per 100 km","Moran's I",65,2,61,0.409716753626214,0.38068643003406,-34.4942750748688,-0.249321044408973,-0.129020472557251,0.151950504189321,"geodist_H1_span",-0.00678651549503151,0.00667848848167083,-1.01617536867169,0.313559516397557
