"phoneme","ipa","class","global_n","IDF","ph_prevalence","ph_variance","austronesian_prevalence","austronesian_variance","unrelated_prevalence","unrelated_variance","global_prevalence","global_variance","span_has","jap_has","eng_has","unrelated_not_baseline","n_baselines_shared_unrelated","null_skew_leverage","drives_unrelated_tail","flag"
"phoneme_017","ɡ̌ː","consonant",1,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_018","tᴮ","consonant",1,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_019","tˢʱ","consonant",1,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_020","č̣","consonant",26,4.95934199970871,0,0,0.00352112676056338,0.00350872842689942,0.004739336492891,0.00471687518249815,0.00959367945823927,0.00950164077269183,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_021","pˢ̌ˀ","consonant",2,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_022","ṭˢˀ","consonant",5,5.65248918026865,0,0,0,0,0,0,0.0028216704288939,0.00281370860488461,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_023","č̣ˀ","consonant",7,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.00338600451467268,0.0033745394880993,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_024","čʷ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_025","tˢˀʷ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_026","ḍʳ","consonant",2,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_027","bɡ̌","consonant",0,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_028","ⁿ̃ɡ̣̌","consonant",1,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_029","ɡ̤̌","consonant",36,4.95934199970871,0,0,0.00352112676056338,0.00350872842689942,0.042654028436019,0.0408346622941982,0.0152370203160271,0.0150048535279161,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_030","ᶡčˀ","consonant",1,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_031","čʰ","consonant",159,4.26619481914876,0,0,0.0105633802816901,0.0104517952787145,0.113744075829384,0.100806361043103,0.0660270880361174,0.0616675116815882,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_032","ͫpˀ","consonant",1,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_033","ṭʳ","consonant",3,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.00169300225733634,0.00169013600069299,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_034","qːᵡ","consonant",4,5.65248918026865,0,0,0,0,0,0,0.00225733634311512,0.00225224077574917,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_035","dʳ","consonant",3,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_036","qᵡʰ","consonant",2,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_037","qᵡˀ","consonant",16,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.00846501128668171,0.00839335487059806,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_039","ᵈtˢʰ","consonant",2,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_040","tˡ̥ʰ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_041","pˡʰ","consonant",5,5.65248918026865,0,0,0,0,0,0,0.00169300225733634,0.00169013600069299,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_042","qᵡ","consonant",17,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.00846501128668171,0.00839335487059806,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_043","dˡ","consonant",16,5.65248918026865,0,0,0,0,0.028436018957346,0.0276274117832034,0.00846501128668171,0.00839335487059806,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_044","ʰtˢ","consonant",2,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_045","dᶻˀ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_046","ⁿtˡˀ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_047","qᵡʷ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_048","qᵡˀʷ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_049","pᶲ","consonant",2,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_050","bᶻ̌","consonant",2,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_051","tˢʰ","consonant",110,5.65248918026865,0,0,0,0,0.0521327014218009,0.0494148828642663,0.0417607223476298,0.040016764416634,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_052","ṭˢ","consonant",24,5.65248918026865,0,0,0,0,0,0,0.0112866817155756,0.0111592925314269,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_053","tˡˀ","consonant",71,5.65248918026865,0,0,0,0,0.0900473933649289,0.0819388603131107,0.0372460496613995,0.0358587814460201,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_054","dᶻᵞ","consonant",1,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_055","ɡ̣̌","consonant",4,5.65248918026865,0,0,0,0,0,0,0.00169300225733634,0.00169013600069299,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_056","dᵝ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_057","ⁿtˢʰ","consonant",1,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_058","ͫbͮ","consonant",2,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_059","tːˡˀ","consonant",2,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_060","ḍᶻ","consonant",6,5.65248918026865,0,0,0,0,0,0,0.0028216704288939,0.00281370860488461,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_061","ˀbˡ","consonant",2,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_062","ptˢ","consonant",0,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_063","tˣ","consonant",3,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_064","č̣ʰ","consonant",4,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_065","cʹ","consonant",4,5.65248918026865,0,0,0,0,0.00947867298578199,0.0093888277442106,0.00169300225733634,0.00169013600069299,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_066","pᶠʰ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_067","ⁿd̪ᶻ","consonant",2,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_068","bᵝ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_069","dᶻ","consonant",225,4.26619481914876,0,0,0.0105633802816901,0.0104517952787145,0.199052132701422,0.159430381168437,0.103273137697517,0.0926077967276266,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_070","ⁿdˡ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_071","čʲ","consonant",0,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_072","ⁿ̃ɡ̌","consonant",44,3.45526460293243,0,0,0.028169014084507,0.0273755207300139,0.014218009478673,0.0140158576851373,0.0197516930022573,0.0193615636258019,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_073","pˢ̌ʰ","consonant",2,5.65248918026865,0,0,0,0,0.004739336492891,0.00471687518249815,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_074","tʳ","consonant",7,5.65248918026865,0,0,0,0,0,0,0.0028216704288939,0.00281370860488461,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_075","kːˣ","consonant",4,5.65248918026865,0,0,0,0,0,0,0.00225733634311512,0.00225224077574917,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_076","ɡ̌ʷ","consonant",1,5.65248918026865,0,0,0,0,0,0,0.000564334085778781,0.000564015612818409,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_077","čˀ","consonant",185,5.65248918026865,0,0,0,0,0.180094786729858,0.147660654522585,0.0959367945823928,0.0867329260276486,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_078","kːˣˀ","consonant",2,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_079","ɠ̌","consonant",2,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_080","ˀɡ̌","consonant",2,5.65248918026865,0,0,0,0,0,0,0.00112866817155756,0.00112739427971607,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_081","tˡ","consonant",63,5.65248918026865,0,0,0,0,0.0616113744075829,0.0578154129511916,0.0293453724604966,0.0284842215756513,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
"phoneme_082","qːᵡˀ","consonant",3,5.65248918026865,0,0,0,0,0,0,0.00169300225733634,0.00169013600069299,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_083","ᵈčˀ","consonant",1,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_084","ɡᵞ","consonant",1,5.65248918026865,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,"neither"
"phoneme_085","tˢˀ","consonant",188,5.65248918026865,0,0,0,0,0.180094786729858,0.147660654522585,0.095372460496614,0.0862765542754358,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,"neither"
