glottocode,PC1,PC2,language,longitude,latitude,subgroup,colour,rotPC1,rotPC2,rotLongitude,rotLatitude
magi1241,-0.43995897075811086,2.274049150310418,Ayta Mag-indi,120.182,14.9617,Sambalic,#F1C878,-0.07856992166550532,-0.030891321563236825,118.75667465193538,11.362066120668093
magu1243,-1.3102703369804511,-1.0736292586630367,Maguindanaon,124.509,6.9453,Danaw,#C573F1,0.007437009360454363,0.06129403288005692,122.56050495725187,15.439149685385718
mama1275,0.77566886052959,2.134582099352938,Mamanwa,125.548,9.44744,Central Philippine,#565153,-0.050528106405795276,-0.06557228427218362,119.99688059148664,9.828230470492121
mans1262,-0.19643364857324516,2.125599740160152,Mansaka,126.181,6.79221,Central Philippine,#565153,-0.06924414809946242,-0.03548445416186246,119.16912583101914,11.158925550872436
mara1404,-0.08315410456121831,1.387312016241853,Maranao,124.175,7.79414,Danaw,#C573F1,-0.044313273269541736,-0.024545868857628002,120.27174414427441,11.642706587833024
masb1238,6.394715487015148,1.7697040417629069,Masbatenyo,123.63579,12.21453,Central Philippine,#565153,0.07048149548841033,-0.23134584634173103,125.34877474034924,2.4965597353733386
mati1250,-1.1451069170237551,1.0383265101731571,"Manobo, Tigwa, Iglogsad Dialect",125.16,7.72124,Manobo,#F16DEF,-0.054322606913785404,0.014949529311829092,119.82906113956975,13.389470374023427
nort2877,-1.723982869112609,-0.694625484952521,"Kankanay, Northern",120.786,17.1057,Meso-Cordilleran,#EA7B81,-0.012308127877347596,0.06661950420331991,121.68723636701331,15.67467941500027
pamp1243,0.34865929452592453,-0.9940880991488833,Kapampangan,120.502,14.9603,Central Luzon,#477C65,0.037400775702608864,0.00869346577452761,123.88571306680885,13.112783323441537
pamp1244,-1.6327084765856137,-0.250619403779304,"Atta, Pamplona",121.3,18.4738,Cagayan Valley,#79F287,-0.024187262613236286,0.055136160323614895,121.16185763101736,15.166805329331426
pang1290,0.41898783813759294,0.7501042327147769,Pangasinan,120.365,15.9377,Meso-Cordilleran,#EA7B81,-0.014895313179277897,-0.02754772443107966,121.57281286951657,11.509943459719173
rata1245,2.182545346051985,-4.544952899562741,Ratagnon,121.187,12.2785,Central Philippine,#565153,0.1824931170473066,0.02163834874866074,130.30271502807756,13.685296928663897
remo1247,-0.5660511417515307,-2.258301124624806,Sinauna,121.453,14.6254,Central Luzon,#477C65,0.05843043791358831,0.0615393450927815,124.81579236942399,15.449999113657311
romb1245,1.169832233936239,-3.4185842530771477,Romblon,122.56,12.4047,Central Philippine,#565153,0.1280480279323209,0.03079389776505965,127.89477095332933,14.090219583093656
sang1337,-1.451273126452218,-0.5336222554002219,"Sangil, Saragani Islands",125.378,5.40229,Sangiric,#A852A0,-0.011934258522454683,0.055082419142995394,121.70377149465253,15.164428517032169
sara1326,-1.5521464364859041,0.16856344680933,"Bilaan, Sarangani; Sarangani Blaan",125.354,6.03691,Tboli-Blaan,#5C7193,-0.03551185996347998,0.04446742715119132,120.6610044313681,14.694959048147982
sara1327,-0.6409270309768518,1.2148889948237216,"Manobo, Sarangani, Kayaponga Dialect",125.499,5.84903,Manobo,#F16DEF,-0.0499051638598939,-0.004014057704798893,120.02443148426127,12.550767421472042
sout2908,-1.2091188891888922,0.09069898948817506,"Kalinga, Southern",121.068,17.2936,Meso-Cordilleran,#EA7B81,-0.02641401638043301,0.035433482731361175,121.06337494641157,14.295414602708782
sout2916,0.9439612848458148,1.1601012501714827,S.W. Palawano,117.36,8.67624,Palawanic-Kalamian,#87B1F1,-0.01725457534451111,-0.051711868305024486,121.46846973326872,10.44123537220474
