phoneme,n_languages,n_total,IDF_phoible,global_n_phoible
j̪,0,88,NA,4
ʐ͇,0,88,NA,3
˥˦,0,88,NA,10
˩˨,0,88,NA,5
ɣʷ,0,88,NA,17
ɘ̃,0,88,NA,2
ã̈,0,88,NA,6
vː,0,88,NA,8
ɖː,0,88,NA,5
dzː,0,88,NA,5
ɳʈʂ,0,88,NA,3
nts,0,88,NA,6
ɫ̪,0,88,NA,3
sˤ,0,88,NA,7
ɯ̽,0,88,NA,6
r̠,0,88,NA,2
əɨ,0,88,NA,1
oə,0,88,NA,2
ɨə,0,88,NA,4
aə,0,88,NA,1
ɯ͓,0,88,NA,2
d̠ːʒ,0,88,NA,1
ɹ̪|ɹ,0,88,NA,1
ˀɲ,0,88,NA,5
ˀm,0,88,NA,8
w̃,0,88,NA,11
dˀ,0,88,NA,2
ʒˀ,0,88,NA,1
zˀ,0,88,NA,1
ʃˀ,0,88,NA,1
sˀ,0,88,NA,4
ɣˀ,0,88,NA,1
rˀ,0,88,NA,1
tˀ,0,88,NA,2
ɑy,0,88,NA,1
ɑɯ,0,88,NA,2
ʌɯ,0,88,NA,1
ʌy,0,88,NA,1
ɭ̤,0,88,NA,1
u̯õ,0,88,NA,3
u̯oː,0,88,NA,1
u̯o,0,88,NA,3
i̯e,0,88,NA,5
i̯ẽ,0,88,NA,2
y̯ø,0,88,NA,1
iẽ,0,88,NA,2
ʢ,0,88,NA,2
u̯õː,0,88,NA,1
ɑ̃ː,0,88,NA,9
xk,0,88,NA,1
ẽ̞ː,0,88,NA,4
yø,0,88,NA,3
ɔɪ,0,88,NA,4
ʊɪ,0,88,NA,3
ʊu,0,88,NA,2
ɐu,0,88,NA,3
ɛʊ,0,88,NA,1
ɥ̥,0,88,NA,1
w̞,0,88,NA,1
xʰ,0,88,NA,2
ʉː,0,88,NA,11
ʂʰ,0,88,NA,1
ʈʼ,0,88,NA,3
t̪θ,0,88,NA,3
t̪θʰ,0,88,NA,2
kxʷ,0,88,NA,1
tɬ,0,88,NA,12
tx,0,88,NA,4
ɾ̤,0,88,NA,3
tʲʼ,0,88,NA,2
iaː,0,88,NA,2
n̪t̪s̪ʰ,0,88,NA,2
n̪t̪,0,88,NA,2
n̪t̪ʰ,0,88,NA,2
n̪t̪s̪,0,88,NA,1
n̠̥,0,88,NA,2
n̪̥,0,88,NA,2
t̪s̪ʰ,0,88,NA,12
ɳʈʂʰ,0,88,NA,3
ɛɯ,0,88,NA,1
ɴq,0,88,NA,3
ɴqʰ,0,88,NA,2
ɔ̆,0,88,NA,1
wʼ,0,88,NA,1
ɹ̰ˤ,0,88,NA,1
ɹˤ,0,88,NA,1
ʕʼ,0,88,NA,1
nʼ,0,88,NA,2
yʼ,0,88,NA,1
ʕʷʼ,0,88,NA,1
lʼ,0,88,NA,3
mʼ,0,88,NA,2
tɬ̰,0,88,NA,1
q̰ʷ,0,88,NA,2
t̠ʃ̰,0,88,NA,5
ts̰,0,88,NA,4
q̰,0,88,NA,3
k̰ʷ,0,88,NA,3
j̰,0,88,NA,16
ɤ̟̞̃,0,88,NA,1
fʰ,0,88,NA,1
ɺ̪|ɺ,0,88,NA,2
d̠,0,88,NA,3
ʱɾ,0,88,NA,3
ou̯,0,88,NA,4
r̝,0,88,NA,1
äu̯,0,88,NA,3
ɛu̯,0,88,NA,3
d̪ɮ̪|dɮ,0,88,NA,3
t̪ɬ̪|tɬ,0,88,NA,3
kǀ͓,0,88,NA,5
ɗ̠,0,88,NA,1
ŋǀ͓,0,88,NA,5
yu,0,88,NA,1
øu,0,88,NA,2
i̯œ,0,88,NA,1
ɒu̯,0,88,NA,1
æʌ̯,0,88,NA,1
i̯ø,0,88,NA,1
i̯a,0,88,NA,5
i̯ɑ,0,88,NA,1
i̯æ,0,88,NA,1
iu̯,0,88,NA,3
iʌ̯,0,88,NA,1
i̯œ̞,0,88,NA,1
d̥z̥,0,88,NA,3
d̥,0,88,NA,5
ɑu̯,0,88,NA,1
i̯y,0,88,NA,1
œi̯,0,88,NA,2
ɑi̯,0,88,NA,1
eʌ̯,0,88,NA,1
œ̞,0,88,NA,3
b̥ʰ,0,88,NA,1
œu̯,0,88,NA,1
yu̯,0,88,NA,2
ʁ̞,0,88,NA,4
oʌ̯,0,88,NA,1
i̯ɒ,0,88,NA,1
i̯o,0,88,NA,2
æu̯,0,88,NA,2
yʌ̯,0,88,NA,1
ɡ̊,0,88,NA,7
øu̯,0,88,NA,1
b̥,0,88,NA,7
i̯u,0,88,NA,4
œ̞ʌ̯,0,88,NA,1
ɡ̊ʰ,0,88,NA,1
i̯ɔ,0,88,NA,3
øʌ̯,0,88,NA,1
uʌ̯,0,88,NA,1
i̯ɛ,0,88,NA,4
i̯ʌ,0,88,NA,1
zʷ,0,88,NA,12
ɓʲ,0,88,NA,2
ɒ̃ː,0,88,NA,1
˧˥˨,0,88,NA,1
æ̃ː,0,88,NA,5
˥˨˧,0,88,NA,1
ɡbʲ,0,88,NA,2
kpʲ,0,88,NA,3
yi̯,0,88,NA,2
ɔ̜,0,88,NA,1
ae̯,0,88,NA,2
ɔ̜ː,0,88,NA,2
ʉi̯,0,88,NA,1
ɞe̯,0,88,NA,1
œ̜ː,0,88,NA,1
œ̜,0,88,NA,1
xʲ,0,88,NA,10
t̠ʃʷʰ,0,88,NA,4
ɲ̰,0,88,NA,1
r̺͈,0,88,NA,5
d̤ʑ̤,0,88,NA,1
ɠ,0,88,NA,16
ðː,0,88,NA,4
qˤʼ,0,88,NA,2
t̪ɬ,0,88,NA,1
t̪ɬʼ,0,88,NA,1
d̺̥z̺̥,0,88,NA,1
t̺s̺ʼ,0,88,NA,1
ŭ,0,88,NA,2
ɐ̆,0,88,NA,1
ɡ̊ʷ,0,88,NA,1
d̺̥,0,88,NA,1
t̺ʰ,0,88,NA,4
t̺ʼ,0,88,NA,2
t̺s̺ʰ,0,88,NA,1
z̺,0,88,NA,8
ɪ̆,0,88,NA,2
s̪ˤ,0,88,NA,2
ʉi,0,88,NA,1
ps,0,88,NA,2
bz,0,88,NA,2
yœ,0,88,NA,1
ɯɑ,0,88,NA,2
z̪ˤ,0,88,NA,2
d̪ˤ,0,88,NA,2
t̪ˤ,0,88,NA,3
ɞʊ,0,88,NA,1
ʏ,0,88,NA,12
əʊ,0,88,NA,3
œʏ,0,88,NA,1
ɛɪ,0,88,NA,2
øy,0,88,NA,3
eə,0,88,NA,2
aːu,0,88,NA,2
ɛu,0,88,NA,2
ʏː,0,88,NA,3
ʀ,0,88,NA,9
d̠̤ʒ̤,0,88,NA,4
æɪ̯,0,88,NA,2
ã̈ː,0,88,NA,1
ɔʊ̯,0,88,NA,2
ɔ̃ʊ̯̃,0,88,NA,1
æ̃ɪ̯̃,0,88,NA,1
t̪̺,0,88,NA,2
ɪ̈,0,88,NA,3
ð̪̺,0,88,NA,2
y̞,0,88,NA,2
i̯au,0,88,NA,1
i̯aː,0,88,NA,1
u̯a,0,88,NA,4
i̯oi,0,88,NA,1
i̯uaː,0,88,NA,1
i̯ui,0,88,NA,1
i̯uː,0,88,NA,1
u̯aː,0,88,NA,1
u̯ai,0,88,NA,1
u̯i,0,88,NA,2
i̯oː,0,88,NA,1
i̯ai,0,88,NA,1
d̪n̪,0,88,NA,1
dn,0,88,NA,1
bm,0,88,NA,1
kŋ,0,88,NA,1
ɖɳ,0,88,NA,1
ȶȵ,0,88,NA,1
t͈ː,0,88,NA,1
t̠͈ʃː,0,88,NA,1
s͈ː,0,88,NA,1
k͈ː,0,88,NA,1
p͈ː,0,88,NA,1
ʃ͈ː,0,88,NA,1
o̙,0,88,NA,1
o̘,0,88,NA,1
u̙,0,88,NA,2
u̘,0,88,NA,1
ɠɓ,0,88,NA,4
i̘,0,88,NA,2
i̙,0,88,NA,1
e̘,0,88,NA,1
e̙,0,88,NA,1
tˤ,0,88,NA,4
ðˤ,0,88,NA,2
zˤː,0,88,NA,4
zˤ,0,88,NA,4
tˤː,0,88,NA,4
dˤ,0,88,NA,4
sˤː,0,88,NA,4
dˤː,0,88,NA,4
ʁː,0,88,NA,3
ʕː,0,88,NA,5
ħː,0,88,NA,5
ɡˡ,0,88,NA,1
ɤ̞,0,88,NA,8
ɳɖɽ,0,88,NA,2
n̪d̪z̪,0,88,NA,5
s͇,0,88,NA,1
a˞,0,88,NA,4
t͇s͇ʰ,0,88,NA,1
z͇,0,88,NA,2
ʈɽ̥ʰ,0,88,NA,1
nt͇s͇ʰ,0,88,NA,1
ɖɽ,0,88,NA,2
t͇s͇,0,88,NA,1
ɳʈɽ̥ʰ,0,88,NA,1
ntɕʰ,0,88,NA,2
ɹ̪̹̩,0,88,NA,2
d͇z͇,0,88,NA,1
ʈɽ̥,0,88,NA,1
nd͇z͇,0,88,NA,1
ə˞,0,88,NA,6
hʷʲ,0,88,NA,1
lʷʲ,0,88,NA,1
ɸʲ,0,88,NA,3
dzʷ,0,88,NA,4
nʷʲ,0,88,NA,1
dʷʲ,0,88,NA,2
tsʷ,0,88,NA,7
ɾʷʲ,0,88,NA,1
ɡʷʲ,0,88,NA,1
ɾʷ,0,88,NA,3
iˤæ,0,88,NA,1
iˤː,0,88,NA,2
oˤː,0,88,NA,2
oˤ,0,88,NA,4
uˤː,0,88,NA,2
s̠,0,88,NA,1
ˀy,0,88,NA,1
ˀl,0,88,NA,4
u̜,0,88,NA,2
i̜,0,88,NA,2
ʉu,0,88,NA,1
ɛa,0,88,NA,1
ɔa,0,88,NA,1
ŋʲ,0,88,NA,6
ɬʲ,0,88,NA,5
ts̪,0,88,NA,3
ɲʒ,0,88,NA,5
ŋb,0,88,NA,1
vʷ,0,88,NA,9
ɻʲ,0,88,NA,4
ɡǀ,0,88,NA,5
kǀʰ,0,88,NA,6
kǀ,0,88,NA,8
ɡm,0,88,NA,1
km,0,88,NA,1
d̞,0,88,NA,1
a̟ː,0,88,NA,6
n̻,0,88,NA,7
u̯e,0,88,NA,2
pt,0,88,NA,1
ɥ̃,0,88,NA,4
r̃,0,88,NA,7
l̃,0,88,NA,5
ỹ,0,88,NA,5
ʔˤ,0,88,NA,4
qχʰ,0,88,NA,1
tsʰː,0,88,NA,3
cʰː,0,88,NA,1
kʷʰː,0,88,NA,2
tɬʰː,0,88,NA,2
bβ,0,88,NA,1
pɸ,0,88,NA,1
d̪ð,0,88,NA,1
nɡ,0,88,NA,2
sᶣ,0,88,NA,1
sʷʲ,0,88,NA,1
ɾ̺,0,88,NA,5
nh,0,88,NA,2
cː,0,88,NA,7
cʼː,0,88,NA,4
ᶑʼː,0,88,NA,1
kǁ͓,0,88,NA,4
kǀ͓ʰ,0,88,NA,3
kǁ͓ʰ,0,88,NA,2
ŋǁ͓,0,88,NA,3
ŋ̥ǀ͓ˀ,0,88,NA,3
kǃ̠ʰ,0,88,NA,2
ŋ̥ǁ͓ˀ,0,88,NA,2
ŋǃ̠,0,88,NA,3
kǃ̠,0,88,NA,4
ŋ̥ǃ̠ˀ,0,88,NA,2
kǃ,0,88,NA,9
kǁ,0,88,NA,5
kǂ,0,88,NA,3
t̪ʲʰ|tʲʰ,0,88,NA,1
ɬ̪ʲ|ɬʲ,0,88,NA,1
s̪ʲ|sʲ,0,88,NA,2
n̪d̪ʲ|ndʲ,0,88,NA,1
u̽i,0,88,NA,1
ɔ̽,0,88,NA,2
i̞e̞,0,88,NA,1
ɔ̽i,0,88,NA,1
i̞ä,0,88,NA,1
iäu̽,0,88,NA,1
ɹ̩,0,88,NA,1
äi,0,88,NA,1
äu̽,0,88,NA,1
iɔ̽,0,88,NA,1
ɵ̞ː,0,88,NA,3
ɵ̞,0,88,NA,6
qʷʰ,0,88,NA,5
çʲ,0,88,NA,1
ʊˤ,0,88,NA,1
ɐˤ,0,88,NA,1
ɪˤ,0,88,NA,1
ɔˤ,0,88,NA,1
hʼ,0,88,NA,1
ɹ̥,0,88,NA,2
nd̪,0,88,NA,2
aɯ,0,88,NA,3
kǁkxʼ,0,88,NA,1
ɢʘ,0,88,NA,1
kǂh,0,88,NA,1
ɡǀkʰ,0,88,NA,1
ŋǂ,0,88,NA,2
kǂʰ,0,88,NA,2
kǀkxʼ,0,88,NA,1
ɢʱ,0,88,NA,1
ŋǁ,0,88,NA,4
kǀh,0,88,NA,1
t̪ʼkxʼ,0,88,NA,1
kǂʔ,0,88,NA,1
ŋʘ,0,88,NA,1
kǀx,0,88,NA,2
ɢǃqʰ,0,88,NA,1
kǁʔ,0,88,NA,1
ɡǀx,0,88,NA,2
ŋǀ,0,88,NA,4
kʘʰ,0,88,NA,1
kǁʰ,0,88,NA,4
ŋǃ,0,88,NA,6
ɢǁ,0,88,NA,1
qǁ,0,88,NA,1
kǃh,0,88,NA,1
ɢǃ,0,88,NA,1
t̪x,0,88,NA,1
uᴱ,0,88,NA,1
kǃkxʼ,0,88,NA,1
kǁh,0,88,NA,1
kǀʔ,0,88,NA,1
kʘ,0,88,NA,2
kʘʔ,0,88,NA,1
ʔŋǃ,0,88,NA,1
d̪ʼkxʼ,0,88,NA,1
ɢǀ,0,88,NA,1
kǃx,0,88,NA,3
kʘkxʼ,0,88,NA,1
ŋ̊ǁ,0,88,NA,1
pʼkxʼ,0,88,NA,1
kǂkxʼ,0,88,NA,1
ŋ̊ʘ,0,88,NA,1
dx,0,88,NA,2
kǃʰ,0,88,NA,6
kǃʔ,0,88,NA,1
tʼkxʼ,0,88,NA,1
ɡǁkxʼ,0,88,NA,1
ɢǀqʰ,0,88,NA,1
ɡǃkxʼ,0,88,NA,1
ɡʘ,0,88,NA,1
ɡʼkxʼ,0,88,NA,1
kʘx,0,88,NA,1
dʱ,0,88,NA,7
oᴱ,0,88,NA,1
ŋ̊ǂ,0,88,NA,1
ʔŋǂ,0,88,NA,1
ɡǁkʰ,0,88,NA,1
ʔŋʘ,0,88,NA,1
ɡʘkxʼ,0,88,NA,1
ŋ̊ǀ,0,88,NA,1
d̪ʱ,0,88,NA,5
ʔŋǁ,0,88,NA,1
kʘh,0,88,NA,1
qǀ,0,88,NA,1
ɡǂ,0,88,NA,3
ɡʘx,0,88,NA,1
dʼkxʼ,0,88,NA,1
aᴱ,0,88,NA,1
kxʼ,0,88,NA,3
qǀʼ,0,88,NA,1
ɡǂkʰ,0,88,NA,1
ʔŋǀ,0,88,NA,1
ɢǂ,0,88,NA,1
qǃ,0,88,NA,1
qǂʼ,0,88,NA,1
qǁʼ,0,88,NA,1
qǂ,0,88,NA,1
ɡǁ,0,88,NA,3
ɡǃx,0,88,NA,3
ˀn,0,88,NA,7
ŋ̊ǃ,0,88,NA,1
qǃʼ,0,88,NA,1
ɡǁx,0,88,NA,2
kǁx,0,88,NA,2
eˤ,0,88,NA,1
ɡǂkxʼ,0,88,NA,1
ɡʘkʰ,0,88,NA,1
kǂx,0,88,NA,2
qʘʼ,0,88,NA,1
ɢǁqʰ,0,88,NA,1
ɡǃkʰ,0,88,NA,1
ɡǃ,0,88,NA,5
qʘ,0,88,NA,1
d̪x,0,88,NA,1
ɡǀkxʼ,0,88,NA,1
ɡǂx,0,88,NA,2
ɮ̪,0,88,NA,2
ø̃ː,0,88,NA,3
ø̃,0,88,NA,1
ỹː,0,88,NA,3
cçː,0,88,NA,4
l̪ː,0,88,NA,3
r̪ː,0,88,NA,2
s̻,0,88,NA,12
n̪ː,0,88,NA,2
ɟʝː,0,88,NA,2
d̻z̻ː,0,88,NA,1
d̻z̻,0,88,NA,1
s̻ː,0,88,NA,1
z̻,0,88,NA,6
z̻ː,0,88,NA,1
t̻s̻ː,0,88,NA,1
t̻s̻,0,88,NA,3
t̻s̻ʰ,0,88,NA,1
t̠ʃʷʼ,0,88,NA,2
t̻s̻ʼ,0,88,NA,1
ɡ̰,0,88,NA,1
ɟ̰̩,0,88,NA,1
ŋˑ,0,88,NA,1
mpf,0,88,NA,1
ḁ,0,88,NA,1
e̞̥,0,88,NA,1
i̥,0,88,NA,3
o̞̥,0,88,NA,1
ɮ̪|ɮ,0,88,NA,2
u̥,0,88,NA,3
b͉,0,88,NA,1
ˀb͉,0,88,NA,1
β̃,0,88,NA,1
ɨ̃ĩ,0,88,NA,1
ɨi,0,88,NA,6
ɔ̃ĩ,0,88,NA,2
ðʲ,0,88,NA,3
ʍʲ,0,88,NA,1
ŋʷʲ,0,88,NA,1
ˀc,0,88,NA,1
ˀʍʲ,0,88,NA,1
ˀkp,0,88,NA,1
ˀk,0,88,NA,1
ˀɡb,0,88,NA,1
ʙ,0,88,NA,2
ɟʷ,0,88,NA,4
ˀʃʷ,0,88,NA,1
ˀs,0,88,NA,1
ɟʲ,0,88,NA,2
cʷ,0,88,NA,6
tɕʷ,0,88,NA,1
cʲ,0,88,NA,2
ˀʍ,0,88,NA,1
ˀɡʷ,0,88,NA,1
j̥ʷ,0,88,NA,1
k̟ʰ,0,88,NA,1
ɸ̃,0,88,NA,1
l̪ˠ,0,88,NA,2
ɾˠ,0,88,NA,2
l̥ʲ,0,88,NA,3
l̥ˠ,0,88,NA,1
ɾ̥ʲ,0,88,NA,2
ɸʷˠ,0,88,NA,1
ə̯,0,88,NA,1
ɾ̥ˠ,0,88,NA,1
ɤ̯,0,88,NA,1
n̥ˠ,0,88,NA,1
bʷˠ,0,88,NA,1
ɡ̟,0,88,NA,2
nˠ,0,88,NA,2
n̥ʲ,0,88,NA,2
pʷˠʰ,0,88,NA,1
ɯ̞̯,0,88,NA,1
e̯,0,88,NA,1
ë,0,88,NA,4
ï,0,88,NA,3
üː,0,88,NA,3
ë̞,0,88,NA,2
ö̞,0,88,NA,1
ö,0,88,NA,2
ʊ̈,0,88,NA,1
ɤ̞̃,0,88,NA,2
v̤,0,88,NA,4
t̠͉ʃ,0,88,NA,1
ɲ̟,0,88,NA,9
ʃ͉,0,88,NA,2
s͉,0,88,NA,2
ḭu,0,88,NA,1
ɮʲ,0,88,NA,2
n̪ʲ|nʲ,0,88,NA,2
˧˨ˤ,0,88,NA,1
˩̰,0,88,NA,1
ndzʷ,0,88,NA,1
ɡbʷ,0,88,NA,1
u̯ə̃,0,88,NA,1
u̯ə,0,88,NA,2
u̯ɛ̃,0,88,NA,1
u̯ã,0,88,NA,1
u̯ɔ̃,0,88,NA,1
u̯ɔ,0,88,NA,2
u̯ɛ,0,88,NA,2
i̯ɛ̃,0,88,NA,1
ʉ̃,0,88,NA,3
j̃,0,88,NA,8
ɴɢ,0,88,NA,3
ʔɾ,0,88,NA,1
t̪ɬ̪ʰ,0,88,NA,2
ɪ̃ː,0,88,NA,6
t̪ɬ̪ʼ,0,88,NA,1
t̪ɬ̪,0,88,NA,2
t̪s̪ʼ,0,88,NA,5
l̥ː,0,88,NA,2
ãẽ̞ˤ,0,88,NA,1
õ̞ˤ,0,88,NA,1
dzˠ,0,88,NA,1
kǂ͓ˡʰ,0,88,NA,1
ɡ̰ǃx,0,88,NA,1
ɡ̰ǂ͓ˡx,0,88,NA,1
ɔ̃ˤː,0,88,NA,1
ae̞,0,88,NA,3
kǂ͓ˡ,0,88,NA,1
kǀ͓x,0,88,NA,1
ŋ̥ǂxˀ,0,88,NA,1
tsˠ,0,88,NA,1
ɡǀ͓,0,88,NA,2
aˤː,0,88,NA,3
ŋ̥ǂ͓ˡˀ,0,88,NA,1
kǂ͓ˡx,0,88,NA,1
ŋ̥ǃˠˀ,0,88,NA,1
ae̞ˤ,0,88,NA,1
ũĩ,0,88,NA,3
õ̞ĩˤ,0,88,NA,1
ŋ̥ǃ,0,88,NA,2
ŋ̥ǃˀ,0,88,NA,2
dzʼ,0,88,NA,1
ao̞ˤ,0,88,NA,1
ɡ̤ǃ,0,88,NA,2
ɡ̰ǂx,0,88,NA,1
ŋ̥ǂ͓ˡʰ,0,88,NA,1
ŋ̤ǂ,0,88,NA,1
ɡǂ͓ˡ,0,88,NA,1
bʼ,0,88,NA,1
dˠ,0,88,NA,3
ɡ̰ǀ͓x,0,88,NA,1
ŋ̥ǂˀ,0,88,NA,1
ɡ̤ǂ,0,88,NA,1
ŋ̤ǃ,0,88,NA,2
ẽ̞ũ,0,88,NA,1
ŋ̥ǂʰ,0,88,NA,1
d̠ʒˠ,0,88,NA,1
õ̞ã,0,88,NA,1
õ̞ãˤ,0,88,NA,1
õ̞ĩ,0,88,NA,2
ŋˤ,0,88,NA,1
ŋ̤ǂ͓ˡ,0,88,NA,1
d̠ʒʼ,0,88,NA,2
ãˤː,0,88,NA,1
ŋ̥ǂ͓ˡxˀ,0,88,NA,1
ŋ̥ǀ͓ʰ,0,88,NA,2
ŋ̥ǀ͓xˀ,0,88,NA,1
ãõ̞ˤ,0,88,NA,1
o̞iˤ,0,88,NA,1
o̞ˤː,0,88,NA,1
ɡʼ,0,88,NA,2
ɡǀ͓x,0,88,NA,1
ŋ̤ǀ͓,0,88,NA,1
tˠ,0,88,NA,3
o̞e̞,0,88,NA,1
dz̤,0,88,NA,1
d̠ʒ̤,0,88,NA,4
ɡǂ͓ˡx,0,88,NA,1
ɡ̤ǀ͓,0,88,NA,1
dʼ,0,88,NA,3
ŋǂ͓ˡ,0,88,NA,1
o̞a,0,88,NA,1
ẽ̞ĩ,0,88,NA,2
ãˤ,0,88,NA,2
o̞aˤ,0,88,NA,1
t̠ʃˠ,0,88,NA,1
ɗʒ,0,88,NA,2
ɣʲ,0,88,NA,4
ɬ̪ʲ,0,88,NA,1
ɬ̪ʲʼ,0,88,NA,1
ɮ̪ʲ,0,88,NA,1
ʃ͇,0,88,NA,1
ʒ͇,0,88,NA,1
fʼ,0,88,NA,1
ɛˠ,0,88,NA,1
eˠ,0,88,NA,1
iˠ,0,88,NA,1
aˠ,0,88,NA,1
ɪˠ,0,88,NA,1
ɘː,0,88,NA,5
ɬ̪ː,0,88,NA,1
ø̞̜ː,0,88,NA,1
ø̞̜,0,88,NA,1
ə̟̆,0,88,NA,1
e̠̞,0,88,NA,1
o̟̞,0,88,NA,1
rʼ,0,88,NA,1
lʼː,0,88,NA,1
rʼː,0,88,NA,1
ɽ̩,0,88,NA,1
ɽ̃,0,88,NA,3
c̤,0,88,NA,1
ʈː,0,88,NA,7
ɓː,0,88,NA,6
ɔ̟̜,0,88,NA,1
ãɛ̃,0,88,NA,1
œ̃ɛ̃,0,88,NA,1
ħ̃ʲ,0,88,NA,1
ɞ̜ː,0,88,NA,1
ɪ̰,0,88,NA,1
pʰː,0,88,NA,2
ɛ̃ːi̯,0,88,NA,1
ɨ̞̰,0,88,NA,1
ʒ̊,0,88,NA,2
ɢ̥,0,88,NA,2
ɞ̜̃ː,0,88,NA,1
ɞ̜,0,88,NA,1
z̥,0,88,NA,3
ʉ̃ː,0,88,NA,2
ɟ̥ʝ̥,0,88,NA,1
ɞ̜̰,0,88,NA,1
ɨ̞ː,0,88,NA,1
ʉ̰,0,88,NA,1
ɨ̞̃ː,0,88,NA,1
ɔ̟̜̰,0,88,NA,1
ɔ̟̜̃ː,0,88,NA,1
ɔ̟̜ː,0,88,NA,1
o̞̙,0,88,NA,1
ɑ̙,0,88,NA,1
uu̯,0,88,NA,2
ɯ̙i̯,0,88,NA,1
ii̯,0,88,NA,2
ɯ̙,0,88,NA,1
kxʰː,0,88,NA,1
çː,0,88,NA,2
ĩ̞,0,88,NA,1
qχʰː,0,88,NA,1
y̤,0,88,NA,1
œ̤,0,88,NA,1
ɵ̤,0,88,NA,2
ɨ̘,0,88,NA,1
iæ,0,88,NA,2
ie̞,0,88,NA,3
uo̞,0,88,NA,1
yæ,0,88,NA,2
yø̞,0,88,NA,1
t̠ʃʲʰ,0,88,NA,1
ɨ̆,0,88,NA,2
ɳɖr,0,88,NA,1
ʈr,0,88,NA,3
ɖr,0,88,NA,3
ɲcʲ,0,88,NA,1
nsʷ,0,88,NA,3
ndʷ,0,88,NA,7
ntʷ,0,88,NA,3
k̟,0,88,NA,2
tsʷʰ,0,88,NA,3
cʷʰ,0,88,NA,2
uẽ,0,88,NA,2
ɵ̞̆,0,88,NA,1
ɒ̆,0,88,NA,1
ĕ̞,0,88,NA,1
ŏ̞,0,88,NA,1
ɨa,0,88,NA,3
nʲː,0,88,NA,1
r̥ʲ,0,88,NA,2
m̥ʲː,0,88,NA,1
ŋʲː,0,88,NA,1
m̥ː,0,88,NA,1
ɡ̊ː,0,88,NA,1
rʲː,0,88,NA,1
n̥ʲː,0,88,NA,1
ʰtsʲ,0,88,NA,1
ʰtɕ,0,88,NA,1
ʰts,0,88,NA,4
pʲː,0,88,NA,1
ɡʲː,0,88,NA,1
b̥ː,0,88,NA,1
ue̞,0,88,NA,1
ʝː,0,88,NA,1
n̥ː,0,88,NA,1
bʲː,0,88,NA,1
uä,0,88,NA,1
βʲː,0,88,NA,1
ʰt,0,88,NA,6
kʲː,0,88,NA,1
r̥ː,0,88,NA,1
d̥ː,0,88,NA,1
o̞ä,0,88,NA,1
ʰpʲ,0,88,NA,1
sʲː,0,88,NA,1
dzʲ,0,88,NA,4
ʰp,0,88,NA,5
lʲː,0,88,NA,1
fʲː,0,88,NA,1
d̥ʑ̥,0,88,NA,3
mʲː,0,88,NA,1
ʰk,0,88,NA,6
tsʲː,0,88,NA,1
zʲː,0,88,NA,1
l̥ʲː,0,88,NA,1
r̥ʲː,0,88,NA,1
tɕː,0,88,NA,1
ʰkʲ,0,88,NA,1
βː,0,88,NA,2
xʲː,0,88,NA,1
d̥z̥ʲ,0,88,NA,1
ʂː,0,88,NA,1
ʰtʲ,0,88,NA,1
ɽʱ,0,88,NA,3
ɴ,0,88,NA,4
d̪l̪,0,88,NA,1
a̟i,0,88,NA,1
ã̟ĩ,0,88,NA,1
ã̟,0,88,NA,4
˦˥˦,0,88,NA,1
ëː,0,88,NA,1
kpʰ,0,88,NA,2
nl,0,88,NA,1
l̻,0,88,NA,3
d̻,0,88,NA,5
ɘ̠,0,88,NA,2
ä̠,0,88,NA,3
ɨ̠,0,88,NA,2
t̻s̪̻,0,88,NA,3
ʎ̟,0,88,NA,4
ɵ̟,0,88,NA,1
e̠,0,88,NA,2
ɟ̟,0,88,NA,1
i̠,0,88,NA,1
ʉ̟,0,88,NA,2
å,0,88,NA,1
˨˦˨,0,88,NA,4
˦˨˦,0,88,NA,4
ɸː,0,88,NA,1
ɸʰ,0,88,NA,1
o̞̜,0,88,NA,1
ʊ̜,0,88,NA,2
ɑ̟ː,0,88,NA,1
ɨ̜,0,88,NA,1
ɜ̃,0,88,NA,1
ʌ̃ː,0,88,NA,2
ɯ̃ː,0,88,NA,4
ʊ̽,0,88,NA,1
ɐ̟,0,88,NA,1
i̽,0,88,NA,1
zˠ,0,88,NA,2
sˠ,0,88,NA,2
kǁʰʼ,0,88,NA,1
nʱ,0,88,NA,5
kǁxʼ,0,88,NA,1
d̠ʒxʼ,0,88,NA,1
ɡǀʱ,0,88,NA,1
ɡ‼ʱ,0,88,NA,1
ɡ‼xʼ,0,88,NA,1
t̠ʃx,0,88,NA,1
d̠ʒʰ,0,88,NA,1
ŋǃʱ,0,88,NA,1
k‼ʼ,0,88,NA,1
k‼xʼ,0,88,NA,1
ũˤ,0,88,NA,1
ɡǃʱ,0,88,NA,1
ŋ‼ʱ,0,88,NA,1
ɡǀxʼ,0,88,NA,1
kǁʼ,0,88,NA,1
ʼŋǀ,0,88,NA,1
ʼn,0,88,NA,2
ŋ‼,0,88,NA,1
kǀʼ,0,88,NA,2
mʱ,0,88,NA,6
k‼ʰ,0,88,NA,1
kǀʰʼ,0,88,NA,1
qm,0,88,NA,1
ʼm,0,88,NA,2
k‼x,0,88,NA,1
ɡ‼,0,88,NA,1
õ̰,0,88,NA,3
kǃʰʼ,0,88,NA,1
k‼ʰʼ,0,88,NA,1
kǃxʼ,0,88,NA,1
ɡ‼x,0,88,NA,1
ɡǁxʼ,0,88,NA,1
qn,0,88,NA,1
õˤ,0,88,NA,1
ʼŋǃ,0,88,NA,1
