"model","predictor","zeros","n","n_zeros","n_evec","slope","slope_se","statistic","p.value","r.squared","cor_with_distance","rmse","rmse_loocv"
"A_geography","geodist_H1_span (per 100 km)","removed",42,0,0,-0.0130937591992597,0.0125363312916061,-1.04446499495645,0.302541552608823,0.0265486260099464,-0.162937491112225,0.224082760430083,0.232868267812362
"B_ancestry_given_geography","PC eigenvectors, migration distance scrubbed","removed",42,0,2,NA,NA,29.1428535254194,2.12918639191724e-08,0.589270239067393,-0.0956536713331936,0.145555761538813,0.152722084691108
"A_geography","geodist_H1_span (per 100 km)","kept",112,70,0,-0.00681727977583053,0.00476335015782025,-1.43119433800982,0.155209483248305,0.0182806603769802,-0.135205992385619,0.175944990789756,0.178340824162517
"B_ancestry_given_geography","PC eigenvectors, migration distance scrubbed","kept",112,70,2,NA,NA,19.1895414132268,7.39631888385622e-08,0.257396665699794,0.0980881082877374,0.153024750826467,0.16514526203659
