"","cent2084","agut1237","akla1241","alan1249","arta1239","pamp1244","aben1249","amba1267","maga1263","magi1241","babu1242","bala1310","bant1288","bata1301","buhi1245","buhi1243","cent2087","irig1242","koro1310","sara1326","binu1244","boli1256","cent2292","guin1256","boto1242","butu1244","capi1239","cebu1242","cuyo1237","casi1235","dupa1235","gadd1244","gian1241","hanu1241","hili1240","ibal1244","iban1267","amga1235","bata1298","kele1259","ilok1237","ilon1239","alab1246","atii1237","iray1237","ivat1242","isin1239","isna1241","itaw1240","bino1237","kaga1256","kala1388","lubu1243","limo1248","lowe1412","sout2908","kaya1320","kama1363","kank1243","nort2877","pamp1243","kina1250","magu1243","mama1275","cama1250","atam1240","diba1242","ilia1236","cota1241","sara1327","mati1250","west2555","mans1262","mara1404","masb1238","pang1290","rata1245","romb1245","sout2916","wara1300","tina1248","sang1337","remo1247","west2557","cent2089","suri1273","tady1237","tbol1240","taga1270","cent2090","cala1258","taus1251","tiru1241","yoga1237"
"babu1242",4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4906.1939289813,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,0,4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,4906.1939289813,4906.1939289813,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4906.1939289813,4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,815.518073673757,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,6010.6341046086,6010.6341046086,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,6010.6341046086,4906.1939289813,4906.1939289813,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813
"bala1310",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,0,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,1214.61338999261,1952.08616000621,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2325.01746338406,2325.01746338406,2325.01746338406,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2793.63572961396,6010.6341046086,6010.6341046086,2793.63572961396,2793.63572961396,2793.63572961396,2793.63572961396,3538.80768883702,6010.6341046086,1952.08616000621,1952.08616000621,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"bant1288",6010.6341046086,4800.21412629267,2185.51534156857,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,0,4800.21412629267,5090.47159841496,3201.70265576022,3201.70265576022,3201.70265576022,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,2505.66236918713,3201.70265576022,2185.51534156857,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,2505.66236918713,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,2505.66236918713,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,2505.66236918713,4428.04484206979,3201.70265576022,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,3201.70265576022,6010.6341046086,2185.51534156857,1140.07071083065,4800.21412629267,3201.70265576022,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,3201.70265576022,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,3201.70265576022,4428.04484206979,6010.6341046086
"bata1301",6010.6341046086,3274.37403718463,4800.21412629267,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4800.21412629267,0,5090.47159841496,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,6010.6341046086,6010.6341046086,6010.6341046086,4800.21412629267,5090.47159841496,4800.21412629267,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,4800.21412629267,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4800.21412629267,4800.21412629267,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4800.21412629267,6010.6341046086,6010.6341046086,6010.6341046086,4800.21412629267,4800.21412629267,4800.21412629267,5222.45424519902,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,4800.21412629267,6010.6341046086,4800.21412629267,4800.21412629267,3719.98529984194,4800.21412629267,6010.6341046086,6760.46798272896,5222.45424519902,4800.21412629267,4800.21412629267,4800.21412629267,5090.47159841496,4800.21412629267,5222.45424519902,2010.18213258557,3274.37403718463,4800.21412629267,4800.21412629267,6010.6341046086
"buhi1245",6010.6341046086,5090.47159841496,5090.47159841496,3475.76665788696,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,0,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,2551.61623839372,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,5090.47159841496,3475.76665788696,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,5090.47159841496,5222.45424519902,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,6760.46798272896,5222.45424519902,5090.47159841496,5090.47159841496,5090.47159841496,3475.76665788696,5090.47159841496,5222.45424519902,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086
"buhi1243",6010.6341046086,4800.21412629267,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4800.21412629267,5090.47159841496,0,1342.21495026657,970.457676303598,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2875.6889427694,3201.70265576022,2875.6889427694,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2875.6889427694,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4428.04484206979,2875.6889427694,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,2523.46027265302,6010.6341046086,3201.70265576022,3201.70265576022,4800.21412629267,2523.46027265302,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,2875.6889427694,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,2875.6889427694,4428.04484206979,6010.6341046086
"cent2087",6010.6341046086,4800.21412629267,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4800.21412629267,5090.47159841496,1342.21495026657,0,1342.21495026657,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2875.6889427694,3201.70265576022,2875.6889427694,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2875.6889427694,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4428.04484206979,2875.6889427694,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,2523.46027265302,6010.6341046086,3201.70265576022,3201.70265576022,4800.21412629267,2523.46027265302,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,2875.6889427694,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,2875.6889427694,4428.04484206979,6010.6341046086
"irig1242",6010.6341046086,4800.21412629267,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4800.21412629267,5090.47159841496,970.457676303598,1342.21495026657,0,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2875.6889427694,3201.70265576022,2875.6889427694,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2875.6889427694,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4428.04484206979,2875.6889427694,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,2523.46027265302,6010.6341046086,3201.70265576022,3201.70265576022,4800.21412629267,2523.46027265302,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,2875.6889427694,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,2875.6889427694,4428.04484206979,6010.6341046086
"koro1310",6010.6341046086,4800.21412629267,4428.04484206979,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4800.21412629267,5090.47159841496,4428.04484206979,4428.04484206979,4428.04484206979,0,330.952383084841,4163.81663793555,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,3279.18879842055,5090.47159841496,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,4428.04484206979,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4163.81663793555,4428.04484206979,5222.45424519902,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4428.04484206979,4163.81663793555,4428.04484206979,6010.6341046086,4428.04484206979,4428.04484206979,4800.21412629267,4428.04484206979,6010.6341046086,6760.46798272896,5222.45424519902,3958.64536812145,3958.64536812145,4428.04484206979,5090.47159841496,1073.42212669082,5222.45424519902,4800.21412629267,4800.21412629267,4428.04484206979,2625.34146937998,6010.6341046086
"sara1326",6010.6341046086,4800.21412629267,4428.04484206979,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4800.21412629267,5090.47159841496,4428.04484206979,4428.04484206979,4428.04484206979,330.952383084841,0,4163.81663793555,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,3279.18879842055,5090.47159841496,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,4428.04484206979,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4163.81663793555,4428.04484206979,5222.45424519902,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4428.04484206979,4163.81663793555,4428.04484206979,6010.6341046086,4428.04484206979,4428.04484206979,4800.21412629267,4428.04484206979,6010.6341046086,6760.46798272896,5222.45424519902,3958.64536812145,3958.64536812145,4428.04484206979,5090.47159841496,1073.42212669082,5222.45424519902,4800.21412629267,4800.21412629267,4428.04484206979,2625.34146937998,6010.6341046086
"binu1244",6010.6341046086,4800.21412629267,4428.04484206979,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4800.21412629267,5090.47159841496,4428.04484206979,4428.04484206979,4428.04484206979,4163.81663793555,4163.81663793555,0,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,4163.81663793555,5090.47159841496,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,4428.04484206979,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,3584.87415108507,4428.04484206979,5222.45424519902,2368.96597953696,2368.96597953696,2368.96597953696,2619.41814207878,2619.41814207878,2368.96597953696,2368.96597953696,4428.04484206979,3584.87415108507,4428.04484206979,6010.6341046086,4428.04484206979,4428.04484206979,4800.21412629267,4428.04484206979,6010.6341046086,6760.46798272896,5222.45424519902,4163.81663793555,4163.81663793555,4428.04484206979,5090.47159841496,4163.81663793555,5222.45424519902,4800.21412629267,4800.21412629267,4428.04484206979,4163.81663793555,6010.6341046086
"boli1256",5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,2024.65019840656,2024.65019840656,2024.65019840656,2024.65019840656,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,0,5307.65093095348,5307.65093095348,2024.65019840656,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,5307.65093095348,5307.65093095348,3392.51800202773,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,1024.23681425178,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348
"cent2292",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,1214.61338999261,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,0,1952.08616000621,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2325.01746338406,2325.01746338406,2325.01746338406,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2793.63572961396,6010.6341046086,6010.6341046086,2793.63572961396,2793.63572961396,2793.63572961396,2793.63572961396,3538.80768883702,6010.6341046086,1952.08616000621,1952.08616000621,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"guin1256",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,1952.08616000621,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,1952.08616000621,0,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2325.01746338406,2325.01746338406,2325.01746338406,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2793.63572961396,6010.6341046086,6010.6341046086,2793.63572961396,2793.63572961396,2793.63572961396,2793.63572961396,3538.80768883702,6010.6341046086,1516.23417327818,1232.46267833989,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"boto1242",5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,1556.46821950401,1556.46821950401,1556.46821950401,1556.46821950401,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2024.65019840656,5307.65093095348,5307.65093095348,0,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,5307.65093095348,5307.65093095348,3392.51800202773,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2024.65019840656,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348
"butu1244",6010.6341046086,4800.21412629267,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4800.21412629267,5090.47159841496,2875.6889427694,2875.6889427694,2875.6889427694,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,0,3201.70265576022,2452.32506455432,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2146.2890881615,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4428.04484206979,1813.24941705847,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,2875.6889427694,6010.6341046086,3201.70265576022,3201.70265576022,4800.21412629267,2875.6889427694,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,2146.2890881615,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,1045.72096803183,4428.04484206979,6010.6341046086
"capi1239",6010.6341046086,4800.21412629267,2505.66236918713,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2505.66236918713,4800.21412629267,5090.47159841496,3201.70265576022,3201.70265576022,3201.70265576022,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,0,3201.70265576022,2505.66236918713,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,726.906348050328,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,2027.69024483071,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,1631.71739024094,4428.04484206979,3201.70265576022,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,3201.70265576022,6010.6341046086,2505.66236918713,2505.66236918713,4800.21412629267,3201.70265576022,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,3201.70265576022,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,3201.70265576022,4428.04484206979,6010.6341046086
