"","cent2084","agut1237","akla1241","alan1249","arta1239","pamp1244","aben1249","amba1267","maga1263","magi1241","babu1242","bala1310","bant1288","bata1301","buhi1245","buhi1243","cent2087","irig1242","koro1310","sara1326","binu1244","boli1256","cent2292","guin1256","boto1242","butu1244","capi1239","cebu1242","cuyo1237","casi1235","dupa1235","gadd1244","gian1241","hanu1241","hili1240","ibal1244","iban1267","amga1235","bata1298","kele1259","ilok1237","ilon1239","alab1246","atii1237","iray1237","ivat1242","isin1239","isna1241","itaw1240","bino1237","kaga1256","kala1388","lubu1243","limo1248","lowe1412","sout2908","kaya1320","kama1363","kank1243","nort2877","pamp1243","kina1250","magu1243","mama1275","cama1250","atam1240","diba1242","ilia1236","cota1241","sara1327","mati1250","west2555","mans1262","mara1404","masb1238","pang1290","rata1245","romb1245","sout2916","wara1300","tina1248","sang1337","remo1247","west2557","cent2089","suri1273","tady1237","tbol1240","taga1270","cent2090","cala1258","taus1251","tiru1241","yoga1237"
"cebu1242",6010.6341046086,4800.21412629267,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4800.21412629267,5090.47159841496,2875.6889427694,2875.6889427694,2875.6889427694,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2452.32506455432,3201.70265576022,0,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2452.32506455432,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4428.04484206979,2452.32506455432,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,2875.6889427694,6010.6341046086,3201.70265576022,3201.70265576022,4800.21412629267,2875.6889427694,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,2452.32506455432,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,2452.32506455432,4428.04484206979,6010.6341046086
"cuyo1237",6010.6341046086,4800.21412629267,1838.77252468381,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2185.51534156857,4800.21412629267,5090.47159841496,3201.70265576022,3201.70265576022,3201.70265576022,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,2505.66236918713,3201.70265576022,0,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,2505.66236918713,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,2505.66236918713,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,2505.66236918713,4428.04484206979,3201.70265576022,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,3201.70265576022,6010.6341046086,1050.29311788898,2185.51534156857,4800.21412629267,3201.70265576022,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,3201.70265576022,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,3201.70265576022,4428.04484206979,6010.6341046086
"casi1235",3304.84652510398,6010.6341046086,6010.6341046086,6010.6341046086,2839.59807053859,3304.84652510398,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,0,1686.63448375159,3304.84652510398,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,3304.84652510398,4286.52922538778,4286.52922538778,4286.52922538778,3934.20179846154,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4286.52922538778,3304.84652510398,3304.84652510398,4286.52922538778,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398
"dupa1235",3304.84652510398,6010.6341046086,6010.6341046086,6010.6341046086,2839.59807053859,3304.84652510398,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,1686.63448375159,0,3304.84652510398,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,3304.84652510398,4286.52922538778,4286.52922538778,4286.52922538778,3934.20179846154,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4286.52922538778,3304.84652510398,3304.84652510398,4286.52922538778,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398
"gadd1244",2481.36302006827,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398,2481.36302006827,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398,3304.84652510398,0,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,2481.36302006827,4286.52922538778,4286.52922538778,4286.52922538778,3934.20179846154,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4286.52922538778,2481.36302006827,2481.36302006827,4286.52922538778,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2013.7564634882
"gian1241",6010.6341046086,4800.21412629267,4428.04484206979,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4800.21412629267,5090.47159841496,4428.04484206979,4428.04484206979,4428.04484206979,3279.18879842055,3279.18879842055,4163.81663793555,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,0,5090.47159841496,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,4428.04484206979,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,4163.81663793555,4428.04484206979,5222.45424519902,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4163.81663793555,4428.04484206979,4163.81663793555,4428.04484206979,6010.6341046086,4428.04484206979,4428.04484206979,4800.21412629267,4428.04484206979,6010.6341046086,6760.46798272896,5222.45424519902,3958.64536812145,3958.64536812145,4428.04484206979,5090.47159841496,3279.18879842055,5222.45424519902,4800.21412629267,4800.21412629267,4428.04484206979,3279.18879842055,6010.6341046086
"hanu1241",6010.6341046086,5090.47159841496,5090.47159841496,3475.76665788696,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,2551.61623839372,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,0,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,5090.47159841496,3475.76665788696,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,5090.47159841496,5222.45424519902,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,6760.46798272896,5222.45424519902,5090.47159841496,5090.47159841496,5090.47159841496,3475.76665788696,5090.47159841496,5222.45424519902,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086
"hili1240",6010.6341046086,4800.21412629267,2505.66236918713,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2505.66236918713,4800.21412629267,5090.47159841496,3201.70265576022,3201.70265576022,3201.70265576022,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,726.906348050328,3201.70265576022,2505.66236918713,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,0,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,2027.69024483071,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,1631.71739024094,4428.04484206979,3201.70265576022,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,3201.70265576022,6010.6341046086,2505.66236918713,2505.66236918713,4800.21412629267,3201.70265576022,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,3201.70265576022,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,3201.70265576022,4428.04484206979,6010.6341046086
"ibal1244",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,3538.80768883702,3538.80768883702,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,0,4286.52922538778,3538.80768883702,3538.80768883702,3538.80768883702,4286.52922538778,2752.71455393814,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3538.80768883702,4286.52922538778,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,3538.80768883702,3538.80768883702,3538.80768883702,3538.80768883702,1256.55723918073,6010.6341046086,3538.80768883702,3538.80768883702,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2188.07628592418,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"iban1267",2281.10214041624,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398,873.068701156777,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398,3304.84652510398,2481.36302006827,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,0,4286.52922538778,4286.52922538778,4286.52922538778,3934.20179846154,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4286.52922538778,1731.82129266329,1731.82129266329,4286.52922538778,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2481.36302006827
"amga1235",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,2325.01746338406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,2325.01746338406,2325.01746338406,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,0,821.595660098417,821.595660098417,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2793.63572961396,6010.6341046086,6010.6341046086,2793.63572961396,2793.63572961396,2793.63572961396,2793.63572961396,3538.80768883702,6010.6341046086,2325.01746338406,2325.01746338406,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"bata1298",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,2325.01746338406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,2325.01746338406,2325.01746338406,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,821.595660098417,0,618.338079165802,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2793.63572961396,6010.6341046086,6010.6341046086,2793.63572961396,2793.63572961396,2793.63572961396,2793.63572961396,3538.80768883702,6010.6341046086,2325.01746338406,2325.01746338406,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"kele1259",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,2325.01746338406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,2325.01746338406,2325.01746338406,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,821.595660098417,618.338079165802,0,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2793.63572961396,6010.6341046086,6010.6341046086,2793.63572961396,2793.63572961396,2793.63572961396,2793.63572961396,3538.80768883702,6010.6341046086,2325.01746338406,2325.01746338406,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"ilok1237",3934.20179846154,6010.6341046086,6010.6341046086,6010.6341046086,3934.20179846154,3934.20179846154,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3934.20179846154,3934.20179846154,3934.20179846154,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,3934.20179846154,4286.52922538778,4286.52922538778,4286.52922538778,0,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4286.52922538778,3934.20179846154,3934.20179846154,4286.52922538778,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3934.20179846154
"ilon1239",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,3538.80768883702,3538.80768883702,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,2752.71455393814,4286.52922538778,3538.80768883702,3538.80768883702,3538.80768883702,4286.52922538778,0,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3538.80768883702,4286.52922538778,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,3538.80768883702,3538.80768883702,3538.80768883702,3538.80768883702,2752.71455393814,6010.6341046086,3538.80768883702,3538.80768883702,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2752.71455393814,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"alab1246",6010.6341046086,5222.45424519902,5222.45424519902,5222.45424519902,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,5222.45424519902,5222.45424519902,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,0,5222.45424519902,5222.45424519902,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,5222.45424519902,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,5222.45424519902,5222.45424519902,2192.17870487173,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,6010.6341046086,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,6010.6341046086,6760.46798272896,3858.92161501736,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,4160.74354702641,5222.45424519902,5222.45424519902,5222.45424519902,5222.45424519902,6010.6341046086
"atii1237",6010.6341046086,4800.21412629267,2505.66236918713,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2505.66236918713,4800.21412629267,5090.47159841496,3201.70265576022,3201.70265576022,3201.70265576022,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,2027.69024483071,3201.70265576022,2505.66236918713,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,2027.69024483071,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,0,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,2027.69024483071,4428.04484206979,3201.70265576022,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,3201.70265576022,6010.6341046086,2505.66236918713,2505.66236918713,4800.21412629267,3201.70265576022,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,3201.70265576022,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,3201.70265576022,4428.04484206979,6010.6341046086
