"model","WAIC","dWAIC","WAIC_SE","pWAIC","LOOIC","nRMSE"
"m_lin",-67.1935580338738,0,34.5178075946907,5.95930572507636,-67.202042972995,0.169522759905972
"m_exp",-67.1049184921147,0.0886395417590791,35.1501181169435,6.23552396132989,-66.9129878577912,0.169595771139712
"m_spline",-63.1142946927439,4.07926334112992,33.2911836529327,8.95825698725332,-62.5625676734759,0.167693718866012
