"","cent2084","agut1237","akla1241","alan1249","arta1239","pamp1244","aben1249","amba1267","maga1263","magi1241","babu1242","bala1310","bant1288","bata1301","buhi1245","cent2087","buhi1243","irig1242","koro1310","sara1326","binu1244","boli1256","cent2292","guin1256","boto1242","butu1244","capi1239","cebu1242","cuyo1237","casi1235","dupa1235","gadd1244","gian1241","hanu1241","hili1240","ibal1244","iban1267","amga1235","bata1298","kele1259","ilok1237","ilon1239","ivat1242","alab1246","atii1237","iray1237","isin1239","isna1241","itaw1240","bino1237","kaga1256","kala1388","lowe1412","lubu1243","limo1248","sout2908","kaya1320","kama1363","kank1243","nort2877","pamp1243","kina1250","magu1243","mama1275","cama1250","atam1240","diba1242","ilia1236","cota1241","sara1327","mati1250","west2555","mans1262","mara1404","taga1270","masb1238","pang1290","rata1245","romb1245","sout2916","wara1300","tina1248","sang1337","remo1247","west2557","cent2089","suri1273","tady1237","tbol1240","cent2090","cala1258","taus1251","tiru1241","yoga1237"
"babu1242",653.240804899896,3464.86195408892,1902.19642498286,1263.86555563017,1100.47899643583,288.272680340219,716.022465004701,707.007429660799,916.817134064202,740.269039518148,0,796.418331432434,1414.54704266318,3557.23794036663,1497.20487142068,880.42438545805,1588.90625275564,1678.00314930342,3397.02878418734,3502.69025270354,2441.32994324934,525.115412128791,634.804297130957,660.091646682469,693.829348647608,2150.54626475437,2078.62013120183,2346.03011923693,3488.1879446938,1566.97595013451,589.669430496103,874.882122103525,3034.77120288731,1606.95356866537,2307.94363590168,758.523747961191,1065.54049831096,725.960891247825,822.626839601234,772.318155657511,1144.72286395063,1068.22241544064,240.347415613393,1298.78164034166,2554.19824522767,1133.72480491739,960.492391790898,401.097659430913,432.605454497179,584.243447887971,3426.82972361795,3121.51560555916,798.320777332832,666.789130815011,822.054374370191,685.842911814159,856.11239547365,2703.40637077279,580.756280536002,570.172660624355,981.9266978331,2599.08047801721,3068.97198385487,2120.58424203067,1663.9983991563,2685.50294547305,2738.82899168948,2846.98408513143,2834.48589315943,3539.72862105374,2654.869892672,2684.704912475,3252.66938673941,2681.14742177395,1274.89464842243,1679.91661629083,798.861634195972,1671.98364498317,1443.71009250808,3056.60773443296,2125.52346556795,682.333315148985,3735.42509902026,1045.00273499108,2357.87495583058,2324.26034765287,2315.71800086213,1332.21756030084,3032.32241784268,3622.60505329128,1512.50925319117,3359.97292809001,2885.93279712502,1059.73699772828
"bala1310",505.132744179592,3638.02451575486,2075.35898664879,1437.02811729611,382.046586645554,798.245082392654,889.185026670637,880.169991326735,1089.97969573014,913.431601184084,796.418331432434,0,1587.70960432912,3730.40050203257,1670.36743308662,953.788136904289,1762.06881442157,1851.16571096935,3570.19134585328,3675.85281436948,2614.49250491528,698.277973794727,166.387165994234,150.142644979292,866.991910313544,2323.70882642031,2251.78269286777,2519.19268090286,3661.35050635974,521.233140414018,452.817942857906,276.491245024344,3207.93376455325,1780.1161303313,2481.10619756762,429.919954628915,332.025099065037,146.042413143951,136.135578170022,222.512994661008,589.315005485765,378.916729102443,922.987208561142,1471.9442020076,2727.3608068936,1306.88736658332,386.64568062077,911.070061483348,344.777585891533,308.586922009526,3599.99228528388,3294.67816722509,122.20178116988,180.603950316975,256.347004901925,135.829336384139,422.644636427248,2876.56893243872,300.609591385169,229.352049987232,1155.08925949904,2772.24303968315,3242.13454552081,2293.7468036966,855.71954091977,2858.66550713898,2911.99155335542,3020.14664679736,3007.64845482536,3712.89118271968,2828.03245433794,2857.86747414094,3425.83194840534,2854.30998343988,1448.05721008836,1853.07917795677,972.024195861907,1845.1462066491,1616.87265417402,3229.7702960989,2298.68602723388,855.49587681492,3908.58766068619,1218.16529665702,2531.03751749652,2497.42290931881,2488.88056252806,1505.38012196678,3205.48497950862,3795.76761495722,1685.67181485711,3533.13548975595,3059.09535879096,288.059121806945
"bant1288",1781.34191818308,374.12769113146,271.44012696339,478.657647412641,805.797054822622,1416.3737936234,997.597741766928,828.024699757382,1037.83440416079,861.286309614731,1414.54704266318,1587.70960432912,0,749.530274200369,222.919898693531,667.170976342657,396.857853333874,485.954749881654,2204.98038476558,2310.64185328178,1249.28154382758,997.181875517358,1426.09557002764,1451.38291957915,975.404625409835,958.497865332608,283.534095425808,1153.98171981516,579.920444702853,1414.39856434213,1998.25155813726,1666.17339500021,1842.72280346555,179.449054479129,1115.89523647992,1230.59021134976,1856.83177120764,1517.25216414451,1613.91811249792,1563.6094285542,1426.29814071286,822.768326426365,1541.11591979189,393.54602361168,476.383197942571,428.193274660532,1432.55885517947,1529.1987727141,1710.08809964313,1375.53472078466,405.281786428608,1929.46720613739,1589.61205022952,1458.0804037117,1613.34564726688,1477.13418471084,1328.17885886222,1511.35797135102,1372.04755343269,1361.46393352104,950.519095945978,678.256176268319,1876.92358443311,928.535842608905,471.949999734539,1493.45454605128,1546.78059226772,1654.93568570967,1642.43749373767,2347.68022163198,1462.82149325024,1492.65651305324,2060.62098731764,1489.09902235219,369.659031692446,487.868216869069,1270.92809758454,193.173257907244,251.661693086323,1864.5593350112,933.475066146187,963.908591911211,2543.37669959849,892.425349198709,1165.82655640882,1132.21194823111,1123.66960144036,191.497186366923,1840.27401842092,487.787733268741,727.301344973638,2167.92452866825,1693.88439770326,1851.02827062497
"bata1301",3924.03281588653,493.109293253015,665.873844678391,945.33014146053,4034.46116703597,3559.06469132685,924.292444583077,678.549752228283,909.638612232074,726.111890933744,3557.23794036663,3730.40050203257,749.530274200369,0,817.796431818292,1092.76478102724,1054.9220625897,1037.95228173804,1543.25154124326,3363.36282618217,1142.88807370505,931.160848125198,3568.78646773109,3594.0738172826,836.30945485425,2011.218838233,899.433410988611,781.906534654907,168.700275891967,3557.08946204558,4140.9424558407,1743.15578059081,2895.44377636594,734.408451770263,554.835355192437,1483.62826941317,3999.52266891109,3659.94306184796,3756.60901020137,1760.10145193704,1426.97981743559,1893.74261421237,3683.80681749534,1244.44060717552,674.646803509755,917.84336519365,1631.34706702233,3671.88967041755,3852.77899734657,3518.2256184881,198.253753544451,2982.18817903778,3732.30294793296,3600.77130141514,3756.03654497032,3619.82508241429,1551.78449215797,2564.07894425141,1687.78062602686,3504.15483122449,866.942569037156,578.069995448252,1310.25670609567,1981.25681550929,2614.64089743799,2546.17551895167,2599.50156516811,2707.65665861005,1983.70010475788,3400.40119453237,2515.54246615063,2545.37748595363,3113.34196021803,2065.16638660393,1252.95709022956,988.052872070075,1206.7808128732,676.60508086927,782.867053666063,1062.33334613965,2078.91184925064,878.056047986142,1253.26417163049,3035.11624690216,555.832138332177,580.93490230966,2176.39057434075,982.585329255142,2181.53662944113,307.059469347186,723.624992139616,1365.6985397967,1013.17517467387,3993.71916832842
"buhi1245",1863.99974694058,423.774504637032,470.785812855587,243.825179752561,1974.42809809002,1499.03162238091,1080.25557052443,910.682528514884,1120.49223291829,943.944138372233,1497.20487142068,1670.36743308662,222.919898693531,817.796431818292,0,1156.66929630439,886.356173295607,410.589733575783,2694.47870472731,2800.14017324351,1738.77986378932,1079.83970427486,1508.75339878514,1534.04074833666,1058.06245416734,1447.99618529434,455.550753907983,1643.4800397769,639.950050487783,1497.05639309964,2080.90938689476,1748.83122375771,2332.22112342728,110.569255728589,1605.39355644166,1313.24804010726,1939.48959996514,1599.90999290201,1696.57594125542,1646.2672573117,1508.95596947036,1942.17151709483,1623.77374854939,596.231560881632,622.318742954923,510.851103418034,1515.21668393697,1611.8566014716,1792.74592840063,1458.19254954216,459.852031967469,2418.96552609913,1672.26987898702,1540.7382324692,1696.00347602438,1559.79201346835,1410.83668761972,2000.85629131276,1454.70538219019,1444.12176227854,1033.17692470348,553.786460328205,2366.42190439484,1418.03416257064,961.448319696272,1982.95286601302,2036.27891222945,2144.4340056714,2131.9358136994,2837.17854159371,1952.31981321197,1982.15483301497,2550.11930727938,1978.59734231392,572.344568962399,977.366536830802,1353.58592634204,178.621792480676,357.788679448298,1148.71883875862,1422.97338610792,1046.56642066871,3032.87501956023,975.083177956211,768.420300009155,1621.71026819284,1613.1679214021,193.821153757726,2329.77233838265,537.931705301872,322.349100919093,1128.09795927103,2183.38271766499,1933.68609938247
"cent2087",2226.01425128432,760.740824588248,761.08663345338,923.329980513877,563.490499866433,1861.04612672464,1442.27007486816,1272.69703285862,1482.50673726202,1305.95864271597,880.42438545805,953.788136904289,667.170976342657,1092.76478102724,1156.66929630439,0,447.796461226158,184.84356856135,2255.91899265786,2361.58046117407,1300.22015171987,1441.85420861859,1870.76790312888,1896.05525268039,1420.07695851107,1009.43647322489,937.510339672356,1204.92032770745,922.042169810131,438.78070931708,785.21873292341,731.211266133017,1893.66141135784,1266.41799354907,1166.83384437221,1675.26254445099,923.646129121525,909.894950507796,831.928125207803,836.084752884585,666.698622957426,564.495327536799,945.549726354975,838.218356712916,689.566676109875,872.865607761768,685.278658471565,1973.87110581533,2154.76043274436,1820.20705388589,813.915413324861,1980.40581402968,2034.28438333075,1902.75273681293,2058.01798036811,1921.80651781208,812.872147702792,1562.29657924331,1816.71988653392,1806.13626662228,1395.19142904721,1457.97068648773,1927.86219232539,979.47445050119,223.308017469011,1544.39315394357,1597.71920016,1705.87429360195,1693.37610162995,2398.61882952427,1513.76010114253,1543.59512094552,2111.55959520993,1540.03763024447,814.331364793682,538.806824761353,1715.60043068577,604.968746116498,696.334026187559,1915.49794290348,984.413674038471,1408.58092501245,2594.31530749078,654.095866608135,1216.7651643011,1183.15055612339,1174.60820933265,991.681985184544,1891.2126263132,833.368568681845,1171.97367807487,2218.86313656053,1744.82300559555,707.46146918976
"buhi1243",1955.70112827553,683.097246835201,490.773510444597,653.016857505095,916.832773522434,1590.73300371586,1171.95695185938,1002.38390984984,1212.19361425324,1035.64551970718,1588.90625275564,1762.06881442157,396.857853333874,1054.9220625897,886.356173295607,447.796461226158,0,266.580234765156,1985.60586964908,2091.26733816528,1029.90702871108,1171.54108560981,1600.4547801201,1625.74212967161,1149.76383550229,739.12335021611,667.197216663573,934.607204698666,887.89607705665,664.958178835214,1004.32338544703,1840.53260509266,1623.34828834905,466.559840316911,896.520721363424,1404.94942144221,2031.19098130009,1691.61137423696,1788.27732259037,1737.96863864665,1600.65735080531,976.61993208302,1715.47512988434,567.905233704133,513.812424870856,602.552484752985,1606.91806527192,1703.55798280655,1884.44730973558,1549.89393087711,704.729614279266,1710.09269102089,1763.97126032197,1632.43961380415,1787.70485735933,1651.4933948033,1502.53806895467,1291.98345623453,1546.40676352514,1535.82314361349,1124.87830603843,1187.65756347895,1657.54906931661,709.161327492407,646.309209826992,1274.08003093479,1327.40607715122,1435.56117059317,1423.06297862117,2128.30570651548,1243.44697813374,1273.28199793674,1841.24647220115,1269.72450723569,544.0182417849,268.493701752571,1445.28730767699,522.971972245594,426.020903178777,1645.1848198947,714.100551029689,1138.26780200366,2324.002184482,1066.78455929116,946.452041292322,912.837433114612,904.295086323865,721.368862175762,1620.89950330442,797.044850540454,901.660555066092,1948.55001355175,1474.50988258676,912.596052746247
"irig1242",2044.79802482331,678.25550522697,579.870406992377,742.113754052875,836.112285256062,1679.82990026364,1261.05384840716,1091.48080639762,1301.29051080102,1124.74241625497,1678.00314930342,1851.16571096935,485.954749881654,1037.95228173804,410.589733575783,184.84356856135,266.580234765156,0,2074.70276619686,2180.36423471306,1119.00392525886,1260.63798215759,1689.55167666788,1714.83902621939,1238.86073205007,828.22024676389,340.490585440138,1023.70410124645,869.148745856768,667.174615207062,858.591847304181,1929.62950164044,1712.44518489683,408.040493125975,985.617617911205,1494.04631798999,1007.17898036072,1780.70827078474,1877.37421913815,1827.06553519443,1689.75424735309,869.7554506179,1804.57202643213,657.002130251914,522.106144307738,691.649381300765,1696.0149618197,1792.65487935433,1973.54420628336,1638.99082742489,703.765511419737,1799.18958756868,1853.06815686975,1721.53651035193,1876.80175390711,1740.59029135108,1591.63496550245,1381.08035278231,1635.50366007292,1624.92004016127,1213.97520258621,1276.75446002673,1746.64596586439,798.258224040188,735.406106374773,1363.17692748257,1416.502973699,1524.65806714095,1512.15987516895,2217.40260306326,1332.54387468152,1362.37889448452,1930.34336874893,1358.82140378347,633.11513833268,357.590598300351,1534.38420422477,407.392748977546,253.044817682254,1734.28171644248,803.197447577469,1227.36469855144,2413.09908102978,1155.88145583894,1035.5489378401,1001.93432966239,993.391982871645,810.465758723542,1709.9963998522,749.431092162654,990.757451613872,2037.64691009953,1563.60677913454,875.427491709971
"koro1310",3763.82365970724,3165.32537138826,2190.90821858603,2461.1393889368,3874.25201085667,3398.85553514756,2980.07948329109,2810.50644128154,3020.31614568494,2843.76805113889,3397.02878418734,3570.19134585328,2204.98038476558,1543.25154124326,2694.47870472731,2255.91899265786,1985.60586964908,2074.70276619686,0,189.54184745037,1762.40814100023,2979.66361704151,3408.5773115518,3433.86466110331,2957.88636693399,1471.62446250526,1871.79935870523,1667.10831698782,3188.65136199314,3396.88030586629,3980.73329966141,3648.65513652437,428.502747156426,2804.22740197199,2008.40705320102,3213.07195287391,3839.3135127318,3499.73390566867,3596.39985402208,3546.09117007835,3408.77988223702,3841.99542986148,3523.59766131605,2376.02776513584,2254.661662527,2410.67501618469,3415.04059670362,3511.68051423825,3692.56984116728,3358.01646230881,3127.29314091728,338.662822679366,3572.09379175367,3440.56214523585,3595.82738879103,3459.615926235,3310.66060038637,926.859578948378,3354.52929495684,3343.9456750452,2933.00083747014,2299.54389531655,439.471598452153,1441.66243978156,2454.4317412587,813.448978040172,953.976660698546,574.701345507137,390.62411277443,267.688735189574,752.18021646553,727.734510071716,429.846137264469,884.04335957865,2352.1407732166,1968.628409894,3253.4098391087,2869.25747828979,2234.14343461048,2757.0711517323,1918.70269307135,2946.39033343537,199.029053522044,2874.90709072287,868.941353125758,2024.72376495221,1636.79619861301,2529.49139360747,230.193134782685,3323.06847059061,2709.7830864978,1052.65917717044,514.742969942202,3833.51001214912
"sara1326",3869.48512822344,3270.98683990446,2296.56968710223,2566.800857453,3979.91347937288,3504.51700366376,3085.74095180729,2916.16790979774,3125.97761420114,2949.42951965509,3502.69025270354,3675.85281436948,2310.64185328178,3363.36282618217,2800.14017324351,2361.58046117407,2091.26733816528,2180.36423471306,189.54184745037,0,1868.06960951644,3085.32508555772,3514.238780068,3539.52612961951,3063.54783545019,1577.28593102146,1977.46082722144,1772.76978550402,3294.31283050934,3502.54177438249,4086.39476817762,3754.31660504057,475.326955742518,2909.8888704882,2114.06852171722,3318.73342139012,3944.974981248,3605.39537418487,3702.06132253828,3651.75263859456,3514.44135075322,3947.65689837768,3629.25912983225,2481.68923365204,2360.3231310432,2516.33648470089,3520.70206521982,3617.34198275446,3798.23130968349,3463.67793082502,3232.95460943348,383.17537263773,3677.75526026988,3546.22361375206,3701.48885730724,3565.2773947512,3416.32206890258,860.09089015333,3460.19076347305,3449.6071435614,3038.66230598634,2405.20536383275,610.692199914232,1547.32390829776,2560.0932097749,794.404330121397,680.158487326874,707.013303555965,577.304080476877,116.934908652075,836.982934337235,846.089907677695,324.277464597596,1042.36732997608,2457.80224173281,2074.28987841021,3359.0713076249,2974.91894680599,2339.80490312668,2862.7326202485,2024.36416158755,3052.05180195157,232.867959410168,2980.56855923907,1066.24462077661,2130.38523346841,1742.45766712922,2635.15286212367,397.529414699049,3428.72993910682,2815.444555014,1080.35726178916,703.23400910393,3939.17148066533
"binu1244",2808.12481876924,904.667106384345,1235.20937764803,1505.4405479988,2918.55316991868,2443.15669420957,2024.38064235309,1854.80760034354,2064.61730474695,1888.06921020089,2441.32994324934,2614.49250491528,1249.28154382758,1142.88807370505,1738.77986378932,1300.22015171987,1029.90702871108,1119.00392525886,1762.40814100023,1868.06960951644,0,2023.96477610352,2452.8784706138,2478.16582016532,2002.187525996,515.925621567265,916.100517767239,280.24188342601,922.849429869461,2441.1814649283,3025.03445872342,2692.95629558637,616.460662117617,1848.528561034,1052.70821226302,2257.37311193592,2883.6146717938,2544.03506473067,2640.70101308408,2590.39232914036,2453.08104129902,2886.29658892349,2567.89882037805,1420.32892419784,1298.96282158901,1454.97617524669,2459.34175576563,2555.98167330026,2736.87100022929,2402.31762137082,855.270946812376,698.300671782002,2616.39495081568,2484.86330429786,2640.12854785304,2503.91708529701,2354.96175944838,1068.78572758568,2398.83045401885,2388.2468341072,1977.30199653214,1343.84505437855,628.000989357224,485.963598843562,1498.7329003207,351.223545633907,1104.20834850238,406.991082595341,1579.25046952077,1905.10797786664,252.889367865541,244.67742647783,787.422728768224,394.208531260181,1396.44193227861,1012.92956895601,2297.7109981707,1913.5586373518,1278.44459367249,1801.3723107943,963.003852133354,1990.69149249737,2100.80445583315,1919.20824978487,1102.63953219192,1069.02492401421,681.09735767502,1573.79255266947,1777.08699420402,1060.04660719614,1754.0842455598,2104.73750445135,780.093751775573,2877.81117121113
"boli1256",891.910287648688,819.668486138574,1484.83125783703,846.500388484349,1002.33863879813,526.942163089011,298.657297858877,289.642262514975,499.451966918378,322.903872372324,525.115412128791,698.277973794727,997.181875517358,931.160848125198,1079.83970427486,1441.85420861859,1171.54108560981,1260.63798215759,2979.66361704151,3085.32508555772,2023.96477610352,0,536.66393949325,561.951289044762,276.464181501784,1733.18109760855,1661.25496405601,1928.6649520911,1105.70329445195,1149.61078298868,1108.81992760286,776.741764465819,2617.40603574149,1189.58840151954,1890.57846875586,341.158580815366,967.400140673249,627.820533610118,724.486481963527,674.177798019804,727.357696804808,970.082057802932,651.6842892575,881.416473195837,2136.83307808184,716.359637771564,543.127224645073,639.767142179705,820.656469108735,486.103090250264,900.131971536697,2704.15043841333,700.180419695125,568.648773177304,723.914016732484,587.702554176452,438.747228327825,2286.04120362696,482.615922898295,472.032302986648,564.561530687276,2181.71531087139,2651.60681670905,1703.21907488484,1246.63323201048,2268.13777832722,2321.46382454366,2429.6189179856,2417.1207260136,3122.36345390792,2237.50472552618,2267.33974532918,2835.30421959358,2263.78225462812,857.529481276604,1262.55144914501,381.496467050147,1254.61847783734,1026.34492536226,1021.04826966104,1708.15829842212,264.96814800316,3318.05993187443,627.637567845258,1940.50978868476,1906.89518050705,1898.3528337163,914.852393155015,2614.95725069686,948.625139601957,1095.14408604535,2942.60776094419,2468.5676299792,961.596640090576
"cent2292",1001.59917265085,3476.41048145338,1913.74495234732,1275.41408299463,477.208116267667,636.631048091178,727.570992369161,718.555957025258,928.365661428662,751.817566882608,634.804297130957,166.387165994234,1426.09557002764,3568.78646773109,1508.75339878514,1870.76790312888,1600.4547801201,1689.55167666788,3408.5773115518,3514.238780068,2452.8784706138,536.66393949325,0,27.3207045634306,705.377876012068,2162.09479211883,2090.16865856629,2357.57864660139,3499.73647205826,621.784062856263,1218.50881260503,289.912965778033,3046.31973025177,1618.50209602983,2319.49216326614,339.812579022137,487.644076384847,105.241196004652,192.570982535124,190.625595640359,565.806690403837,455.884087982512,761.373174259666,1310.33016770612,2565.74677259213,1145.27333228185,382.214227271172,749.456027181872,447.857363669414,256.185442507723,3438.37825098241,3133.06413292361,225.836404222059,161.633780185853,339.374926859911,126.466324846673,374.842372555036,2714.95489813724,155.757517857106,64.4948896160041,993.47522519756,2610.62900538167,3080.52051121933,2132.13276939513,1675.54692652076,2697.0514728375,2750.37751905394,2858.53261249589,2846.03442052389,3551.2771484182,2666.41842003646,2696.25343983946,3264.21791410387,2692.69594913841,1286.44317578689,1691.46514365529,810.410161560431,1683.53217234763,1455.25861987254,3068.15626179742,2137.07199293241,693.881842513444,3746.97362638472,1056.55126235554,2369.42348319504,2335.80887501733,2327.26652822658,1343.7660876653,3043.87094520714,3634.15358065574,1524.05778055563,3371.52145545447,2897.48132448948,420.753903698698
"guin1256",1026.88652220237,3501.6978310049,1939.03230189883,1300.70143254614,449.932697720696,661.918397642689,752.858341920672,743.84330657677,953.653010980173,777.104916434119,660.091646682469,150.142644979292,1451.38291957915,3594.0738172826,1534.04074833666,1896.05525268039,1625.74212967161,1714.83902621939,3433.86466110331,3539.52612961951,2478.16582016532,561.951289044762,27.3207045634306,0,730.665225563579,2187.38214167034,2115.4560081178,2382.8659961529,3525.02382160977,594.508045046223,602.259363195786,264.2154739587,3071.60707980328,1643.78944558134,2344.77951281766,327.87098823253,477.43776525163,78.5376244301264,165.413878526955,166.779935965082,545.226179089323,428.604925773601,786.660523811177,1335.61751725763,2591.03412214364,1170.56068183336,358.653508713219,774.743376733383,449.836927884807,277.927458400938,3463.66560053392,3158.35148247513,223.488118571798,175.508296751083,343.564507032893,135.171699090531,356.107119453711,2740.24224768876,157.29002209078,88.2932422877024,1018.76257474907,2635.91635493318,3105.80786077084,2157.42011894664,1700.83427607227,2722.33882238902,2775.66486860545,2883.8199620474,2871.3217700754,3576.56449796972,2691.70576958797,2721.54078939097,3289.50526365538,2717.98329868992,1311.7305253384,1716.7524932068,835.697511111942,1708.81952189914,1480.54596942406,3093.44361134893,2162.35934248392,719.169192064955,3772.26097593623,1081.83861190705,2394.71083274655,2361.09622456884,2352.5538777781,1369.05343721681,3069.15829475865,3659.44093020725,1549.34513010714,3396.80880500598,2922.768674041,395.196843479622
"boto1242",1060.62422416751,729.705850616089,1463.05400772951,824.723138376825,1171.05257531694,695.656099607829,91.2810153799003,267.865012407451,141.664858330793,133.477994147771,693.829348647608,866.991910313544,975.404625409835,836.30945485425,1058.06245416734,1420.07695851107,1149.76383550229,1238.86073205007,2957.88636693399,3063.54783545019,2002.187525996,276.464181501784,705.377876012068,730.665225563579,0,1711.40384750102,1639.47771394849,1906.88770198358,1086.28366392832,1127.83353288116,1277.53386412168,945.455700984636,2595.62878563397,1167.81115141202,1868.80121864834,509.872517334183,1136.11407719207,796.534470128935,893.200418482344,842.891734538621,705.580446697284,1138.79599432175,820.398225776317,859.639223088313,2115.05582797432,694.58238766404,711.84116116389,808.481078698522,989.370405627552,654.817026769081,935.071088168417,2682.37318830581,868.894356213942,737.362709696121,892.627953251301,756.416490695269,607.461164846642,2264.26395351944,651.329859417112,640.746239505465,209.487650473343,2159.93806076386,2629.82956660152,1681.44182477732,1224.85598190295,2246.3605282197,2299.68657443613,2407.84166787808,2395.34347590608,3100.5862038004,2215.72747541866,2245.56249522165,2813.52696948606,2242.0050045206,835.75223116908,1240.77419903748,550.210403568964,1232.84122772982,1004.56767525474,927.738057222108,1686.3810483146,243.190897895637,3296.28268176691,605.860317737735,1918.73253857723,1885.11793039952,1876.57558360878,893.075143047491,2593.18000058933,900.434442232922,1073.36683593782,2920.83051083666,2446.79037987168,1130.31057660939
"butu1244",2517.34114027427,1918.84285195529,944.42569915306,1214.65686950383,2627.7694914237,2152.37301571459,1733.59696385812,1564.02392184857,1773.83362625197,1597.28553170592,2150.54626475437,2323.70882642031,958.497865332608,2011.218838233,1447.99618529434,1009.43647322489,739.12335021611,828.22024676389,1471.62446250526,1577.28593102146,515.925621567265,1733.18109760855,2162.09479211883,2187.38214167034,1711.40384750102,0,625.316839272264,420.625797554846,1942.16884256017,2150.39778643332,2734.25078022844,2402.1726170914,1109.36688120523,1557.74488253902,761.924533768049,1966.58943344094,2592.83099329883,2253.2513862357,2349.91733458911,2299.60865064538,2162.29736280405,2595.51291042851,2277.11514188308,1129.54524570287,1008.17914309403,1164.19249675172,2168.55807727065,2265.19799480528,2446.08732173431,2111.53394287584,1880.81062148431,1196.11128387707,2325.6112723207,2194.07962580288,2349.34486935806,2213.13340680203,2064.1780809534,778.002049090705,2108.04677552387,2097.46315561223,1686.51831803717,1053.06137588358,1143.56766217279,195.179920348587,1207.94922182573,760.098623790965,813.424670007402,921.579763449348,1288.46679102579,1614.32429937166,729.465570989923,759.300590792922,1327.26506505733,1135.12831964031,1105.65825378363,722.145890461033,2006.92731967573,1622.77495885682,987.66091517751,1510.58863229933,672.220173638379,1699.9078140024,1810.02077733818,1628.4245712899,811.855853696947,778.241245519237,390.313679180045,1283.0088741745,1486.30331570904,2076.58595115765,1463.30056706483,1813.95382595637,1339.91369499139,2587.02749271615
"capi1239",2445.41500672173,795.793432607635,298.651089284429,1142.73073595129,1040.71081604997,2080.44688216205,1661.67083030558,1492.09778829603,1701.90749269944,1525.35939815338,2078.62013120183,2251.78269286777,283.534095425808,899.433410988611,455.550753907983,937.510339672356,667.197216663573,340.490585440138,1871.79935870523,1977.46082722144,916.100517767239,1661.25496405601,2090.16865856629,2115.4560081178,1639.47771394849,625.316839272264,0,820.80069375482,954.786591190062,994.465829612888,1176.0222935778,2330.24648353886,1509.54177740521,420.507628049331,376.494340288208,1894.66329988841,2520.90485974629,2181.32525268316,2277.99120103657,2227.68251709285,2090.37122925151,1044.32407742441,2205.18900833054,1057.61911215033,249.115638132131,1092.26636319918,2096.63194371812,2193.27186125275,2374.16118818178,2039.60780932331,706.492225904061,1596.28618007705,2253.68513876817,2122.15349225035,2277.41873580553,2141.20727324949,1992.25194740087,1178.17694529068,2036.12064197134,2025.53702205969,1614.59218448463,434.498089169011,1543.74255837277,595.354816548562,530.934673764972,1160.27351999094,1213.59956620738,1321.75465964932,1309.25646767732,2014.49919557164,1129.6404671899,1159.4754869929,1727.4399612573,1155.91799629184,1033.7321202311,200.987158903592,1935.00118612319,577.368332797633,204.737118395385,1531.37830895086,600.294040085843,1627.98168044986,2210.19567353815,1556.49843773736,832.645530348477,799.030922170767,790.48857538002,502.478281137231,1507.09299236057,854.193871521793,1391.37443351229,1834.7435026079,1360.70337164292,1236.44680054187
"cebu1242",2712.82499475682,623.662705909073,1139.90955363562,1410.14072398638,2823.25334590626,2347.85687019715,1929.08081834067,1759.50777633112,1969.31748073453,1792.76938618847,2346.03011923693,2519.19268090286,1153.98171981516,781.906534654907,1643.4800397769,1204.92032770745,934.607204698666,1023.70410124645,1667.10831698782,1772.76978550402,280.24188342601,1928.6649520911,2357.57864660139,2382.8659961529,1906.88770198358,420.625797554846,820.80069375482,0,643.198057043044,2345.88164091588,2929.734634711,2597.65647157395,1304.85073568779,1753.22873702158,957.408388250605,2162.0732879235,2788.31484778138,2448.73524071825,2545.40118907166,2495.09250512794,2357.7812172866,2790.99676491107,2472.59899636563,1325.02910018542,1203.66299757659,1359.67635123427,2364.04193175321,2460.68184928784,2641.57117621687,2307.0177973584,574.468841520736,1391.59513835963,2521.09512680326,2389.56348028544,2544.82872384062,2408.61726128459,2259.66193543596,973.485903573261,2303.53063000643,2292.94701009478,1882.00217251972,1248.54523036613,1339.05151665535,390.663774831143,1403.43307630828,955.582478273521,1008.90852448996,550.903521972753,1483.95064550835,1809.80815385422,924.949425472479,420.018224720004,1522.74891953988,307.841272822874,1301.14210826619,917.629744943589,2202.41117415828,1818.25881333938,1183.14476966007,1706.07248678188,867.704028120935,1895.39166848495,2005.50463182073,1823.90842577245,1007.3397081795,973.725100001793,585.797533662601,1478.49272865705,1681.7871701916,779.314355262169,1658.78442154738,2009.43768043893,1535.39754947394,2782.51134719871
