language_id,language,latitude,longitude,glottocode,author,number_of_entries,source_url,hand,left,right,leg/foot,to walk,road/path,to come,to turn,to swim,dirty,dust,skin,back,belly,bone,intestines,liver,breast,shoulder,"to know, be knowledgeable",to think,to fear,blood,head,neck,hair,nose,to breathe,"to sniff, smell",mouth,tooth,tongue,to laugh,to cry,to vomit,to spit,to eat,to chew,to cook,to drink,to bite,to suck,ear,to hear,eye,to see,to yawn,to sleep,to lie down,to dream,to sit,to stand,person/human being,man/male,woman/female,child,husband,wife,mother,father,house,thatch/roof,name,to say,rope,"to tie up, fasten",to sew,needle,to hunt,to shoot,"to stab, pierce",to hit,to steal,to kill,"to die, be dead","to live, be alive",to scratch,"to cut, hack",stick/wood,to split,sharp,"dull, blunt",to work,to plant,to choose,to grow,to swell,to squeeze,to hold,to dig,to buy,"to open, uncover","to pound, beat",to throw,to fall,dog,bird,egg,feather,wing,to fly,rat,meat/flesh,fat/grease,tail,snake,worm (earthworm),louse,mosquito,spider,fish,rotten,branch,leaf,root,flower,fruit,grass,earth/soil,stone,sand,water,to flow,sea,salt,lake,woods/forest,sky,moon,star,cloud,fog,rain,thunder,lightning,wind,to blow,warm,cold,dry,wet,heavy,fire,to burn,smoke,ash,black,white,red,yellow,green,small,big,short,long,thin,thick,narrow,wide,"painful, sick","shy, ashamed",old,new,good,"bad, evil","correct, true",night,day,year,when?,to hide,to climb,at,"in, inside",above,below,this,that,near,far,where?,I,thou,he/she,we,you,they,what?,who?,other,all,and,if,how?,"no, not",to count,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Twenty,Fifty,One Hundred,One Thousand
495,Bundu Dusun (Central Dusun),6.02998,116.681,cent2100,"fieldwork in Ranau, Sabah, Malaysia",209,https://abvd.eva.mpg.de/austronesian/language.php?id=495,longon,gibang,wanan,gakod,panau,dalan,rikot,kilong,kaau,romos,abuk; lisohu,kulit,likud,tian; tiyan,tulang,tinaiʔ,lusou,susu,lihao,ilo; koilo,sorou,oris; rosi,rahaʔ,tulu,liou,tobuk,todung,puhobo,singud,kabang,nipon; nipen,dilaʔ,irak,ihad,ilob,dulaʔ,akan,sapaʔ,onsok; ansak,inum,kokot,siop,tolingo,rongou,mato,kito,uab,odop,latan,ipi,irikau,ingkakat,tulun,kusai,tondu,tanak,sao; asawo,sao; sawo; asawo,tina; ina,tama; ama,walai,taap,ngaran,boros,tali,wongkos; kagos,tombir,dalat,asu,,tokon,bobog,panakau,patai,patai,pasi,kukut,tagad,kayu,lapak,tarom,opodih,morobuat,tanom,piliʔ,gumayo,lumonit,pagaʔ,igit,ukad,boli,ukab,tutu,taam,ratu'; loho,tasu,tombolog,tontoluʔ,talad,palapaʔ,tulud,tikus,daging,lunok; tumau,tikiu,tulanut,tonggiluang,kutu,nondui,korut,sadaʔ,momos,rahan,roun,gamut,bungaʔ,tuaʔ,sakot,tanaʔ,watu,togis,waig,luyung,rahat,silaon; tusi,botung,gouton,taan,tulan,rombituon,houn,houn,rasam,tinggoron,kodumaat,ribut,soogiʔ; obus,alasuʔ,osogit; atamis,otuuh,oyopos,aagat,tapui,tutud,lisun,tauh,oitom,opurak,aragang,osilou; asilau,otomou,okotoʔ,agayo,osiribaʔ,anaru,onipis,akapal,okikip,alaab,oruol; sumakit,oikum-ikum,olohing,wagu,osonong,araat,otopot,otuong,tadau,toun,soira; songgira,lisok,indakod,id,id suang,id saat,id siribaʔ,iti,ilo,somok,sodu,hombo; nonggo,ioho,iaʔ,iau,iato; iahai; kito,iaʔ; ika,ioloʔ,nunu,isai,suai,ngaaiʔ,om,ondum,poingkuro,amuʔ; au,intob,iso,duo,tolu,apat,limo,onom,turuʔ,waluʔ,siam,hopod,duo nohopod,limo nohopod,hatus,soribu
483,Butuanon,8.87009,125.418,butu1244,"Vicente de Jesus, Richard Parker, Fr. Joesilo C. Amalla",210,https://abvd.eva.mpg.de/austronesian/language.php?id=483,alima,kawaa; wala,tuo,siki,mopanaw,daan,kansani,liso; bilik,molangoy,mangili,agbon; abog,panit,likod,tian,bukog,tinai,atay,dughan,abaga,kasayud,maghonahona,mabuga,dugo,oo,liug,buhok,ilong,hungahok,simhot,baba,ngipon,dila,katawa,motyaho,suka,molowa,mokaon,supa,magloto,moinum,asngab; banga,supsop,talinga,modungog,mata,makita,huy-ab,mokatuug,hotlok,modamgo,mo-ingkod,mo-tindog,tao,usog,daga,bata,banah,asawa,inaa,amaa,baay,atop,ngan,laong,lubid,hikut,sursi; tahi,aguha; dagom,panganop,motiro,dogyat; dogso,lapu; dukdok,mangawat,mopatay,patay,buhi,kamas; gawot,higbat; utod,kahuy,sipak,maha-it,ngawod,hinang,magtanom,pili,tubu,mohubag,puga; piga,kumkumon,kadkad; lukad,bili,bokad; ukab,lubok; bayo,etsa; tangas,mahuog,gadya; ido,langgam; mamang,itlog,balahibo,pagikpik,molupad,ambaw,buog; bawoy,supang,ikog,haas,bitok; ulod; ood,kuyamad; kuto,hilam; lamok,lawa,isda,tata; lapat; lata,sanga,dahon,gamot,bowak,bunga,sagbot; bagnot,lupa,bato,buhangin,tubig,sug; agus agus,dagat,asin,lam-anaw; lanaw,guwangan; gimba,langit,bulan; buwan,bituon,panganod,hamog; gabon,uwan,anog-og; dawogdog,lipat; linti; kidlat,hangin,hoyop,init; paso; anok,mahagkot,patayhon; tahay,basa,mabug-at,kayo,sunog,ano-oo; aso,abo,itum,puti,puwa,daag,lunhaw,mayutok; piyotay; asido,aslag; dakwa,dakadaka; hayupo,mahaba,manipis,baga,pi-ot; si-ot; sim-oo,lakbang; hawag,apdos; sakit,masipogon,maas,bag-o,madiaw,laat; maat; kaat,husto; amo,duum,adlaw,tuig,gun-o; kun-o,tago; loklok,saka; daag,yadto,suod,babaw,lawom; ingod,ini,iyan,duol; daig,lagyo; layo; hayo,diin,ako,ikaw,siya,kita; kami,kamo,nila; sila,ngan; ono,sin-o,iban; uban,tanan; hurot,kaamo; katsaong; patsaong,kon; anda da,inono; onhon,dii; dili,ihap,isa,duwa,too; tulo,upat,lima,unom,pito,walo,siyam,sampo,kadowahan,katohohan,isa ka gatos,isa ka libo
660,Capisano,11.4122,122.954,capi1239,Jose Ricarte,156,https://abvd.eva.mpg.de/austronesian/language.php?id=660,kamot,wala,tu-o,ti-il,lakat,alagyan,malakat,likô,langoy,higkô,yab-ok; gap-ud,panit,likod,tsan; tina-i,tul-an,tina-e,atay,dughan,abaga,makahibalo,manumdom,mahadluk,dugo,ulo,li-og,buhok,ilong,maginhawa,ma-atsing,bâbâ,unto,dila,matawa,mahibî,masuka,maduplâ,maka-on,ma-usang,malutô,ma-inum,makagat,masupsop,dulunggan,mabati-an,mata,makita,mapilaw,matulog,mahigdâ,madamgo,mapungko,matindog,tawo,lalake,babaye,puya,bana,asawa,nanay,tatay,balay,atop,ngalan,ihambal,lubid,ihigot,itahî,dagum,pangita-on,igu-on,bun-on,igu-on,kawaton,patyon,mapatay,mabuhî,kaluton,ut-don,lipak,pihakon,taliwis,mahabol,ma-ubra,matanum,pili-on,padakuon,pahubagon,puga-on,kaptan,kutkuton,baklon,buksan,bukbukon,ihaboy,hulugon,idô,pispis,itlog,bulbol,pakpak,malupad,ilagâ,karne,tambok,ikug,man-ug,ulod,kuto,lamok,damang,isda,dunot,sanga,dahon,ugat,bulak,bunga,gamhon,lupa,bato,baras,tubi,ilog,dagat,asin,punong,talon,langit,bulan,bito-on,langit,asó,ulan,dago-ob,kidlat,hangin,huypon,mainit,malamig,mala,basâ,bug-at,kalayo,sunugon,asó,abó,itom,putí,pulá,yelo,grin,gamay,dakú,lip-ut,habá,nipis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Cebuano,8.38799,124.367,cebu1242,Gemma Losbaños & Hermelito Go,210,https://abvd.eva.mpg.de/austronesian/language.php?id=153,kamút,walá,tuó,paa; tíil,molakáw; lakát,dálan; agianan,moanhi; ánhi; moari,moliko,molangóy,húgaw,abúg,pánit,likód,tiyán,bukóg,tiná-i,atáy,dúghan; suso; tutoy,abága,maalamon; ma-antígo; kamaò; kabalò,maghunahúna,mahádlok,dugố,úlo,líog,buhók,ilóng,moginháwa,mosímhot,ba'ʔba'ʔ,ngípon,díla,mokatáwa,mohílak,mosuka; su'ka,manluwa,mokáon,úsapon; mousap,magluto,moinúm,mopáak,mosúpsup,dalúnggan,madungóg; maminaw,matá,motan-aw,manghúy-ab,matúlog,mohigdâ,magdámgo,molíngkod,motíndog,tau; táwo,laláki,babáye,anak; bátâ,bána,asáwa,inahán,amahán,baláy,atúp,ngálan,búngat; súlti,písi,ihukót,magtahí,dágum,mangayam; màmaríl,mamana; tira; motira,lubâ; túhog; dunggab,manumbag; mobángag; maigô,káwaton,mopatáy,mamatay,mabuhi,káloton,moputól; mobúghâ,káhoy,píkason,háit,hábul,mag-uma,magtanúm,pílî-on,motúbô,mohúbag,mopuǵaʔ,mohawid; mokupot,mokálot,mopalít,moukab; ukabon,lubókon,ilábay,mahúlog,irô,lánggam,ítlog,balahíbo,pakô,molupád,ílagâ,unod; karne,lana; mantíka; tambók,íkug,hálas; bitin,watí,kúto,lamók,lawa-lawa; damáng,ísda,latâ,sangá,dáhon,gamút,búlak,búnga,ságbut,yúta,bató,balás,túbig,ágas; áwas,dágat,asín,lín-aw; lanaw,lasáng; kakahuyán,lángit,búlan,bitóon,pangánud,gábon,ulán,dalúgdog,kílat,hángin,mohangin; mohuyóp,init; alimú-ot; inadlaw,túg-naw,ugá; mala,basâ; umog,búg-at,kalayo,súnugon,asó,ágiw,itúm,putí,pulá,dalág,hilaw; lunhaw; bérde,gamáy,daku',mubô,taʔas,nipis,baga',hagíp-ot,lapád,sakít,naulaw,tigúlang,bág-o,maáyo,da-után,tinuód,gabi'i,adlaw,tu'ig,kanus-a,tagô,mosáka,sa,sa sulod,sa itaas; ibabaw,sa ubos,kini,ka'na,duol,layo,asa; hain,ako,ikáw,siya,kami; kita,ikaw; kamu,sila,únsa,kinsa,lain; uban pa,tanán,ug,kung,unsaon,dili di,ihap,one; usa,duhá; dos,tulo; tres,kwatro; upát,lima; singko,onom; unu'm; says,pito; siete,walo'; otso,siam; nuebe,napulo; dies,kaluhaan,kalima-an; singkwenta,usa ka gatus; sien,usa ka libo
"1643, 443","Central Sinama; Samal, Siasi Dialect",7.00457,118.45598,cent2092,Kemp Pallesen; K. Pallesen in Reid (1971),210,https://abvd.eva.mpg.de/austronesian/language.php?id=1643; https://abvd.eva.mpg.de/austronesian/language.php?id=443,taŋan; tangan,gibaŋ; gibang,koan,tapeʔ,ləŋŋan; lɨngngan,laan,piʔitu; piitu,salemaʔ; giling,lumaŋi; langi,ləmmis; lɨmmis,habuk; bagunbun,kulit,bukut,bəttɤŋ; bɨttong,toʔolaŋ; koaʔ,tinaʔi,atay,duduʔ; daggahaʔ,baha,taʔu; magkataʔu,pikil,talaw; tau,lahaʔ,kook ~kolok; kook,kəllɤŋ; kɨllong,buʔun,uuŋ; uung,napas ~hinansoŋ,hamut,boaʔ,empon,dəllaʔ; dɨllaʔ,tittoa,taŋis; tangis,uttaʔ,ludjaʔ; lujjaʔ,maŋan ~kakan; mangan,papaʔ; mamaʔ,bəlla; ngodog; bɨlla,inum,keket,səssop; sɨssop,taliŋa; talinga,kale,mata,əndaʔ; ɨndaʔ,wapan,tuli,lege,uppi; uppiʔ,tiŋkooʔ; tingkoʔ,təŋgge; tɨngge,aʔa,ləlla; lɨlla,dənda; dɨnda,anak; makannak,həlla; hɨlla,hənda; hɨnda,ənggoʔ ~inaʔ; ɨnggoʔ,əmmaʔ; ɨmmaʔ,lumaʔ,atop,oon,həlliŋ; muuŋ; ahɨlling (ɨlling),lubid; kɨllat,eŋkot; engkot,laʔit,jalum,--,--,tugsuk; dugsuʔ,balibag,taŋkaw; tangkaw,bonoʔ; papatay,matay; patay,əllum,kakkut; katol; kakkot,gotoŋ ~pəppot; kɨllot,kayu,bilaꞌ,talom,tompol,hinaŋ; hinang,tanom,peneʔ,tomoʔ,pəŋkoŋ,pəssil; pɨggaʔ,gomgom; balut,kali; kaliʔ,bəlli; bɨlli,ukay,təppa; tɨppa,bantuŋ; bantung,pakpak; labu,eroʔ; edoʔ,manuk,əntəllo; ɨntɨllo,bulbul,kepet,leaŋ; leang,ambaw; babaw,isi,ənsəllan; isi,togel,soa,kalog; kalog tanaʔ,kutu,hamaʔ,kalabomboŋ; kabongbong,daiŋ; daing,buhuk,saŋa,daun,gamut,sumpiŋ; sumping,buaʔ,padaŋ,tanaʔ,batu,gusuŋ; gusung,boheʔ,anɤd,tahik; dilaut,asin,lanaw; danaw,talun,laŋit; langit,bulan,bituʔun,taiʔ baliu; gabun,gabun,ulan,ləggɤn; lɨggon,laat,baliu,tiup,pasuʔ,haggut,tohoʔ; pallaw (illaw),baseʔ,buhat,api,tunuʔ; dokot,humbu,abu,ettom,poteʔ,keat,bianiŋ; bianing,gadduŋ; gaddung,dikiʔ; dikiʔdikiʔ,hea,deoʔ; puʔut; pandak,tahaʔ,nipis,kapal,kiput; nahut,luha,pəddiʔ; saki; pɨddiʔ,ia; iaʔ,toʔa,bahaʔu,haap,laʔat,bontol; bənnal,saŋgom; sangom,əllaw; ɨllaw,tahun,sumian,tapuk,daag; sakat,ma,ma deyom,ma diataʔ; jata,ma deoʔ; deoʔ,itu; ittu,ilu inaʔan; illi,sekot,taa,maingga,aku,kaʔa,ia,kita; kami,kaʔ; kaʔam,sigām,ai,sai,kaseheʔan; saddi,kamemon,maka,baŋ; bang,buattiŋga; pila,mbal; nggaʔi ka,ituŋ; itung,dakayuʔ; isa,dua,təllu; tɨllu,əmpat; ɨmpat,lima,ənnɤm; ɨnnom,pituʔ,waluʔ,siam,saŋpuuʔ; sangpuʔ,duampuuʔ; duampuʔ,limampuuʔ; limangpu,dahatus; hatus,daŋibu; ibu
688,Cuyonon,10.3201,119.3,cuyo1237,Fe Aldave Yap,182,https://abvd.eva.mpg.de/austronesian/language.php?id=688,líma; alimá',walá',tu',batís,panáw,dalán,,biríng; tɨyɨb,ɨsɨb,maburing,apók,kulít,likód,tiyán,tulan,tiná'i,atáy,itɨn,abaga',kilalá',,adlɨk,dugó',uló',liyɨg,,ilóng; iróng,,palangamó',babá',ipɨn,dilá',tadlaw,tangís,suká',durá'; láway,ká'ɨn,,magsimpán,inóm; inɨm,kagat,sɨpsɨp,talínga,batí',matá',kitá',,maturog,,taginip,maguráng,tindɨg,tau'; taw',lalaki,baba'e; babái',batá',asawá'; kaibán,asawá',nánay,tatay,baláy,atɨp,aran,makón,kalát,igót,bɨdbɨd,tingway,pangayám,,bunó',,panakáw,patáy,,,kalot,girɨt,,,matarɨm,mábol,buwát,tanɨm,pilí,,,pugaɨn,awid,makalí',bakál,,mabáyo',pilák,lagpak,tyu',lamgam,itlóg,bulbol,pakpak,lipád,ambɨ',,tambɨk,ikóg,magkal,ulód,kutó',namók,lawa'; lawálawá',isdá',runót,,dawn,gamót,burák,bungá',,lugtá',bató',baras,tubig,,dagát,asín,lalaguna',kagurangán,lángit,bulán,bitón,panganód,,urán,dagɨb; lintí',kilát,angín,huyóp,mainít,maramíg,mamara,mebasá',mabigɨt,kalayó',sunóg,úsok; asó',abo',mangitít,maputí',pulá,madulaw,berdi',maitɨy,baɨl,matagɨd,labɨg,manipís,madamɨl,mapiyɨt,malapad,sakít,ɨya',malám,bágo',mayád,marímo',,gabí',adlaw,dagón,káno; inuró,palipɨd,saka',,,,idalɨm,diyá,dan; datú,marapít,marayó',sadín,akó,ikaw,taná,kitá; kamí,kamó,sanda,anú,síno,iba',tanán,,kung,,bikin,biláng,sakabilóg; isara',dárwa',tatlo',apát,limá',anɨm,pitó',waló',siyám,sampulú',darwámpulú',,gatús,ribó'
417,"Dumagat, Casiguran",16.2176,121.878,casi1235,T.N. Headland in Reid (1971),175,https://abvd.eva.mpg.de/austronesian/language.php?id=417,ka'mɨt,kawi'heʔ,kawa'nan,ti'kɨd,'lakad,,,'pihit,na'ngoy,mɛlɨ'geʔ,ʔalika'buk,ku'let,ʔa'dɨg,ti'yan,'tulang,bitu'kaʔ,'ʔagteʔ,gi'sat; ha'kcʔ,sala'pad,ma'tenggiʔ,,'ʔanteng,di'geʔ,'ʔuloʔ,'leg,'buk,du'ngos,,ʔa'hob,'labiʔ,ngi'pin,di'laʔ,'ngihit,sa'nget,'ʔotaʔ,'loktab,mɨ'ngan,ʔi'man,li'but; ta'hemaʔ,ʔi'nom,'kaget,sɨp'sɨp,tali'ngaʔ,'batiʔ,'mataʔ,'metaʔ,,ti'dug,,ta'genɨp,ʔik'not,'taknɨg,'tolay,lɨla'keʔ,bɨ'beʔ,ʔa'nak,ʔasa'waʔ,ʔasa'waʔ,'ʔinaʔ,'ʔamaʔ,bu'lɛʔ,ʔa'tɨp,nga'hen,'kagiʔ,ʔi'gut,ʔi'yegut,da'hop,di'gum,,,bi'kal,,ta'kɔʔ,bu'noʔ,tu'ling,,gi'tɨl; 'gus'gus,'gɨl'gɨl,ka'yoʔ,,ta'dɨm,ngu'dɨl,tara'bahoʔ,'mulaʔ,pi'liʔ,,,kɨ'mɨl,kɨbi'lan,'kotkot,bugto'ngen,,bi'yoʔ,bati'kal,tɨp'duk,ʔa'soʔ,ma'nok,bu'nay,lam'bayung,'pakpak,'ʔegbɨh,ku'yɨng,,ta'beʔ,ʔi'pos,ʔu'lag,ʔa'lontayag,ku'toʔ,na'mok,bug'kaw,ʔi'kan,hu'not,,'don,gi'mot,bu'laklak,bu'ngaʔ,,'lutaʔ,bi'toʔ,'bay'bay,di'nom,,di'get,ʔa'sen,,ta'lon,la'nget,bu'lan,bi'ton,ku'nɨm,,ʔu'den,kɨ'duh,ki'lat,pa'hɨs,yop'yop,mepa'siʔ,mela'mid,mema'deʔ; kag'kag,bi'saʔ,mɛdɨ'giʔ,ʔa'poy,tu'tod,ʔa'sok,'ʔabuʔ,ngi'tet,mɛla'tak,medi'deg,medi'law,,kɨ'tihɨk,dɨ'kɨl,ʔa'pehit,ʔa'takdug,la'pes,ba'gɨl,pi'ʔit,mɛla'waʔ,sa'ket,sani'keʔ,'datiʔ; ma'tandaʔ,bi'guʔ,ma'husay,medu'kɨs,,kɨ'lɨp,ʔal'dɔʔ,ta'ʔon,nɨ'kisiyaʔ,li'soʔ,ʔu'nek,,,,sa'hok,,,ʔa'deneʔ,ʔa'deyoʔ,ʔa'bɛʔ,,,,,,,'ʔanyaʔ,tisɨyaʔ,ba'kɨn,ʔɨta'nan,,'ʔɨng,se'nganyaʔ,ʔɨ'wan,bi'lang,'ʔɛsaʔ,ʔɨdu'waʔ,ʔɨtɨ'loʔ,ʔɨ'pat,li'maʔ,ʔɨ'nɨm,pi'tuʔ,wa'luʔ,si'yam,'sapuluʔ,du'wapuluʔ,,sanda'ʔan,san'libuʔ
730,Dupaningan Agta,17.3748,122.188,dupa1235,Laura C. Robinson,191,https://abvd.eva.mpg.de/austronesian/language.php?id=730,kamat,,,tikad,maglakad,dilan,umangay,,maglangoy,madukas; maromsa,dipog,gaddang,addag,lattag,tulang,tiyan,agtay,gisat,abigi,katandi,magnakam,maanteng,digi,buntok; kidap,leg; tangngad,buk,doong; dungas,umangas; magingas,magampoy,labi,ngipan,dila,gumidit; umidit; ngumidit,magsanget; magluwa,ota; magota,magloktab; magtoppak,magkan,magngalngal; magngatngat,maglutu,uminom,kumaget,magsapsap; supsupan,talinga,magsanig,mata,maenta,maguwab,matidug,,tagenap,umeknod,tumaknag,tolay,lallaki,babbey,anak,kabanga; lupog,kabanga; babakat; bakas,ina,ama,bilay,atap,nagen,ipeta,lubid; gilot; gakad,,magdaget,dagum,manganop,pumangal; palattugan; metattang,bakalan; ginakkan,,magtakaw,magpappatay,maggasak; malugulug; mategbak,maghen,maggusgus,,ranak,magpilak,matadam,mangudal,mageryok,magmula,pilian,magtubu,bumagi,paspasan; pakkalan,magegkam; akrupan,maggasak; malugulug; mategbak,gumatang,abbutan; takwaban,magtoktok,ibisag; itobbak,,asu,manok,bunay; ukong,allad; polpol,kappeg,umebbar,bilakad; kuyang,pilas,tabi,buned,ulag,urad,kutu,namok,,,mabuyok,tingi,don,ramot,budak,bunga,ruot,lutak,bitu,basad; baybay,dinom,magbulod,diget,apgas,bilay,talon,langet,bulan,biton,ulap; anod,alsap,uden,kaddur,kilat,paras,mangiyup,,madagmen; malamton,mamadi,mabesa,maadlak; madaggi,gangatan,magtutod,asok,dipog,mangiset; mangitet,maponsak; mapongsit,madulaw,,,ballek,dakal,apellak,malay; atakdug,malapes,mabigal,makupit,malampad,masaket,masaniki,alegid,bigu,peya; mappya; magino,madukas,tarod,kallap,aldew,kemokasan; kassinag,,magtagu,tumagdak,,,,,ide,iday; idu,mabikan,madiyu,henan; hadya; hahe,hikan,hikaw,hikuna,hikitam; hikami,hikam,hidi,anya,heya,aset; bakkan,ngamin,,no,panyan,awan,magbilang,essa,duwa,tallo,appat,lima,annam,pitu,walu,siyam,mapulu,duwapulu,lima a pulu,magatu,maribu
656,Dusun Tuhauon (Tambunan),5.68284,116.373,tamb1254,Gordian Pius,210,https://abvd.eva.mpg.de/austronesian/language.php?id=656,longon,gibang,wanan,gakod,mamanau,ralan; talun-alun,rumikot,kumilong,kuma'au,ayamut,tawu,kulit,likud,tian,tulang,tinai'i,tokowiyau,susu,liwawaha,koilo,momusorou,orosian,raha,tulu,liou,tobuk,todung,momihobo,moningud,kabang,nipon,dila,mongirak,mihad,mongilob,momodula,mangakan,monguyom,mogonsok,monginum,mongokot,moniop,tolingo,korongou,mato,kokito,moguab,modop,lumuwi,moginipi,mirikau,mingkakat,tulun,kusai,tondu,tanak,sawo kusai,sawo tondu,tama,tapa,walai; lamin,taap,ngaran,momboros,lukug,kagasan,monombir,dalat,magasu,monimbak,monobok,momobog,mamanau; manakau,mamatai,napatai,napasi,mongukut,managad; momutul,kayu,mamalapak,alawis; atarom,olompod,mindahu,mananom,momili,sumuni,lumonit,momisak,mongigit,mongukad,momoli,mongukab,monutu,momigod; papataam,naratu,tasu,tombolog,tontolu,hulu,talad,tumulud,tikus,daging,lunok,tikiu,tulanut,tongiluang,lios,togonok,korut,sada,napasa,ra'an,roun,gamut,bunga,tuah,sakot,tanah,watu,togis,waig,lumuyung,rahat,tusi,wotis,talun,tawan,tulan,rombituon,haun,tawun,rasam,tumparak,gonit,ribut,monompugi,alasu,osogit,otuu,oyopos,awagat,tapui,tutudai,lisun,towu,oitom,opurak,aragang,osilou,otomou,okoro,agayo,osiriba,anaru,agahui,akapal,osolot,alaab,oruol,oikum-ikum,nolohing,wagu,osonong,araat,otopot,totuong,tadau,toun,soira,lumisok,mindakod,id,id suang,id sawat,id siriba,iti,ilo,id somok,osodu,id nonggo,yoku,ika,iso,yahai,ika,yolo,Nunu,isai,ih suai po,oinsanan,om,nung,poingkuro,au; okon,mongintob,iso,duo,tolu,apat,limo,onom,turu,walu,siam,opod,duo nohopod,limo nohopod,saratus,soriong; soribu
418,Gaddang,16.5468,121.177,gadd1244,L. & M. Troyer in Reid (1971),178,https://abvd.eva.mpg.de/austronesian/language.php?id=418,langalay,dawi,diwanan,taki,mɨllakad,dallan,umang,malliku,manalog,dapping,girap̄uk,gaddang,daruru,kuyung,tulang,sinay,ʔal,gatat; taʔgang,ʔap̄a,ʔammo,mannonot,matalaw,ʔada,ʔulu,buʔlaw,ʔabok,ʔiyong,mangat,daʔlun,wangit,ngipan,dila,makatawa,mɨttangit,muta,maluppa,mangan,maman,millwag; makalutu,minum,makkat,mumul,layag,madingɨg,mata,ʔitan,,maturog,,tenɨp,matuttud,mataʔdɨg,tolay,lalaki,bap̄ay,ʔɨbbing,ʔatawa,ʔatawa na bap̄ay,ʔina,ʔama,balay,ʔatap,ngan,sapit,lup̄id,siʔgut,madet,bilat,manganop,,,,matakaw,patayan,natay,,mɨkkatul; makarakot,garilatan,kayo,,mataram,nangurɨl,matarabap̄o,mabinni,pilin,,,,ʔigamɨn,,magatang,,mɨbbayyo,ʔiyatto,nadaʔnɨg,ʔatu,mamanok,ʔilog,gatod,payyɨk,mɨkkayyab,ʔakɨd,,tapa,ʔip̄ut,dulɨg,kararong,kutu,ʔilɨk,,koriraw,,,ʔadon,gamut,maseta,,,lubɨg,batu,ʔaddat,danum,,bebay,ʔasin,,talun,langit,dɨkkag,bitun,dulɨm,,ʔuran,ʔadog,kilat,bayabɨg,middyob,nippato,laʔbɨt,nimma; mamilag,nabata,nadamɨt,ʔap̄uy,masikol,ʔatuk,lallang,nangisit,nap̄uraw,nalibaga,kunig,naʔata,balabusang,dokal,bibbapaw,ʔasodɨg,naʔimpit,nakanɨg,ʔatalin,ʔalaluwang,mallo,maʔatal,dadan; lakalakayin,bawu,nalawad,narakɨt,,gap̄i,ʔaw,dawon,kansa,masuʔsuk,munek,,,,dolim,,,ʔaraʔni,ʔaroyo,sintaw,ikkanak,,,ikkami,ikka,,sanenay,sanenay a tolay,korowan,ʔɨmmin,,nu,piddya,bɨkkɨn,mabilang,ʔantet,ʔaddwa,tallo,ʔappat,lima,ʔanɨm,pitu,walu,ʔassam,tap̄olo,ʔaddwap̄olo,,tatut,tarip̄o
