"unit","method","n","n_evec","df_residual","r.squared","adj.r.squared","aic","raw_cor","partial_cor","geo_phylo_cor","term","estimate","std.error","statistic","p.value"
NA,"Moran's I",94,2,90,0.217957964508241,0.191889896658516,-78.6160684892001,-0.20353835328163,-0.0831170690516427,0.132160652077173,"(Intercept)",0.13054895741822,0.0282206652576863,4.62600566734206,1.24431194096755e-05
"per 100 km","Moran's I",94,2,90,0.217957964508241,0.191889896658516,-78.6160684892001,-0.20353835328163,-0.0831170690516427,0.132160652077173,"geodist_H1_span",-0.00404390861608087,0.00511074840455648,-0.791255662766637,0.43087515048867
