"gloss","wordform","feature","loading"
"year","taʔun","year::taʔun",-0.0135671420656668
"intestines","sinay","intestines::sinay",0.0135600025622727
"belly","pu'tu","belly::pu'tu",0.0135324926596975
"Eight","waluʔ","Eight::waluʔ",-0.0135236121724001
"dog","áyam","dog::áyam",0.013420814060522
"fruit","boa","fruit::boa",0.013403243221432
"head","ʔu:lu","head::ʔu:lu",0.0133926168754663
"breast","'soso","breast::'soso",0.0133861962278243
"to.say","kagi","to.say::kagi",-0.0133601263865839
"bird","manok","bird::manok",-0.0133464033827634
"to.cry","tangís","to.cry::tangís",0.0133251730555928
"salt","ʔa'hin","salt::ʔa'hin",-0.0133141540357511
"correct..true","tama","correct..true::tama",0.0132330119816888
"right","dawinan","right::dawinan",0.0132319753796591
"left","ʔi'gid","left::ʔi'gid",0.0132314486508757
"to.climb","saka","to.climb::saka",0.0131215427060494
"tooth","ngipin","tooth::ngipin",-0.0131056025412435
"thatch.roof","ʔatap","thatch.roof::ʔatap",0.0130445807744745
"fat.grease","tabi","fat.grease::tabi",0.0130174231282597
"person.human.being","'tagu","person.human.being::'tagu",0.0129821166342314
"sea","bebay","sea::bebay",0.0129441062379777
"to.pound..beat","'bayu","to.pound..beat::'bayu",0.0129233596236157
"he.she","na","he.she::na",0.0128323221364361
"to.fear","takot","to.fear::takot",-0.0128188125383159
"yellow","dilaw","yellow::dilaw",-0.0128124989782639
"belly","putu","belly::putu",0.0128083490309039
"star","bituon","star::bituon",0.0127656125327989
"sand","pantad","sand::pantad",-0.0127646057487282
"husband","bana","husband::bana",0.0127072245849284
"thatch.roof","atúp","thatch.roof::atúp",0.0126993589754495
"sea","baybay","sea::baybay",0.0126969403141899
"to.open..uncover","buksan","to.open..uncover::buksan",0.012685290190067
"child","ʔa'nak","child::ʔa'nak",-0.012683969311744
"skin","anit","skin::anit",0.0126516977227593
"snake","iraw","snake::iraw",0.012645855903853
"hand","alima","hand::alima",0.012641789851785
"new","bag-o","new::bag-o",0.0126146310147207
"thatch.roof","atóp","thatch.roof::atóp",0.012574708649589
"Four","ʔopat","Four::ʔopat",0.0125667195554458
"to.live..be.alive","buhi","to.live..be.alive::buhi",0.0125313590894874
"needle","tanud","needle::tanud",0.0125200365452174
"cold","malamig","cold::malamig",0.0125116050751636
"right","tu-o","right::tu-o",0.0124851001608987
"smoke","ʔɨbɨl","smoke::ʔɨbɨl",-0.0124422225605304
"yellow","diláw","yellow::diláw",0.0124412960437335
"to.die..be.dead","mapatay","to.die..be.dead::mapatay",0.0124375428571599
"liver","agal","liver::agal",0.0124140562077375
"hand","kamót","hand::kamót",0.012403096088797
"smoke","asok","smoke::asok",-0.0123915395088279
"black","mɨʔitɨm","black::mɨʔitɨm",-0.0123816370588105
"fire","ʔa'poy","fire::ʔa'poy",-0.0123765011918265
"father","ʔama","father::ʔama",0.0123484288835873
"grass","pasaw","grass::pasaw",0.0123413122611054
"right","kawanan","right::kawanan",-0.0123099903701092
"tooth","baba","tooth::baba",0.012255791140025
"egg","ʔítlug","egg::ʔítlug",0.0122460232059389
"to.choose","pili","to.choose::pili",0.0122365224624247
"branch","saŋá","branch::saŋá",-0.0122195534976782
"night","gabi","night::gabi",0.0122172132032224
"cloud","panganod","cloud::panganod",0.0122145348613727
"fire","hapuy","fire::hapuy",-0.0121541131479402
"to.hear","dinɨg","to.hear::dinɨg",-0.0121434477184278
"Six","onóm","Six::onóm",0.0121360443407451
"intestines","bitoka","intestines::bitoka",-0.012129180873878
"Four","appat","Four::appat",0.0121090799455433
"star","bitoʔon","star::bitoʔon",-0.0120766949852484
"tongue","dilá","tongue::dilá",0.0120618413505742
"water","danom","water::danom",-0.0120332873887768
"to.sleep","maturog","to.sleep::maturog",0.0120278316449422
"breast","soso","breast::soso",-0.0119979037266554
"tooth","bab'ʔa","tooth::bab'ʔa",0.0119474326861094
"man.male","lalake","man.male::lalake",0.011917170681961
"name","ŋaran","name::ŋaran",-0.0119056143652513
"tongue","zila","tongue::zila",0.0117981598834425
"what.","anó","what.::anó",0.0117942558706172
"cold","maramig","cold::maramig",0.0117840872415713
"left","zimigi","left::zimigi",0.0117795275246576
"lightning","silaʔ","lightning::silaʔ",-0.0117673117436635
"they","sira","they::sira",0.0117582745188337
"Ten","mapulu","Ten::mapulu",0.0117376574998729
"wife","ʔɨsawa","wife::ʔɨsawa",-0.0117208076727855
"Seven","pitu","Seven::pitu",0.0116753173022253
"salt","ʔahin","salt::ʔahin",0.0116532702918618
"snake","sawa","snake::sawa",0.0116278219625686
"breast","tutuʔ","breast::tutuʔ",-0.0116207697628476
"One.Thousand","'libu","One.Thousand::'libu",0.0115404618785306
"water","ranom","water::ranom",-0.0115287079276502
"to.pound..beat","aglubók","to.pound..beat::aglubók",0.0114966648719947
"to.suck","supsupan","to.suck::supsupan",0.0114789178956636
"bird","yanggam","bird::yanggam",0.0114690188890233
"wet","basâ","wet::basâ",0.0114632812765861
"One","isá","One::isá",0.011390565567805
"to.dig","kútkut","to.dig::kútkut",0.011380922701528
"tail","ipus","tail::ipus",0.0113747251897081
"to.open..uncover","puwas","to.open..uncover::puwas",-0.0113595454661631
"to.drink","ʔuminum","to.drink::ʔuminum",0.0113459570788041
"house","bayay","house::bayay",0.011345109510731
"to.fall","dagdág","to.fall::dagdág",0.0113278981143041
"to.eat","kaʔan","to.eat::kaʔan",-0.0113082087770307
"sand","dagat","sand::dagat",0.0112911924230088
"dirty","mauring","dirty::mauring",0.0112280197851969
"to.shoot","tira","to.shoot::tira",-0.0112165649046875
"moon","bolan","moon::bolan",-0.0111969977154145
"fire","apuy","fire::apuy",-0.0111862716518318
"green","grin","green::grin",0.0111759513187586
"dog","tito","dog::tito",0.011164768993031
"child","bataʔ","child::bataʔ",-0.0111485426923701
"to.vomit","magsuká","to.vomit::magsuká",0.0111483005677497
"thatch.roof","ʔatɨp","thatch.roof::ʔatɨp",-0.0111304560272322
"neck","tangngad","neck::tangngad",0.0111217611755779
"nose","ʔidung","nose::ʔidung",-0.0111177321446376
"liver","agtáy","liver::agtáy",0.0111084834426956
"to.stand","matindog","to.stand::matindog",0.0110838530797194
"flower","bulak","flower::bulak",-0.0110764254808256
"fat.grease","tabáʔ","fat.grease::tabáʔ",0.0110742762440599
"to.shoot","paltog","to.shoot::paltog",-0.0110671498556731
"bone","túlang","bone::túlang",0.0110389241712026
"to.dream","madamgo","to.dream::madamgo",0.0110239442625673
"breast","súsu","breast::súsu",0.0109841383913763
"thunder","lugung","thunder::lugung",-0.0109711901638218
"mother","ʔina","mother::ʔina",0.0109513232122787
"to.sew","tahiʔ","to.sew::tahiʔ",-0.0109440259893456
"night","gab-i","night::gab-i",0.0109173228438343
"worm..earthworm.","ulod","worm..earthworm.::ulod",0.0109133194835188
"fat.grease","tabiʔ","fat.grease::tabiʔ",-0.0108771858914449
"rope","pisi","rope::pisi",0.0108697655400955
"feather","lakay","feather::lakay",-0.0108653352240871
"sea","dagat","sea::dagat",-0.010821814846311
"father","mama","father::mama",0.0108120437728715
"star","bitoon","star::bitoon",0.0107935001628204
"wide","ʔabillog","wide::ʔabillog",0.0107852490629483
"to.drink","ʔinúm","to.drink::ʔinúm",0.0107732479305918
"liver","ʔatay","liver::ʔatay",-0.0107523493801099
"bad..evil","malain","bad..evil::malain",0.0107452715548582
"earth.soil","lupa","earth.soil::lupa",0.0107397243599234
"Five","lalima","Five::lalima",-0.0107126750965145
"fish","ikán","fish::ikán",0.0107091542567959
"liver","ʔag'tɨy","liver::ʔag'tɨy",0.0106460747069491
"man.male","binata","man.male::binata",0.0106458724300184
"hand","kamot","hand::kamot",0.010629609907225
"thunder","lintiʔ","thunder::lintiʔ",0.0106270404656585
"Five","líma","Five::líma",0.010599858238079
"needle","'dagum","needle::'dagum",0.0105465720192879
"ear","tɨlinga","ear::tɨlinga",-0.0105222012037406
"to.fly","lupád","to.fly::lupád",0.0104921288888814
"smoke","asúʔ","smoke::asúʔ",0.0104377119234575
"mosquito","la'mok","mosquito::la'mok",0.0104031668014005
"person.human.being","tawo","person.human.being::tawo",0.0103921123057894
"Six","unom","Six::unom",0.0103853556082833
"leg.foot","huʔi","leg.foot::huʔi",0.0103770267739288
"they","sinda","they::sinda",0.0103765369283601
"man.male","la'laki","man.male::la'laki",-0.0103719186982066
"to.dream","inóp","to.dream::inóp",0.0103691916087486
"to.suck","supsup","to.suck::supsup",0.010358960060472
"lightning","kidlat","lightning::kidlat",0.0103453900045811
"moon","'bulan","moon::'bulan",0.0102972400026436
"woman.female","babaye","woman.female::babaye",0.0102558247544613
"new","bagú","new::bagú",0.0102154771077618
"dry","uga","dry::uga",0.010214223367976
"dry","yango","dry::yango",-0.0101878315694113
"dust","galbók","dust::galbók",0.0101776331377846
"Four","upat","Four::upat",0.0101601417777511
"water","tubig","water::tubig",0.0101345383671258
"egg","bunay","egg::bunay",0.0101071022094047
"good","mayad","good::mayad",0.0101000997644642
"to.swim","man-iyat","to.swim::man-iyat",0.0100975757089704
"hand","'ʔima","hand::'ʔima",0.010095698681483
"to.count","magbilang","to.count::magbilang",0.010048480591473
"One.Hundred","magatu","One.Hundred::magatu",0.010045102399447
"meat.flesh","laman","meat.flesh::laman",-0.0100425599043498
"needle","karayum","needle::karayum",-0.0100102361578558
"you","ka","you::ka",0.00997521102052578
"leg.foot","tiíl","leg.foot::tiíl",0.00996129738232548
"leaf","doon","leaf::doon",0.00993790054962598
"to.blow","huyúp","to.blow::huyúp",0.00990814742618092
"mosquito","lamúk","mosquito::lamúk",0.00989232068696271
"to.hunt","mangayam","to.hunt::mangayam",0.00988793621383365
"they","da","they::da",0.00982606108433576
"egg","ʔiklug","egg::ʔiklug",0.00982116279577401
"to.walk","hipanɨw","to.walk::hipanɨw",-0.00981083776892441
"dust","yab-ok","dust::yab-ok",0.00980193534908642
"to.scratch","kotkot","to.scratch::kotkot",0.00979338582466226
"skin","gaddáng","skin::gaddáng",0.00975995659977983
"fruit","'bunga","fruit::'bunga",0.00974686397717752
"to.suck","sosop","to.suck::sosop",0.00969543834725412
"back","taludtód","back::taludtód",0.00967048726867665
"moon","bu'lan","moon::bu'lan",0.00963538207257199
"who.","sin-o","who.::sin-o",0.0096320463927749
"rat","ʔambaw","rat::ʔambaw",-0.00959400709246706
"needle","dágum","needle::dágum",0.00958637992380127
"to.fear","tálaw","to.fear::tálaw",0.00957097546981074
"back","likúd","back::likúd",0.00954761197985321
"snake","ulag","snake::ulag",0.00953813493901326
"to.eat","mangán","to.eat::mangán",0.00952938759509263
"nose","irong","nose::irong",0.00951607576265506
"man.male","laʔi","man.male::laʔi",-0.00950781663722688
"to.vomit","masuka","to.vomit::masuka",0.00950251553895295
"new","bagu","new::bagu",0.00946057614080674
"mother","iloy","mother::iloy",0.00945616694550291
"belly","sinay","belly::sinay",0.00945299943132421
"white","putí'","white::putí'",0.00942051146685122
"you","ikáw","you::ikáw",0.00941999395173248
"to.squeeze","pespes","to.squeeze::pespes",-0.00941322090767917
"to.hit","tamaan","to.hit::tamaan",0.00940185347864875
"skin","lundis","skin::lundis",-0.00938819772328216
"sharp","matarám","sharp::matarám",0.00936105314732655
"fruit","búnga","fruit::búnga",0.00930994163007876
"to.hold","onnan","to.hold::onnan",0.00922588830684755
"liver","altey","liver::altey",-0.00915564393829806
"to.suck","supsop","to.suck::supsop",-0.00912951133138542
"tail","'ʔipos","tail::'ʔipos",0.00910180882224025
"skin","kublit","skin::kublit",0.00908375027346194
"tail","ʔikul","tail::ʔikul",0.00906389139402512
"woman.female","babáʔi","woman.female::babáʔi",0.009060150951834
"painful..sick","masakít","painful..sick::masakít",0.0090479529143025
"Fifty","singkwenta","Fifty::singkwenta",0.00903980772289915
"to.count","isip","to.count::isip",0.00902247297558707
"dry","mara","dry::mara",0.00902212391597415
"wet","basa","wet::basa",0.00901156476876462
"wing","fafak","wing::fafak",-0.00900137970872151
"to.hold","kaptan","to.hold::kaptan",0.00898435850259676
"Three","tallo","Three::tallo",0.00897849347518914
"dry","mala","dry::mala",0.0089469763121725
"to.die..be.dead","mátay","to.die..be.dead::mátay",0.00893851231057927
"name","ngaran","name::ngaran",0.00891381826778839
"Nine","syam","Nine::syam",0.00890436440133351
"name","'ngadan","name::'ngadan",0.00888839892445143
"if.","ku","if.::ku",-0.00887660497102407
"to.sleep","matulog","to.sleep::matulog",0.00887467724286311
"no..not","mari","no..not::mari",0.00886873158676183
"to.die..be.dead","pati","to.die..be.dead::pati",0.00885408568689285
"to.cook","lutu","to.cook::lutu",0.0088269547939187
"rain","udán","rain::udán",0.00882494604400635
"to.breathe","maginhawa","to.breathe::maginhawa",0.00879466885612991
"meat.flesh","unod","meat.flesh::unod",0.00879279758970073
"to.swim","lumbuk","to.swim::lumbuk",-0.00878512219513419
"warm","maʔinit","warm::maʔinit",0.00876606140457573
"dry","mará","dry::mará",0.00874973994761306
"if.","kin","if.::kin",0.00874371451235079
"thin","nipis","thin::nipis",-0.00872785681536859
"back","likud","back::likud",0.00872659355337623
"if.","kɨ","if.::kɨ",-0.00871368868432689
"feather","barahibo","feather::barahibo",0.00868804743739695
"leg.foot","tikad","leg.foot::tikad",0.00868465443946191
"belly","san","belly::san",0.00868329782364895
"to.tie.up..fasten","ʔikɨt","to.tie.up..fasten::ʔikɨt",-0.00867965785508912
"that","yan","that::yan",0.00867493888007004
"to.swim","langóy","to.swim::langóy",0.00867137670657967
"sharp","ta'dɨm","sharp::ta'dɨm",0.00864149221332922
"to.drink","uminom","to.drink::uminom",0.0086348819968804
"father","amay","father::amay",0.00862849238736429
"man.male","laláki","man.male::laláki",0.0085876458203505
"to.sew","tahíʔ","to.sew::tahíʔ",0.00858328051908434
"left","gibang","left::gibang",-0.0084911660784607
"day","ʔalgaw","day::ʔalgaw",0.00847681519169011
"hair","buok","hair::buok",0.00846567012719463
"white","putiq","white::putiq",0.00845929070361409
"that","ina","that::ina",0.00840292478971263
"lightning","ki'lat","lightning::ki'lat",0.00839216019668492
"dry","namaga","dry::namaga",0.00837634065519332
"Three","tolo","Three::tolo",-0.00834209820569641
"to.stand","tindog","to.stand::tindog",0.0083139481139389
"right","kwanan","right::kwanan",-0.00826074236809634
"to.blow","huyóp","to.blow::huyóp",0.00826061841071068
"leaf","dáhon","leaf::dáhon",0.00825575468368457
"husband","esawa","husband::esawa",-0.00825421977547288
"egg","itlúg","egg::itlúg",0.00825242279791009
"you","kam","you::kam",0.00824359718472748
"needle","da:gum","needle::da:gum",0.00821446435124612
"flower","buyak","flower::buyak",0.008211543370707
"Ten","sɨpuluʔ","Ten::sɨpuluʔ",-0.00818959125423723
"feather","balahibo","feather::balahibo",0.00817463350390157
"to.swim","maglangóy","to.swim::maglangóy",0.00816571594580395
"to.come","hendini","to.come::hendini",-0.00812429280910924
"liver","ʔaˈtaj","liver::ʔaˈtaj",0.00811786644987334
"thou","kayo","thou::kayo",0.0080987552572864
"bone","bukog","bone::bukog",0.00809617138469376
"shoulder","abagá","shoulder::abagá",0.00807198462393544
"how.","'pila","how.::'pila",-0.00807166916456272
"hand","líma","hand::líma",0.00800337899678504
"hair","buuk","hair::buuk",0.00799317251891737
"to.steal","kawaton","to.steal::kawaton",0.00796664053087181
"neck","lig","neck::lig",0.00795902204297028
"to.burn","sunóg","to.burn::sunóg",0.00794917551875814
"good","mapiá","good::mapiá",-0.00790316793032453
"louse","koto","louse::koto",-0.00787278025709525
"blood","dala","blood::dala",-0.00786335343635975
"to.hunt","maŋanup","to.hunt::maŋanup",0.0078510079243793
"thatch.roof","ʔa'tɨp","thatch.roof::ʔa'tɨp",-0.00784920588069382
"to.swim","langoy","to.swim::langoy",0.0078447569377713
"blood","digi","blood::digi",0.00781791798581519
"road.path","aragyan","road.path::aragyan",0.00781091554087466
"dust","gabu","dust::gabu",0.00779012528056981
"how.","paano","how.::paano",0.00776114309829312
"to.swim","naŋuy","to.swim::naŋuy",0.00772562928553804
"you","kamú","you::kamú",0.0077165440654376
"One.Hundred","gatus","One.Hundred::gatus",-0.00771297312244554
"One","usa","One::usa",0.00770356144766538
"to.dream","tagenap","to.dream::tagenap",0.00769994194732869
"mouth","bibî","mouth::bibî",0.00767842070614795
"hand","alíma","hand::alíma",0.00767027544273158
"to.hold","kapót","to.hold::kapót",0.00765365873485469
"needle","chakum","needle::chakum",0.00765020646798998
"fish","isdaʔ","fish::isdaʔ",0.00764317659470076
"leaf","daʔun","leaf::daʔun",-0.00761264839800319
"hair","bohok","hair::bohok",0.00760359396978038
"to.hear","batiʔ","to.hear::batiʔ",0.00758710104649643
"to.see","ita","to.see::ita",0.00758642019193595
"leaf","ʔadon","leaf::ʔadon",0.00758335568432188
"hand","ʔalima","hand::ʔalima",0.00757646307680624
"big","dakɨl","big::dakɨl",-0.00756844352697809
"breast","'susu","breast::'susu",0.00756251042374789
"rope","lubid","rope::lubid",0.00755184241954897
"heavy","mabɨgat","heavy::mabɨgat",-0.00753354658163902
"to.eat","kaon","to.eat::kaon",0.00752974935656241
"to.stand","tindɨg","to.stand::tindɨg",0.00752313337357801
"to.stab..pierce","buno","to.stab..pierce::buno",0.00751339576538604
"thin","maimpís","thin::maimpís",0.00750680814535592
"tongue","dilà","tongue::dilà",0.0075010442519727
"breast","dughan","breast::dughan",0.00749704089165715
"One.Thousand","sanlibo","One.Thousand::sanlibo",-0.00747825102679304
"snake","halas","snake::halas",0.00746146162705233
"dog","ʔatu","dog::ʔatu",0.00743961177510034
"bone","butól","bone::butól",0.00742026234637101
"to.walk","lakaw","to.walk::lakaw",0.0074165811855324
"white","puti","white::puti",-0.00740359182722415
"rotten","bulok","rotten::bulok",0.00736680874295087
"to.scratch","kalot","to.scratch::kalot",0.0073605746200853
"Two","darwá","Two::darwá",0.00733804138766531
"head","ulu","head::ulu",0.00733208455585408
"to.squeeze","puga-on","to.squeeze::puga-on",0.00727324013251556
"dust","'tapok","dust::'tapok",0.00726741683200786
"sea","lawod","sea::lawod",0.00722689153906553
"eye","moto","eye::moto",-0.00722649171800801
"leg.foot","ti-il","leg.foot::ti-il",0.0072133313153634
"leaf","dawun","leaf::dawun",0.00721141226474582
"at","di","at::di",-0.00719439424557589
"root","dalig","root::dalig",-0.00718672088376268
"to.suck","sepsep","to.suck::sepsep",-0.00718074935409046
"to.hunt","paŋayám","to.hunt::paŋayám",0.0071715819591366
"white","maputiʔ","white::maputiʔ",-0.00715584463122316
"woods.forest","talun","woods.forest::talun",0.00715365599123276
"tongue","dilâ","tongue::dilâ",0.00715032532117175
"worm..earthworm.","ʔulɨd","worm..earthworm.::ʔulɨd",-0.00714580348133582
"to.flow","bulus","to.flow::bulus",0.00714296731681162
"white","putíʔ","white::putíʔ",0.00711050524373728
"you","ikaw","you::ikaw",0.00709777374249094
"Two","duha","Two::duha",0.00705915259289163
"mouth","simuʔ","mouth::simuʔ",0.00705330565408173
"if.","mo","if.::mo",0.00699746545650344
"egg","ʔitlug","egg::ʔitlug",0.00698424044483321
"to.hear","pamati","to.hear::pamati",0.00698288721561653
"at","ta","at::ta",0.006979280989824
"to.swim","maglangoy","to.swim::maglangoy",0.00697353606938069
"shy..ashamed","huya","shy..ashamed::huya",0.00694417908722793
"to.breathe","ginawa","to.breathe::ginawa",-0.00693627735657765
"to.fall","hulog","to.fall::hulog",0.0069003495193463
"stone","batuʔ","stone::batuʔ",0.00688854778627925
"tail","íkug","tail::íkug",0.00686154436018448
"to.count","mabilang","to.count::mabilang",0.00685694980637393
"bone","tuʔlang","bone::tuʔlang",0.00684501789301256
"mosquito","lamók","mosquito::lamók",0.00684405612373681
"other","iba","other::iba",0.00682115929895175
"louse","'kutu","louse::'kutu",0.00680458022779926
"neck","liʔɨg","neck::liʔɨg",-0.00679347417437584
"yellow","darag","yellow::darag",0.00679319756914968
"nose","urong","nose::urong",0.00675767338508436
"to.breathe","hinawa","to.breathe::hinawa",-0.00674074643321277
"blood","dogo","blood::dogo",0.00673293969238464
"feather","lawi","feather::lawi",-0.0067235930112997
"I","ak","I::ak",0.00671338064459015
"spider","lawà","spider::lawà",0.00671010790273888
"rain","ulan","rain::ulan",0.00664540183642572
"tail","ikug","tail::ikug",0.00663862971758442
"Seven","pitú","Seven::pitú",0.00663408072043319
"to.breathe","ginhawa","to.breathe::ginhawa",0.00662545862297578
"shoulder","abága","shoulder::abága",0.00659440875618486
"right","tuʔó","right::tuʔó",0.00658890662739375
"to.stab..pierce","saksak","to.stab..pierce::saksak",-0.00658822790918343
"warm","mapasuʔ","warm::mapasuʔ",-0.00658677963435821
"to.steal","kawat","to.steal::kawat",0.00658587599805542
"tooth","ngipun","tooth::ngipun",0.0065679837386175
"neck","liog","neck::liog",0.00655235741433006
"to.live..be.alive","buhay","to.live..be.alive::buhay",0.00654984473188564
"to.buy","bakal","to.buy::bakal",0.00654325004591777
"all","amin","all::amin",0.00653183252289934
"tooth","ŋipen","tooth::ŋipen",-0.00652589149773775
"to.laugh","ʔɨngit","to.laugh::ʔɨngit",-0.00651635153096622
"Ten","sampuluʔ","Ten::sampuluʔ",-0.00650305659746333
"fat.grease","taviʔ","fat.grease::taviʔ",-0.00649501524519822
"Two","darwa","Two::darwa",0.00649188380666462
"Six","ʔɨnɨm","Six::ʔɨnɨm",-0.00649023971950046
"spider","lawa'","spider::lawa'",0.00648615163671873
"feather","bulbol","feather::bulbol",0.00647572216347115
"Two","dua","Two::dua",0.00645774149307376
"belly","eges","belly::eges",-0.00642651890337336
"to.work","magtrabáho","to.work::magtrabáho",0.00641078328144201
"flower","rosas","flower::rosas",-0.00640695985557888
"Three","tulo","Three::tulo",-0.00640415393982235
"correct..true","matuod","correct..true::matuod",0.00639921698092691
"to.squeeze","magpugâ","to.squeeze::magpugâ",0.00639886321380743
"star","bito-on","star::bito-on",0.00639765450351863
"back","awak","back::awak",0.00635938897193791
"to.walk","maglakad","to.walk::maglakad",0.00634569777329087
"to.sniff..smell","amoy","to.sniff..smell::amoy",0.0063324200404086
"to.squeeze","puga","to.squeeze::puga",0.00632359792993504
"to.fear","takut","to.fear::takut",0.00631290735508484
"leg.foot","bitis","leg.foot::bitis",0.00628948681726029
"sea","dagát","sea::dagát",0.00628131880609873
"mouth","bibig","mouth::bibig",0.00624150506733538
"you","kamo","you::kamo",-0.00622964775742191
"to.tie.up..fasten","higti","to.tie.up..fasten::higti",0.00622957800010815
"Four","a'pat","Four::a'pat",-0.0062221816228772
"hand","taklay","hand::taklay",0.00619204520170917
"to.suck","súpsup","to.suck::súpsup",0.00619027000517826
"right","toʔo","right::toʔo",0.00618999537518778
"when.","pigan","when.::pigan",0.00617599821770384
"other","laʔin","other::laʔin",-0.0061727893679749
"leg.foot","saka","leg.foot::saka",0.00616378537640029
"woman.female","babáy","woman.female::babáy",0.00615141739095218
"no..not","indi","no..not::indi",0.00614891569057551
"One.Thousand","libo","One.Thousand::libo",0.00612935664278102
"skin","kulít","skin::kulít",0.0061097062453067
"to.swim","malangoy","to.swim::malangoy",0.00609979717079343
"to.fall","huyog","to.fall::huyog",0.0060846727075015
"father","maʔ","father::maʔ",-0.00607467439940877
"skin","kindal","skin::kindal",-0.00605625238844397
"to.laugh","kadlaw","to.laugh::kadlaw",0.00603988835364128
"blood","dugó'","blood::dugó'",0.00603134300427329
"right","tuo","right::tuo",0.00598917239174491
"thou","ʔikáw","thou::ʔikáw",0.00598008359672226
"to.throw","tudaʔ","to.throw::tudaʔ",-0.00597941744887747
"nose","igung","nose::igung",0.00597664687795083
"nose","ʔurung","nose::ʔurung",0.00594591780319969
"thatch.roof","atup","thatch.roof::atup",0.00593205822461953
"heavy","mabug-at","heavy::mabug-at",0.00592926357459276
"painful..sick","takit","painful..sick::takit",0.00588743629385346
"rain","ʔudan","rain::ʔudan",0.00587765634209493
"needle","dagom","needle::dagom",0.00586992945752004
"husband","asáwa","husband::asáwa",0.00583982695505911
"to.vomit","soka","to.vomit::soka",-0.00583748137606592
"louse","kutu","louse::kutu",-0.00581005272808415
"Eight","waru","Eight::waru",0.00574624239824683
"One.Thousand","sanribo","One.Thousand::sanribo",-0.0057379899339934
"thou","kaw","thou::kaw",0.00572753339985994
"bone","tul-ang","bone::tul-ang",0.00570546281545117
"nose","ʔidong","nose::ʔidong",-0.00570335716813125
"day","ʔádlaw","day::ʔádlaw",0.00569880668378951
"Nine","siyow","Nine::siyow",-0.00569263734425471
"fruit","bunga","fruit::bunga",0.00568967639257471
"tooth","ngípon","tooth::ngípon",0.00568608442782005
"narrow","makítid","narrow::makítid",0.00566164852117045
"shoulder","ʔabaga","shoulder::ʔabaga",0.00565645202305776
"to.come","pumunta","to.come::pumunta",0.00565562308590819
"earth.soil","duta","earth.soil::duta",0.00564555399829902
"hand","sigal","hand::sigal",-0.00564135231397019
"mosquito","namuk","mosquito::namuk",0.00563451762819632
"Three","telo","Three::telo",-0.00563010289031115
"breast","dibdib","breast::dibdib",0.00555954455532875
"water","ig","water::ig",-0.00555942651511568
"liver","atey","liver::atey",-0.0055411417245535
"no..not","di","no..not::di",-0.00553609211020801
"road.path","dálan","road.path::dálan",0.00552919422154212
"black","itum","black::itum",0.00550792111809024
"we","sikami","we::sikami",-0.00548200439977074
"Nine","sasiam","Nine::sasiam",-0.00547684151903985
"sharp","tarem","sharp::tarem",-0.00546846806036064
"big","dakál","big::dakál",0.00546532787828297
"to.eat","koman","to.eat::koman",-0.00545242107635532
"thou","mo","thou::mo",0.00544571514963327
"to.vomit","mota","to.vomit::mota",-0.00544044519194366
"wide","mahiwas","wide::mahiwas",0.00542275036361356
"neck","liʔog","neck::liʔog",0.00541390118826336
"tongue","dilaq","tongue::dilaq",-0.00540617165157063
"intestines","tináʔi","intestines::tináʔi",0.00539740826497942
"hair","buk","hair::buk",0.00539391913765402
"sharp","matarɨm","sharp::matarɨm",0.00537863379318372
"how.","pira","how.::pira",-0.00536983282146282
"louse","kútu","louse::kútu",0.00536464276278284
"to.hunt","pangayám","to.hunt::pangayám",0.00536057148503514
"lake","ranaw","lake::ranaw",-0.00531091470103932
"mother","ʔinaʔ","mother::ʔinaʔ",0.00530115493104114
"One.Thousand","maribu","One.Thousand::maribu",0.00530024817008619
"man.male","lala:ki","man.male::lala:ki",0.00529283235333224
"no..not","beken","no..not::beken",-0.00528758029613165
"night","labi","night::labi",0.00528384883027522
"to.scratch","karut","to.scratch::karut",-0.0052800384484998
"fat.grease","mantika","fat.grease::mantika",0.00527176884553531
"above","ibabaw","above::ibabaw",0.00522993197540392
"intestines","tinae","intestines::tinae",0.00521186002838317
"wife","asáwa","wife::asáwa",-0.00520284382974145
"lake","linaw","lake::linaw",-0.00520118537156029
"earth.soil","lupaʔ","earth.soil::lupaʔ",-0.0051731810397656
"fish","sɨdaʔ","fish::sɨdaʔ",0.00517177816974156
"they","sanda","they::sanda",0.00517088183856828
"leaf","daon","leaf::daon",0.00516653538661482
"meat.flesh","karni","meat.flesh::karni",0.00514769421438274
"far","addawi","far::addawi",0.00514440030789451
"to.work","ʔimoʔ","to.work::ʔimoʔ",-0.0051398359484914
"head","ulo","head::ulo",0.00513229451054407
"old","lakay","old::lakay",0.00508712660026938
"to.think","magísip","to.think::magísip",0.00507762451936135
"fire","gapuy","fire::gapuy",0.00506601189205826
"to.know..be.knowledgeable","kilala","to.know..be.knowledgeable::kilala",-0.00506222608594308
"to.drink","ʔinɨm","to.drink::ʔinɨm",-0.0050166962015387
"wife","sawa","wife::sawa",0.00500921941624882
"Fifty","limapolo","Fifty::limapolo",0.00500226227450892
"Three","tɨlu","Three::tɨlu",-0.00500046780371515
"breast","titi","breast::titi",0.00496191250515126
"warm","init","warm::init",-0.00495466397095818
"flower","bulok","flower::bulok",-0.00495200000362954
"fog","hamog","fog::hamog",0.00492764012573923
"to.bite","kalat","to.bite::kalat",0.00489975469977086
"leaf","dahun","leaf::dahun",-0.00487440619766302
