ID	Concept	Language	form
1701	liver	CEBUANO	ataj
1703	louse	CEBUANO	kutu
1708	name	CEBUANO	ŋalan
1710	new	CEBUANO	bagu
1711	night	CEBUANO	gabiʔi
1712	nose	CEBUANO	iluŋ
1714	one	CEBUANO	usa
1715	path	CEBUANO	dalan
1716	person	CEBUANO	tawu
1722	see	CEBUANO	tanaw
1724	skin	CEBUANO	panit
1729	star	CEBUANO	bitun
1730	stone	CEBUANO	batu
1736	tongue	CEBUANO	dila
1737	tooth	CEBUANO	ŋipun
1739	two	CEBUANO	duha
1741	water	CEBUANO	tubig
1742	we	CEBUANO	kita
1748	you	CEBUANO	ikaw
1749	I	CENTRAL TAGBANWA	ako
1756	blood	CENTRAL TAGBANWA	tahik
1757	bone	CENTRAL TAGBANWA	duhi
1758	breast	CENTRAL TAGBANWA	tuto
1763	die	CENTRAL TAGBANWA	pataj
1764	dog	CENTRAL TAGBANWA	kiriŋ
1765	drink	CENTRAL TAGBANWA	inim
1767	ear	CENTRAL TAGBANWA	taliŋa
1771	eye	CENTRAL TAGBANWA	mata
1773	fire	CENTRAL TAGBANWA	apoj
1774	fish	CENTRAL TAGBANWA	daiŋ
1778	full	CENTRAL TAGBANWA	pigpig
1783	hand	CENTRAL TAGBANWA	alima
1785	hear	CENTRAL TAGBANWA	bati
1786	horn	CENTRAL TAGBANWA	sirbato
1789	knee	CENTRAL TAGBANWA	tod
1791	leaf	CENTRAL TAGBANWA	daon
1793	liver	CENTRAL TAGBANWA	kandat
1795	louse	CENTRAL TAGBANWA	kajamad
1798	mountain	CENTRAL TAGBANWA	bukid
1800	name	CENTRAL TAGBANWA	ŋalan
1802	new	CENTRAL TAGBANWA	bago
1803	night	CENTRAL TAGBANWA	dilim
1804	nose	CENTRAL TAGBANWA	uroŋ
1806	one	CENTRAL TAGBANWA	tam
1808	person	CENTRAL TAGBANWA	katawan
1814	see	CENTRAL TAGBANWA	intul
1816	skin	CENTRAL TAGBANWA	kulit
1821	star	CENTRAL TAGBANWA	bitukon
1822	stone	CENTRAL TAGBANWA	bato
1823	sun	CENTRAL TAGBANWA	aldaw
1828	tongue	CENTRAL TAGBANWA	dila
1829	tooth	CENTRAL TAGBANWA	ŋiti
1830	tree	CENTRAL TAGBANWA	kajo
1831	two	CENTRAL TAGBANWA	dua
1833	water	CENTRAL TAGBANWA	wai
1834	we	CENTRAL TAGBANWA	kita
1840	you	CENTRAL TAGBANWA	ka
1841	I	CUYONON	ako
1848	blood	CUYONON	dugoʔ
1849	bone	CUYONON	tulan
1850	breast	CUYONON	itən
1856	dog	CUYONON	tjuʔ
1857	drink	CUYONON	inom
1859	ear	CUYONON	taliŋa
1863	eye	CUYONON	mataʔ
1865	fire	CUYONON	kalajoʔ
1866	fish	CUYONON	isdaʔ
1875	hand	CUYONON	lima
1877	hear	CUYONON	batiʔ
1883	leaf	CUYONON	dawn
1885	liver	CUYONON	ataj
1887	louse	CUYONON	kutoʔ
1892	name	CUYONON	aran
1894	new	CUYONON	bagoʔ
1895	night	CUYONON	gabiʔ
1896	nose	CUYONON	iloŋ
1898	one	CUYONON	sakabilog
1899	path	CUYONON	dalan
1900	person	CUYONON	tauʔ
1906	see	CUYONON	kitaʔ
1908	skin	CUYONON	kulit
1913	star	CUYONON	biton
1914	stone	CUYONON	batoʔ
1920	tongue	CUYONON	dilaʔ
1921	tooth	CUYONON	ipən
1923	two	CUYONON	darwa
1925	water	CUYONON	tubig
1926	we	CUYONON	kita
1932	you	CUYONON	ikaw
1933	I	DARAGA	ʔaku
1940	blood	DARAGA	duguʔ
1941	bone	DARAGA	tuʔlaŋ
1942	breast	DARAGA	susu
1946	come	DARAGA	ʔabut
1947	die	DARAGA	giran
1948	dog	DARAGA	ʔajam
1949	drink	DARAGA	ʔinum
1951	ear	DARAGA	taliŋa
1955	eye	DARAGA	mata
1957	fire	DARAGA	kalaju
1958	fish	DARAGA	siraʔ
1962	full	DARAGA	punuʔ
1967	hand	DARAGA	kamit
1969	hear	DARAGA	diŋig
1970	horn	DARAGA	suŋaj
1973	knee	DARAGA	tuʔud
1975	leaf	DARAGA	dawun
1977	liver	DARAGA	ʔataj
1979	louse	DARAGA	kutu
1982	mountain	DARAGA	bulud
1984	name	DARAGA	ŋaran
1986	new	DARAGA	baʔgu
1987	night	DARAGA	gaʔbi
1988	nose	DARAGA	ʔuruŋ
1990	one	DARAGA	ʔisad
1991	path	DARAGA	dalan
1992	person	DARAGA	tawu
1998	see	DARAGA	kita
2000	skin	DARAGA	kulit
2005	star	DARAGA	bituʔun
2006	stone	DARAGA	batu
2007	sun	DARAGA	ʔaldaw
2012	tongue	DARAGA	dilaʔ
2013	tooth	DARAGA	ŋipin
2014	tree	DARAGA	kawuj
2015	two	DARAGA	duwa
2017	water	DARAGA	tubig
2018	we	DARAGA	kita
2024	you	DARAGA	kamu
2025	I	DUMAGAT CASIGURAN	sakən
2032	blood	DUMAGAT CASIGURAN	digeʔ
2033	bone	DUMAGAT CASIGURAN	tulaŋ
2034	breast	DUMAGAT CASIGURAN	gisat
2040	dog	DUMAGAT CASIGURAN	asoʔ
2041	drink	DUMAGAT CASIGURAN	uminom
2043	ear	DUMAGAT CASIGURAN	taliŋaʔ
2047	eye	DUMAGAT CASIGURAN	mataʔ
2049	fire	DUMAGAT CASIGURAN	apoj
2050	fish	DUMAGAT CASIGURAN	ikan
2054	full	DUMAGAT CASIGURAN	putat
2059	hand	DUMAGAT CASIGURAN	kamət
2061	hear	DUMAGAT CASIGURAN	batiʔ
2065	knee	DUMAGAT CASIGURAN	tod
2067	leaf	DUMAGAT CASIGURAN	don
2069	liver	DUMAGAT CASIGURAN	agteʔ
2071	louse	DUMAGAT CASIGURAN	kutoʔ
2074	mountain	DUMAGAT CASIGURAN	buked
2076	name	DUMAGAT CASIGURAN	ŋahen
2078	new	DUMAGAT CASIGURAN	biguʔ
2079	night	DUMAGAT CASIGURAN	kələp
2080	nose	DUMAGAT CASIGURAN	duŋos
2082	one	DUMAGAT CASIGURAN	Esaʔ
2083	path	DUMAGAT CASIGURAN	dilan
2084	person	DUMAGAT CASIGURAN	tolaj
2090	see	DUMAGAT CASIGURAN	metaʔ
2092	skin	DUMAGAT CASIGURAN	kulet
2097	star	DUMAGAT CASIGURAN	biton
2098	stone	DUMAGAT CASIGURAN	bitoʔ
2104	tongue	DUMAGAT CASIGURAN	dilaʔ
2105	tooth	DUMAGAT CASIGURAN	ŋipən
2106	tree	DUMAGAT CASIGURAN	kajoʔ
2107	two	DUMAGAT CASIGURAN	əduwaʔ
2109	water	DUMAGAT CASIGURAN	dinom
2110	we	DUMAGAT CASIGURAN	sikitam
2116	you	DUMAGAT CASIGURAN	siko
2117	I	DUPANINGAN AGTA	hikan
2124	blood	DUPANINGAN AGTA	digiʔ
2125	bone	DUPANINGAN AGTA	tulaŋ
2126	breast	DUPANINGAN AGTA	gisat
2130	come	DUPANINGAN AGTA	umaŋaj
2131	die	DUPANINGAN AGTA	malugulug
2132	dog	DUPANINGAN AGTA	asuʔ
2133	drink	DUPANINGAN AGTA	magroŋroŋ
2135	ear	DUPANINGAN AGTA	taliŋa
2139	eye	DUPANINGAN AGTA	mataʔ
2141	fire	DUPANINGAN AGTA	gaŋatan
2142	fish	DUPANINGAN AGTA	padut
2146	full	DUPANINGAN AGTA	mabijag
2151	hand	DUPANINGAN AGTA	kamat
2153	hear	DUPANINGAN AGTA	matiman
2154	horn	DUPANINGAN AGTA	saduk
2157	knee	DUPANINGAN AGTA	guwalab
2159	leaf	DUPANINGAN AGTA	don
2161	liver	DUPANINGAN AGTA	agtaj
2163	louse	DUPANINGAN AGTA	kutuʔ
2166	mountain	DUPANINGAN AGTA	tagilEtel
2168	name	DUPANINGAN AGTA	nagEn
2170	new	DUPANINGAN AGTA	biguʔ
2171	night	DUPANINGAN AGTA	kalap
2172	nose	DUPANINGAN AGTA	duŋas
2174	one	DUPANINGAN AGTA	Esa
2175	path	DUPANINGAN AGTA	dilan
2176	person	DUPANINGAN AGTA	agtaʔ
2182	see	DUPANINGAN AGTA	maʔEnta
2184	skin	DUPANINGAN AGTA	gadaŋ
2189	star	DUPANINGAN AGTA	pusijan
2190	stone	DUPANINGAN AGTA	rusuʔ
2191	sun	DUPANINGAN AGTA	sEŋgit
2196	tongue	DUPANINGAN AGTA	dilaʔ
2197	tooth	DUPANINGAN AGTA	ŋipan
2198	tree	DUPANINGAN AGTA	kajuʔ
2199	two	DUPANINGAN AGTA	duwa
2201	water	DUPANINGAN AGTA	dinom
2202	we	DUPANINGAN AGTA	hikitam
2208	you	DUPANINGAN AGTA	hikaw
2209	I	ENGLISH	Ei
2210	all	ENGLISH	ol
2211	ash	ENGLISH	ES
2212	big	ENGLISH	big
2213	bird	ENGLISH	bərd
2214	bite	ENGLISH	bEit
2215	black	ENGLISH	blEk
2216	blood	ENGLISH	bləd
2217	bone	ENGLISH	bon
2218	breast	ENGLISH	brEst
2219	burn	ENGLISH	bərn
2220	cloud	ENGLISH	klaud
2221	cold	ENGLISH	kold
2222	come	ENGLISH	kəm
2223	die	ENGLISH	dEi
2224	dog	ENGLISH	dag
2225	drink	ENGLISH	driŋk
2226	dry	ENGLISH	drEi
2227	ear	ENGLISH	ir
2228	earth	ENGLISH	ər8
2229	eat	ENGLISH	it
2230	egg	ENGLISH	eg
2231	eye	ENGLISH	Ei
2232	feather	ENGLISH	fE8r
2233	fire	ENGLISH	fEir
2234	fish	ENGLISH	fiS
2235	flesh	ENGLISH	flES
2236	fly	ENGLISH	flEi
2237	foot	ENGLISH	fut
2238	full	ENGLISH	ful
2239	good	ENGLISH	gud
2240	grease	ENGLISH	gris
2241	green	ENGLISH	grin
2242	hair	ENGLISH	hEr
2243	hand	ENGLISH	hEnd
2244	head	ENGLISH	hEd
2245	hear	ENGLISH	hir
2246	horn	ENGLISH	horn
2247	hot	ENGLISH	hat
2248	kill	ENGLISH	kil
2249	knee	ENGLISH	ni
2250	know	ENGLISH	no
2251	leaf	ENGLISH	lif
2252	lie	ENGLISH	lEi
2253	liver	ENGLISH	livər
2254	long	ENGLISH	loŋ
2255	louse	ENGLISH	laus
2256	man	ENGLISH	mEn
2257	moon	ENGLISH	mun
2258	mountain	ENGLISH	mauntən
2259	mouth	ENGLISH	mau8
2260	name	ENGLISH	nem
2261	neck	ENGLISH	nEk
2262	new	ENGLISH	nu
2263	night	ENGLISH	nEit
2264	nose	ENGLISH	noz
2265	not	ENGLISH	nat
2266	one	ENGLISH	wən
2267	path	ENGLISH	pE8
2268	person	ENGLISH	prsən
2269	rain	ENGLISH	rein
2270	red	ENGLISH	rEd
2271	root	ENGLISH	rut
2272	sand	ENGLISH	sEnd
2273	say	ENGLISH	sei
2274	see	ENGLISH	si
2275	sit	ENGLISH	sit
2276	skin	ENGLISH	skin
2277	sleep	ENGLISH	slip
2278	small	ENGLISH	smal
2279	smoke	ENGLISH	smok
2280	stand	ENGLISH	stEnd
2281	star	ENGLISH	star
2282	stone	ENGLISH	ston
2283	sun	ENGLISH	sən
2284	swim	ENGLISH	swim
2285	tail	ENGLISH	tel
2286	that	ENGLISH	8Et
2287	this	ENGLISH	8is
2288	tongue	ENGLISH	təŋ
2289	tooth	ENGLISH	tu8
2290	tree	ENGLISH	tri
2291	two	ENGLISH	tu
2292	walk	ENGLISH	wok
2293	water	ENGLISH	watər
2294	we	ENGLISH	wi
2295	what	ENGLISH	what
2296	white	ENGLISH	whEit
2297	who	ENGLISH	hu
2298	woman	ENGLISH	wumən
2299	yellow	ENGLISH	jElo
2300	you	ENGLISH	ju
2301	I	ESKAYAN	narin
2308	blood	ESKAYAN	alwatis
2309	bone	ESKAYAN	giro
2310	breast	ESKAYAN	palda
2314	come	ESKAYAN	lari
2315	die	ESKAYAN	modowati
2316	dog	ESKAYAN	plodo
2317	drink	ESKAYAN	odʒirim
2319	ear	ESKAYAN	klabara
2323	eye	ESKAYAN	sim
2325	fire	ESKAYAN	poloʔiso
2326	fish	ESKAYAN	pir
2335	hand	ESKAYAN	dapami
2337	hear	ESKAYAN	jantisi
2341	knee	ESKAYAN	ilkdo
2343	leaf	ESKAYAN	saliti
2345	liver	ESKAYAN	was
2347	louse	ESKAYAN	hoko
2352	name	ESKAYAN	laŋgis
2354	new	ESKAYAN	tibil
2355	night	ESKAYAN	kloper
2356	nose	ESKAYAN	dʒiomintir
2358	one	ESKAYAN	oj
2359	path	ESKAYAN	rakilan
2360	person	ESKAYAN	bolto
2366	see	ESKAYAN	mosimsati
2368	skin	ESKAYAN	pil
2373	star	ESKAYAN	pisakol
2374	stone	ESKAYAN	sabana
2375	sun	ESKAYAN	astro
2380	tongue	ESKAYAN	golitas
2381	tooth	ESKAYAN	prindido
2383	two	ESKAYAN	tri
2385	water	ESKAYAN	koljar
2386	we	ESKAYAN	arhitika
2392	you	ESKAYAN	samo
2393	I	ESTONIAN	mina
2394	all	ESTONIAN	koik
2395	ash	ESTONIAN	tuk
2396	big	ESTONIAN	sur
2397	bird	ESTONIAN	lind
2398	bite	ESTONIAN	hammusta
2399	black	ESTONIAN	must
2400	blood	ESTONIAN	veri
2401	bone	ESTONIAN	kont
2402	breast	ESTONIAN	rind
2403	burn	ESTONIAN	pole
2404	cloud	ESTONIAN	pilv
2405	cold	ESTONIAN	kulm
2406	come	ESTONIAN	tule
2407	die	ESTONIAN	sure
2408	dog	ESTONIAN	koer
2409	drink	ESTONIAN	dʒo
2410	dry	ESTONIAN	kuiv
2411	ear	ESTONIAN	korv
2412	earth	ESTONIAN	ma
2413	eat	ESTONIAN	so
2414	egg	ESTONIAN	muna
2415	eye	ESTONIAN	silm
2416	feather	ESTONIAN	sulg
2417	fire	ESTONIAN	tuli
2418	fish	ESTONIAN	kala
2419	flesh	ESTONIAN	liha
2420	fly	ESTONIAN	lenda
2421	foot	ESTONIAN	dʒalg
2422	full	ESTONIAN	tais
2423	good	ESTONIAN	hea
2424	grease	ESTONIAN	rasv
2425	green	ESTONIAN	roheline
2426	hair	ESTONIAN	dʒuksed
2427	hand	ESTONIAN	kasi
2428	head	ESTONIAN	pea
2429	hear	ESTONIAN	kul
2430	horn	ESTONIAN	sarv
2431	hot	ESTONIAN	soe
2432	kill	ESTONIAN	tap
2433	knee	ESTONIAN	polv
2434	know	ESTONIAN	tead
2435	leaf	ESTONIAN	let
2436	lie	ESTONIAN	lama
2437	liver	ESTONIAN	maks
2438	long	ESTONIAN	pikk
2439	louse	ESTONIAN	tai
2440	man	ESTONIAN	mes
2441	moon	ESTONIAN	ku
2442	mountain	ESTONIAN	magi
2443	mouth	ESTONIAN	su
2444	name	ESTONIAN	nimi
2445	neck	ESTONIAN	kael
2446	new	ESTONIAN	us
2447	night	ESTONIAN	o
2448	nose	ESTONIAN	nina
2449	not	ESTONIAN	mitte
2450	one	ESTONIAN	uks
2451	path	ESTONIAN	te
2452	person	ESTONIAN	inimene
2453	rain	ESTONIAN	vim
2454	red	ESTONIAN	punane
2455	root	ESTONIAN	dʒur
2456	sand	ESTONIAN	liv
2457	say	ESTONIAN	utle
2458	see	ESTONIAN	nage
2459	sit	ESTONIAN	istu
2460	skin	ESTONIAN	nak
2461	sleep	ESTONIAN	maga
2462	small	ESTONIAN	vaike
2463	smoke	ESTONIAN	suic
2464	stand	ESTONIAN	seis
2465	star	ESTONIAN	tat
2466	stone	ESTONIAN	kivi
2467	sun	ESTONIAN	paike
2468	swim	ESTONIAN	udʒu
2469	tail	ESTONIAN	saba
2470	that	ESTONIAN	to
2471	this	ESTONIAN	se
2472	tongue	ESTONIAN	kel
2473	tooth	ESTONIAN	hammas
2474	tree	ESTONIAN	pu
2475	two	ESTONIAN	kaks
2476	walk	ESTONIAN	kondi
2477	water	ESTONIAN	vesi
2478	we	ESTONIAN	meie
2479	what	ESTONIAN	mis
2480	white	ESTONIAN	valge
2481	who	ESTONIAN	kes
2482	woman	ESTONIAN	naine
2483	yellow	ESTONIAN	kollane
2484	you	ESTONIAN	sina
2485	I	FINNISH	minE
2486	all	FINNISH	kaikki
2487	ash	FINNISH	tuhka
2488	big	FINNISH	iso
2489	bird	FINNISH	lintu
2490	bite	FINNISH	pure
2491	black	FINNISH	musta
2492	blood	FINNISH	veri
2493	bone	FINNISH	luu
2494	breast	FINNISH	rinta
2495	burn	FINNISH	pala
2496	cloud	FINNISH	pilvi
2497	cold	FINNISH	kjlmE
2498	come	FINNISH	tule
2499	die	FINNISH	kuole
2500	dog	FINNISH	koira
2501	drink	FINNISH	dʒuo
2502	dry	FINNISH	kuiva
2503	ear	FINNISH	korva
2504	earth	FINNISH	maa
2505	eat	FINNISH	sjə
2506	egg	FINNISH	muna
2507	eye	FINNISH	silmE
2508	feather	FINNISH	sulka
2509	fire	FINNISH	tuli
2510	fish	FINNISH	kala
2511	flesh	FINNISH	liha
2512	fly	FINNISH	lentE
2513	foot	FINNISH	dʒalka
2514	full	FINNISH	tEjsi
2515	good	FINNISH	hjvE
2516	grease	FINNISH	rasva
2517	green	FINNISH	vihreE
2518	hair	FINNISH	tukka
2519	hand	FINNISH	kEsi
2520	head	FINNISH	pEE
2521	hear	FINNISH	kuule
2522	horn	FINNISH	sarvi
2523	hot	FINNISH	kuuma
2524	kill	FINNISH	tappa
2525	knee	FINNISH	polvi
2526	know	FINNISH	tietE
2527	leaf	FINNISH	lehti
2528	lie	FINNISH	makaa
2529	liver	FINNISH	maksa
2530	long	FINNISH	pitkE
2531	louse	FINNISH	tEi
2532	man	FINNISH	mies
2533	moon	FINNISH	kuu
2534	mountain	FINNISH	vuori
2535	mouth	FINNISH	suu
2536	name	FINNISH	nimi
2537	neck	FINNISH	kaula
2538	new	FINNISH	uusi
2539	night	FINNISH	jə
2540	nose	FINNISH	nenE
2541	not	FINNISH	ei
2542	one	FINNISH	iksi
2543	path	FINNISH	tie
2544	person	FINNISH	ihminen
2545	rain	FINNISH	sata
2546	red	FINNISH	punainen
2547	root	FINNISH	dʒuuri
2548	sand	FINNISH	hiekka
2549	say	FINNISH	sano
2550	see	FINNISH	nEke
2551	sit	FINNISH	istu
2552	skin	FINNISH	iho
2553	sleep	FINNISH	nukku
2554	small	FINNISH	pieni
2555	smoke	FINNISH	savu
2556	stand	FINNISH	seiso
2557	star	FINNISH	tEhti
2558	stone	FINNISH	kivi
2559	sun	FINNISH	aurinko
2560	swim	FINNISH	ui
2561	tail	FINNISH	hEntE
2562	that	FINNISH	tuo
2563	this	FINNISH	tEmE
2564	tongue	FINNISH	kieli
2565	tooth	FINNISH	hammas
2566	tree	FINNISH	puu
2567	two	FINNISH	kaksi
2568	walk	FINNISH	kEvele
2569	water	FINNISH	vesi
2570	we	FINNISH	me
2571	what	FINNISH	mikE
2572	white	FINNISH	valkoinen
2573	who	FINNISH	kuka
2574	woman	FINNISH	nainen
2575	yellow	FINNISH	keltainen
2576	you	FINNISH	sinE
2577	I	FUZHOU CHINESE	ŋuai
2584	blood	FUZHOU CHINESE	haik
2585	bone	FUZHOU CHINESE	kouk
2586	breast	FUZHOU CHINESE	neiŋ
2590	come	FUZHOU CHINESE	li
2591	die	FUZHOU CHINESE	8i
2592	dog	FUZHOU CHINESE	kheiŋ
2593	drink	FUZHOU CHINESE	tʃiok
2595	ear	FUZHOU CHINESE	ŋai
2599	eye	FUZHOU CHINESE	meikciu
2601	fire	FUZHOU CHINESE	hui
2602	fish	FUZHOU CHINESE	ŋi
2606	full	FUZHOU CHINESE	muaŋ
2611	hand	FUZHOU CHINESE	tʃiu
2613	hear	FUZHOU CHINESE	thiaŋ
2614	horn	FUZHOU CHINESE	koik
2617	knee	FUZHOU CHINESE	khakphuthau
2619	leaf	FUZHOU CHINESE	nuok
2621	liver	FUZHOU CHINESE	kaŋ
2623	louse	FUZHOU CHINESE	8aikmo
2626	mountain	FUZHOU CHINESE	8aŋ
2628	name	FUZHOU CHINESE	miaŋcei
2630	new	FUZHOU CHINESE	8iŋ
2631	night	FUZHOU CHINESE	maŋmuo
2632	nose	FUZHOU CHINESE	phei
2634	one	FUZHOU CHINESE	8uok
2635	path	FUZHOU CHINESE	lou
2636	person	FUZHOU CHINESE	neiŋ
2642	see	FUZHOU CHINESE	khaŋ
2644	skin	FUZHOU CHINESE	phui
2649	star	FUZHOU CHINESE	8iŋ
2650	stone	FUZHOU CHINESE	8uokthau
2651	sun	FUZHOU CHINESE	likthau
2656	tongue	FUZHOU CHINESE	tʃuiliek
2657	tooth	FUZHOU CHINESE	ŋai
2658	tree	FUZHOU CHINESE	tʃiu
2659	two	FUZHOU CHINESE	naŋ
2661	water	FUZHOU CHINESE	cui
2662	we	FUZHOU CHINESE	ŋuaikoneiŋ
2668	you	FUZHOU CHINESE	ne
2669	I	GADDANG	ikkanak
2676	blood	GADDANG	ada
2677	bone	GADDANG	tulaŋ
2678	breast	GADDANG	gatat
2684	dog	GADDANG	atu
2685	drink	GADDANG	minum
2687	ear	GADDANG	lajag
2691	eye	GADDANG	mata
2693	fire	GADDANG	apuj
2694	fish	GADDANG	koriraw
2698	full	GADDANG	napənnwen
2703	hand	GADDANG	laŋalaj
2705	hear	GADDANG	madiŋəg
2709	knee	GADDANG	atud
2711	leaf	GADDANG	adon
2713	liver	GADDANG	al
2715	louse	GADDANG	kutu
2718	mountain	GADDANG	kulud
2720	name	GADDANG	ŋan
2722	new	GADDANG	bawu
2723	night	GADDANG	gapi
2724	nose	GADDANG	ijoŋ
2726	one	GADDANG	antet
2727	path	GADDANG	dallan
2728	person	GADDANG	tolaj
2734	see	GADDANG	itan
2736	skin	GADDANG	gaddaŋ
2741	star	GADDANG	bitun
2742	stone	GADDANG	batu
2748	tongue	GADDANG	dila
2749	tooth	GADDANG	ŋipan
2750	tree	GADDANG	kajo
2751	two	GADDANG	addwa
2753	water	GADDANG	danum
2754	we	GADDANG	ikkanetam
2760	you	GADDANG	ikka
2761	I	HANUNOO	aku
2762	all	HANUNOO	tanan
2763	ash	HANUNOO	ajum
2764	big	HANUNOO	dada
2765	bird	HANUNOO	manuk
2766	bite	HANUNOO	kagat
2767	black	HANUNOO	agiwan
2768	blood	HANUNOO	duguʔ
2769	bone	HANUNOO	butʔul
2770	breast	HANUNOO	susu
2771	burn	HANUNOO	tutud
2772	cloud	HANUNOO	paŋanud
2773	cold	HANUNOO	maramig
2774	come	HANUNOO	balik
2775	die	HANUNOO	mataj
2776	dog	HANUNOO	iduʔ
2777	drink	HANUNOO	uminum
2778	dry	HANUNOO	uga
2779	ear	HANUNOO	tuli
2780	earth	HANUNOO	dagaʔ
2781	eat	HANUNOO	kumaʔun
2782	egg	HANUNOO	itlug
2783	eye	HANUNOO	mata
2784	feather	HANUNOO	bulbul manuk
2785	fire	HANUNOO	apuj
2786	fish	HANUNOO	isdaʔ
2787	flesh	HANUNOO	tuban
2788	fly	HANUNOO	lumajaŋ
2789	foot	HANUNOO	raparapa
2791	good	HANUNOO	majad
2792	grease	HANUNOO	tabaʔ
2793	green	HANUNOO	latuj
2794	hair	HANUNOO	bukuk
2795	hand	HANUNOO	kamaŋ
2796	head	HANUNOO	ulu
2797	hear	HANUNOO	dunug
2799	hot	HANUNOO	maʔinit
2800	kill	HANUNOO	matjun
2802	know	HANUNOO	magka
2803	leaf	HANUNOO	labuŋ
2804	lie	HANUNOO	igjaʔ
2805	liver	HANUNOO	ataj
2806	long	HANUNOO	aba
2807	louse	HANUNOO	kutu
2808	man	HANUNOO	lalaki
2809	moon	HANUNOO	bulan
2811	mouth	HANUNOO	bibig
2812	name	HANUNOO	ŋaran
2813	neck	HANUNOO	liʔug
2814	new	HANUNOO	badʔu
2815	night	HANUNOO	jabi
2816	nose	HANUNOO	iruŋ
2817	not	HANUNOO	balaw
2818	one	HANUNOO	usa
2819	path	HANUNOO	dalan
2820	person	HANUNOO	tawu
2821	rain	HANUNOO	uran
2822	red	HANUNOO	marara
2823	root	HANUNOO	gamut
2824	sand	HANUNOO	baras
2825	say	HANUNOO	magkun
2826	see	HANUNOO	makakit
2827	sit	HANUNOO	kumukaw
2828	skin	HANUNOO	tarik
2829	sleep	HANUNOO	maturug
2830	small	HANUNOO	diʔit
2831	smoke	HANUNOO	anus
2832	stand	HANUNOO	tumindug
2833	star	HANUNOO	pamgasan
2834	stone	HANUNOO	batuʔ
2836	swim	HANUNOO	lumaŋuj
2837	tail	HANUNOO	ikug
2838	that	HANUNOO	tunda
2839	this	HANUNOO	inda
2840	tongue	HANUNOO	dilaʔ
2841	tooth	HANUNOO	ŋipun
2843	two	HANUNOO	duwa
2844	walk	HANUNOO	lumakaw
2845	water	HANUNOO	danum
2846	we	HANUNOO	kita
2847	what	HANUNOO	hintaj
2848	white	HANUNOO	abukaj
2849	who	HANUNOO	sintaj
2850	woman	HANUNOO	babaji
2851	yellow	HANUNOO	dilaw
2852	you	HANUNOO	kawu
2853	I	HIGAONON BINUKID	janʔa
2854	all	HIGAONON BINUKID	alan
2855	ash	HIGAONON BINUKID	abu
2856	big	HIGAONON BINUKID	aragi
2857	bird	HIGAONON BINUKID	tagbis
2858	bite	HIGAONON BINUKID	kagat
2859	black	HIGAONON BINUKID	maitum
2860	blood	HIGAONON BINUKID	laŋəsa
2861	bone	HIGAONON BINUKID	tulʔan
2863	burn	HIGAONON BINUKID	sunog
2864	cloud	HIGAONON BINUKID	gabon
2865	cold	HIGAONON BINUKID	matinuʔ
2866	come	HIGAONON BINUKID	dini
2867	die	HIGAONON BINUKID	minataj
2868	dog	HIGAONON BINUKID	asu
2869	drink	HIGAONON BINUKID	inum
2870	dry	HIGAONON BINUKID	mamara
2871	ear	HIGAONON BINUKID	taliŋa
2872	earth	HIGAONON BINUKID	bugtaʔ
2873	eat	HIGAONON BINUKID	kaʔon
2874	egg	HIGAONON BINUKID	impis
2875	eye	HIGAONON BINUKID	mata
2876	feather	HIGAONON BINUKID	bulbul
2877	fire	HIGAONON BINUKID	hapuj
2878	fish	HIGAONON BINUKID	isdaʔ
2879	flesh	HIGAONON BINUKID	sapuʔ
2880	fly	HIGAONON BINUKID	lajaŋ
2881	foot	HIGAONON BINUKID	paʔa
2882	full	HIGAONON BINUKID	napunuʔ
2883	good	HIGAONON BINUKID	maajad
2884	grease	HIGAONON BINUKID	grasa
2885	green	HIGAONON BINUKID	mahilaw
2886	hair	HIGAONON BINUKID	buhok
2887	hand	HIGAONON BINUKID	alima
2888	head	HIGAONON BINUKID	ulo
2889	hear	HIGAONON BINUKID	paliman
2890	horn	HIGAONON BINUKID	suŋaj
2891	hot	HIGAONON BINUKID	mainit
2892	kill	HIGAONON BINUKID	himataji
2893	knee	HIGAONON BINUKID	buʔol
2894	know	HIGAONON BINUKID	katuon
2895	leaf	HIGAONON BINUKID	dahon
2896	lie	HIGAONON BINUKID	biduʔ
2897	liver	HIGAONON BINUKID	ataj
2898	long	HIGAONON BINUKID	mataŋkaw
2899	louse	HIGAONON BINUKID	lisaʔ
2900	man	HIGAONON BINUKID	maʔama
2901	moon	HIGAONON BINUKID	bulan
2902	mountain	HIGAONON BINUKID	buntod
2903	mouth	HIGAONON BINUKID	baʔbaʔ
2904	name	HIGAONON BINUKID	ŋaran
2905	neck	HIGAONON BINUKID	liʔug
2906	new	HIGAONON BINUKID	bagʔu
2907	night	HIGAONON BINUKID	daluman
2908	nose	HIGAONON BINUKID	iduŋ
2909	not	HIGAONON BINUKID	hariʔ
2910	one	HIGAONON BINUKID	sabuwa
2911	path	HIGAONON BINUKID	dalan
2912	person	HIGAONON BINUKID	ətaw
2913	rain	HIGAONON BINUKID	uran
2914	red	HIGAONON BINUKID	maligaʔ
2915	root	HIGAONON BINUKID	gamut
2916	sand	HIGAONON BINUKID	grabas
2917	say	HIGAONON BINUKID	ikagi
2918	see	HIGAONON BINUKID	ahaʔ
2919	sit	HIGAONON BINUKID	pinuʔu
