ID	Concept	Language	form
2920	skin	HIGAONON BINUKID	laŋgit
2921	sleep	HIGAONON BINUKID	tiruga
2922	small	HIGAONON BINUKID	aCuʔaj
2923	smoke	HIGAONON BINUKID	ubul
2924	stand	HIGAONON BINUKID	hitindəg
2925	star	HIGAONON BINUKID	bituon
2926	stone	HIGAONON BINUKID	batu
2927	sun	HIGAONON BINUKID	aldaw
2928	swim	HIGAONON BINUKID	sulip
2929	tail	HIGAONON BINUKID	ikug
2930	that	HIGAONON BINUKID	hajan
2931	this	HIGAONON BINUKID	ijan
2932	tongue	HIGAONON BINUKID	dilaʔ
2933	tooth	HIGAONON BINUKID	ŋipun
2934	tree	HIGAONON BINUKID	kaju
2935	two	HIGAONON BINUKID	daruwa
2936	walk	HIGAONON BINUKID	hipanaw
2937	water	HIGAONON BINUKID	wahig
2938	we	HIGAONON BINUKID	jaŋkuj
2939	what	HIGAONON BINUKID	inu
2940	white	HIGAONON BINUKID	maputi
2941	who	HIGAONON BINUKID	sinʔu
2942	woman	HIGAONON BINUKID	bahi
2943	yellow	HIGAONON BINUKID	makalawag
2944	you	HIGAONON BINUKID	jaŋka
2945	I	HUNGARIAN	en
2946	all	HUNGARIAN	mind
2947	ash	HUNGARIAN	hamu
2948	big	HUNGARIAN	nagj
2949	bird	HUNGARIAN	madar
2950	bite	HUNGARIAN	harap
2951	black	HUNGARIAN	fekete
2952	blood	HUNGARIAN	ver
2953	bone	HUNGARIAN	Cont
2954	breast	HUNGARIAN	mel
2955	burn	HUNGARIAN	eg
2956	cloud	HUNGARIAN	felhi
2957	cold	HUNGARIAN	hideg
2958	come	HUNGARIAN	dʒin
2959	die	HUNGARIAN	hal
2960	dog	HUNGARIAN	kuTa
2961	drink	HUNGARIAN	in
2962	dry	HUNGARIAN	saraz
2963	ear	HUNGARIAN	fil
2964	earth	HUNGARIAN	fild
2965	eat	HUNGARIAN	en
2966	egg	HUNGARIAN	todʒas
2967	eye	HUNGARIAN	sem
2968	feather	HUNGARIAN	tol
2969	fire	HUNGARIAN	tiz
2970	fish	HUNGARIAN	hal
2971	flesh	HUNGARIAN	hus
2972	fly	HUNGARIAN	repil
2973	foot	HUNGARIAN	labfedʒ
2974	full	HUNGARIAN	tele
2975	good	HUNGARIAN	dʒo
2976	grease	HUNGARIAN	Zir
2977	green	HUNGARIAN	zild
2978	hair	HUNGARIAN	hadʒ
2979	hand	HUNGARIAN	kez
2980	head	HUNGARIAN	fedʒ
2981	hear	HUNGARIAN	hallan
2982	horn	HUNGARIAN	sarv
2983	hot	HUNGARIAN	meleg
2984	kill	HUNGARIAN	il
2985	knee	HUNGARIAN	terd
2986	know	HUNGARIAN	tud
2987	leaf	HUNGARIAN	level
2988	lie	HUNGARIAN	fekid
2989	liver	HUNGARIAN	madʒ
2990	long	HUNGARIAN	hossu
2991	louse	HUNGARIAN	teti
2992	man	HUNGARIAN	mies
2993	moon	HUNGARIAN	hold
2994	mountain	HUNGARIAN	hegj
2995	mouth	HUNGARIAN	sadʒ
2996	name	HUNGARIAN	nev
2997	neck	HUNGARIAN	5ak
2998	new	HUNGARIAN	idʒ
2999	night	HUNGARIAN	edʒ
3000	nose	HUNGARIAN	or
3001	not	HUNGARIAN	nem
3002	one	HUNGARIAN	egj
3003	path	HUNGARIAN	it
3004	person	HUNGARIAN	ember
3005	rain	HUNGARIAN	esi
3006	red	HUNGARIAN	verez
3007	root	HUNGARIAN	gjiker
3008	sand	HUNGARIAN	homok
3009	say	HUNGARIAN	monda
3010	see	HUNGARIAN	lat
3011	sit	HUNGARIAN	il
3012	skin	HUNGARIAN	bir
3013	sleep	HUNGARIAN	alud
3014	small	HUNGARIAN	kis
3015	smoke	HUNGARIAN	fist
3016	stand	HUNGARIAN	all
3017	star	HUNGARIAN	Cillag
3018	stone	HUNGARIAN	ki
3019	sun	HUNGARIAN	nap
3020	swim	HUNGARIAN	is
3021	tail	HUNGARIAN	farok
3022	that	HUNGARIAN	az
3023	this	HUNGARIAN	ez
3024	tongue	HUNGARIAN	5elv
3025	tooth	HUNGARIAN	fog
3026	tree	HUNGARIAN	fa
3027	two	HUNGARIAN	ketti
3028	walk	HUNGARIAN	men
3029	water	HUNGARIAN	viz
3030	we	HUNGARIAN	mi
3031	what	HUNGARIAN	ami
3032	white	HUNGARIAN	feher
3033	who	HUNGARIAN	aki
3034	woman	HUNGARIAN	ni
3035	yellow	HUNGARIAN	sarga
3036	you	HUNGARIAN	te
3037	I	IBANAG	soʔ
3044	blood	IBANAG	daga
3045	bone	IBANAG	tulaŋ
3046	breast	IBANAG	susu
3050	come	IBANAG	umarani
3051	die	IBANAG	mataj
3052	dog	IBANAG	kitu
3053	drink	IBANAG	uminum
3055	ear	IBANAG	taliŋa
3059	eye	IBANAG	mata
3061	fire	IBANAG	afi
3062	fish	IBANAG	sira
3071	hand	IBANAG	lima
3073	hear	IBANAG	magina
3079	leaf	IBANAG	don
3081	liver	IBANAG	agal
3083	louse	IBANAG	lita
3088	name	IBANAG	ŋagan
3090	new	IBANAG	bagu
3091	night	IBANAG	gabi
3092	nose	IBANAG	iguŋ
3094	one	IBANAG	tadaj
3095	path	IBANAG	dalan
3096	person	IBANAG	tolaj
3102	see	IBANAG	masiŋan
3104	skin	IBANAG	tabiʔ
3109	star	IBANAG	bitun
3110	stone	IBANAG	batu
3116	tongue	IBANAG	zila
3117	tooth	IBANAG	ŋipan
3119	two	IBANAG	duwa
3121	water	IBANAG	danum
3122	we	IBANAG	sitam
3128	you	IBANAG	sikaw
3129	I	IDAAN	aku
3136	blood	IDAAN	ndaʔ
3137	bone	IDAAN	tulaŋ
3138	breast	IDAAN	tusu
3142	come	IDAAN	mosob
3143	die	IDAAN	mataj
3144	dog	IDAAN	asu
3145	drink	IDAAN	minum
3147	ear	IDAAN	toliŋo
3151	eye	IDAAN	mato
3153	fire	IDAAN	apuj
3154	fish	IDAAN	pait
3163	hand	IDAAN	opiʔ
3165	hear	IDAAN	kiŋog
3171	leaf	IDAAN	daun
3173	liver	IDAAN	ataj
3175	louse	IDAAN	kutu
3180	name	IDAAN	naran
3182	new	IDAAN	bagku
3183	night	IDAAN	gabpi
3184	nose	IDAAN	iruŋ
3186	one	IDAAN	saʔ
3187	path	IDAAN	dalan
3188	person	IDAAN	ulun
3194	see	IDAAN	mata
3196	skin	IDAAN	kulit
3201	star	IDAAN	botun
3202	stone	IDAAN	batu
3208	tongue	IDAAN	dilaʔ
3209	tooth	IDAAN	nipon
3211	two	IDAAN	duo
3213	water	IDAAN	sapaʔ
3214	we	IDAAN	kito
3220	you	IDAAN	ikaw
3221	I	IFUGAO AMGANAD	haʔʔon
3228	blood	IFUGAO AMGANAD	dala
3229	bone	IFUGAO AMGANAD	tuŋal
3230	breast	IFUGAO AMGANAD	palagpag
3236	dog	IFUGAO AMGANAD	kahu
3237	drink	IFUGAO AMGANAD	uminum
3239	ear	IFUGAO AMGANAD	iŋa
3243	eye	IFUGAO AMGANAD	mata
3245	fire	IFUGAO AMGANAD	apuj
3246	fish	IFUGAO AMGANAD	dolog
3250	full	IFUGAO AMGANAD	napnu
3255	hand	IFUGAO AMGANAD	taʔle
3257	hear	IFUGAO AMGANAD	doŋol
3261	knee	IFUGAO AMGANAD	lulug
3263	leaf	IFUGAO AMGANAD	tubu
3265	liver	IFUGAO AMGANAD	alte
3267	louse	IFUGAO AMGANAD	utu
3270	mountain	IFUGAO AMGANAD	billid
3272	name	IFUGAO AMGANAD	ŋadan
3274	new	IFUGAO AMGANAD	paʔʔala
3275	night	IFUGAO AMGANAD	nahadom
3276	nose	IFUGAO AMGANAD	oloŋ
3278	one	IFUGAO AMGANAD	oha
3279	path	IFUGAO AMGANAD	awon
3280	person	IFUGAO AMGANAD	tagu
3286	see	IFUGAO AMGANAD	tigo
3288	skin	IFUGAO AMGANAD	ʔupʔup
3293	star	IFUGAO AMGANAD	bittuwon
3294	stone	IFUGAO AMGANAD	batu
3300	tongue	IFUGAO AMGANAD	dila
3301	tooth	IFUGAO AMGANAD	boba
3302	tree	IFUGAO AMGANAD	kajiw
3303	two	IFUGAO AMGANAD	duwa
3305	water	IFUGAO AMGANAD	litiŋ
3306	we	IFUGAO AMGANAD	ditaʔʔu
3312	you	IFUGAO AMGANAD	heʔʔa
3313	I	IFUGAO BATAD	haʔʔin
3320	blood	IFUGAO BATAD	dala
3321	bone	IFUGAO BATAD	toŋal
3322	breast	IFUGAO BATAD	huhu
3328	dog	IFUGAO BATAD	kahu
3329	drink	IFUGAO BATAD	inum
3331	ear	IFUGAO BATAD	iŋa
3335	eye	IFUGAO BATAD	mata
3337	fire	IFUGAO BATAD	apuj
3342	full	IFUGAO BATAD	napnu
3347	hand	IFUGAO BATAD	ŋamaj
3349	hear	IFUGAO BATAD	doŋol
3353	knee	IFUGAO BATAD	lulug
3355	leaf	IFUGAO BATAD	pajaʔ
3357	liver	IFUGAO BATAD	oltaj
3359	louse	IFUGAO BATAD	utu
3362	mountain	IFUGAO BATAD	duntug
3364	name	IFUGAO BATAD	ŋadan
3366	new	IFUGAO BATAD	paʔʔamma
3367	night	IFUGAO BATAD	mahdom
3368	nose	IFUGAO BATAD	oloŋ
3370	one	IFUGAO BATAD	goha
3371	path	IFUGAO BATAD	wanti
3372	person	IFUGAO BATAD	tagu
3378	see	IFUGAO BATAD	tigon
3380	skin	IFUGAO BATAD	upʔup
3385	star	IFUGAO BATAD	bittuan
3386	stone	IFUGAO BATAD	batu
3392	tongue	IFUGAO BATAD	dila
3393	tooth	IFUGAO BATAD	baba
3394	tree	IFUGAO BATAD	ajiw
3395	two	IFUGAO BATAD	duwa
3397	water	IFUGAO BATAD	danum
3398	we	IFUGAO BATAD	dituʔu
3404	you	IFUGAO BATAD	heʔʔa
3405	I	IFUGAO BAYNINAN	haʔʔen
3412	blood	IFUGAO BAYNINAN	dala
3413	bone	IFUGAO BAYNINAN	tuŋal
3414	breast	IFUGAO BAYNINAN	palagpag
3420	dog	IFUGAO BAYNINAN	kahu
3421	drink	IFUGAO BAYNINAN	uminum
3423	ear	IFUGAO BAYNINAN	iŋa
3427	eye	IFUGAO BAYNINAN	mata
3429	fire	IFUGAO BAYNINAN	apuj
3430	fish	IFUGAO BAYNINAN	dolog
3434	full	IFUGAO BAYNINAN	napnu
3439	hand	IFUGAO BAYNINAN	taʔle
3441	hear	IFUGAO BAYNINAN	doŋlon
3445	knee	IFUGAO BAYNINAN	lulug
3447	leaf	IFUGAO BAYNINAN	tubu
3449	liver	IFUGAO BAYNINAN	olte
3451	louse	IFUGAO BAYNINAN	utu
3454	mountain	IFUGAO BAYNINAN	bilid
3456	name	IFUGAO BAYNINAN	ŋadan
3458	new	IFUGAO BAYNINAN	balu
3459	night	IFUGAO BAYNINAN	labi
3460	nose	IFUGAO BAYNINAN	oloŋ
3462	one	IFUGAO BAYNINAN	goha
3463	path	IFUGAO BAYNINAN	awon
3464	person	IFUGAO BAYNINAN	tagu
3470	see	IFUGAO BAYNINAN	tigon
3472	skin	IFUGAO BAYNINAN	upʔup
3477	star	IFUGAO BAYNINAN	bittuwon
3478	stone	IFUGAO BAYNINAN	batu
3484	tongue	IFUGAO BAYNINAN	dila
3485	tooth	IFUGAO BAYNINAN	buba
3486	tree	IFUGAO BAYNINAN	kajiw
3487	two	IFUGAO BAYNINAN	duwa
3489	water	IFUGAO BAYNINAN	leteŋ
3490	we	IFUGAO BAYNINAN	dituʔu
3496	you	IFUGAO BAYNINAN	heʔʔa
3497	I	ILOKANO	siak
3504	blood	ILOKANO	dara
3505	bone	ILOKANO	tulaŋ
3506	breast	ILOKANO	suso
3510	come	ILOKANO	umaj
3511	die	ILOKANO	mataj
3512	dog	ILOKANO	aso
3513	drink	ILOKANO	inom
3515	ear	ILOKANO	lapajag
3519	eye	ILOKANO	mata
3521	fire	ILOKANO	apoj
3522	fish	ILOKANO	ikan
3531	hand	ILOKANO	ima
3533	hear	ILOKANO	deŋeg
3539	leaf	ILOKANO	buloŋ
3541	liver	ILOKANO	dalem
3543	louse	ILOKANO	kuto
3548	name	ILOKANO	nagan
3550	new	ILOKANO	baro
3551	night	ILOKANO	rabi
3552	nose	ILOKANO	agoŋ
3554	one	ILOKANO	masa
3555	path	ILOKANO	dalan
3556	person	ILOKANO	tao
3562	see	ILOKANO	kita
3564	skin	ILOKANO	kudil
3569	star	ILOKANO	bituen
3570	stone	ILOKANO	bato
3576	tongue	ILOKANO	dila
3577	tooth	ILOKANO	ŋipen
3579	two	ILOKANO	dua
3581	water	ILOKANO	danum
3582	we	ILOKANO	datajo
3588	you	ILOKANO	sika
3589	I	ILONGOT KAKIDUGEN	siʔak
3596	blood	ILONGOT KAKIDUGEN	matgə m
3597	bone	ILONGOT KAKIDUGEN	tuʔlaŋ
3598	breast	ILONGOT KAKIDUGEN	tutu
3604	dog	ILONGOT KAKIDUGEN	atu
3605	drink	ILONGOT KAKIDUGEN	inum
3607	ear	ILONGOT KAKIDUGEN	taliŋa
3611	eye	ILONGOT KAKIDUGEN	mata
3613	fire	ILONGOT KAKIDUGEN	gapuj
3614	fish	ILONGOT KAKIDUGEN	guduŋ
3618	full	ILONGOT KAKIDUGEN	pənu
3623	hand	ILONGOT KAKIDUGEN	gima
3625	hear	ILONGOT KAKIDUGEN	dəŋəg
3631	leaf	ILONGOT KAKIDUGEN	buŋ
3633	liver	ILONGOT KAKIDUGEN	agsi
3635	louse	ILONGOT KAKIDUGEN	kutu
3638	mountain	ILONGOT KAKIDUGEN	bəsilid
3640	name	ILONGOT KAKIDUGEN	ŋadən
3642	new	ILONGOT KAKIDUGEN	bəgu
3643	night	ILONGOT KAKIDUGEN	masi
3644	nose	ILONGOT KAKIDUGEN	əgəŋ
3646	one	ILONGOT KAKIDUGEN	sit
3647	path	ILONGOT KAKIDUGEN	bənuwa
3648	person	ILONGOT KAKIDUGEN	tuʔu
3654	see	ILONGOT KAKIDUGEN	buja
3656	skin	ILONGOT KAKIDUGEN	kalib
3661	star	ILONGOT KAKIDUGEN	pandək
3662	stone	ILONGOT KAKIDUGEN	dəpgat
3668	tongue	ILONGOT KAKIDUGEN	limut
3669	tooth	ILONGOT KAKIDUGEN	bəʔbə
3670	tree	ILONGOT KAKIDUGEN	kiju
3671	two	ILONGOT KAKIDUGEN	duwa
3673	water	ILONGOT KAKIDUGEN	dənum
3674	we	ILONGOT KAKIDUGEN	sikisi
3680	you	ILONGOT KAKIDUGEN	sika
3681	I	INIBALOI	siʔkak
3688	blood	INIBALOI	Cala
3689	bone	INIBALOI	pokəl
3690	breast	INIBALOI	soso
3696	dog	INIBALOI	aso
3697	drink	INIBALOI	inom
3699	ear	INIBALOI	taŋida
3703	eye	INIBALOI	mata
3705	fire	INIBALOI	apoj
3706	fish	INIBALOI	paʔidəŋ
3710	full	INIBALOI	napno
3715	hand	INIBALOI	takdaj
3717	hear	INIBALOI	kidəŋ
3721	knee	INIBALOI	powəg
3723	leaf	INIBALOI	boloŋ
3725	liver	INIBALOI	altəj
3727	louse	INIBALOI	koto
3730	mountain	INIBALOI	contog
3732	name	INIBALOI	ŋaran
3734	new	INIBALOI	bado
3735	night	INIBALOI	kaləbian
3736	nose	INIBALOI	ədəŋ
3738	one	INIBALOI	sakəj
3739	path	INIBALOI	calan
3740	person	INIBALOI	toʔo
3746	see	INIBALOI	onʔan
3748	skin	INIBALOI	bidat
3753	star	INIBALOI	talaw
3754	stone	INIBALOI	bato
3760	tongue	INIBALOI	Cila
3761	tooth	INIBALOI	saŋi
3762	tree	INIBALOI	kijəw
3763	two	INIBALOI	Cowa
3765	water	INIBALOI	Canom
3766	we	INIBALOI	siʔkito
3772	you	INIBALOI	siʔkam
3773	I	IRANUN	aku
3780	blood	IRANUN	ruguʔ
3781	bone	IRANUN	tulan
3782	breast	IRANUN	susu
3786	come	IRANUN	miakauma
3787	die	IRANUN	miatai
3788	dog	IRANUN	asu
3789	drink	IRANUN	inem
3791	ear	IRANUN	taŋila
3795	eye	IRANUN	mata
3797	fire	IRANUN	apui
3798	fish	IRANUN	sedaʔ
3807	hand	IRANUN	lima
3809	hear	IRANUN	neg
3815	leaf	IRANUN	raun
3817	liver	IRANUN	atai
3819	louse	IRANUN	kutu
3824	name	IRANUN	ŋaran
3826	new	IRANUN	bagu
3827	night	IRANUN	magabi
3828	nose	IRANUN	ŋiruŋ
3830	one	IRANUN	isa
3831	path	IRANUN	lalan
3832	person	IRANUN	tau
3838	see	IRANUN	ilai
3840	skin	IRANUN	upis
3845	star	IRANUN	bituʔun
3846	stone	IRANUN	watu
3852	tongue	IRANUN	dilaʔ
3853	tooth	IRANUN	ŋipen
3855	two	IRANUN	dua
3857	water	IRANUN	aig
3858	we	IRANUN	sekita
3864	you	IRANUN	ta
3865	I	IRIGA	ʔaku
3872	blood	IRIGA	ruguʔ
3873	bone	IRIGA	tulaŋ
3874	breast	IRIGA	susu
3878	come	IRIGA	ʔabut
3879	die	IRIGA	giraʔan
3880	dog	IRIGA	ʔajam
3881	drink	IRIGA	ʔinum
3883	ear	IRIGA	taliŋa
3887	eye	IRIGA	mata
3889	fire	IRIGA	kalaju
3890	fish	IRIGA	ʔisiraʔ
3894	full	IRIGA	punuʔ
3899	hand	IRIGA	kamit
3901	hear	IRIGA	riŋig
3902	horn	IRIGA	suŋuj
3905	knee	IRIGA	tuwud
3907	leaf	IRIGA	dawun
3909	liver	IRIGA	ʔataj
3911	louse	IRIGA	kutu
3914	mountain	IRIGA	kulud
3916	name	IRIGA	ŋaran
3918	new	IRIGA	bagu
3919	night	IRIGA	gabʔi
3920	nose	IRIGA	ʔuruŋ
3922	one	IRIGA	ʔisad
3923	path	IRIGA	dalan
3924	person	IRIGA	tawu
3930	see	IRIGA	bajad
3932	skin	IRIGA	kulit
3937	star	IRIGA	bituʔun
3938	stone	IRIGA	batu
3939	sun	IRIGA	ʔaldiw
3944	tongue	IRIGA	riraʔ
3945	tooth	IRIGA	ŋipin
3946	tree	IRIGA	kawuj
3947	two	IRIGA	darawa
3949	water	IRIGA	tubig
3950	we	IRIGA	kita
3956	you	IRIGA	kamu
3957	I	ISNAG	ijaʔ
3964	blood	ISNAG	daga
3965	bone	ISNAG	tulaŋ
3966	breast	ISNAG	gatat
3970	come	ISNAG	umbet
3971	die	ISNAG	nataj
3972	dog	ISNAG	atu
3973	drink	ISNAG	inum
3975	ear	ISNAG	taliŋa
3979	eye	ISNAG	mata
3981	fire	ISNAG	apuj
3982	fish	ISNAG	sisida
3986	full	ISNAG	napnu
3991	hand	ISNAG	ima
3993	hear	ISNAG	magina
3994	horn	ISNAG	sagud
3997	knee	ISNAG	utud
3999	leaf	ISNAG	adon
4001	liver	ISNAG	agtaj
4003	louse	ISNAG	kutu
4006	mountain	ISNAG	bantaj
4008	name	ISNAG	ŋagan
4010	new	ISNAG	baru
4011	night	ISNAG	gabi
4012	nose	ISNAG	iguŋ
4014	one	ISNAG	isa
4015	path	ISNAG	dalen
4016	person	ISNAG	tolaj
4022	see	ISNAG	nasiŋan
4024	skin	ISNAG	lublub
4029	star	ISNAG	bituwan
4030	stone	ISNAG	batu
4031	sun	ISNAG	mata
4036	tongue	ISNAG	dila
4037	tooth	ISNAG	ŋipan
4038	tree	ISNAG	kaju
4039	two	ISNAG	duwa
4041	water	ISNAG	danum
4042	we	ISNAG	dakami
4048	you	ISNAG	ikaw
4049	I	ITAWIT	jEkEn
4056	blood	ITAWIT	dEhE
4057	bone	ITAWIT	tulEŋ
4058	breast	ITAWIT	susu
4062	come	ITAWIT	umEŋ
4063	die	ITAWIT	metEj
4064	dog	ITAWIT	Etu
4065	drink	ITAWIT	inum
4067	ear	ITAWIT	dErEŋgEŋ
4071	eye	ITAWIT	mEtE
4073	fire	ITAWIT	Efi
4074	fish	ITAWIT	dilis
4083	hand	ITAWIT	imE
4085	hear	ITAWIT	magina
4091	leaf	ITAWIT	don
4093	liver	ITAWIT	EgEl
4095	louse	ITAWIT	kutu
4100	name	ITAWIT	nEhEn
4102	new	ITAWIT	bEhu
4103	night	ITAWIT	gEbi
4104	nose	ITAWIT	ijuŋ
4106	one	ITAWIT	isE
4107	path	ITAWIT	dElEn
4108	person	ITAWIT	tolEj
4114	see	ITAWIT	mEsiŋEn
4116	skin	ITAWIT	gEdEŋ
4121	star	ITAWIT	bitwEn
4122	stone	ITAWIT	bEtu
4128	tongue	ITAWIT	hilE
4129	tooth	ITAWIT	ŋipEn
4131	two	ITAWIT	duE
4133	water	ITAWIT	dEnum
4134	we	ITAWIT	ikEmi
4140	you	ITAWIT	ikEw
4141	I	ITNEG BINONGAN	dijakən
4148	blood	ITNEG BINONGAN	dala
4149	bone	ITNEG BINONGAN	tolʔaŋ
4150	breast	ITNEG BINONGAN	soso
4156	dog	ITNEG BINONGAN	aso
4157	drink	ITNEG BINONGAN	ominom
4159	ear	ITNEG BINONGAN	iŋa
4163	eye	ITNEG BINONGAN	ata
4165	fire	ITNEG BINONGAN	apoj
4166	fish	ITNEG BINONGAN	laməs
4170	full	ITNEG BINONGAN	napno
4175	hand	ITNEG BINONGAN	ima
4177	hear	ITNEG BINONGAN	manaʔag
4181	knee	ITNEG BINONGAN	powəg
4183	leaf	ITNEG BINONGAN	tobo
4185	liver	ITNEG BINONGAN	agtəj
4187	louse	ITNEG BINONGAN	koto
4190	mountain	ITNEG BINONGAN	bilig
4192	name	ITNEG BINONGAN	ŋalan
4195	night	ITNEG BINONGAN	labi
4196	nose	ITNEG BINONGAN	əŋəl
4198	one	ITNEG BINONGAN	issa
4199	path	ITNEG BINONGAN	dadan
4200	person	ITNEG BINONGAN	taʔo
4206	see	ITNEG BINONGAN	masəŋan
4208	skin	ITNEG BINONGAN	kopsit
4213	star	ITNEG BINONGAN	bitowən
4214	stone	ITNEG BINONGAN	bato
4220	tongue	ITNEG BINONGAN	dila
4221	tooth	ITNEG BINONGAN	ŋipən
4222	tree	ITNEG BINONGAN	kajo
4223	two	ITNEG BINONGAN	dowa
4225	water	ITNEG BINONGAN	danom
4226	we	ITNEG BINONGAN	ditajo
4232	you	ITNEG BINONGAN	dika
4233	I	JAPANESE	wataSi
4234	all	JAPANESE	subete
4235	ash	JAPANESE	hai
4236	big	JAPANESE	okina
4237	bird	JAPANESE	tori
4238	bite	JAPANESE	kamu
4239	black	JAPANESE	kuroi
4240	blood	JAPANESE	Ci
4241	bone	JAPANESE	hone
4242	breast	JAPANESE	mune
4243	burn	JAPANESE	moe
4244	cloud	JAPANESE	kumo
4245	cold	JAPANESE	samui
4246	come	JAPANESE	ku
4247	die	JAPANESE	Sinu
4248	dog	JAPANESE	inu
4249	drink	JAPANESE	nomu
4250	dry	JAPANESE	kawaita
4251	ear	JAPANESE	mimi
4252	earth	JAPANESE	Cikju
4253	eat	JAPANESE	tabe
4254	egg	JAPANESE	tamago
4255	eye	JAPANESE	me
4256	feather	JAPANESE	jumo
4257	fire	JAPANESE	hi
4258	fish	JAPANESE	uo
4259	flesh	JAPANESE	niku
4260	fly	JAPANESE	tobu
4261	foot	JAPANESE	aSi
4262	full	JAPANESE	miCita
4263	good	JAPANESE	joi
4264	grease	JAPANESE	dʒuSi
4265	green	JAPANESE	midori
4266	hair	JAPANESE	ke
4267	hand	JAPANESE	te
4268	head	JAPANESE	atama
4269	hear	JAPANESE	kiku
4270	horn	JAPANESE	cuno
4271	hot	JAPANESE	acui
4272	kill	JAPANESE	korosu
4273	knee	JAPANESE	hiza
4274	know	JAPANESE	Si
4275	leaf	JAPANESE	kono ha
4276	lie	JAPANESE	wokotawa
4278	long	JAPANESE	nagai
4280	man	JAPANESE	hito
4281	moon	JAPANESE	cuki
4282	mountain	JAPANESE	jama
4283	mouth	JAPANESE	kuCi
4284	name	JAPANESE	na
4285	neck	JAPANESE	kubi
4286	new	JAPANESE	ataraSi
4287	night	JAPANESE	jo
4288	nose	JAPANESE	hana
4289	not	JAPANESE	de nai
4290	one	JAPANESE	hitocu
4291	path	JAPANESE	komiCi
4292	person	JAPANESE	hito
4293	rain	JAPANESE	ame
4294	red	JAPANESE	akairo no
4295	root	JAPANESE	ne
4296	sand	JAPANESE	suna
4297	say	JAPANESE	ju
4298	see	JAPANESE	mi
4299	sit	JAPANESE	suwa
4300	skin	JAPANESE	kawa
4301	sleep	JAPANESE	nemu
4302	small	JAPANESE	Cisai
4303	smoke	JAPANESE	kemuri
4304	stand	JAPANESE	tacu
4305	star	JAPANESE	hoSi
4306	stone	JAPANESE	iSi
4307	sun	JAPANESE	taijo
4308	swim	JAPANESE	ojogu
4309	tail	JAPANESE	o
4310	that	JAPANESE	sono
4311	this	JAPANESE	kono
4312	tongue	JAPANESE	Sita
4313	tooth	JAPANESE	ha
4314	tree	JAPANESE	ki
4315	two	JAPANESE	futacu
4316	walk	JAPANESE	aruku
4317	water	JAPANESE	mizu
4318	we	JAPANESE	wareware
4319	what	JAPANESE	nan no
4320	white	JAPANESE	Siroi
4321	who	JAPANESE	tare
4322	woman	JAPANESE	onna
4323	yellow	JAPANESE	kiro
4324	you	JAPANESE	anata
4325	I	KADAZAN	zou
4332	blood	KADAZAN	za
4333	bone	KADAZAN	tuhaŋ
4334	breast	KADAZAN	susu
4338	come	KADAZAN	mikot
4339	die	KADAZAN	matai
4340	dog	KADAZAN	tasu
4341	drink	KADAZAN	inumon
4343	ear	KADAZAN	tohiŋo
4347	eye	KADAZAN	mato
4349	fire	KADAZAN	tapui
4350	fish	KADAZAN	sada
4354	full	KADAZAN	noponu
4359	hand	KADAZAN	pahad
4361	hear	KADAZAN	koŋo
4362	horn	KADAZAN	saŋau
4365	knee	KADAZAN	totud
4367	leaf	KADAZAN	lon
4369	liver	KADAZAN	toŋkovizau
4371	louse	KADAZAN	kutu
4374	mountain	KADAZAN	nuhu takavas
4376	name	KADAZAN	ŋan
4378	new	KADAZAN	vagu
4379	night	KADAZAN	sodop
4380	nose	KADAZAN	toduŋ
4382	one	KADAZAN	iso
4383	path	KADAZAN	lahan
4384	person	KADAZAN	tuhun
4390	see	KADAZAN	kokito
4392	skin	KADAZAN	kuhit
4397	star	KADAZAN	tombituon
4398	stone	KADAZAN	vatu
4399	sun	KADAZAN	tadau
4404	tongue	KADAZAN	diha
4405	tooth	KADAZAN	nipon
4406	tree	KADAZAN	kazu
4407	two	KADAZAN	duvo
4409	water	KADAZAN	vaig
4410	we	KADAZAN	toko
4416	you	KADAZAN	ko
4417	I	KAGAYANEN	a
4424	blood	KAGAYANEN	ləŋəsa
4425	bone	KAGAYANEN	bəkəg
4426	breast	KAGAYANEN	susu
4430	come	KAGAYANEN	iliŋ
4431	die	KAGAYANEN	pataj
4432	dog	KAGAYANEN	ajam
4433	drink	KAGAYANEN	inəm
4435	ear	KAGAYANEN	taliŋa
4439	eye	KAGAYANEN	mata
4441	fire	KAGAYANEN	apuj
4442	fish	KAGAYANEN	sidaʔ
4446	full	KAGAYANEN	panu
4451	hand	KAGAYANEN	blukan
4453	hear	KAGAYANEN	mati
4454	horn	KAGAYANEN	suŋaj
4457	knee	KAGAYANEN	buʔul
4459	leaf	KAGAYANEN	daun
4461	liver	KAGAYANEN	ataj
4463	louse	KAGAYANEN	kutu
4466	mountain	KAGAYANEN	bukid
4468	name	KAGAYANEN	ŋaran
4470	new	KAGAYANEN	bagʔu
4471	night	KAGAYANEN	kiləm
4472	nose	KAGAYANEN	iruŋ
4474	one	KAGAYANEN	isja
4475	path	KAGAYANEN	dalan
4476	person	KAGAYANEN	itaw
4482	see	KAGAYANEN	kita
4484	skin	KAGAYANEN	laŋgit
4489	star	KAGAYANEN	bituʔun
4490	stone	KAGAYANEN	batu
4491	sun	KAGAYANEN	adlaw
4496	tongue	KAGAYANEN	dilaʔ
4497	tooth	KAGAYANEN	ŋipən
4498	tree	KAGAYANEN	kauj
