ID	CONCEPT	DOCULECT	FORM	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGNATES
2263	new	JAPANESE	ataraSi	a t a r a s i	7 1 7 5 7 3 7	XBYBYBZ	ATARASI	66	66.A.V 66.T.C 66.A.V 66.R.C 66.A.V 66.S.C 66.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	atarasi	0	2936
2303	new	KADAZAN	vagu	v a g u	3 7 1 7	AXBZ	BAKY	67	67.B.C 67.A.V 67.K.C 67.Y.V	2.0 1.5 1.75 0.8	vagu	0	2872
2343	new	KAGAYANEN	bagʔu	b a g ʔ u	1 7 1 1 7	AXMBZ	PAKHY	68	68.P.C 68.A.V 68.K.c 68.H.C 68.Y.V	2.0 1.5 1.1 1.75 0.8	bagʔu	0	2883
2383	new	KALAGAN	bagu	b a g u	1 7 1 7	AXBZ	PAKY	69	69.P.C 69.A.V 69.K.C 69.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
2423	new	KALINGA GUINAANG	aʔʔopja	a ʔʔ o p j a	7 1 7 1 6 7	XBYBCZ	AHUPJA	70	70.A.V 70.H.C 70.U.V 70.P.C 70.J.C 70.A.V	1.5 1.75 1.3 1.75 1.5 0.8	aʔʔopja	0	2940
2463	new	KALINGA LIMOS	bagu	b a g u	1 7 1 7	AXBZ	PAKY	71	71.P.C 71.A.V 71.K.C 71.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
2503	new	KALLAHAN KAYAPA PROPER	ballu	b a ll u	1 7 5 7	AXBZ	PALY	72	72.P.C 72.A.V 72.L.C 72.Y.V	2.0 1.5 1.75 0.8	ballu	0	2885
2543	new	KALLAHAN KELEYQIQ IFUGAO	baluh	b a l u h	1 7 5 7 3	AXBYN	PALYH	73	73.P.C 73.A.V 73.L.C 73.Y.V 73.H.c	2.0 1.5 1.75 1.3 0.8	baluh	0	2885
2583	new	KANKANAY NORTHERN	balo	b a l o	1 7 5 7	AXBZ	PALU	75	75.P.C 75.A.V 75.L.C 75.U.V	2.0 1.5 1.75 0.8	balo	0	2885
2623	new	KAPAMPANGAN	baju	b a j u	1 7 6 7	AXBZ	PAJY	76	76.P.C 76.A.V 76.J.C 76.Y.V	2.0 1.5 1.75 0.8	baju	0	2933
2663	new	KINARAY A	bagʔo	b a g ʔ o	1 7 1 1 7	AXMBZ	PAKHU	77	77.P.C 77.A.V 77.K.c 77.H.C 77.U.V	2.0 1.5 1.1 1.75 0.8	bagʔo	0	2883
2703	new	KOREAN	sEroun	s æ r o u n	3 7 5 7 7 4	AXBYYN	SERUYN	78	78.S.C 78.E.V 78.R.C 78.U.V 78.Y.V 78.N.c	2.0 1.5 1.75 1.3 1.3 0.8	særoun	0	2948
2743	new	LEGAZPI	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	79	79.P.C 79.A.V 79.H.c 79.K.C 79.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
2783	new	LIBON	bagu	b a g u	1 7 1 7	AXBZ	PAKY	80	80.P.C 80.A.V 80.K.C 80.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
2823	new	LIVE	uc	u c	7 1	XN	YC	82	82.Y.V 82.C.c	1.5 0.8	uc	0	2906
2863	new	MAGUINDANAO	bEgu	b æ g u	1 7 1 7	AXBZ	PEKY	83	83.P.C 83.E.V 83.K.C 83.Y.V	2.0 1.5 1.75 0.8	bægu	0	2872
2903	new	MAMANWA	bagʔo	b a g ʔ o	1 7 1 1 7	AXMBZ	PAKHU	84	84.P.C 84.A.V 84.K.c 84.H.C 84.U.V	2.0 1.5 1.1 1.75 0.8	bagʔo	0	2883
2943	new	MANOBO ATA	iam	i a m	7 7 4	XYN	IAM	88	88.I.V 88.A.V 88.M.c	1.5 1.3 0.8	iam	0	2957
2983	new	MANOBO DIBABAWON	bajaʔ	b a j a ʔ	1 7 6 7 1	AXBYN	PAJAH	89	89.P.C 89.A.V 89.J.C 89.A.V 89.H.c	2.0 1.5 1.75 1.3 0.8	bajaʔ	0	2958
3023	new	MANOBO ILIANEN	bəhu	b ə h u	1 7 3 7	AXBZ	PEHY	90	90.P.C 90.E.V 90.H.C 90.Y.V	2.0 1.5 1.75 0.8	bəhu	0	2959
3063	new	MANOBO KALAMANSIG COTABATO	magtu	m a g t u	4 7 1 1 7	AXMBZ	MAKTY	91	91.M.C 91.A.V 91.K.c 91.T.C 91.Y.V	2.0 1.5 1.1 1.75 0.8	magtu	0	2960
3103	new	MANOBO SARANGANI	kaliŋ	k a l i ŋ	1 7 5 7 4	AXBYN	KALIN	92	92.K.C 92.A.V 92.L.C 92.I.V 92.N.c	2.0 1.5 1.75 1.3 0.8	kaliŋ	0	2961
3143	new	MANOBO TIGWA	bagʔu	b a g ʔ u	1 7 1 1 7	AXMBZ	PAKHY	93	93.P.C 93.A.V 93.K.c 93.H.C 93.Y.V	2.0 1.5 1.1 1.75 0.8	bagʔu	0	2883
3183	new	MANOBO WESTERN BUKIDNON	bəgu	b ə g u	1 7 1 7	AXBZ	PEKY	94	94.P.C 94.E.V 94.K.C 94.Y.V	2.0 1.5 1.75 0.8	bəgu	0	2872
3223	new	MANSAKA	bagu	b a g u	1 7 1 7	AXBZ	PAKY	95	95.P.C 95.A.V 95.K.C 95.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
3263	new	MAPUN	bahau	b a h a u	1 7 3 7 7	AXBYZ	PAHAY	97	97.P.C 97.A.V 97.H.C 97.A.V 97.Y.V	2.0 1.5 1.75 1.3 0.8	bahau	0	2877
3303	new	MARANAO	bego	b e g o	1 7 1 7	AXBZ	PEKU	98	98.P.C 98.E.V 98.K.C 98.U.V	2.0 1.5 1.75 0.8	bego	0	2872
3343	new	MARINDUQUE TAGALOG	bagu	b a g u	1 7 1 7	AXBZ	PAKY	99	99.P.C 99.A.V 99.K.C 99.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
3383	new	MASBATENYO	bago	b a g o	1 7 1 7	AXBZ	PAKU	100	100.P.C 100.A.V 100.K.C 100.U.V	2.0 1.5 1.75 0.8	bago	0	2872
3423	new	MINANGALI LOWER TANUDAN KALINGA	kaka8a	k a k a a	1 7 1 7 7	AXBYZ	KAKAA	101	101.K.C 101.A.V 101.K.C 101.A.V 101.A.V	2.0 1.5 1.75 1.3 0.8	kakaa	0	2876
3463	new	MOKSHA	od	o d	7 1	XN	UT	102	102.U.V 102.T.c	1.5 0.8	od	0	2971
3503	new	MOLBOG	bagu	b a g u	1 7 1 7	AXBZ	PAKY	103	103.P.C 103.A.V 103.K.C 103.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
3543	new	MOLBOG 2	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	104	104.P.C 104.A.V 104.H.c 104.K.C 104.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
3583	new	MONGOLIAN	Sin	s i n	3 7 4	AXN	SIN	105	105.S.C 105.I.V 105.N.c	2.0 1.5 0.8	sin	0	2892
3623	new	MORO MAGINDANAU	bagu	b a g u	1 7 1 7	AXBZ	PAKY	106	106.P.C 106.A.V 106.K.C 106.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
3663	new	NAGA	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	107	107.P.C 107.A.V 107.H.c 107.K.C 107.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
3703	new	NORTHERN CATANDUANES	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	108	108.P.C 108.A.V 108.H.c 108.K.C 108.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
3743	new	NORTHERN SORSOGON	bagʔu	b a g ʔ u	1 7 1 1 7	AXMBZ	PAKHY	109	109.P.C 109.A.V 109.K.c 109.H.C 109.Y.V	2.0 1.5 1.1 1.75 0.8	bagʔu	0	2883
3783	new	OAS	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	110	110.P.C 110.A.V 110.H.c 110.K.C 110.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
3823	new	PALAWANO BATAK	bagu	b a g u	1 7 1 7	AXBZ	PAKY	111	111.P.C 111.A.V 111.K.C 111.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
3863	new	PANGASINAN	balo	b a l o	1 7 5 7	AXBZ	PALU	112	112.P.C 112.A.V 112.L.C 112.U.V	2.0 1.5 1.75 0.8	balo	0	2885
3903	new	PANGUTARAN SAMA	bahu	b a h u	1 7 3 7	AXBZ	PAHY	113	113.P.C 113.A.V 113.H.C 113.Y.V	2.0 1.5 1.75 0.8	bahu	0	2877
3943	new	PANGUTARAN SAMA (1)	bahu	b a h u	1 7 3 7	AXBZ	PAHY	114	114.P.C 114.A.V 114.H.C 114.Y.V	2.0 1.5 1.75 0.8	bahu	0	2877
3983	new	PROTO PALAWAN	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	115	115.P.C 115.A.V 115.H.c 115.K.C 115.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
4023	new	QUEZON PALAWAN	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	117	117.P.C 117.A.V 117.H.c 117.K.C 117.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
4063	new	ROMBLOMANON 1	bagʔo	b a g ʔ o	1 7 1 1 7	AXMBZ	PAKHU	118	118.P.C 118.A.V 118.K.c 118.H.C 118.U.V	2.0 1.5 1.1 1.75 0.8	bagʔo	0	2883
4103	new	ROMBLOMANON 2	bagʔu	b a g ʔ u	1 7 1 1 7	AXMBZ	PAKHY	119	119.P.C 119.A.V 119.K.c 119.H.C 119.Y.V	2.0 1.5 1.1 1.75 0.8	bagʔu	0	2883
4143	new	SAMAL	bahaʔu	b a h a ʔ u	1 7 3 7 1 7	AXBYBZ	PAHAHY	120	120.P.C 120.A.V 120.H.C 120.A.V 120.H.C 120.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	bahaʔu	0	2877
4183	new	SAMBAL BOTOLAN	bajo	b a j o	1 7 6 7	AXBZ	PAJU	121	121.P.C 121.A.V 121.J.C 121.U.V	2.0 1.5 1.75 0.8	bajo	0	2933
4223	new	SANGIL	buru	b u r u	1 7 5 7	AXBZ	PYRY	122	122.P.C 122.Y.V 122.R.C 122.Y.V	2.0 1.5 1.75 0.8	buru	0	2932
4263	new	SANGIL SARANGANI ISLANDS	buru	b u r u	1 7 5 7	AXBZ	PYRY	123	123.P.C 123.Y.V 123.R.C 123.Y.V	2.0 1.5 1.75 0.8	buru	0	2932
4303	new	SEDANG	neo	n e o	4 7 7	AXZ	NEU	124	124.N.C 124.E.V 124.U.V	2.0 1.5 0.8	neo	0	2904
4343	new	SIBUTU SOUTHERN SAMA	bahau	b a h a u	1 7 3 7 7	AXBYZ	PAHAY	125	125.P.C 125.A.V 125.H.C 125.A.V 125.Y.V	2.0 1.5 1.75 1.3 0.8	bahau	0	2877
4383	new	SOGODNIN BORACAY	badjo	b a d j o	1 7 1 6 7	AXBCZ	PATJU	127	127.P.C 127.A.V 127.T.C 127.J.C 127.U.V	2.0 1.5 1.75 1.5 0.8	badjo	0	2996
4423	new	SOUTH SAAMI	orə	o r ə	7 5 7	XBZ	URE	128	128.U.V 128.R.C 128.E.V	1.5 1.75 0.8	orə	0	2997
4463	new	SOUTHERN CATANDUANES	bagʔu	b a g ʔ u	1 7 1 1 7	AXMBZ	PAKHY	129	129.P.C 129.A.V 129.K.c 129.H.C 129.Y.V	2.0 1.5 1.1 1.75 0.8	bagʔu	0	2883
4503	new	SOUTHERN SORSOGON	bagʔu	b a g ʔ u	1 7 1 1 7	AXMBZ	PAKHY	131	131.P.C 131.A.V 131.K.c 131.H.C 131.Y.V	2.0 1.5 1.1 1.75 0.8	bagʔu	0	2883
4543	new	SOUTHWEST PALAWANO	bago	b a g o	1 7 1 7	AXBZ	PAKU	132	132.P.C 132.A.V 132.K.C 132.U.V	2.0 1.5 1.75 0.8	bago	0	2872
4583	new	SPANISH	nuevo	n u e v o	4 7 7 3 7	AXYBZ	NYEBU	133	133.N.C 133.Y.V 133.E.V 133.B.C 133.U.V	2.0 1.5 1.3 1.75 0.8	nuevo	0	3002
4623	new	SUBANON SIOCON	bogu	b o g u	1 7 1 7	AXBZ	PUKY	134	134.P.C 134.U.V 134.K.C 134.Y.V	2.0 1.5 1.75 0.8	bogu	0	2872
4663	new	SUBANUN SINDANGAN	bəgu	b ə g u	1 7 1 7	AXBZ	PEKY	135	135.P.C 135.E.V 135.K.C 135.Y.V	2.0 1.5 1.75 0.8	bəgu	0	2872
4703	new	SURIGAONON	bago	b a g o	1 7 1 7	AXBZ	PAKU	136	136.P.C 136.A.V 136.K.C 136.U.V	2.0 1.5 1.75 0.8	bago	0	2872
4743	new	TAGABAWA	mantu	m a n t u	4 7 4 1 7	AXMBZ	MANTY	137	137.M.C 137.A.V 137.N.c 137.T.C 137.Y.V	2.0 1.5 1.1 1.75 0.8	mantu	0	3006
4783	new	TAGABILI	lomih	l o m i h	5 7 4 7 3	AXBYN	LUMIH	138	138.L.C 138.U.V 138.M.C 138.I.V 138.H.c	2.0 1.5 1.75 1.3 0.8	lomih	0	2881
4823	new	TAGALOG	bago	b a g o	1 7 1 7	AXBZ	PAKU	139	139.P.C 139.A.V 139.K.C 139.U.V	2.0 1.5 1.75 0.8	bago	0	2872
4863	new	TAGBANUA ABORLAN	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	140	140.P.C 140.A.V 140.H.c 140.K.C 140.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
4903	new	TAGBANWA ABORLAN	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	141	141.P.C 141.A.V 141.H.c 141.K.C 141.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
4943	new	TAGBANWA KALAMIAN	bakluʔ	b a k l u ʔ	1 7 1 5 7 1	AXBCYN	PAKLYH	142	142.P.C 142.A.V 142.K.C 142.L.C 142.Y.V 142.H.c	2.0 1.5 1.75 1.5 1.3 0.8	bakluʔ	0	2885
4983	new	TALAANDIG BINUKID	bagʔu	b a g ʔ u	1 7 1 1 7	AXMBZ	PAKHY	143	143.P.C 143.A.V 143.K.c 143.H.C 143.Y.V	2.0 1.5 1.1 1.75 0.8	bagʔu	0	2883
5023	new	TAMBUNAN DUSUN	wagu	w a g u	6 7 1 7	AXBZ	WAKY	144	144.W.C 144.A.V 144.K.C 144.Y.V	2.0 1.5 1.75 0.8	wagu	0	2872
5063	new	TAUSUG	baʔguh	b a ʔ g u h	1 7 1 1 7 3	AXMBYN	PAHKYH	145	145.P.C 145.A.V 145.H.c 145.K.C 145.Y.V 145.H.c	2.0 1.5 1.1 1.75 1.3 0.8	baʔguh	0	2872
5103	new	TAUT BATU	baʔgu	b a ʔ g u	1 7 1 1 7	AXMBZ	PAHKY	146	146.P.C 146.A.V 146.H.c 146.K.C 146.Y.V	2.0 1.5 1.1 1.75 0.8	baʔgu	0	2872
5143	new	TBOLI TAGABILI	lomih	l o m i h	5 7 4 7 3	AXBYN	LUMIH	147	147.L.C 147.U.V 147.M.C 147.I.V 147.H.c	2.0 1.5 1.75 1.3 0.8	lomih	0	2881
5183	new	TIMUGON MURUT	agu	a g u	7 1 7	XBZ	AKY	148	148.A.V 148.K.C 148.Y.V	1.5 1.75 0.8	agu	0	2872
5223	new	TIRURAY	antu	a n t u	7 4 1 7	XMBZ	ANTY	149	149.A.V 149.N.c 149.T.C 149.Y.V	1.5 1.1 1.75 0.8	antu	0	3006
5263	new	TURKISH	jeni	j e n i	6 7 4 7	AXBZ	JENI	150	150.J.C 150.E.V 150.N.C 150.I.V	2.0 1.5 1.75 0.8	jeni	0	3019
5303	new	UGARITIC	Xd8	x d	3 1	AN	GT	151	151.G.C 151.T.c	2.0 0.8	xd	0	3020
5343	new	WARAY WARAY	bago	b a g o	1 7 1 7	AXBZ	PAKU	152	152.P.C 152.A.V 152.K.C 152.U.V	2.0 1.5 1.75 0.8	bago	0	2872
5383	new	YAKAN	baʔahu	b a ʔ a h u	1 7 1 7 3 7	AXBYBZ	PAHAHY	153	153.P.C 153.A.V 153.H.C 153.A.V 153.H.C 153.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	baʔahu	0	2877
5423	new	YOGAD	bagu	b a g u	1 7 1 7	AXBZ	PAKY	154	154.P.C 154.A.V 154.K.C 154.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
5503	new	IMOROD	vajo	v a j o	3 7 6 7	AXBZ	BAJU	52	52.B.C 52.A.V 52.J.C 52.U.V	2.0 1.5 1.75 0.8	vajo	0	2923
5543	new	BABUYAN	bajo	b a j o	1 7 6 7	AXBZ	PAJU	4	4.P.C 4.A.V 4.J.C 4.U.V	2.0 1.5 1.75 0.8	bajo	0	2933
5583	new	BISAYA SABAH	agu	a g u	7 1 7	XBZ	AKY	13	13.A.V 13.K.C 13.Y.V	1.5 1.75 0.8	agu	0	2872
5623	new	FINALLIG	fiaro	f i a r o	3 7 7 5 7	AXYBZ	BIARU	36	36.B.C 36.I.V 36.A.V 36.R.C 36.U.V	2.0 1.5 1.3 1.75 0.8	fiaro	0	2907
5663	new	HILIGAYNON	bago	b a g o	1 7 1 7	AXBZ	PAKU	42	42.P.C 42.A.V 42.K.C 42.U.V	2.0 1.5 1.75 0.8	bago	0	2872
5703	new	INABAKNON	bagʔo	b a g ʔ o	1 7 1 1 7	AXMBZ	PAKHU	53	53.P.C 53.A.V 53.K.c 53.H.C 53.U.V	2.0 1.5 1.1 1.75 0.8	bagʔo	0	2883
5743	new	IRARALAY IVATAN	vajo	v a j o	3 7 6 7	AXBZ	BAJU	56	56.B.C 56.A.V 56.J.C 56.U.V	2.0 1.5 1.75 0.8	vajo	0	2923
5783	new	ISAMORONG IVATAN	vajo	v a j o	3 7 6 7	AXBZ	BAJU	58	58.B.C 58.A.V 58.J.C 58.U.V	2.0 1.5 1.75 0.8	vajo	0	2933
5823	new	IVASAY IVATAN	vajo	v a j o	3 7 6 7	AXBZ	BAJU	64	64.B.C 64.A.V 64.J.C 64.U.V	2.0 1.5 1.75 0.8	vajo	0	2933
5863	new	KANKANAEY	balo	b a l o	1 7 5 7	AXBZ	PALU	74	74.P.C 74.A.V 74.L.C 74.U.V	2.0 1.5 1.75 0.8	balo	0	2885
5903	new	LIMOS KALINGA	bagu	b a g u	1 7 1 7	AXBZ	PAKY	81	81.P.C 81.A.V 81.K.C 81.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
5943	new	MANDAYAN BOSO	bagu	b a g u	1 7 1 7	AXBZ	PAKY	85	85.P.C 85.A.V 85.K.C 85.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
6023	new	MANDAYAN ISLAM PISO	bagu	b a g u	1 7 1 7	AXBZ	PAKY	87	87.P.C 87.A.V 87.K.C 87.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
6063	new	MANSAKA 2	bagu	b a g u	1 7 1 7	AXBZ	PAKY	96	96.P.C 96.A.V 96.K.C 96.Y.V	2.0 1.5 1.75 0.8	bagu	0	2872
6103	new	PROTO SOUTHERN MINDANAO	palami	p a l a m i	1 7 5 7 4 7	AXBYBZ	PALAMI	116	116.P.C 116.A.V 116.L.C 116.A.V 116.M.C 116.I.V	2.0 1.5 1.75 1.3 1.75 0.8	palami	0	2881
6143	new	SINAUNA	baʔju	b a ʔ j u	1 7 1 6 7	AXBCZ	PAHJY	126	126.P.C 126.A.V 126.H.C 126.J.C 126.Y.V	2.0 1.5 1.75 1.5 0.8	baʔju	0	2883
6183	new	SOUTHERN KALINGA	ara	a r a	7 5 7	XBZ	ARA	130	130.A.V 130.R.C 130.A.V	1.5 1.75 0.8	ara	0	2997
24	night	AGTA	hiklom	h i k l o m	3 7 1 5 7 4	AXBCYN	HIKLUM	1	1.H.C 1.I.V 1.K.C 1.L.C 1.U.V 1.M.c	2.0 1.5 1.75 1.5 1.3 0.8	hiklom	0	3021
64	night	AKLANON	gabiʔih	g a b i ʔ i h	1 7 1 7 1 7 3	AXBYBYN	KAPIHIH	2	2.K.C 2.A.V 2.P.C 2.I.V 2.H.C 2.I.V 2.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	gabiʔih	0	3025
104	night	ATTA PAMPLONA	gabi	g a b i	1 7 1 7	AXBZ	KAPI	3	3.K.C 3.A.V 3.P.C 3.I.V	2.0 1.5 1.75 0.8	gabi	0	3025
144	night	BALANGAW	labi	l a b i	5 7 1 7	AXBZ	LAPI	5	5.L.C 5.A.V 5.P.C 5.I.V	2.0 1.5 1.75 0.8	labi	0	3025
184	night	BALANGINGI SAMA	saŋom	s a ŋ o m	3 7 4 7 4	AXBYN	SANUM	6	6.S.C 6.A.V 6.N.C 6.U.V 6.M.c	2.0 1.5 1.75 1.3 0.8	saŋom	0	3026
224	night	BALANGINGI SAMA (1)	saŋom	s a ŋ o m	3 7 4 7 4	AXBYN	SANUM	7	7.S.C 7.A.V 7.N.C 7.U.V 7.M.c	2.0 1.5 1.75 1.3 0.8	saŋom	0	3026
264	night	BASQUE	gau	g a u	1 7 7	AXZ	KAY	8	8.K.C 8.A.V 8.Y.V	2.0 1.5 0.8	gau	0	3028
304	night	BATAK PALAWAN	dələm	d ə l ə m	1 7 5 7 4	AXBYN	TELEM	9	9.T.C 9.E.V 9.L.C 9.E.V 9.M.c	2.0 1.5 1.75 1.3 0.8	dələm	0	3029
344	night	BILAAN KORONADAL	butaŋ	b u t a ŋ	1 7 1 7 4	AXBYN	PYTAN	10	10.P.C 10.Y.V 10.T.C 10.A.V 10.N.c	2.0 1.5 1.75 1.3 0.8	butaŋ	0	3030
384	night	BILAAN SARANGANI	butaŋ	b u t a ŋ	1 7 1 7 4	AXBYN	PYTAN	11	11.P.C 11.Y.V 11.T.C 11.A.V 11.N.c	2.0 1.5 1.75 1.3 0.8	butaŋ	0	3030
424	night	BINUKID	daləman	d a l ə m a n	1 7 5 7 4 7 4	AXBYBYN	TALEMAN	12	12.T.C 12.A.V 12.L.C 12.E.V 12.M.C 12.A.V 12.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	daləman	0	3032
464	night	BONGGI	raobi	r a o b i	5 7 7 1 7	AXYBZ	RAUPI	14	14.R.C 14.A.V 14.U.V 14.P.C 14.I.V	2.0 1.5 1.3 1.75 0.8	raobi	0	3034
504	night	BONTOC GUINAANG	labi	l a b i	5 7 1 7	AXBZ	LAPI	15	15.L.C 15.A.V 15.P.C 15.I.V	2.0 1.5 1.75 0.8	labi	0	3025
544	night	BROOKES POINT PALAWAN	gebi	g e b i	1 7 1 7	AXBZ	KEPI	16	16.K.C 16.E.V 16.P.C 16.I.V	2.0 1.5 1.75 0.8	gebi	0	3025
584	night	BUHI	gaʔbi	g a ʔ b i	1 7 1 1 7	AXMBZ	KAHPI	17	17.K.C 17.A.V 17.H.c 17.P.C 17.I.V	2.0 1.5 1.1 1.75 0.8	gaʔbi	0	3025
624	night	BUHINON ALBAY BICOLANO	gaʔbi	g a ʔ b i	1 7 1 1 7	AXMBZ	KAHPI	18	18.K.C 18.A.V 18.H.c 18.P.C 18.I.V	2.0 1.5 1.1 1.75 0.8	gaʔbi	0	3025
664	night	BUKIDNON BINUKID	daluman	d a l u m a n	1 7 5 7 4 7 4	AXBYBYN	TALYMAN	19	19.T.C 19.A.V 19.L.C 19.Y.V 19.M.C 19.A.V 19.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	daluman	0	3032
704	night	BUTUANON	dum	d u m	1 7 4	AXN	TYM	20	20.T.C 20.Y.V 20.M.c	2.0 1.5 0.8	dum	0	3029
744	night	CAIJIA	sa	s a	3 7	AX	SA	21	21.S.C 21.A.V	2.0 1.5	sa	0	3041
784	night	CANIPAAN PALAWAN	gebi	g e b i	1 7 1 7	AXBZ	KEPI	22	22.K.C 22.E.V 22.P.C 22.I.V	2.0 1.5 1.75 0.8	gebi	0	3025
864	night	CEBUANO	gabiʔi	g a b i ʔ i	1 7 1 7 1 7	AXBYBZ	KAPIHI	24	24.K.C 24.A.V 24.P.C 24.I.V 24.H.C 24.I.V	2.0 1.5 1.75 1.3 1.75 0.8	gabiʔi	0	3025
904	night	CENTRAL BICOLANO	baŋui	b a ŋ u i	1 7 4 7 7	AXBYZ	PANYI	25	25.P.C 25.A.V 25.N.C 25.Y.V 25.I.V	2.0 1.5 1.75 1.3 0.8	baŋui	0	3044
944	night	CENTRAL BONTOC	labi	l a b i	5 7 1 7	AXBZ	LAPI	26	26.L.C 26.A.V 26.P.C 26.I.V	2.0 1.5 1.75 0.8	labi	0	3025
984	night	CENTRAL DUSUN	otuoŋ	o t u o ŋ	7 1 7 7 4	XBYYN	UTYUN	27	27.U.V 27.T.C 27.Y.V 27.U.V 27.N.c	1.5 1.75 1.3 1.3 0.8	otuoŋ	0	3046
1024	night	CENTRAL TAGBANWA	dilim	d i l i m	1 7 5 7 4	AXBYN	TILIM	28	28.T.C 28.I.V 28.L.C 28.I.V 28.M.c	2.0 1.5 1.75 1.3 0.8	dilim	0	3029
1064	night	CUYONON	gabiʔ	g a b i ʔ	1 7 1 7 1	AXBYN	KAPIH	29	29.K.C 29.A.V 29.P.C 29.I.V 29.H.c	2.0 1.5 1.75 1.3 0.8	gabiʔ	0	3025
1104	night	DARAGA	gaʔbi	g a ʔ b i	1 7 1 1 7	AXMBZ	KAHPI	30	30.K.C 30.A.V 30.H.c 30.P.C 30.I.V	2.0 1.5 1.1 1.75 0.8	gaʔbi	0	3025
1144	night	DUMAGAT CASIGURAN	kələp	k ə l ə p	1 7 5 7 1	AXBYN	KELEP	31	31.K.C 31.E.V 31.L.C 31.E.V 31.P.c	2.0 1.5 1.75 1.3 0.8	kələp	0	3050
1184	night	DUPANINGAN AGTA	kalap	k a l a p	1 7 5 7 1	AXBYN	KALAP	32	32.K.C 32.A.V 32.L.C 32.A.V 32.P.c	2.0 1.5 1.75 1.3 0.8	kalap	0	3051
1224	night	ENGLISH	nEit	n æ i t	4 7 7 1	AXYN	NEIT	33	33.N.C 33.E.V 33.I.V 33.T.c	2.0 1.5 1.3 0.8	næit	0	3052
1264	night	ESKAYAN	kloper	k l o p e r	1 5 7 1 7 5	ACXBYN	KLUPER	34	34.K.C 34.L.C 34.U.V 34.P.C 34.E.V 34.R.c	2.0 1.5 1.5 1.75 1.3 0.8	kloper	0	3053
1304	night	ESTONIAN	o	o	7	X	U	35	35.U.V	1.5	o	0	3054
1344	night	FINNISH	jə	j ə	6 7	AX	JE	37	37.J.C 37.E.V	2.0 1.5	jə	0	3056
1384	night	FUZHOU CHINESE	maŋmuo	m a ŋ m u o	4 7 4 4 7 7	AXMBYZ	MANMYU	38	38.M.C 38.A.V 38.N.c 38.M.C 38.Y.V 38.U.V	2.0 1.5 1.1 1.75 1.3 0.8	maŋmuo	0	3057
1424	night	GADDANG	gapi	g a p i	1 7 1 7	AXBZ	KAPI	39	39.K.C 39.A.V 39.P.C 39.I.V	2.0 1.5 1.75 0.8	gapi	0	3025
1464	night	HANUNOO	jabi	j a b i	6 7 1 7	AXBZ	JAPI	40	40.J.C 40.A.V 40.P.C 40.I.V	2.0 1.5 1.75 0.8	jabi	0	3059
1504	night	HIGAONON BINUKID	daluman	d a l u m a n	1 7 5 7 4 7 4	AXBYBYN	TALYMAN	41	41.T.C 41.A.V 41.L.C 41.Y.V 41.M.C 41.A.V 41.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	daluman	0	3032
