ID,CONCEPT,DOCULECT,FORM,TOKENS,SONARS,PROSTRINGS,CLASSES,LANGID,NUMBERS,WEIGHTS,IPA,DUPLICATES,COGID
5938,mountain,MANOBO ILIANEN,bubuŋan,b u b u ŋ a n,1 7 1 7 4 7 4,AXBYBYN,PYPYNAN,76.0,76.P.C 76.Y.V 76.P.C 76.Y.V 76.N.C 76.A.V 76.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,bubuŋan,0.0,2563.0
6030,mountain,MANOBO KALAMANSIG COTABATO,gətan,g ə t a n,1 7 1 7 4,AXBYN,KETAN,77.0,77.K.C 77.E.V 77.T.C 77.A.V 77.N.c,2.0 1.5 1.75 1.3 0.8,gətan,0.0,2519.0
6122,mountain,MANOBO SARANGANI,bontod,b o n t o d,1 7 4 1 7 1,AXMBYN,PUNTUT,78.0,78.P.C 78.U.V 78.N.c 78.T.C 78.U.V 78.T.c,2.0 1.5 1.1 1.75 1.3 0.8,bontod,0.0,2543.0
6214,mountain,MANOBO TIGWA,bubuŋan,b u b u ŋ a n,1 7 1 7 4 7 4,AXBYBYN,PYPYNAN,79.0,79.P.C 79.Y.V 79.P.C 79.Y.V 79.N.C 79.A.V 79.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,bubuŋan,0.0,2563.0
6306,mountain,MANOBO WESTERN BUKIDNON,buntud,b u n t u d,1 7 4 1 7 1,AXMBYN,PYNTYT,80.0,80.P.C 80.Y.V 80.N.c 80.T.C 80.Y.V 80.T.c,2.0 1.5 1.1 1.75 1.3 0.8,buntud,0.0,2543.0
6398,mountain,MANSAKA,bətaj,b ə t a j,1 7 1 7 6,AXBYN,PETAJ,81.0,81.P.C 81.E.V 81.T.C 81.A.V 81.J.c,2.0 1.5 1.75 1.3 0.8,bətaj,0.0,2564.0
6858,mountain,MOKSHA,panda,p a n d a,1 7 4 1 7,AXMBZ,PANTA,86.0,86.P.C 86.A.V 86.N.c 86.T.C 86.A.V,2.0 1.5 1.1 1.75 0.8,panda,0.0,2543.0
6950,mountain,MOLBOG,bukid,b u k i d,1 7 1 7 1,AXBYN,PYKIT,87.0,87.P.C 87.Y.V 87.K.C 87.I.V 87.T.c,2.0 1.5 1.75 1.3 0.8,bukid,0.0,2516.0
7042,mountain,MONGOLIAN,uL,u,7,X,Y,88.0,88.Y.V,1.5,u,0.0,2577.0
7134,mountain,MORO MAGINDANAU,palau,p a l a u,1 7 5 7 7,AXBYZ,PALAY,89.0,89.P.C 89.A.V 89.L.C 89.A.V 89.Y.V,2.0 1.5 1.75 1.3 0.8,palau,0.0,2520.0
7226,mountain,NORTHERN CATANDUANES,burud,b u r u d,1 7 5 7 1,AXBYN,PYRYT,90.0,90.P.C 90.Y.V 90.R.C 90.Y.V 90.T.c,2.0 1.5 1.75 1.3 0.8,burud,0.0,2516.0
7318,mountain,NORTHERN SORSOGON,bulud,b u l u d,1 7 5 7 1,AXBYN,PYLYT,91.0,91.P.C 91.Y.V 91.L.C 91.Y.V 91.T.c,2.0 1.5 1.75 1.3 0.8,bulud,0.0,2516.0
7410,mountain,OAS,bukid,b u k i d,1 7 1 7 1,AXBYN,PYKIT,92.0,92.P.C 92.Y.V 92.K.C 92.I.V 92.T.c,2.0 1.5 1.75 1.3 0.8,bukid,0.0,2516.0
7778,mountain,PROTO PALAWAN,bukid,b u k i d,1 7 1 7 1,AXBYN,PYKIT,96.0,96.P.C 96.Y.V 96.K.C 96.I.V 96.T.c,2.0 1.5 1.75 1.3 0.8,bukid,0.0,2516.0
7870,mountain,QUEZON PALAWAN,bukid,b u k i d,1 7 1 7 1,AXBYN,PYKIT,97.0,97.P.C 97.Y.V 97.K.C 97.I.V 97.T.c,2.0 1.5 1.75 1.3 0.8,bukid,0.0,2516.0
7962,mountain,ROMBLOMANON 2,bakujud,b a k u j u d,1 7 1 7 6 7 1,AXBYBYN,PAKYJYT,98.0,98.P.C 98.A.V 98.K.C 98.Y.V 98.J.C 98.Y.V 98.T.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,bakujud,0.0,2516.0
8054,mountain,SAMAL,buud,b uu d,1 7 1,AXN,PYT,99.0,99.P.C 99.Y.V 99.T.c,2.0 1.5 0.8,buud,0.0,2564.0
8146,mountain,SAMBAL BOTOLAN,bakil,b a k i l,1 7 1 7 5,AXBYN,PAKIL,100.0,100.P.C 100.A.V 100.K.C 100.I.V 100.L.c,2.0 1.5 1.75 1.3 0.8,bakil,0.0,2516.0
8238,mountain,SANGIL SARANGANI ISLANDS,budəʔ,b u d ə ʔ,1 7 1 7 1,AXBYN,PYTEH,101.0,101.P.C 101.Y.V 101.T.C 101.E.V 101.H.c,2.0 1.5 1.75 1.3 0.8,budəʔ,0.0,2564.0
8330,mountain,SEDANG,ŋo,ŋ o,4 7,AX,NU,102.0,102.N.C 102.U.V,2.0 1.5,ŋo,0.0,2588.0
8606,mountain,SOUTH SAAMI,Cjakə,j a k ə,6 7 1 7,AXBZ,JAKE,106.0,106.J.C 106.A.V 106.K.C 106.E.V,2.0 1.5 1.75 0.8,jakə,0.0,2536.0
8698,mountain,SOUTHERN CATANDUANES,bulud,b u l u d,1 7 5 7 1,AXBYN,PYLYT,107.0,107.P.C 107.Y.V 107.L.C 107.Y.V 107.T.c,2.0 1.5 1.75 1.3 0.8,bulud,0.0,2516.0
8790,mountain,SOUTHERN SORSOGON,bulud,b u l u d,1 7 5 7 1,AXBYN,PYLYT,109.0,109.P.C 109.Y.V 109.L.C 109.Y.V 109.T.c,2.0 1.5 1.75 1.3 0.8,bulud,0.0,2516.0
8974,mountain,SPANISH,sero,s e r o,3 7 5 7,AXBZ,SERU,111.0,111.S.C 111.E.V 111.R.C 111.U.V,2.0 1.5 1.75 0.8,sero,0.0,2592.0
9066,mountain,SUBANON SIOCON,bontod,b o n t o d,1 7 4 1 7 1,AXMBYN,PUNTUT,112.0,112.P.C 112.U.V 112.N.c 112.T.C 112.U.V 112.T.c,2.0 1.5 1.1 1.75 1.3 0.8,bontod,0.0,2543.0
9158,mountain,SUBANUN SINDANGAN,bəntud,b ə n t u d,1 7 4 1 7 1,AXMBYN,PENTYT,113.0,113.P.C 113.E.V 113.N.c 113.T.C 113.Y.V 113.T.c,2.0 1.5 1.1 1.75 1.3 0.8,bəntud,0.0,2543.0
9342,mountain,TAGABAWA,pabuŋan,p a b u ŋ a n,1 7 1 7 4 7 4,AXBYBYN,PAPYNAN,115.0,115.P.C 115.A.V 115.P.C 115.Y.V 115.N.C 115.A.V 115.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,pabuŋan,0.0,2563.0
9434,mountain,TAGABILI,bulul,b u l u l,1 7 5 7 5,AXBYN,PYLYL,116.0,116.P.C 116.Y.V 116.L.C 116.Y.V 116.L.c,2.0 1.5 1.75 1.3 0.8,bulul,0.0,2520.0
9526,mountain,TAGALOG,bundok,b u n d o k,1 7 4 1 7 1,AXMBYN,PYNTUK,117.0,117.P.C 117.Y.V 117.N.c 117.T.C 117.U.V 117.K.c,2.0 1.5 1.1 1.75 1.3 0.8,bundok,0.0,2543.0
9618,mountain,TAGBANWA ABORLAN,bukid,b u k i d,1 7 1 7 1,AXBYN,PYKIT,118.0,118.P.C 118.Y.V 118.K.C 118.I.V 118.T.c,2.0 1.5 1.75 1.3 0.8,bukid,0.0,2516.0
9710,mountain,TAGBANWA KALAMIAN,bukid,b u k i d,1 7 1 7 1,AXBYN,PYKIT,119.0,119.P.C 119.Y.V 119.K.C 119.I.V 119.T.c,2.0 1.5 1.75 1.3 0.8,bukid,0.0,2516.0
9802,mountain,TAUSUG,buud,b uu d,1 7 1,AXN,PYT,120.0,120.P.C 120.Y.V 120.T.c,2.0 1.5 0.8,buud,0.0,2564.0
9986,mountain,TIRURAY,menitej,m e n i t e j,4 7 4 7 1 7 6,AXBYBYN,MENITEJ,122.0,122.M.C 122.E.V 122.N.C 122.I.V 122.T.C 122.E.V 122.J.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,menitej,0.0,2522.0
10078,mountain,TURKISH,da silsilesi,d a # s i ls i l e s i,1 7 9 3 7 5 7 5 7 3 7,AX_AXBYBYBZ,TA_SILILESI,123.0,123.T.C 123.A.V 123._._ 123.S.C 123.I.V 123.L.C 123.I.V 123.L.C 123.E.V 123.S.C 123.I.V,2.0 1.5 0.0 2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8,da#silsilesi,0.0,2602.0
10170,mountain,UGARITIC,gbl,g b l,1 1 5,ACC,KPL,124.0,124.K.C 124.P.C 124.L.C,2.0 1.5 1.5,gbl,0.0,2603.0
10538,mountain,YOGAD,bakulud,b a k u l u d,1 7 1 7 5 7 1,AXBYBYN,PAKYLYT,128.0,128.P.C 128.A.V 128.K.C 128.Y.V 128.L.C 128.Y.V 128.T.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,bakulud,0.0,2516.0
10630,mountain,ZAMBOANGUENO,bu*dak,b u d a k,1 7 1 7 1,AXBYN,PYTAK,129.0,129.P.C 129.Y.V 129.T.C 129.A.V 129.K.c,2.0 1.5 1.75 1.3 0.8,budak,0.0,2543.0
10906,mountain,BISAYA SABAH,bukit,b u k i t,1 7 1 7 1,AXBYN,PYKIT,14.0,14.P.C 14.Y.V 14.K.C 14.I.V 14.T.c,2.0 1.5 1.75 1.3 0.8,bukit,0.0,2516.0
11550,mountain,MANDAYAN BOSO,bətaj,b ə t a j,1 7 1 7 6,AXBYN,PETAJ,71.0,71.P.C 71.E.V 71.T.C 71.A.V 71.J.c,2.0 1.5 1.75 1.3 0.8,bətaj,0.0,2564.0
11642,mountain,MANDAYAN ISLAM PISO,butaj,b u t a j,1 7 1 7 6,AXBYN,PYTAJ,72.0,72.P.C 72.Y.V 72.T.C 72.A.V 72.J.c,2.0 1.5 1.75 1.3 0.8,butaj,0.0,2564.0
787,mouth,BASQUE,aho,a h o,7 3 7,XBZ,AHU,10.0,10.A.V 10.H.C 10.U.V,1.5 1.75 0.8,aho,0.0,2604.0
1431,mouth,BUKIDNON BINUKID,baʔbaʔ,b a ʔ b a ʔ,1 7 1 1 7 1,AXMBYN,PAHPAH,18.0,18.P.C 18.A.V 18.H.c 18.P.C 18.A.V 18.H.c,2.0 1.5 1.1 1.75 1.3 0.8,baʔbaʔ,0.0,2605.0
2259,mouth,ENGLISH,mau8,m a u,4 7 7,AXZ,MAY,28.0,28.M.C 28.A.V 28.Y.V,2.0 1.5 0.8,mau,0.0,2606.0
2443,mouth,ESTONIAN,su,s u,3 7,AX,SY,30.0,30.S.C 30.Y.V,2.0 1.5,su,0.0,2607.0
2535,mouth,FINNISH,suu,s uu,3 7,AX,SY,32.0,32.S.C 32.Y.V,2.0 1.5,suu,0.0,2607.0
2811,mouth,HANUNOO,bibig,b i b i g,1 7 1 7 1,AXBYN,PIPIK,35.0,35.P.C 35.I.V 35.P.C 35.I.V 35.K.c,2.0 1.5 1.75 1.3 0.8,bibig,0.0,2605.0
2903,mouth,HIGAONON BINUKID,baʔbaʔ,b a ʔ b a ʔ,1 7 1 1 7 1,AXMBYN,PAHPAH,36.0,36.P.C 36.A.V 36.H.c 36.P.C 36.A.V 36.H.c,2.0 1.5 1.1 1.75 1.3 0.8,baʔbaʔ,0.0,2605.0
2995,mouth,HUNGARIAN,sadʒ,s a dʒ,3 7 1,AXN,SAT,38.0,38.S.C 38.A.V 38.T.c,2.0 1.5 0.8,sadʒ,0.0,2607.0
4283,mouth,JAPANESE,kuCi,k u i,1 7 7,AXZ,KYI,54.0,54.K.C 54.Y.V 54.I.V,2.0 1.5 0.8,kui,0.0,2613.0
5019,mouth,KAPAMPANGAN,asbuk,a s b u k,7 3 1 7 1,XMBYN,ASPYK,64.0,64.A.V 64.S.c 64.P.C 64.Y.V 64.K.c,1.5 1.1 1.75 1.3 0.8,asbuk,0.0,2605.0
5203,mouth,KOREAN,ip,i p,7 1,XN,IP,66.0,66.I.V 66.P.c,1.5 0.8,ip,0.0,2615.0
6859,mouth,MOKSHA,kurga,k u r g a,1 7 5 1 7,AXMBZ,KYRKA,86.0,86.K.C 86.Y.V 86.R.c 86.K.C 86.A.V,2.0 1.5 1.1 1.75 0.8,kurga,0.0,2616.0
8331,mouth,SEDANG,rokoŋ,r o k o ŋ,5 7 1 7 4,AXBYN,RUKUN,102.0,102.R.C 102.U.V 102.K.C 102.U.V 102.N.c,2.0 1.5 1.75 1.3 0.8,rokoŋ,0.0,2617.0
8975,mouth,SPANISH,boka,b o k a,1 7 1 7,AXBZ,PUKA,111.0,111.P.C 111.U.V 111.K.C 111.A.V,2.0 1.5 1.75 0.8,boka,0.0,2618.0
9527,mouth,TAGALOG,buŋaŋa,b u ŋ a ŋ a,1 7 4 7 4 7,AXBYBZ,PYNANA,117.0,117.P.C 117.Y.V 117.N.C 117.A.V 117.N.C 117.A.V,2.0 1.5 1.75 1.3 1.75 0.8,buŋaŋa,0.0,2612.0
10079,mouth,TURKISH,ajəz,a j ə z,7 6 7 3,XBYN,AJES,123.0,123.A.V 123.J.C 123.E.V 123.S.c,1.5 1.75 1.3 0.8,ajəz,0.0,2620.0
10723,mouth,IMOROD,ŋoŋoj,ŋ o ŋ o j,4 7 4 7 6,AXBYN,NUNUJ,46.0,46.N.C 46.U.V 46.N.C 46.U.V 46.J.c,2.0 1.5 1.75 1.3 0.8,ŋoŋoj,0.0,2612.0
52,name,AGTA,ŋogan,ŋ o g a n,4 7 1 7 4,AXBYN,NUKAN,1.0,1.N.C 1.U.V 1.K.C 1.A.V 1.N.c,2.0 1.5 1.75 1.3 0.8,ŋogan,0.0,2623.0
144,name,AKLANON,ŋaxan,ŋ a x a n,4 7 3 7 4,AXBYN,NAGAN,2.0,2.N.C 2.A.V 2.G.C 2.A.V 2.N.c,2.0 1.5 1.75 1.3 0.8,ŋaxan,0.0,2623.0
236,name,ARTA,ŋadin,ŋ a d i n,4 7 1 7 4,AXBYN,NATIN,3.0,3.N.C 3.A.V 3.T.C 3.I.V 3.N.c,2.0 1.5 1.75 1.3 0.8,ŋadin,0.0,2623.0
328,name,ATTA PAMPLONA,ŋagan,ŋ a g a n,4 7 1 7 4,AXBYN,NAKAN,4.0,4.N.C 4.A.V 4.K.C 4.A.V 4.N.c,2.0 1.5 1.75 1.3 0.8,ŋagan,0.0,2623.0
420,name,BAJAU WEST COAST,oron,o r o n,7 5 7 4,XBYN,URUN,6.0,6.U.V 6.R.C 6.U.V 6.N.c,1.5 1.75 1.3 0.8,oron,0.0,2623.0
512,name,BALANGAW,ŋadon,ŋ a d o n,4 7 1 7 4,AXBYN,NATUN,7.0,7.N.C 7.A.V 7.T.C 7.U.V 7.N.c,2.0 1.5 1.75 1.3 0.8,ŋadon,0.0,2623.0
604,name,BALANGINGI SAMA,on,o n,7 4,XN,UN,8.0,8.U.V 8.N.c,1.5 0.8,on,0.0,2628.0
696,name,BANTON BANTOANON,ŋajan,ŋ a j a n,4 7 6 7 4,AXBYN,NAJAN,9.0,9.N.C 9.A.V 9.J.C 9.A.V 9.N.c,2.0 1.5 1.75 1.3 0.8,ŋajan,0.0,2623.0
788,name,BASQUE,izen,i z e n,7 3 7 4,XBYN,ISEN,10.0,10.I.V 10.S.C 10.E.V 10.N.c,1.5 1.75 1.3 0.8,izen,0.0,2630.0
880,name,BATAK PALAWAN,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,11.0,11.N.C 11.A.V 11.R.C 11.A.V 11.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
972,name,BILAAN KORONADAL,dagit,d a g i t,1 7 1 7 1,AXBYN,TAKIT,12.0,12.T.C 12.A.V 12.K.C 12.I.V 12.T.c,2.0 1.5 1.75 1.3 0.8,dagit,0.0,2632.0
1064,name,BILAAN SARANGANI,dagit,d a g i t,1 7 1 7 1,AXBYN,TAKIT,13.0,13.T.C 13.A.V 13.K.C 13.I.V 13.T.c,2.0 1.5 1.75 1.3 0.8,dagit,0.0,2632.0
1156,name,BONGGI,eŋardn,e ŋ a r d n,7 4 7 5 1 4,XBYMBC,ENARTN,15.0,15.E.V 15.N.C 15.A.V 15.R.c 15.T.C 15.N.C,1.5 1.75 1.3 1.1 1.75 1.5,eŋardn,0.0,2635.0
1248,name,BONTOC GUINAANG,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,16.0,16.N.C 16.A.V 16.T.C 16.A.V 16.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
1340,name,BUHI,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,17.0,17.N.C 17.A.V 17.R.C 17.A.V 17.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
1432,name,BUKIDNON BINUKID,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,18.0,18.N.C 18.A.V 18.R.C 18.A.V 18.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
1524,name,BUTUANON,ŋan,ŋ a n,4 7 4,AXN,NAN,19.0,19.N.C 19.A.V 19.N.c,2.0 1.5 0.8,ŋan,0.0,2623.0
1616,name,CAIJIA,mi,m i,4 7,AX,MI,20.0,20.M.C 20.I.V,2.0 1.5,mi,1.0,2640.0
1708,name,CEBUANO,ŋalan,ŋ a l a n,4 7 5 7 4,AXBYN,NALAN,22.0,22.N.C 22.A.V 22.L.C 22.A.V 22.N.c,2.0 1.5 1.75 1.3 0.8,ŋalan,0.0,2623.0
1800,name,CENTRAL TAGBANWA,ŋalan,ŋ a l a n,4 7 5 7 4,AXBYN,NALAN,23.0,23.N.C 23.A.V 23.L.C 23.A.V 23.N.c,2.0 1.5 1.75 1.3 0.8,ŋalan,0.0,2623.0
1892,name,CUYONON,aran,a r a n,7 5 7 4,XBYN,ARAN,24.0,24.A.V 24.R.C 24.A.V 24.N.c,1.5 1.75 1.3 0.8,aran,0.0,2623.0
1984,name,DARAGA,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,25.0,25.N.C 25.A.V 25.R.C 25.A.V 25.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
2076,name,DUMAGAT CASIGURAN,ŋahen,ŋ a h e n,4 7 3 7 4,AXBYN,NAHEN,26.0,26.N.C 26.A.V 26.H.C 26.E.V 26.N.c,2.0 1.5 1.75 1.3 0.8,ŋahen,0.0,2623.0
2168,name,DUPANINGAN AGTA,nagEn,n a g n,4 7 1 4,AXBC,NAKN,27.0,27.N.C 27.A.V 27.K.C 27.N.C,2.0 1.5 1.75 1.5,nagn,0.0,2623.0
2260,name,ENGLISH,nem,n e m,4 7 4,AXN,NEM,28.0,28.N.C 28.E.V 28.M.c,2.0 1.5 0.8,nem,0.0,2648.0
2352,name,ESKAYAN,laŋgis,l a ŋ g i s,5 7 4 1 7 3,AXMBYN,LANKIS,29.0,29.L.C 29.A.V 29.N.c 29.K.C 29.I.V 29.S.c,2.0 1.5 1.1 1.75 1.3 0.8,laŋgis,0.0,2649.0
2444,name,ESTONIAN,nimi,n i m i,4 7 4 7,AXBZ,NIMI,30.0,30.N.C 30.I.V 30.M.C 30.I.V,2.0 1.5 1.75 0.8,nimi,0.0,2648.0
2536,name,FINNISH,nimi,n i m i,4 7 4 7,AXBZ,NIMI,32.0,32.N.C 32.I.V 32.M.C 32.I.V,2.0 1.5 1.75 0.8,nimi,0.0,2648.0
2628,name,FUZHOU CHINESE,miaŋcei,m i a ŋ c e i,4 7 7 4 1 7 7,AXYMBYZ,MIANCEI,33.0,33.M.C 33.I.V 33.A.V 33.N.c 33.C.C 33.E.V 33.I.V,2.0 1.5 1.3 1.1 1.75 1.3 0.8,miaŋcei,0.0,2653.0
2720,name,GADDANG,ŋan,ŋ a n,4 7 4,AXN,NAN,34.0,34.N.C 34.A.V 34.N.c,2.0 1.5 0.8,ŋan,0.0,2623.0
2812,name,HANUNOO,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,35.0,35.N.C 35.A.V 35.R.C 35.A.V 35.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
2904,name,HIGAONON BINUKID,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,36.0,36.N.C 36.A.V 36.R.C 36.A.V 36.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
2996,name,HUNGARIAN,nev,n e v,4 7 3,AXN,NEB,38.0,38.N.C 38.E.V 38.B.c,2.0 1.5 0.8,nev,0.0,2658.0
3088,name,IBANAG,ŋagan,ŋ a g a n,4 7 1 7 4,AXBYN,NAKAN,39.0,39.N.C 39.A.V 39.K.C 39.A.V 39.N.c,2.0 1.5 1.75 1.3 0.8,ŋagan,0.0,2623.0
3180,name,IDAAN,naran,n a r a n,4 7 5 7 4,AXBYN,NARAN,40.0,40.N.C 40.A.V 40.R.C 40.A.V 40.N.c,2.0 1.5 1.75 1.3 0.8,naran,0.0,2623.0
3272,name,IFUGAO AMGANAD,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,41.0,41.N.C 41.A.V 41.T.C 41.A.V 41.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
3364,name,IFUGAO BATAD,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,42.0,42.N.C 42.A.V 42.T.C 42.A.V 42.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
3456,name,IFUGAO BAYNINAN,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,43.0,43.N.C 43.A.V 43.T.C 43.A.V 43.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
3548,name,ILOKANO,nagan,n a g a n,4 7 1 7 4,AXBYN,NAKAN,44.0,44.N.C 44.A.V 44.K.C 44.A.V 44.N.c,2.0 1.5 1.75 1.3 0.8,nagan,0.0,2623.0
3640,name,ILONGOT KAKIDUGEN,ŋadən,ŋ a d ə n,4 7 1 7 4,AXBYN,NATEN,45.0,45.N.C 45.A.V 45.T.C 45.E.V 45.N.c,2.0 1.5 1.75 1.3 0.8,ŋadən,0.0,2623.0
3732,name,INIBALOI,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,48.0,48.N.C 48.A.V 48.R.C 48.A.V 48.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
3824,name,IRANUN,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,49.0,49.N.C 49.A.V 49.R.C 49.A.V 49.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
3916,name,IRIGA,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,50.0,50.N.C 50.A.V 50.R.C 50.A.V 50.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
4008,name,ISNAG,ŋagan,ŋ a g a n,4 7 1 7 4,AXBYN,NAKAN,51.0,51.N.C 51.A.V 51.K.C 51.A.V 51.N.c,2.0 1.5 1.75 1.3 0.8,ŋagan,0.0,2623.0
4100,name,ITAWIT,nEhEn,n n,4 4,AN,NN,52.0,52.N.C 52.N.c,2.0 0.8,nn,0.0,2623.0
4192,name,ITNEG BINONGAN,ŋalan,ŋ a l a n,4 7 5 7 4,AXBYN,NALAN,53.0,53.N.C 53.A.V 53.L.C 53.A.V 53.N.c,2.0 1.5 1.75 1.3 0.8,ŋalan,0.0,2623.0
4284,name,JAPANESE,na,n a,4 7,AX,,54.0,54.N.C 54.A.V,2.0 1.5,na,0.0,2623.0
4376,name,KADAZAN,ŋan,ŋ a n,4 7 4,AXN,NAN,55.0,55.N.C 55.A.V 55.N.c,2.0 1.5 0.8,ŋan,0.0,2623.0
4468,name,KAGAYANEN,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,56.0,56.N.C 56.A.V 56.R.C 56.A.V 56.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
4560,name,KALAGAN,ŋalan,ŋ a l a n,4 7 5 7 4,AXBYN,NALAN,57.0,57.N.C 57.A.V 57.L.C 57.A.V 57.N.c,2.0 1.5 1.75 1.3 0.8,ŋalan,0.0,2623.0
4652,name,KALINGA GUINAANG,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,59.0,59.N.C 59.A.V 59.T.C 59.A.V 59.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
4744,name,KALINGA LIMOS,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,60.0,60.N.C 60.A.V 60.T.C 60.A.V 60.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
4836,name,KALLAHAN KAYAPA PROPER,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,61.0,61.N.C 61.A.V 61.T.C 61.A.V 61.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
4928,name,KANKANAY NORTHERN,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,63.0,63.N.C 63.A.V 63.T.C 63.A.V 63.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
5020,name,KAPAMPANGAN,lagjuʔ,l a g j u ʔ,5 7 1 6 7 1,AXBCYN,LAKJYH,64.0,64.L.C 64.A.V 64.K.C 64.J.C 64.Y.V 64.H.c,2.0 1.5 1.75 1.5 1.3 0.8,lagjuʔ,0.0,2649.0
5204,name,KOREAN,irum,i r u m,7 5 7 4,XBYN,IRYM,66.0,66.I.V 66.R.C 66.Y.V 66.M.c,1.5 1.75 1.3 0.8,irum,0.0,2685.0
5296,name,LEGAZPI,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,67.0,67.N.C 67.A.V 67.R.C 67.A.V 67.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
5388,name,LIBON,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,68.0,68.N.C 68.A.V 68.R.C 68.A.V 68.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
5480,name,LIVE,nim,n i m,4 7 4,AXN,NIM,69.0,69.N.C 69.I.V 69.M.c,2.0 1.5 0.8,nim,0.0,2648.0
5572,name,MAMANWA,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,70.0,70.N.C 70.A.V 70.R.C 70.A.V 70.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
5664,name,MANIDE,ŋadon,ŋ a d o n,4 7 1 7 4,AXBYN,NATUN,73.0,73.N.C 73.A.V 73.T.C 73.U.V 73.N.c,2.0 1.5 1.75 1.3 0.8,ŋadon,0.0,2623.0
5756,name,MANOBO ATA,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,74.0,74.N.C 74.A.V 74.T.C 74.A.V 74.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
5848,name,MANOBO DIBABAWON,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,75.0,75.N.C 75.A.V 75.T.C 75.A.V 75.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
5940,name,MANOBO ILIANEN,ŋaran,ŋ a r a n,4 7 5 7 4,AXBYN,NARAN,76.0,76.N.C 76.A.V 76.R.C 76.A.V 76.N.c,2.0 1.5 1.75 1.3 0.8,ŋaran,0.0,2623.0
6032,name,MANOBO KALAMANSIG COTABATO,ŋadan,ŋ a d a n,4 7 1 7 4,AXBYN,NATAN,77.0,77.N.C 77.A.V 77.T.C 77.A.V 77.N.c,2.0 1.5 1.75 1.3 0.8,ŋadan,0.0,2623.0
