ID,CONCEPT,DOCULECT,FORM,TOKENS,SONARS,PROSTRINGS,CLASSES,LANGID,NUMBERS,WEIGHTS,IPA,DUPLICATES,COGNATES
2051,fire,ISNEG,apuj,a p u j,7 1 7 6,XBYN,APYJ,60.0,60.A.V 60.P.C 60.Y.V 60.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
2091,fire,ITAWIT,Efi,æ f i,7 3 7,XBZ,EBI,61.0,61.E.V 61.B.C 61.I.V,1.5 1.75 0.8,æfi,0.0,1420.0
2131,fire,ITBAYATEN BATANES ISLANDS,hapuj,h a p u j,3 7 1 7 6,AXBYN,HAPYJ,62.0,62.H.C 62.A.V 62.P.C 62.Y.V 62.J.c,2.0 1.5 1.75 1.3 0.8,hapuj,0.0,1364.0
2171,fire,ITNEG BINONGAN,apoj,a p o j,7 1 7 6,XBYN,APUJ,63.0,63.A.V 63.P.C 63.U.V 63.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
2211,fire,IVATAN BATANES ISLANDS,apoj,a p o j,7 1 7 6,XBYN,APUJ,65.0,65.A.V 65.P.C 65.U.V 65.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
2251,fire,JAPANESE,hi,h i,3 7,AX,HI,66.0,66.H.C 66.I.V,2.0 1.5,hi,0.0,1425.0
2291,fire,KADAZAN,tapui,t a p u i,1 7 1 7 7,AXBYZ,TAPYI,67.0,67.T.C 67.A.V 67.P.C 67.Y.V 67.I.V,2.0 1.5 1.75 1.3 0.8,tapui,0.0,1363.0
2331,fire,KAGAYANEN,apuj,a p u j,7 1 7 6,XBYN,APYJ,68.0,68.A.V 68.P.C 68.Y.V 68.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
2371,fire,KALAGAN,atulun,a t u l u n,7 1 7 5 7 4,XBYBYN,ATYLYN,69.0,69.A.V 69.T.C 69.Y.V 69.L.C 69.Y.V 69.N.c,1.5 1.75 1.3 1.75 1.3 0.8,atulun,0.0,1428.0
2411,fire,KALINGA GUINAANG,apuj,a p u j,7 1 7 6,XBYN,APYJ,70.0,70.A.V 70.P.C 70.Y.V 70.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
2451,fire,KALINGA LIMOS,apuj,a p u j,7 1 7 6,XBYN,APYJ,71.0,71.A.V 71.P.C 71.Y.V 71.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
2491,fire,KALLAHAN KAYAPA PROPER,apuj,a p u j,7 1 7 6,XBYN,APYJ,72.0,72.A.V 72.P.C 72.Y.V 72.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
2531,fire,KALLAHAN KELEYQIQ IFUGAO,apuj,a p u j,7 1 7 6,XBYN,APYJ,73.0,73.A.V 73.P.C 73.Y.V 73.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
2571,fire,KANKANAY NORTHERN,apoj,a p o j,7 1 7 6,XBYN,APUJ,75.0,75.A.V 75.P.C 75.U.V 75.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
2611,fire,KAPAMPANGAN,apiʔ,a p i ʔ,7 1 7 1,XBYN,APIH,76.0,76.A.V 76.P.C 76.I.V 76.H.c,1.5 1.75 1.3 0.8,apiʔ,0.0,1363.0
2651,fire,KINARAY A,kalajo,k a l a j o,1 7 5 7 6 7,AXBYBZ,KALAJU,77.0,77.K.C 77.A.V 77.L.C 77.A.V 77.J.C 77.U.V,2.0 1.5 1.75 1.3 1.75 0.8,kalajo,0.0,1384.0
2691,fire,KOREAN,pul,p u l,1 7 5,AXN,PYL,78.0,78.P.C 78.Y.V 78.L.c,2.0 1.5 0.8,pul,0.0,1437.0
2731,fire,LEGAZPI,kalaju,k a l a j u,1 7 5 7 6 7,AXBYBZ,KALAJY,79.0,79.K.C 79.A.V 79.L.C 79.A.V 79.J.C 79.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,kalaju,0.0,1384.0
2771,fire,LIBON,kalaju,k a l a j u,1 7 5 7 6 7,AXBYBZ,KALAJY,80.0,80.K.C 80.A.V 80.L.C 80.A.V 80.J.C 80.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,kalaju,0.0,1384.0
2811,fire,LIVE,tul,t u l,1 7 5,AXN,TYL,82.0,82.T.C 82.Y.V 82.L.c,2.0 1.5 0.8,tul,0.0,1395.0
2851,fire,MAGUINDANAO,apuj,a p u j,7 1 7 6,XBYN,APYJ,83.0,83.A.V 83.P.C 83.Y.V 83.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
2891,fire,MAMANWA,gabok,g a b o k,1 7 1 7 1,AXBYN,KAPUK,84.0,84.K.C 84.A.V 84.P.C 84.U.V 84.K.c,2.0 1.5 1.75 1.3 0.8,gabok,0.0,1443.0
2931,fire,MANOBO ATA,hapuj,h a p u j,3 7 1 7 6,AXBYN,HAPYJ,88.0,88.H.C 88.A.V 88.P.C 88.Y.V 88.J.c,2.0 1.5 1.75 1.3 0.8,hapuj,0.0,1364.0
2971,fire,MANOBO DIBABAWON,kaju,k a j u,1 7 6 7,AXBZ,KAJY,89.0,89.K.C 89.A.V 89.J.C 89.Y.V,2.0 1.5 1.75 0.8,kaju,0.0,1448.0
3011,fire,MANOBO ILIANEN,apuj,a p u j,7 1 7 6,XBYN,APYJ,90.0,90.A.V 90.P.C 90.Y.V 90.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
3051,fire,MANOBO KALAMANSIG COTABATO,apuj,a p u j,7 1 7 6,XBYN,APYJ,91.0,91.A.V 91.P.C 91.Y.V 91.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
3091,fire,MANOBO SARANGANI,apoj,a p o j,7 1 7 6,XBYN,APUJ,92.0,92.A.V 92.P.C 92.U.V 92.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
3131,fire,MANOBO TIGWA,hapuj,h a p u j,3 7 1 7 6,AXBYN,HAPYJ,93.0,93.H.C 93.A.V 93.P.C 93.Y.V 93.J.c,2.0 1.5 1.75 1.3 0.8,hapuj,0.0,1364.0
3171,fire,MANOBO WESTERN BUKIDNON,hapuj,h a p u j,3 7 1 7 6,AXBYN,HAPYJ,94.0,94.H.C 94.A.V 94.P.C 94.Y.V 94.J.c,2.0 1.5 1.75 1.3 0.8,hapuj,0.0,1364.0
3211,fire,MANSAKA,aturun,a t u r u n,7 1 7 5 7 4,XBYBYN,ATYRYN,95.0,95.A.V 95.T.C 95.Y.V 95.R.C 95.Y.V 95.N.c,1.5 1.75 1.3 1.75 1.3 0.8,aturun,0.0,1428.0
3251,fire,MAPUN,api,a p i,7 1 7,XBZ,API,97.0,97.A.V 97.P.C 97.I.V,1.5 1.75 0.8,api,0.0,1363.0
3291,fire,MARANAO,apoi,a p o i,7 1 7 7,XBYZ,APUI,98.0,98.A.V 98.P.C 98.U.V 98.I.V,1.5 1.75 1.3 0.8,apoi,0.0,1363.0
3331,fire,MARINDUQUE TAGALOG,ʔapuj,ʔ a p u j,1 7 1 7 6,AXBYN,HAPYJ,99.0,99.H.C 99.A.V 99.P.C 99.Y.V 99.J.c,2.0 1.5 1.75 1.3 0.8,ʔapuj,0.0,1364.0
3371,fire,MASBATENYO,kalajo,k a l a j o,1 7 5 7 6 7,AXBYBZ,KALAJU,100.0,100.K.C 100.A.V 100.L.C 100.A.V 100.J.C 100.U.V,2.0 1.5 1.75 1.3 1.75 0.8,kalajo,0.0,1384.0
3411,fire,MINANGALI LOWER TANUDAN KALINGA,apuj,a p u j,7 1 7 6,XBYN,APYJ,101.0,101.A.V 101.P.C 101.Y.V 101.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
3451,fire,MOKSHA,tol,t o l,1 7 5,AXN,TUL,102.0,102.T.C 102.U.V 102.L.c,2.0 1.5 0.8,tol,0.0,1461.0
3491,fire,MOLBOG,apuj,a p u j,7 1 7 6,XBYN,APYJ,103.0,103.A.V 103.P.C 103.Y.V 103.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
3531,fire,MOLBOG 2,apuj,a p u j,7 1 7 6,XBYN,APYJ,104.0,104.A.V 104.P.C 104.Y.V 104.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
3571,fire,MONGOLIAN,GaL,g a l,1 7 5,AXN,KAL,105.0,105.K.C 105.A.V 105.L.c,2.0 1.5 0.8,gal,0.0,1464.0
3611,fire,MORO MAGINDANAU,apuj,a p u j,7 1 7 6,XBYN,APYJ,106.0,106.A.V 106.P.C 106.Y.V 106.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
3651,fire,NAGA,kalaju,k a l a j u,1 7 5 7 6 7,AXBYBZ,KALAJY,107.0,107.K.C 107.A.V 107.L.C 107.A.V 107.J.C 107.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,kalaju,0.0,1384.0
3691,fire,NORTHERN CATANDUANES,karaju,k a r a j u,1 7 5 7 6 7,AXBYBZ,KARAJY,108.0,108.K.C 108.A.V 108.R.C 108.A.V 108.J.C 108.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,karaju,0.0,1384.0
3731,fire,NORTHERN SORSOGON,kalaju,k a l a j u,1 7 5 7 6 7,AXBYBZ,KALAJY,109.0,109.K.C 109.A.V 109.L.C 109.A.V 109.J.C 109.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,kalaju,0.0,1384.0
3771,fire,OAS,kalaju,k a l a j u,1 7 5 7 6 7,AXBYBZ,KALAJY,110.0,110.K.C 110.A.V 110.L.C 110.A.V 110.J.C 110.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,kalaju,0.0,1384.0
3811,fire,PALAWANO BATAK,apuj,a p u j,7 1 7 6,XBYN,APYJ,111.0,111.A.V 111.P.C 111.Y.V 111.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
3851,fire,PANGASINAN,poʔol,p o ʔ o l,1 7 1 7 5,AXBYN,PUHUL,112.0,112.P.C 112.U.V 112.H.C 112.U.V 112.L.c,2.0 1.5 1.75 1.3 0.8,poʔol,0.0,1471.0
3891,fire,PANGUTARAN SAMA,api,a p i,7 1 7,XBZ,API,113.0,113.A.V 113.P.C 113.I.V,1.5 1.75 0.8,api,0.0,1363.0
3931,fire,PANGUTARAN SAMA (1),api,a p i,7 1 7,XBZ,API,114.0,114.A.V 114.P.C 114.I.V,1.5 1.75 0.8,api,0.0,1363.0
3971,fire,PROTO PALAWAN,ʔapuj,ʔ a p u j,1 7 1 7 6,AXBYN,HAPYJ,115.0,115.H.C 115.A.V 115.P.C 115.Y.V 115.J.c,2.0 1.5 1.75 1.3 0.8,ʔapuj,0.0,1364.0
4011,fire,QUEZON PALAWAN,apuj,a p u j,7 1 7 6,XBYN,APYJ,117.0,117.A.V 117.P.C 117.Y.V 117.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
4051,fire,ROMBLOMANON 1,kalajo,k a l a j o,1 7 5 7 6 7,AXBYBZ,KALAJU,118.0,118.K.C 118.A.V 118.L.C 118.A.V 118.J.C 118.U.V,2.0 1.5 1.75 1.3 1.75 0.8,kalajo,0.0,1384.0
4091,fire,ROMBLOMANON 2,kalaju,k a l a j u,1 7 5 7 6 7,AXBYBZ,KALAJY,119.0,119.K.C 119.A.V 119.L.C 119.A.V 119.J.C 119.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,kalaju,0.0,1384.0
4131,fire,SAMAL,api,a p i,7 1 7,XBZ,API,120.0,120.A.V 120.P.C 120.I.V,1.5 1.75 0.8,api,0.0,1363.0
4171,fire,SAMBAL BOTOLAN,apoj,a p o j,7 1 7 6,XBYN,APUJ,121.0,121.A.V 121.P.C 121.U.V 121.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
4211,fire,SANGIL,putuŋ,p u t u ŋ,1 7 1 7 4,AXBYN,PYTYN,122.0,122.P.C 122.Y.V 122.T.C 122.Y.V 122.N.c,2.0 1.5 1.75 1.3 0.8,putuŋ,0.0,1481.0
4251,fire,SANGIL SARANGANI ISLANDS,putuŋ,p u t u ŋ,1 7 1 7 4,AXBYN,PYTYN,123.0,123.P.C 123.Y.V 123.T.C 123.Y.V 123.N.c,2.0 1.5 1.75 1.3 0.8,putuŋ,0.0,1481.0
4291,fire,SEDANG,on,o n,7 4,XN,UN,124.0,124.U.V 124.N.c,1.5 0.8,on,0.0,1483.0
4371,fire,SOGODNIN BORACAY,jimpon,j i m p o n,6 7 4 1 7 4,AXMBYN,JIMPUN,127.0,127.J.C 127.I.V 127.M.c 127.P.C 127.U.V 127.N.c,2.0 1.5 1.1 1.75 1.3 0.8,jimpon,0.0,1485.0
4411,fire,SOUTH SAAMI,dolə,d o l ə,1 7 5 7,AXBZ,TULE,128.0,128.T.C 128.U.V 128.L.C 128.E.V,2.0 1.5 1.75 0.8,dolə,0.0,1395.0
4451,fire,SOUTHERN CATANDUANES,kalaju,k a l a j u,1 7 5 7 6 7,AXBYBZ,KALAJY,129.0,129.K.C 129.A.V 129.L.C 129.A.V 129.J.C 129.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,kalaju,0.0,1384.0
4491,fire,SOUTHERN SORSOGON,kalaju,k a l a j u,1 7 5 7 6 7,AXBYBZ,KALAJY,131.0,131.K.C 131.A.V 131.L.C 131.A.V 131.J.C 131.Y.V,2.0 1.5 1.75 1.3 1.75 0.8,kalaju,0.0,1384.0
4531,fire,SOUTHWEST PALAWANO,apoj,a p o j,7 1 7 6,XBYN,APUJ,132.0,132.A.V 132.P.C 132.U.V 132.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
4571,fire,SPANISH,fuego,f u e g o,3 7 7 1 7,AXYBZ,BYEKU,133.0,133.B.C 133.Y.V 133.E.V 133.K.C 133.U.V,2.0 1.5 1.3 1.75 0.8,fuego,0.0,1490.0
4611,fire,SUBANON SIOCON,gapoj,g a p o j,1 7 1 7 6,AXBYN,KAPUJ,134.0,134.K.C 134.A.V 134.P.C 134.U.V 134.J.c,2.0 1.5 1.75 1.3 0.8,gapoj,0.0,1364.0
4651,fire,SUBANUN SINDANGAN,gapuj,g a p u j,1 7 1 7 6,AXBYN,KAPYJ,135.0,135.K.C 135.A.V 135.P.C 135.Y.V 135.J.c,2.0 1.5 1.75 1.3 0.8,gapuj,0.0,1364.0
4691,fire,SURIGAONON,kajadʒo,k a j a dʒ o,1 7 6 7 1 7,AXBYBZ,KAJATU,136.0,136.K.C 136.A.V 136.J.C 136.A.V 136.T.C 136.U.V,2.0 1.5 1.75 1.3 1.75 0.8,kajadʒo,0.0,1493.0
4731,fire,TAGABAWA,apuj,a p u j,7 1 7 6,XBYN,APYJ,137.0,137.A.V 137.P.C 137.Y.V 137.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1494.0
4771,fire,TAGABILI,ofih,o f i h,7 3 7 3,XBYN,UBIH,138.0,138.U.V 138.B.C 138.I.V 138.H.c,1.5 1.75 1.3 0.8,ofih,0.0,1495.0
4811,fire,TAGALOG,apoj,a p o j,7 1 7 6,XBYN,APUJ,139.0,139.A.V 139.P.C 139.U.V 139.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
4851,fire,TAGBANUA ABORLAN,ʔapuj,ʔ a p u j,1 7 1 7 6,AXBYN,HAPYJ,140.0,140.H.C 140.A.V 140.P.C 140.Y.V 140.J.c,2.0 1.5 1.75 1.3 0.8,ʔapuj,0.0,1364.0
4891,fire,TAGBANWA ABORLAN,apuj,a p u j,7 1 7 6,XBYN,APYJ,141.0,141.A.V 141.P.C 141.Y.V 141.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
4931,fire,TAGBANWA KALAMIAN,apuj,a p u j,7 1 7 6,XBYN,APYJ,142.0,142.A.V 142.P.C 142.Y.V 142.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1499.0
4971,fire,TALAANDIG BINUKID,hapuj,h a p u j,3 7 1 7 6,AXBYN,HAPYJ,143.0,143.H.C 143.A.V 143.P.C 143.Y.V 143.J.c,2.0 1.5 1.75 1.3 0.8,hapuj,0.0,1364.0
5011,fire,TAMBUNAN DUSUN,tapui,t a p u i,1 7 1 7 7,AXBYZ,TAPYI,144.0,144.T.C 144.A.V 144.P.C 144.Y.V 144.I.V,2.0 1.5 1.75 1.3 0.8,tapui,0.0,1363.0
5051,fire,TAUSUG,kajuh,k a j u h,1 7 6 7 3,AXBYN,KAJYH,145.0,145.K.C 145.A.V 145.J.C 145.Y.V 145.H.c,2.0 1.5 1.75 1.3 0.8,kajuh,0.0,1502.0
5091,fire,TAUT BATU,ʔapuj,ʔ a p u j,1 7 1 7 6,AXBYN,HAPYJ,146.0,146.H.C 146.A.V 146.P.C 146.Y.V 146.J.c,2.0 1.5 1.75 1.3 0.8,ʔapuj,0.0,1364.0
5131,fire,TBOLI TAGABILI,ohuʔ,o h u ʔ,7 3 7 1,XBYN,UHYH,147.0,147.U.V 147.H.C 147.Y.V 147.H.c,1.5 1.75 1.3 0.8,ohuʔ,0.0,1504.0
5171,fire,TIMUGON MURUT,apuj,a p u j,7 1 7 6,XBYN,APYJ,148.0,148.A.V 148.P.C 148.Y.V 148.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
5211,fire,TIRURAY,afej,a f e j,7 3 7 6,XBYN,ABEJ,149.0,149.A.V 149.B.C 149.E.V 149.J.c,1.5 1.75 1.3 0.8,afej,0.0,1364.0
5251,fire,TURKISH,ateS,a t e s,7 1 7 3,XBYN,ATES,150.0,150.A.V 150.T.C 150.E.V 150.S.c,1.5 1.75 1.3 0.8,ates,0.0,1495.0
5291,fire,UGARITIC,iSitu,i s i t u,7 3 7 1 7,XBYBZ,ISITY,151.0,151.I.V 151.S.C 151.I.V 151.T.C 151.Y.V,1.5 1.75 1.3 1.75 0.8,isitu,0.0,1508.0
5331,fire,WARAY WARAY,kajo,k a j o,1 7 6 7,AXBZ,KAJU,152.0,152.K.C 152.A.V 152.J.C 152.U.V,2.0 1.5 1.75 0.8,kajo,0.0,1384.0
5371,fire,YAKAN,ebut,e b u t,7 1 7 1,XBYN,EPYT,153.0,153.E.V 153.P.C 153.Y.V 153.T.c,1.5 1.75 1.3 0.8,ebut,0.0,1510.0
5411,fire,YOGAD,afuj,a f u j,7 3 7 6,XBYN,ABYJ,154.0,154.A.V 154.B.C 154.Y.V 154.J.c,1.5 1.75 1.3 0.8,afuj,0.0,1511.0
5491,fire,IMOROD,apoj,a p o j,7 1 7 6,XBYN,APUJ,52.0,52.A.V 52.P.C 52.U.V 52.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
5531,fire,BABUYAN,apoj,a p o j,7 1 7 6,XBYN,APUJ,4.0,4.A.V 4.P.C 4.U.V 4.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
5571,fire,BISAYA SABAH,apoi,a p o i,7 1 7 7,XBYZ,APUI,13.0,13.A.V 13.P.C 13.U.V 13.I.V,1.5 1.75 1.3 0.8,apoi,0.0,1363.0
5651,fire,HILIGAYNON,Clajo,c l a j o,1 5 7 6 7,ACXBZ,CLAJU,42.0,42.C.C 42.L.C 42.A.V 42.J.C 42.U.V,2.0 1.5 1.5 1.75 0.8,clajo,0.0,1401.0
5691,fire,INABAKNON,api,a p i,7 1 7,XBZ,API,53.0,53.A.V 53.P.C 53.I.V,1.5 1.75 0.8,api,0.0,1363.0
5731,fire,IRARALAY IVATAN,apoj,a p o j,7 1 7 6,XBYN,APUJ,56.0,56.A.V 56.P.C 56.U.V 56.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
5771,fire,ISAMORONG IVATAN,apoj,a p o j,7 1 7 6,XBYN,APUJ,58.0,58.A.V 58.P.C 58.U.V 58.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
5811,fire,IVASAY IVATAN,apoj,a p o j,7 1 7 6,XBYN,APUJ,64.0,64.A.V 64.P.C 64.U.V 64.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
5851,fire,KANKANAEY,apoj,a p o j,7 1 7 6,XBYN,APUJ,74.0,74.A.V 74.P.C 74.U.V 74.J.c,1.5 1.75 1.3 0.8,apoj,0.0,1364.0
5891,fire,LIMOS KALINGA,apuj,a p u j,7 1 7 6,XBYN,APYJ,81.0,81.A.V 81.P.C 81.Y.V 81.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
5931,fire,MANDAYAN BOSO,atulun,a t u l u n,7 1 7 5 7 4,XBYBYN,ATYLYN,85.0,85.A.V 85.T.C 85.Y.V 85.L.C 85.Y.V 85.N.c,1.5 1.75 1.3 1.75 1.3 0.8,atulun,0.0,1428.0
5971,fire,MANDAYAN CARAGA,atulun,a t u l u n,7 1 7 5 7 4,XBYBYN,ATYLYN,86.0,86.A.V 86.T.C 86.Y.V 86.L.C 86.Y.V 86.N.c,1.5 1.75 1.3 1.75 1.3 0.8,atulun,0.0,1428.0
6011,fire,MANDAYAN ISLAM PISO,atuun,a t uu n,7 1 7 4,XBYN,ATYN,87.0,87.A.V 87.T.C 87.Y.V 87.N.c,1.5 1.75 1.3 0.8,atuun,0.0,1428.0
6051,fire,MANSAKA 2,atulun,a t u l u n,7 1 7 5 7 4,XBYBYN,ATYLYN,96.0,96.A.V 96.T.C 96.Y.V 96.L.C 96.Y.V 96.N.c,1.5 1.75 1.3 1.75 1.3 0.8,atulun,0.0,1428.0
6091,fire,PROTO SOUTHERN MINDANAO,lipuh,l i p u h,5 7 1 7 3,AXBYN,LIPYH,116.0,116.L.C 116.I.V 116.P.C 116.Y.V 116.H.c,2.0 1.5 1.75 1.3 0.8,lipuh,0.0,1370.0
6131,fire,SINAUNA,apuj,a p u j,7 1 7 6,XBYN,APYJ,126.0,126.A.V 126.P.C 126.Y.V 126.J.c,1.5 1.75 1.3 0.8,apuj,0.0,1364.0
12,fish,AGTA,ikan,i k a n,7 1 7 4,XBYN,IKAN,1.0,1.I.V 1.K.C 1.A.V 1.N.c,1.5 1.75 1.3 0.8,ikan,0.0,1512.0
52,fish,AKLANON,isdaʔ,i s d a ʔ,7 3 1 7 1,XMBYN,ISTAH,2.0,2.I.V 2.S.c 2.T.C 2.A.V 2.H.c,1.5 1.1 1.75 1.3 0.8,isdaʔ,0.0,1513.0
92,fish,ATTA PAMPLONA,sira,s i r a,3 7 5 7,AXBZ,SIRA,3.0,3.S.C 3.I.V 3.R.C 3.A.V,2.0 1.5 1.75 0.8,sira,0.0,1514.0
132,fish,BALANGAW,gədiw,g ə d i w,1 7 1 7 6,AXBYN,KETIW,5.0,5.K.C 5.E.V 5.T.C 5.I.V 5.W.c,2.0 1.5 1.75 1.3 0.8,gədiw,0.0,1516.0
172,fish,BALANGINGI SAMA,daiŋ,d a i ŋ,1 7 7 4,AXYN,TAIN,6.0,6.T.C 6.A.V 6.I.V 6.N.c,2.0 1.5 1.3 0.8,daiŋ,0.0,1517.0
212,fish,BALANGINGI SAMA (1),daiŋ,d a i ŋ,1 7 7 4,AXYN,TAIN,7.0,7.T.C 7.A.V 7.I.V 7.N.c,2.0 1.5 1.3 0.8,daiŋ,0.0,1517.0
252,fish,BASQUE,arrain,a rr a i n,7 5 7 7 4,XBYYN,ARAIN,8.0,8.A.V 8.R.C 8.A.V 8.I.V 8.N.c,1.5 1.75 1.3 1.3 0.8,arrain,0.0,1519.0
292,fish,BATAK PALAWAN,sədaʔ,s ə d a ʔ,3 7 1 7 1,AXBYN,SETAH,9.0,9.S.C 9.E.V 9.T.C 9.A.V 9.H.c,2.0 1.5 1.75 1.3 0.8,sədaʔ,0.0,1520.0
332,fish,BILAAN KORONADAL,nalaf,n a l a f,4 7 5 7 3,AXBYN,NALAB,10.0,10.N.C 10.A.V 10.L.C 10.A.V 10.B.c,2.0 1.5 1.75 1.3 0.8,nalaf,0.0,1521.0
372,fish,BILAAN SARANGANI,nalaf,n a l a f,4 7 5 7 3,AXBYN,NALAB,11.0,11.N.C 11.A.V 11.L.C 11.A.V 11.B.c,2.0 1.5 1.75 1.3 0.8,nalaf,0.0,1521.0
412,fish,BINUKID,sədaʔ,s ə d a ʔ,3 7 1 7 1,AXBYN,SETAH,12.0,12.S.C 12.E.V 12.T.C 12.A.V 12.H.c,2.0 1.5 1.75 1.3 0.8,sədaʔ,0.0,1520.0
452,fish,BONGGI,sadak,s a d a k,3 7 1 7 1,AXBYN,SATAK,14.0,14.S.C 14.A.V 14.T.C 14.A.V 14.K.c,2.0 1.5 1.75 1.3 0.8,sadak,0.0,1524.0
492,fish,BONTOC GUINAANG,gadəw,g a d ə w,1 7 1 7 6,AXBYN,KATEW,15.0,15.K.C 15.A.V 15.T.C 15.E.V 15.W.c,2.0 1.5 1.75 1.3 0.8,gadəw,0.0,1516.0
532,fish,BROOKES POINT PALAWAN,səraʔ,s ə r a ʔ,3 7 5 7 1,AXBYN,SERAH,16.0,16.S.C 16.E.V 16.R.C 16.A.V 16.H.c,2.0 1.5 1.75 1.3 0.8,səraʔ,0.0,1527.0
572,fish,BUHI,ʔisraʔ,ʔ i s r a ʔ,1 7 3 5 7 1,AXBCYN,HISRAH,17.0,17.H.C 17.I.V 17.S.C 17.R.C 17.A.V 17.H.c,2.0 1.5 1.75 1.5 1.3 0.8,ʔisraʔ,0.0,1528.0
612,fish,BUHINON ALBAY BICOLANO,israʔ,i s r a ʔ,7 3 5 7 1,XBCYN,ISRAH,18.0,18.I.V 18.S.C 18.R.C 18.A.V 18.H.c,1.5 1.75 1.5 1.3 0.8,israʔ,0.0,1528.0
652,fish,BUKIDNON BINUKID,isdaʔ,i s d a ʔ,7 3 1 7 1,XMBYN,ISTAH,19.0,19.I.V 19.S.c 19.T.C 19.A.V 19.H.c,1.5 1.1 1.75 1.3 0.8,isdaʔ,0.0,1530.0
692,fish,BUTUANON,isda,i s d a,7 3 1 7,XMBZ,ISTA,20.0,20.I.V 20.S.c 20.T.C 20.A.V,1.5 1.1 1.75 0.8,isda,0.0,1531.0
732,fish,CAIJIA,xuŋ,x u ŋ,3 7 4,AXN,GYN,21.0,21.G.C 21.Y.V 21.N.c,2.0 1.5 0.8,xuŋ,0.0,1532.0
772,fish,CANIPAAN PALAWAN,sədaʔ,s ə d a ʔ,3 7 1 7 1,AXBYN,SETAH,22.0,22.S.C 22.E.V 22.T.C 22.A.V 22.H.c,2.0 1.5 1.75 1.3 0.8,sədaʔ,0.0,1520.0
812,fish,CASIGURAN NEGRITO,ikan,i k a n,7 1 7 4,XBYN,IKAN,23.0,23.I.V 23.K.C 23.A.V 23.N.c,1.5 1.75 1.3 0.8,ikan,0.0,1512.0
852,fish,CEBUANO,isda,i s d a,7 3 1 7,XMBZ,ISTA,24.0,24.I.V 24.S.c 24.T.C 24.A.V,1.5 1.1 1.75 0.8,isda,0.0,1535.0
892,fish,CENTRAL BICOLANO,siraʔ,s i r a ʔ,3 7 5 7 1,AXBYN,SIRAH,25.0,25.S.C 25.I.V 25.R.C 25.A.V 25.H.c,2.0 1.5 1.75 1.3 0.8,siraʔ,0.0,1528.0
932,fish,CENTRAL BONTOC,gadiw,g a d i w,1 7 1 7 6,AXBYN,KATIW,26.0,26.K.C 26.A.V 26.T.C 26.I.V 26.W.c,2.0 1.5 1.75 1.3 0.8,gadiw,0.0,1516.0
972,fish,CENTRAL DUSUN,sadaʔ,s a d a ʔ,3 7 1 7 1,AXBYN,SATAH,27.0,27.S.C 27.A.V 27.T.C 27.A.V 27.H.c,2.0 1.5 1.75 1.3 0.8,sadaʔ,0.0,1520.0
1012,fish,CENTRAL TAGBANWA,daiŋ,d a i ŋ,1 7 7 4,AXYN,TAIN,28.0,28.T.C 28.A.V 28.I.V 28.N.c,2.0 1.5 1.3 0.8,daiŋ,0.0,1517.0
