node_i,node_j,w,log10_w_ratio
42,58,0.4132549521909056,-0.18603128854687312
42,57,0.42973908454870746,-0.16904450079714844
42,43,0.4141538093395612,-0.18508769483262627
43,44,0.40398853012533886,-0.19588032016013945
43,59,0.4189168938291047,-0.180121480455491
43,58,0.4107225477704016,-0.18870080981092824
44,59,0.4006669986305776,-0.19946578236467813
44,45,0.3991755844994539,-0.20108538525082587
44,60,0.4002263976234369,-0.19994362524943993
45,60,0.40041136045201614,-0.19974296437271255
46,61,0.8028569861550238,0.10238883565183421
46,47,0.7825444226927739,0.09125964537241676
47,62,0.7789827132945042,0.08927846504622282
47,48,0.7705981545512542,0.084578609481255
47,61,0.769422266363454,0.0839153950931776
48,63,0.7566174976708612,0.07662702550720081
48,49,0.7510812095805477,0.07343754187496646
48,62,0.751744914512521,0.07382114368183815
49,50,0.731533185980615,0.061984677527005795
49,64,0.7475857938817763,0.07141168489796577
49,63,0.7458235686020295,0.07038674814679194
50,65,0.6826376501022836,0.03194088248370585
50,51,0.7396745821778943,0.06679133993420407
50,64,0.7254668324045576,0.058368206594664365
51,66,0.6209586893742729,-0.009186646383345091
51,52,0.6855274046779082,0.03377546571343364
51,65,0.6584110047997915,0.01624772600373655
52,67,0.5624903628214516,-0.0521342690813923
52,53,0.6408807971397351,0.0045279037754108395
52,66,0.6051815660074829,-0.02036366431068079
53,68,0.5172403680522439,-0.08855694306992491
53,54,0.5688373520424087,-0.04726124903758867
53,67,0.5291263166789769,-0.07868999295445261
54,55,0.4852084860459616,-0.11632096728984692
54,68,0.5236788841896028,-0.08318429252992003
55,56,0.45197423369652373,-0.1471356780301113
56,57,0.4468672474928557,-0.15207083031426108
57,58,0.4309920100639219,-0.16778013606063713
58,59,0.40695355441099473,-0.1927045090913326
59,60,0.4014217987247102,-0.19864840250931354
61,70,0.7448260182299927,0.06980548385705522
61,69,0.7156567666689991,0.052455426832713634
61,62,0.7107787904677245,0.04948510490743242
62,71,0.7476408584705073,0.07144367235218528
62,70,0.7117618512001312,0.05008535196810379
62,63,0.7301289183222406,0.06115019480902455
63,72,0.750153773470255,0.0729009430868934
63,71,0.7332304011684541,0.06299110822615045
63,64,0.7441600755601052,0.06941701112747625
64,73,0.742406805929108,0.06839258943671261
64,72,0.7483232873693286,0.07183990527853204
64,65,0.7462960581690492,0.07066179260688815
65,74,0.703869670187542,0.0452428966779013
65,73,0.7354354269142557,0.06429519144929256
65,66,0.7203679238549834,0.055305011416097824
66,67,0.6451691614760695,0.007424245177988086
66,75,0.6979210854344099,0.041556964193930804
66,74,0.6748119178730013,0.026933388935240478
67,76,0.5822423672271634,-0.037145551177029904
67,75,0.6456407664981028,0.007741589294083643
67,68,0.6198144680190624,-0.009987645596697755
68,76,0.5918046428752121,-0.030070987135793623
69,78,0.6776027780855215,0.028725822741525842
69,77,0.6493733684632782,0.010245118609896492
69,70,0.6274802451248734,-0.004649297602858755
70,78,0.6975466984452733,0.04132393236151194
70,71,0.6396664098389534,0.0037041905083746714
70,79,0.661689536967614,0.018404912235579125
71,72,0.7325095565970918,0.06256393989627984
71,80,0.6802743212243049,0.030434722524808295
71,79,0.7237249328535784,0.057324179509396445
72,80,0.7434925241423045,0.06902725088821843
72,73,0.7359078041462911,0.06457405341428823
72,81,0.7421276003695192,0.06822922854085003
73,81,0.7294128401171149,0.0607240489502282
73,74,0.7430397701393985,0.06876270423563914
73,82,0.7415503570216487,0.06789129319295903
74,82,0.6959016198474137,0.04029849226460291
74,75,0.73019726471685,0.06119084663380623
74,83,0.7128681314334782,0.05075984499887063
75,84,0.6579501318994238,0.015943623185616956
75,83,0.6944816465516005,0.03941141774906486
75,76,0.6785504218924232,0.02933276971940329
76,84,0.6600036138241738,0.017296958373845442
77,85,0.6163615689829827,-0.012413803122771017
77,78,0.6094954339122626,-0.017278898725185416
77,86,0.6159924794588743,-0.012673945163354274
78,87,0.6158155289413392,-0.012798718883511917
78,86,0.6181803150656496,-0.011134183582392501
78,79,0.5890860715814242,-0.03207060078822155
79,87,0.6849173523513151,0.03338881404396239
79,80,0.621956339241812,-0.008489456446112043
79,88,0.6744770847533996,0.02671784403877512
80,88,0.7353896156505482,0.06426813781821089
80,81,0.7119056374378536,0.05017307690433664
80,89,0.7295834571179965,0.06082562291923687
81,89,0.7430206437516576,0.06875152503380122
81,82,0.7384692654990606,0.06608306989755473
81,90,0.7404510873815614,0.06724702010109233
82,90,0.7261644140936939,0.05878560722904709
82,83,0.7415600322386185,0.06789695951877224
82,91,0.7339944207364058,0.06344340361737376
83,92,0.7006044410239156,0.043223530779282676
83,91,0.7186256986881395,0.054253388762532724
83,84,0.7099893635510557,0.04900248740493936
84,92,0.6959469642090562,0.040326789604240805
85,86,0.5858877949033693,-0.03443490417060851
86,87,0.5928830922085839,-0.029280289789984103
86,93,0.6271801230926902,-0.004857069121370877
87,94,0.6455261572180417,0.0076644897694259926
87,93,0.6198886029079336,-0.009935703524524666
87,88,0.6335155100620403,-0.0004921031601155827
88,94,0.7113289660358911,0.04982113883195147
88,89,0.6976780009877294,0.0414056739904267
88,95,0.7008179030895986,0.043355832648634365
89,96,0.7374881170403623,0.06550567189223735
89,95,0.7260054410364751,0.05869052038840885
89,90,0.7304271889343882,0.061327575578071065
90,96,0.7379091526219443,0.06575354199270397
90,91,0.739991726281685,0.0669775088502172
91,92,0.7213776808902576,0.055913346171885626
93,94,0.6890250486548615,0.03598565529713786
94,95,0.7105203660634604,0.04932717574314337
95,96,0.7256674610799497,0.05848829462177632
