"gloss","wordform","feature","loading"
"thatch.roof","ʔatap","thatch.roof::ʔatap",0.0134734196372211
"sea","bebay","sea::bebay",0.013438639077355
"bird","manok","bird::manok",-0.0134289776181994
"belly","tiyan","belly::tiyan",-0.0133913764244694
"belly","pu'tu","belly::pu'tu",0.0133695911056462
"salt","ʔa'hin","salt::ʔa'hin",-0.0133634276404762
"smoke","ʔɨbɨl","smoke::ʔɨbɨl",-0.0133623148893251
"year","taʔun","year::taʔun",-0.013336324424121
"to.walk","ma'nalan ('dalan)","to.walk::ma'nalan ('dalan)",0.0133283405283905
"cold","malamig","cold::malamig",0.0133052142501958
"black","mɨʔitɨm","black::mɨʔitɨm",-0.0132782790617605
"Eight","waluʔ","Eight::waluʔ",-0.0132572942256506
"lake","danaw","lake::danaw",0.0132419480639924
"One","isa","One::isa",0.0131854086279773
"sand","pantad","sand::pantad",-0.0131749447290184
"night","gabi","night::gabi",0.0131547603735614
"smoke","asok","smoke::asok",-0.0131503644513451
"Seven","pituʔ","Seven::pituʔ",-0.013146245420706
"right","dawinan","right::dawinan",0.0131388451785752
"thatch.roof","atóp","thatch.roof::atóp",0.0131163158109573
"to.hunt","anop","to.hunt::anop",-0.0130417225044997
"to.hear","dinɨg","to.hear::dinɨg",-0.0130363505399771
"Three","tulú","Three::tulú",0.0130236637740657
"child","ʔa'nak","child::ʔa'nak",-0.0130139047713872
"star","bitun","star::bitun",0.0130006701485526
"he.she","siya","he.she::siya",0.0129683729800486
"he.she","na","he.she::na",0.0129627660484867
"to.fear","takot","to.fear::takot",-0.0129347942963021
"breast","'soso","breast::'soso",0.0129310051774677
"if.","kon","if.::kon",0.0129226265867136
"father","mama","father::mama",0.0129166656375399
"hand","kamót","hand::kamót",0.0128941895771327
"skin","anit","skin::anit",0.0128933440295226
"to.climb","saka","to.climb::saka",0.0128867066083075
"name","ngadan","name::ngadan",0.0128628351821611
"child","bataʔ","child::bataʔ",-0.0128534814686619
"person.human.being","'tagu","person.human.being::'tagu",0.0128366470499654
"father","ʔama","father::ʔama",0.0128124509686266
"left","ʔi'gid","left::ʔi'gid",0.0127953964727097
"grass","pasaw","grass::pasaw",0.0127939431717055
"cloud","panganod","cloud::panganod",0.0127659586916444
"to.pound..beat","aglubók","to.pound..beat::aglubók",0.012763375802238
"right","kawanan","right::kawanan",-0.0127382190749901
"yellow","diláw","yellow::diláw",0.0127284778065191
"fire","ʔa'poy","fire::ʔa'poy",-0.0127082022538029
"to.open..uncover","buksan","to.open..uncover::buksan",0.0126770893940584
"man.male","lalake","man.male::lalake",0.0126722346995761
"fat.grease","tabi","fat.grease::tabi",0.0126285785870855
"wife","ʔa'sawa","wife::ʔa'sawa",0.0126152729057697
"wife","ʔɨsawa","wife::ʔɨsawa",-0.0125921077579418
"belly","putu","belly::putu",0.0125504548912449
"right","tu-o","right::tu-o",0.0125099547829612
"sea","baybay","sea::baybay",0.012467246558756
"name","ngaran","name::ngaran",0.0124022512940518
"yellow","dilaw","yellow::dilaw",-0.0123963743973196
"liver","agal","liver::agal",0.0123958706711483
"star","bitoʔon","star::bitoʔon",-0.0123781322267742
"thatch.roof","atúp","thatch.roof::atúp",0.0123128439960246
"person.human.being","tawo","person.human.being::tawo",0.0123112508769605
"Four","ʔopat","Four::ʔopat",0.012296550020281
"what.","anó","what.::anó",0.0122258783042301
"snake","iraw","snake::iraw",0.0122155482877521
"flower","bulak","flower::bulak",-0.0122042313946327
"to.pound..beat","'bayu","to.pound..beat::'bayu",0.0121883123960815
"needle","tanud","needle::tanud",0.0121366591288217
"tongue","dilá","tongue::dilá",0.012101075213344
"Six","onóm","Six::onóm",0.0120659021730582
"lightning","silaʔ","lightning::silaʔ",-0.0120615021807511
"nose","ʔidung","nose::ʔidung",-0.012003127945017
"egg","ʔítlug","egg::ʔítlug",0.0119812504338546
"they","sira","they::sira",0.0119551043529081
"to.sew","tahiʔ","to.sew::tahiʔ",-0.0119000101581013
"cold","maramig","cold::maramig",0.011877905862975
"tooth","baba","tooth::baba",0.0118701206962348
"new","bag-o","new::bag-o",0.0118586790914323
"bird","yanggam","bird::yanggam",0.0118398132036109
"to.sleep","maturog","to.sleep::maturog",0.0118056735478724
"to.open..uncover","puwas","to.open..uncover::puwas",-0.0118019344141841
"left","zimigi","left::zimigi",0.0117943158526486
"hand","alima","hand::alima",0.0117905025644525
"Ten","mapulu","Ten::mapulu",0.011777726393566
"Four","appat","Four::appat",0.0117633232584576
"sea","dagat","sea::dagat",-0.0117481640460986
"tongue","zila","tongue::zila",0.0117479242315429
"to.dig","kútkut","to.dig::kútkut",0.0117016481886048
"to.eat","kaʔan","to.eat::kaʔan",-0.0116815620324144
"wet","basâ","wet::basâ",0.0116583286531873
"to.shoot","tira","to.shoot::tira",-0.0116529564539526
"to.fall","dagdág","to.fall::dagdág",0.0116410320513367
"star","bituon","star::bituon",0.0116393195238461
"ear","tɨlinga","ear::tɨlinga",-0.0116365470740469
"to.vomit","magsuká","to.vomit::magsuká",0.0116296016137169
"intestines","bitoka","intestines::bitoka",-0.0116210223498686
"dust","galbók","dust::galbók",0.0116160522152821
"dirty","mauring","dirty::mauring",0.0115911228179842
"husband","bana","husband::bana",0.011578421059379
"tooth","bab'ʔa","tooth::bab'ʔa",0.0115290441421759
"salt","ʔahin","salt::ʔahin",0.0115232576818343
"branch","saŋá","branch::saŋá",-0.0115149544507266
"to.die..be.dead","mapatay","to.die..be.dead::mapatay",0.0114971123198942
"breast","súsu","breast::súsu",0.0114378682499651
"snake","sawa","snake::sawa",0.011389776525229
"breast","tutuʔ","breast::tutuʔ",-0.0113633457167676
"One","isá","One::isá",0.0113505511418129
"to.live..be.alive","buhi","to.live..be.alive::buhi",0.0113355938659587
"fire","apuy","fire::apuy",-0.011318089262435
"thunder","lugung","thunder::lugung",-0.0113049714810335
"liver","agtáy","liver::agtáy",0.0112429289453831
"moon","bolan","moon::bolan",-0.0112400971772887
"to.suck","supsupan","to.suck::supsupan",0.0112171958587863
"mother","ʔina","mother::ʔina",0.0112094219246924
"sand","dagat","sand::dagat",0.011185183243472
"fat.grease","tabáʔ","fat.grease::tabáʔ",0.011138774334
"to.stand","matindog","to.stand::matindog",0.0111309182759343
"neck","tangngad","neck::tangngad",0.0111297799539605
"bone","túlang","bone::túlang",0.0110566169282252
"house","bayay","house::bayay",0.0110499984127698
"star","bitoon","star::bitoon",0.0110488713121588
"man.male","binata","man.male::binata",0.01102631907747
"Five","líma","Five::líma",0.0110138201587868
"fat.grease","tabiʔ","fat.grease::tabiʔ",-0.0109946797090112
"earth.soil","lupa","earth.soil::lupa",0.0109912804863213
"feather","lakay","feather::lakay",-0.0109800696667656
"tail","ipus","tail::ipus",0.0109738200135052
"wide","ʔabillog","wide::ʔabillog",0.0109269846155178
"night","gab-i","night::gab-i",0.0108976882715524
"One.Thousand","'libu","One.Thousand::'libu",0.0108772782504727
"man.male","la'laki","man.male::la'laki",-0.0108498900640265
"bad..evil","malain","bad..evil::malain",0.0107988139949696
"thunder","lintiʔ","thunder::lintiʔ",0.0107397899289021
"green","grin","green::grin",0.0107260683519627
"to.dream","madamgo","to.dream::madamgo",0.0106825610348603
"woman.female","babaye","woman.female::babaye",0.0106777063403781
"lightning","kidlat","lightning::kidlat",0.010658487095638
"fire","hapuy","fire::hapuy",-0.0105905172231701
"Four","upat","Four::upat",0.0105832255944356
"breast","soso","breast::soso",-0.0105803856552668
"dry","uga","dry::uga",0.0105752252401951
"to.fly","lupád","to.fly::lupád",0.0105739705934858
"to.dream","inóp","to.dream::inóp",0.0105533425048731
"worm..earthworm.","ulod","worm..earthworm.::ulod",0.0104962071790231
"liver","ʔatay","liver::ʔatay",-0.0104911675132963
"smoke","asúʔ","smoke::asúʔ",0.0104569584130381
"they","sinda","they::sinda",0.0104504463372581
"fish","ikán","fish::ikán",0.0104478368615655
"meat.flesh","laman","meat.flesh::laman",-0.0103825061069967
"to.drink","ʔinúm","to.drink::ʔinúm",0.0103815783629146
"hand","kamot","hand::kamot",0.0103497676441771
"belly","sinay","belly::sinay",0.0103365288467343
"rat","ʔambaw","rat::ʔambaw",-0.0103134324668607
"liver","ʔag'tɨy","liver::ʔag'tɨy",0.0102802239279582
"leg.foot","huʔi","leg.foot::huʔi",0.0102165848047582
"water","danom","water::danom",-0.0102150589493873
"to.walk","hipanɨw","to.walk::hipanɨw",-0.0101271483384117
"name","ŋaran","name::ŋaran",-0.010123022725174
"to.blow","huyúp","to.blow::huyúp",0.0101019761176648
"mosquito","la'mok","mosquito::la'mok",0.0100529823898618
"new","bagú","new::bagú",0.0100276947361769
"Six","unom","Six::unom",0.0100264306488491
"leg.foot","tiíl","leg.foot::tiíl",0.0100092237112075
"egg","bunay","egg::bunay",0.00999751923337639
"good","mayad","good::mayad",0.00999726919559633
"you","ka","you::ka",0.0099877936995582
"moon","'bulan","moon::'bulan",0.00997541113109513
"rain","udán","rain::udán",0.00996281386350365
"needle","'dagum","needle::'dagum",0.0099341605538394
"to.hunt","mangayam","to.hunt::mangayam",0.00991579181292735
"back","taludtód","back::taludtód",0.00991166117063414
"new","bagu","new::bagu",0.00990311859326249
"rope","pisi","rope::pisi",0.00988484580848541
"dry","yango","dry::yango",-0.00986924818853916
"you","ikáw","you::ikáw",0.00985792243709432
"leaf","doon","leaf::doon",0.00982993374032681
"One.Hundred","magatu","One.Hundred::magatu",0.00982627491175399
"thatch.roof","ʔatɨp","thatch.roof::ʔatɨp",-0.00982293825554358
"to.swim","man-iyat","to.swim::man-iyat",0.00981106060871106
"skin","gaddáng","skin::gaddáng",0.00975241679378676
"hand","'ʔima","hand::'ʔima",0.00974727987227744
"to.squeeze","pespes","to.squeeze::pespes",-0.0096938847372465
"to.count","magbilang","to.count::magbilang",0.00969375064497482
"skin","lundis","skin::lundis",-0.00968290555637649
"dust","yab-ok","dust::yab-ok",0.00966380029398921
"water","ranom","water::ranom",-0.00964868124326883
"Seven","pitu","Seven::pitu",0.00964223903116501
"to.fear","tálaw","to.fear::tálaw",0.00963856286950819
"thin","nipis","thin::nipis",-0.00962441303247891
"man.male","laʔi","man.male::laʔi",-0.00961394518999621
"white","putí'","white::putí'",0.00956198177691312
"to.suck","supsop","to.suck::supsop",-0.00954744520240053
"they","da","they::da",0.00953104211183124
"nose","irong","nose::irong",0.00951865176452558
"liver","altey","liver::altey",-0.00950847797790606
"back","likúd","back::likúd",0.00950509185943699
"fruit","'bunga","fruit::'bunga",0.00944246707541433
"to.eat","mangán","to.eat::mangán",0.00941078067868588
"water","tubig","water::tubig",0.00940119458950898
"moon","bu'lan","moon::bu'lan",0.00936502943481523
"dry","mara","dry::mara",0.00934479426168344
"to.shoot","paltog","to.shoot::paltog",-0.00928405679750937
"to.scratch","kotkot","to.scratch::kotkot",0.00926450614075541
"snake","ulag","snake::ulag",0.00926353392368311
"mosquito","lamúk","mosquito::lamúk",0.00923444958293542
"if.","kɨ","if.::kɨ",-0.00922044970234357
"painful..sick","masakít","painful..sick::masakít",0.00921566306385153
"to.suck","sosop","to.suck::sosop",0.00920009848641118
"to.vomit","masuka","to.vomit::masuka",0.00917774698274161
"that","ina","that::ina",0.00917387753348173
"egg","ʔiklug","egg::ʔiklug",0.0091710253842127
"sharp","matarám","sharp::matarám",0.00915345337083151
"to.hit","tamaan","to.hit::tamaan",0.00914986276832861
"white","putiq","white::putiq",0.00911712725430056
"to.swim","lumbuk","to.swim::lumbuk",-0.00909392574345172
"needle","dágum","needle::dágum",0.00907559406501711
"mother","iloy","mother::iloy",0.00907029452345157
"day","ʔalgaw","day::ʔalgaw",0.00906780436439387
"feather","barahibo","feather::barahibo",0.00906543982896931
"needle","da:gum","needle::da:gum",0.00903780994296729
"tail","ʔikul","tail::ʔikul",0.00903379064276535
"dry","namaga","dry::namaga",0.00903302380452773
"to.die..be.dead","mátay","to.die..be.dead::mátay",0.00901929179958872
"woman.female","babáʔi","woman.female::babáʔi",0.00900523018428649
"to.hold","kaptan","to.hold::kaptan",0.00899613663266471
"to.tie.up..fasten","ʔikɨt","to.tie.up..fasten::ʔikɨt",-0.00898834234118023
"Five","lalima","Five::lalima",-0.00898287693850709
"if.","ku","if.::ku",-0.00898219986244705
"man.male","laláki","man.male::laláki",0.00897927422358963
"if.","kin","if.::kin",0.00896569142833419
"mouth","bibî","mouth::bibî",0.00895589644803537
"to.count","isip","to.count::isip",0.00894987597857854
"to.hold","onnan","to.hold::onnan",0.00894700062818713
"Nine","syam","Nine::syam",0.00892337095879693
"fruit","búnga","fruit::búnga",0.00889452762931828
"skin","kublit","skin::kublit",0.00889373622535758
"to.sleep","matulog","to.sleep::matulog",0.00889166965828254
"to.drink","uminom","to.drink::uminom",0.00887919935994099
"no..not","mari","no..not::mari",0.00885958472336143
"to.breathe","maginhawa","to.breathe::maginhawa",0.00885031259227722
"to.cook","lutu","to.cook::lutu",0.00882071095763312
"back","likud","back::likud",0.00880632032053186
"tail","'ʔipos","tail::'ʔipos",0.00880416217564414
"dry","mará","dry::mará",0.00877601124456812
"Fifty","singkwenta","Fifty::singkwenta",0.00877330064427779
"liver","ʔaˈtaj","liver::ʔaˈtaj",0.00874638868259114
"thin","maimpís","thin::maimpís",0.00873377021421077
"Ten","sɨpuluʔ","Ten::sɨpuluʔ",-0.00872734487248163
"Three","tallo","Three::tallo",0.00871090145512057
"wing","fafak","wing::fafak",-0.0086895839678482
"to.swim","langóy","to.swim::langóy",0.00864845808467171
"wet","basa","wet::basa",0.00860858933512974
"to.die..be.dead","pati","to.die..be.dead::pati",0.00859071238276063
"hair","buok","hair::buok",0.00857559392163944
"warm","maʔinit","warm::maʔinit",0.00856942229878773
"leg.foot","tikad","leg.foot::tikad",0.00853530909324916
"who.","sin-o","who.::sin-o",0.00852647129121266
"thou","kayo","thou::kayo",0.00852024299607278
"to.sew","tahíʔ","to.sew::tahíʔ",0.00851029306966565
"how.","'pila","how.::'pila",-0.00848396464575726
"left","gibang","left::gibang",-0.00847237208626402
"lightning","ki'lat","lightning::ki'lat",0.00846316231543764
"belly","san","belly::san",0.00844891175158022
"that","yan","that::yan",0.00843700532086873
"to.suck","supsup","to.suck::supsup",0.00843572466473064
"dry","mala","dry::mala",0.0084247101833618
"sharp","ta'dɨm","sharp::ta'dɨm",0.00842191173818191
"needle","karayum","needle::karayum",-0.00841765971039734
"to.dream","tagenap","to.dream::tagenap",0.00841487952694536
"to.come","hendini","to.come::hendini",-0.00840775443963299
"egg","itlúg","egg::itlúg",0.00840237774209774
"to.steal","kawaton","to.steal::kawaton",0.00839710065672094
"leaf","dáhon","leaf::dáhon",0.00838513559237122
"father","amay","father::amay",0.0083843271732637
"spider","lawà","spider::lawà",0.00835449264272687
"thatch.roof","ʔa'tɨp","thatch.roof::ʔa'tɨp",-0.00835411771388281
"big","dakɨl","big::dakɨl",-0.00831586202268055
"name","'ngadan","name::'ngadan",0.00830243894310538
"to.swim","maglangóy","to.swim::maglangóy",0.00829739381349736
"you","kam","you::kam",0.00829359585914142
"Three","tolo","Three::tolo",-0.00828713897544719
"right","kwanan","right::kwanan",-0.00826178163681535
"husband","esawa","husband::esawa",-0.00826017721114464
"leaf","ʔadon","leaf::ʔadon",0.00821642948268679
"One.Hundred","gatus","One.Hundred::gatus",-0.00820382390507253
"One","usa","One::usa",0.00819695584382357
"blood","dala","blood::dala",-0.00808843272537788
"shoulder","abagá","shoulder::abagá",0.00807146962531681
"how.","paano","how.::paano",0.00806055377863102
"good","mapiá","good::mapiá",-0.00805522326819365
"to.hold","kapót","to.hold::kapót",0.00804942210872795
"to.burn","sunóg","to.burn::sunóg",0.00803193562668023
"leaf","daʔun","leaf::daʔun",-0.00800942275755547
"flower","buyak","flower::buyak",0.00793715018013636
"feather","balahibo","feather::balahibo",0.0079044601127905
"heavy","mabɨgat","heavy::mabɨgat",-0.00789489938065813
"white","puti","white::puti",-0.00788560047295558
"to.blow","huyóp","to.blow::huyóp",0.00788349560670365
"worm..earthworm.","ʔulɨd","worm..earthworm.::ʔulɨd",-0.00787161924064531
"hand","alíma","hand::alíma",0.00783757400158357
"neck","liʔɨg","neck::liʔɨg",-0.00782631623633509
"nose","urong","nose::urong",0.00782024652196937
"back","awak","back::awak",0.00780857286107954
"to.see","ita","to.see::ita",0.00779241340846024
"hand","líma","hand::líma",0.00778373838551782
"bone","bukog","bone::bukog",0.00774582496519201
"rotten","bulok","rotten::bulok",0.00772776038794777
"bone","butól","bone::butól",0.0077270494694761
"blood","digi","blood::digi",0.00771691354971927
"road.path","aragyan","road.path::aragyan",0.00771666351193922
"snake","halas","snake::halas",0.00769277869939946
"you","kamú","you::kamú",0.00769189752613576
"tooth","ngipun","tooth::ngipun",0.00767442248158186
"sharp","matarɨm","sharp::matarɨm",0.0076545250263403
"to.breathe","ginawa","to.breathe::ginawa",-0.00764193499027977
"meat.flesh","unod","meat.flesh::unod",0.0076269949569869
"to.hear","batiʔ","to.hear::batiʔ",0.00761423803562031
"Two","darwá","Two::darwá",0.00761142646330949
"to.stand","tindɨg","to.stand::tindɨg",0.00757524042217074
"hair","buuk","hair::buuk",0.00756869122559531
"woods.forest","talun","woods.forest::talun",0.00751349455865852
"root","dalig","root::dalig",-0.00746597722783697
"Six","ʔɨnɨm","Six::ʔɨnɨm",-0.00746128832645972
"tongue","dilà","tongue::dilà",0.00744506192645981
"to.swim","naŋuy","to.swim::naŋuy",0.00742699172206261
"dust","gabu","dust::gabu",0.00741874292287203
"warm","mapasuʔ","warm::mapasuʔ",-0.00741029622550568
"white","maputiʔ","white::maputiʔ",-0.00740531629715314
"One.Thousand","sanlibo","One.Thousand::sanlibo",-0.00740057724325597
"at","di","at::di",-0.0073942502662159
"to.walk","lakaw","to.walk::lakaw",0.00738387012125596
"neck","lig","neck::lig",0.00737629996721012
"to.stand","tindog","to.stand::tindog",0.00736401403612531
"needle","chakum","needle::chakum",0.00736381814677236
"to.hunt","paŋayám","to.hunt::paŋayám",0.00734570828840703
"to.squeeze","puga-on","to.squeeze::puga-on",0.00734549854015848
"to.hunt","maŋanup","to.hunt::maŋanup",0.00734026592190858
"other","iba","other::iba",0.00730091992673311
"head","ulo","head::ulo",0.00729947394990447
"to.hear","pamati","to.hear::pamati",0.00726345157638293
"to.eat","kaon","to.eat::kaon",0.00725960731788688
"sea","lawod","sea::lawod",0.00723804608086846
"mosquito","lamók","mosquito::lamók",0.00722055081111262
"to.scratch","kalot","to.scratch::kalot",0.00719941780691076
"mouth","simuʔ","mouth::simuʔ",0.00717366107648016
"dog","ʔatu","dog::ʔatu",0.00717313838829258
"rope","lubid","rope::lubid",0.00714347779660073
"eye","moto","eye::moto",-0.00712748938205248
"yellow","darag","yellow::darag",0.00711762753599544
"head","ulu","head::ulu",0.00711264116578095
"louse","kutu","louse::kutu",-0.00706638346320071
"blood","dogo","blood::dogo",0.00706418857802633
"leaf","dawun","leaf::dawun",0.00706210306174016
"rain","ulan","rain::ulan",0.00705942121569942
"hand","ʔalima","hand::ʔalima",0.00705575885159242
"breast","dughan","breast::dughan",0.00704358083393047
"stone","batuʔ","stone::batuʔ",0.00700779566497154
"dust","'tapok","dust::'tapok",0.00700486578942954
"you","kamo","you::kamo",-0.00698895484125914
"to.flow","bulus","to.flow::bulus",0.0069400742902544
"bone","tuʔlang","bone::tuʔlang",0.00692876546650116
"breast","'susu","breast::'susu",0.0069275217115755
"to.buy","bakal","to.buy::bakal",0.00691836453763882
"mother","ʔinaʔ","mother::ʔinaʔ",0.00691758698605293
"to.laugh","ʔɨngit","to.laugh::ʔɨngit",-0.00691538244091115
"white","putíʔ","white::putíʔ",0.00691062099872561
"tongue","dilâ","tongue::dilâ",0.00689914214481249
"shy..ashamed","huya","shy..ashamed::huya",0.00689826796840931
"leg.foot","ti-il","leg.foot::ti-il",0.00689714129908448
"thou","kaw","thou::kaw",0.00689657904131364
"to.swim","maglangoy","to.swim::maglangoy",0.00688467100074293
"to.stab..pierce","buno","to.stab..pierce::buno",0.00688057670446682
"meat.flesh","karni","meat.flesh::karni",0.00685137222533987
"Two","dua","Two::dua",0.00684848915926994
"to.work","magtrabáho","to.work::magtrabáho",0.00683929582760282
"Three","tulo","Three::tulo",-0.00683353909495681
"hair","bohok","hair::bohok",0.00682576027671995
"belly","eges","belly::eges",-0.00678641906048378
"to.squeeze","magpugâ","to.squeeze::magpugâ",0.00678483414531219
"tooth","ŋipen","tooth::ŋipen",-0.00677980592401825
"tail","íkug","tail::íkug",0.00676144094809019
"if.","mo","if.::mo",0.00673552954379384
"Ten","sampuluʔ","Ten::sampuluʔ",-0.0067350623129431
"fat.grease","taviʔ","fat.grease::taviʔ",-0.00671914499333443
"to.sniff..smell","amoy","to.sniff..smell::amoy",0.00671174266770642
"right","tuʔó","right::tuʔó",0.00669790277106806
"to.count","mabilang","to.count::mabilang",0.00668622095648437
"leaf","daon","leaf::daon",0.00668023634188471
"feather","bulbol","feather::bulbol",0.00664465675404126
"to.yawn","mowab","to.yawn::mowab",0.00663676344181938
"egg","ʔitlug","egg::ʔitlug",0.00661825625778026
"you","ikaw","you::ikaw",0.00661725421216632
"to.walk","maglakad","to.walk::maglakad",0.00659859367628386
"earth.soil","lupaʔ","earth.soil::lupaʔ",-0.00659574494047185
"no..not","indi","no..not::indi",0.00658557114695557
"painful..sick","takit","painful..sick::takit",0.00657833732532487
"fish","isdaʔ","fish::isdaʔ",0.00657804350378032
"other","laʔin","other::laʔin",-0.00656971774589372
"Two","darwa","Two::darwa",0.00656933992498337
"to.live..be.alive","buhay","to.live..be.alive::buhay",0.00656547457772604
"to.fear","takut","to.fear::takut",0.00656262369415808
"spider","lawa'","spider::lawa'",0.00655994596968297
"correct..true","matuod","correct..true::matuod",0.00655207873068057
"to.fall","hulog","to.fall::hulog",0.00654946275109147
"I","ak","I::ak",0.0065399303181336
"Seven","pitú","Seven::pitú",0.00653020116602564
"to.swim","langoy","to.swim::langoy",0.00650964205410598
"at","ta","at::ta",0.00648749822671436
"louse","koto","louse::koto",-0.00647242931267581
"man.male","lala:ki","man.male::lala:ki",0.00645328900866303
"sea","dagát","sea::dagát",0.00640092655784154
"shoulder","abága","shoulder::abága",0.00639060723317318
"mouth","bibig","mouth::bibig",0.00635521783100283
"leaf","dahun","leaf::dahun",-0.00626978059112383
"hand","taklay","hand::taklay",0.00626626752730002
"louse","'kutu","louse::'kutu",0.00626217300804335
"flower","rosas","flower::rosas",-0.00626216080059104
"feather","lawi","feather::lawi",-0.0062602525686272
"leg.foot","saka","leg.foot::saka",0.00622693550208224
"to.steal","kawat","to.steal::kawat",0.00622672430077616
"skin","kindal","skin::kindal",-0.00622634270232349
"leg.foot","bitis","leg.foot::bitis",0.00621184945982047
"nose","ʔurung","nose::ʔurung",0.0062094433657835
"neck","liog","neck::liog",0.00619272519166664
"thou","ʔikáw","thou::ʔikáw",0.0061820783374365
"skin","kulít","skin::kulít",0.00617880032401692
"mosquito","namuk","mosquito::namuk",0.00615577071023389
"when.","pigan","when.::pigan",0.00615289515184799
"to.eat","kuman","to.eat::kuman",0.00613887078078439
"we","sikami","we::sikami",-0.00612586140961704
"to.come","pumunta","to.come::pumunta",0.00611545231912749
"tail","ikug","tail::ikug",0.00610789655795133
"Two","duha","Two::duha",0.00609942607270956
"to.vomit","soka","to.vomit::soka",-0.00609478890787413
"to.swim","malangoy","to.swim::malangoy",0.00606602541943297
"One.Thousand","libo","One.Thousand::libo",0.00606131288706286
"all","amin","all::amin",0.00605364698329892
"blood","dugó'","blood::dugó'",0.00605124716412051
"father","maʔ","father::maʔ",-0.00605073589923353
"woman.female","babáy","woman.female::babáy",0.00603326218843546
"warm","init","warm::init",-0.00601734854891521
"right","toʔo","right::toʔo",0.0060112089916861
"Nine","siyow","Nine::siyow",-0.00601076628151755
"bird","manukmanuk","bird::manukmanuk",-0.00600933011490996
"Three","tɨlu","Three::tɨlu",-0.00597956681977072
"to.breathe","ginhawa","to.breathe::ginhawa",0.00597900752783653
"narrow","makítid","narrow::makítid",0.0059257721353614
"nose","ʔidong","nose::ʔidong",-0.00590746267902574
"One.Thousand","sanribo","One.Thousand::sanribo",-0.00589414843973976
"shoulder","balikat","shoulder::balikat",0.00588353110500406
"right","tuo","right::tuo",0.0058796715635957
"star","bito-on","star::bito-on",0.00587944414153521
"to.drink","ʔinɨm","to.drink::ʔinɨm",-0.00587568985268709
"nose","igung","nose::igung",0.00587015603427361
"husband","asáwa","husband::asáwa",0.00583106734358953
"louse","ku:tu","louse::ku:tu",0.00580534256905759
"to.suck","súpsup","to.suck::súpsup",0.00580252906941226
"water","ig","water::ig",-0.00577847201207308
"to.throw","tudaʔ","to.throw::tudaʔ",-0.00577532582887162
"to.squeeze","puga","to.squeeze::puga",0.00576410771320496
"to.tie.up..fasten","higti","to.tie.up..fasten::higti",0.00576349221874646
"day","ʔádlaw","day::ʔádlaw",0.00574603621746698
"thou","mo","thou::mo",0.00574163134383321
"bone","tul-ang","bone::tul-ang",0.00573323202874972
"breast","dibdib","breast::dibdib",0.00573119527420462
"liver","atey","liver::atey",-0.0056514906691744
"to.laugh","kadlaw","to.laugh::kadlaw",0.00561766817835897
"fat.grease","mantika","fat.grease::mantika",0.0056128134838767
"to.vomit","mota","to.vomit::mota",-0.00561090122691685
"Three","telo","Three::telo",-0.00559900610056988
"hand","sigal","hand::sigal",-0.00558801988789597
"flower","bulok","flower::bulok",-0.00558296395048472
"day","araw","day::araw",0.0055582035092353
"intestines","tináʔi","intestines::tináʔi",0.00553427282009756
"to.fall","huyog","to.fall::huyog",0.0055317655935422
"green","birdi","green::birdi",0.00552459929046473
"louse","kútu","louse::kútu",0.00551011653912365
"wife","asáwa","wife::asáwa",-0.00548006647925968
"Eight","waru","Eight::waru",0.00547853404618648
"fog","hamog","fog::hamog",0.00547317569426362
"to.think","magísip","to.think::magísip",0.00544715470429065
"tongue","dilaq","tongue::dilaq",-0.00543629155703589
"heavy","mabug-at","heavy::mabug-at",0.00543131432252171
"big","dakál","big::dakál",0.00541634813094446
"to.turn","giling","to.turn::giling",-0.00541163974946778
"needle","dagom","needle::dagom",0.00540816257463475
"wide","mahiwas","wide::mahiwas",0.00539345391629057
"road.path","dálan","road.path::dálan",0.00538171682045737
"tooth","ngípon","tooth::ngípon",0.00534442949882099
"to.drink","uminóm","to.drink::uminóm",0.00532673615941763
"to.know..be.knowledgeable","kilala","to.know..be.knowledgeable::kilala",-0.00532323536674338
"father","ʔamaʔ","father::ʔamaʔ",0.00531455794211873
"earth.soil","duta","earth.soil::duta",0.00528487478767571
"ash","ʔabuh","ash::ʔabuh",-0.00527304556042649
"to.hunt","pangayám","to.hunt::pangayám",0.00526527663177552
"to.work","ʔimoʔ","to.work::ʔimoʔ",-0.00525884212818843
"One.Thousand","maribu","One.Thousand::maribu",0.00525201175669125
"leg.foot","bisit","leg.foot::bisit",0.00518114581661063
"intestines","tinae","intestines::tinae",0.00516445624280269
"lake","ranaw","lake::ranaw",-0.00516088148667397
"rat","ʔungeh","rat::ʔungeh",-0.00512024793914713
"they","sanda","they::sanda",0.00511945259138802
"fish","sɨdaʔ","fish::sɨdaʔ",0.0051168030349307
"dirty","madumi","dirty::madumi",0.0051073765918315
"to.scratch","karut","to.scratch::karut",-0.00510022055599014
"mosquito","hilam","mosquito::hilam",-0.00509011846131783
"Five","'lima","Five::'lima",-0.00508978467120615
"eye","mataʔ","eye::mataʔ",0.0050706434551685
"blood","rogoq","blood::rogoq",0.00506328148838076
"shoulder","ʔabaga","shoulder::ʔabaga",0.0050571023755545
"hand","bɨktɨn","hand::bɨktɨn",-0.00504645286664451
"eye","matah","eye::matah",-0.00503760510778055
"above","ibabaw","above::ibabaw",0.00502155229537524
"name","ngalan","name::ngalan",-0.00501841317859081
"fruit","bunga","fruit::bunga",0.00501644592083684
