population,sample,PC1,PC2,subgroup,colour,rotLongitude,rotLatitude
Teduray,T1-01,-0.002994,0.0163335,Bilic,#BA7862,123.09373140129013,9.751814980615482
Teduray,T1-02,-0.00156628,0.0135854,Bilic,#BA7862,122.95371764859476,10.063429996825436
Teduray,T1-03,-0.00262724,0.0133071,Bilic,#BA7862,123.07231202753302,10.087429081055697
Teduray,T1-06,-0.0054088,0.0130893,Bilic,#BA7862,123.3800265978303,10.093977663047994
Teduray,T1-07,-0.0046727,0.00978455,Bilic,#BA7862,123.3196748161734,10.462563612310372
Teduray,T1-09,-0.00182386,0.0128712,Bilic,#BA7862,122.98656407663366,10.140474021699614
Teduray,T1-10,-0.00498798,0.0138235,Bilic,#BA7862,123.32907622725403,10.015754356315531
Teduray,T1-11,-0.00158446,0.0121759,Bilic,#BA7862,122.96455676805368,10.218552295045312
Teduray,T1-12,-0.0027946,0.0139938,Bilic,#BA7862,123.08643907750333,10.010749629156603
Teduray,T1-13,-0.00431147,0.00990211,Bilic,#BA7862,123.27915345333085,10.451880788164889
TuwaliIfugao,IFt-01,-0.0391621,-0.0471242,Meso-Cordilleran,#EA7B81,127.4749783232893,16.51401787262488
TuwaliIfugao,IFt-01-01,-0.0394617,-0.0441482,Meso-Cordilleran,#EA7B81,127.48931696554705,16.184375671010123
TuwaliIfugao,IFt-07,-0.0385695,-0.043409,Meso-Cordilleran,#EA7B81,127.38641947839773,16.108557000006748
TuwaliIfugao,IFt-08,-0.0384404,-0.0435094,Meso-Cordilleran,#EA7B81,127.37283041598663,16.120424016614614
TuwaliIfugao,TWLI-01,-0.0393759,-0.0438444,Meso-Cordilleran,#EA7B81,127.47796264957944,16.15145436614037
TuwaliIfugao,TWLI-02,-0.0387176,-0.0426059,Meso-Cordilleran,#EA7B81,127.39769554552478,16.019178502389238
TuwaliIfugao,TWLI-04,-0.0390141,-0.0448012,Meso-Cordilleran,#EA7B81,127.4441142033627,16.259100512720575
TuwaliIfugao,TWLI-05,-0.0373127,-0.0417418,Meso-Cordilleran,#EA7B81,127.23754842205415,15.932818251471428
TuwaliIfugao,TWLI-06,-0.039147,-0.0478655,Meso-Cordilleran,#EA7B81,127.47796285030972,16.59575614085862
TuwaliIfugao,TWLI-09,-0.0388738,-0.04533,Meso-Cordilleran,#EA7B81,127.4319774724351,16.31821988412213
Waray,WR-01,-0.0116922,0.00175687,Central Philippine,#565153,124.14310189915895,11.302689100994678
Waray,WR-02,-0.0124263,-0.00100322,Central Philippine,#565153,124.24125688967773,11.602071125986901
Waray,WR-08,-0.0127082,-6.32895e-4,Central Philippine,#565153,124.2699823946983,11.559517750192313
Waray,WR-09,-0.0134329,4.56609e-4,Central Philippine,#565153,124.34296710164602,11.43498095537194
Waray,WR-10,-0.0116099,-0.00122082,Central Philippine,#565153,124.15270634126368,11.631155070824603
Waray,WR-11,-0.00952602,0.00633291,Central Philippine,#565153,123.87583867845784,10.812284558171758
Waray,WR-12,-0.0141443,-3.43622e-4,Central Philippine,#565153,124.42633468665919,11.518654843232355
Waray,WR-13,-0.0113847,0.00233215,Central Philippine,#565153,124.10562845483457,11.241258101559326
Waray,WR-18,-0.0129605,-2.29617e-4,Central Philippine,#565153,124.29524128417266,11.513520649510967
Waray,WR-19,-0.0116657,-9.2854e-4,Central Philippine,#565153,124.15701946584296,11.598614768884438
Yakan,YK-01,-0.00773249,0.0139437,Greater Barito linkage,#A74B82,123.63059118054424,9.985309354441524
Yakan,YK-02,-0.00627618,0.0131206,Greater Barito linkage,#A74B82,123.4753598713393,10.08509238141751
Yakan,YK-03,-0.00694597,0.0146147,Greater Barito linkage,#A74B82,123.53976041432303,9.916339378422645
Yakan,YK-04,-0.00612665,0.0176577,Greater Barito linkage,#A74B82,123.43044595628363,9.58633314715258
Yakan,YK-12,-0.00545641,0.0151566,Greater Barito linkage,#A74B82,123.37230923306926,9.865995627376659
Yakan,YK-15,-0.00417143,0.0198131,Greater Barito linkage,#A74B82,123.20159315299074,9.361204887203295
Yakan,YK-16,-0.00716063,0.015429,Greater Barito linkage,#A74B82,123.5582968957054,9.825310063352077
Yakan,YK-17,-0.00708971,0.0165707,Greater Barito linkage,#A74B82,123.54332818970528,9.700012760336335
Yakan,YK-18,-0.00743067,0.0134429,Greater Barito linkage,#A74B82,123.60048978453861,10.042357574806351
Yakan,YK-19,-0.00628931,0.0146993,Greater Barito linkage,#A74B82,123.4669083023872,9.911138823871031
Yogad,Yo-01,-0.0204696,-0.00901306,Cagayan Valley,#79F287,125.17732906070138,12.43381308533332
Yogad,Yo-03,-0.020196,-0.0103178,Cagayan Valley,#79F287,125.15537599162847,12.579226880060256
Yogad,Yo-04,-0.0184222,-0.0073759,Cagayan Valley,#79F287,124.94157305079369,12.266339475660683
Yogad,Yo-05,-0.0214927,-0.00638684,Cagayan Valley,#79F287,125.2735438300037,12.138158171787023
Yogad,Yo-06,-0.0211319,-0.00907844,Cagayan Valley,#79F287,125.25068183833721,12.43686147166705
Yogad,Yo-09,-0.019957,-0.0065548,Cagayan Valley,#79F287,125.10546145055248,12.166284627483119
Yogad,Yo-10,-0.018352,-0.00599868,Cagayan Valley,#79F287,124.92520705118636,12.115098497128422
Yogad,Yo-15,-0.017073,-0.00748875,Cagayan Valley,#79F287,124.79368546867912,12.28722709189711
Yogad,Yo-16,-0.00958489,0.00851549,Cagayan Valley,#79F287,123.86863869443482,10.571535483804379
Yogad,Yo-20,-0.0179313,-0.0106481,Cagayan Valley,#79F287,124.90802247220965,12.629803227671186
