population,sample,PC1,PC2,subgroup,colour,rotLongitude,rotLatitude
Ilocano,ILC-11,-0.02212,-0.0125682,Northern Luzon,#7E6E40,125.38138596014537,12.815013765695365
Ilocano,ILC-12,-0.0183812,-0.00320643,Northern Luzon,#7E6E40,124.91091701812941,11.807389002773242
Ilocano,ILC-13,-0.0179947,-0.0104143,Northern Luzon,#7E6E40,124.91353926818577,12.603656013661496
Ilocano,ILC-14,-0.0175666,-0.00758291,Northern Luzon,#7E6E40,124.84863878875844,12.294502847551245
Ilocano,ILC-15,-0.0159108,-0.00585066,Northern Luzon,#7E6E40,124.65541575510582,12.114101299595866
Iranun,IR-01,-0.0132592,0.0066551,Danaw,#C573F1,124.28497512504445,10.753394784034713
Iranun,IR-02,-0.0132563,0.00399019,Danaw,#C573F1,124.30136336975569,11.046914709883888
Iranun,IR-03,-0.0114799,0.00363424,Danaw,#C573F1,124.10794992811456,11.097254644250084
Iranun,IR-04,-0.0135676,0.0036658,Danaw,#C573F1,124.33768237631882,11.080689937958596
Iranun,IR-05,-0.0146899,0.00559107,Danaw,#C573F1,124.44921720974095,10.86161271370112
Iranun,IR-10,-0.0137658,0.0039534,Danaw,#C573F1,124.35770816666826,11.047772295123377
Iranun,IR-12,-0.0172776,0.00244223,Danaw,#C573F1,124.75395701086731,11.192188859630392
Iranun,IR-13,-0.0155166,0.0068883,Danaw,#C573F1,124.53213342171333,10.713558380786754
Iranun,IR-15,-0.00658331,0.0123285,Danaw,#C573F1,123.51415191722313,10.170405324343879
Iranun,IR-18,-0.0132316,0.00549787,Danaw,#C573F1,124.28919062653569,10.881020165150828
Itawis,IW-02,-0.0235976,-0.00670088,Cagayan Valley,#79F287,125.50733734960791,12.159548530190921
Itawis,IW-03,-0.019946,-0.00816158,Cagayan Valley,#79F287,125.11432365596048,12.34331744163147
Itawis,IW-04,-0.0225305,-0.0081534,Cagayan Valley,#79F287,125.39891810369133,12.326213023340395
Itawis,IW-06,-0.0173039,-0.0061746,Cagayan Valley,#79F287,124.81087674716312,12.14104462758645
Itawis,IW-07,-0.0199033,-0.00653937,Cagayan Valley,#79F287,125.09945042484127,12.164921905387327
Itawis,IW-08,-0.02421,-0.00648086,Cagayan Valley,#79F287,125.57340504181857,12.131477033797456
Itawis,IW-09,-0.0181537,-0.00607411,Cagayan Valley,#79F287,124.90384004864447,12.12464927416795
Itawis,IW-10,-0.0242807,-0.00776037,Cagayan Valley,#79F287,125.58921351698339,12.271953517747837
Itawis,IW-14,-0.0193883,-0.00261434,Cagayan Valley,#79F287,125.01812258273142,11.735864744812533
Itawis,IW-15,-0.0216222,-0.00978596,Cagayan Valley,#79F287,125.3091171676574,12.51171075329377
Itbayaten,IV-03,-0.0227433,-0.00921996,Yami-Itbayat,#9ECCC9,125.42904177385336,12.442345213544069
Itbayaten,IV-05,-0.0183298,-0.00793317,Yami-Itbayat,#9ECCC9,124.93489031268909,12.328294101831844
Itbayaten,IV-08,-0.0215331,-0.00812715,Yami-Itbayat,#9ECCC9,125.28890417628494,12.329575154748559
Itbayaten,IV-17,-0.0200643,-0.0103633,Yami-Itbayat,#9ECCC9,125.14115638114048,12.585063747093297
Itneg,ITN-01,-0.0303184,-0.0314766,Meso-Cordilleran,#EA7B81,126.40286863980303,14.84610392660695
Itneg,ITN-02,-0.0282139,-0.0273731,Meso-Cordilleran,#EA7B81,126.14536117632156,14.407356207891052
Itneg,ITN-05,-0.0322459,-0.0364417,Meso-Cordilleran,#EA7B81,126.64628387967466,15.380854270129694
Itneg,ITN-06,-0.0315051,-0.0363817,Meso-Cordilleran,#EA7B81,126.56431917899641,15.378890569202872
Itneg,ITN-10,-0.033306,-0.0383306,Meso-Cordilleran,#EA7B81,126.77488118954841,15.582243314232304
Itneg,ITN-11,-0.0354767,-0.0400487,Meso-Cordilleran,#EA7B81,127.02472438488253,15.757858279293153
Itneg,ITN-13,-0.0298737,-0.0311829,Meso-Cordilleran,#EA7B81,126.35204994083996,14.816545113899647
Itneg,ITN-14,-0.0266829,-0.0253056,Meso-Cordilleran,#EA7B81,125.96378123078988,14.189249231596085
Itneg,ITN-15,-0.0277836,-0.0307527,Meso-Cordilleran,#EA7B81,126.11915816521802,14.782268603368315
Itneg,ITN-16,-0.0188792,-0.0138406,Meso-Cordilleran,#EA7B81,125.03243546873767,12.97546861540352
Ivatan,IV-04,-0.021622099999999998,-0.00907001,Batanic,#60B57B,125.304617509588,12.432859721522023
Ivatan,IV-06,-0.0229539,-0.0103696,Batanic,#60B57B,125.45944401505496,12.567641271091068
Ivatan,IV-07,-0.0211194,-0.0100991,Batanic,#60B57B,125.25570416414227,12.549350950047662
Ivatan,IV-10,-0.0231113,-0.00903174,Batanic,#60B57B,125.46839166943522,12.419308297027468
Ivatan,IV-11,-0.0188117,-0.00849529,Batanic,#60B57B,124.99148891759643,12.387182315556796
Ivatan,IV-13,-0.021454,-0.00631928,Batanic,#60B57B,125.26885801114086,12.13096003292104
Ivatan,IV-14,-0.0200269,-0.00959986,Batanic,#60B57B,125.13225092294878,12.501216222783157
Ivatan,IV-16,-0.0232387,-0.00658287,Batanic,#60B57B,125.46706978168788,12.148801537055832
Ivatan,IV-21,-0.0182993,-0.00593084,Batanic,#60B57B,124.9189775769809,12.107957293186026
Ivatan,IV-22,-0.0191291,-0.00742692,Batanic,#60B57B,125.01974785097853,12.267526693806854
Kagayanen,CGY-02,-0.00926358,0.00136341,Manobo,#F16DEF,123.87809091607501,11.361249315315678
Kagayanen,CGY-03,-0.0097356,0.00172605,Manobo,#F16DEF,123.92780360258737,11.318350376150967
Kagayanen,CGY-04,-0.00818184,0.00263181,Manobo,#F16DEF,123.75100049078368,11.22833514865346
Kagayanen,CGY-06,-0.0063598,0.00332797,Manobo,#F16DEF,123.54596425779167,11.16308634508793
Kagayanen,CGY-07,-0.0103654,0.00369817,Manobo,#F16DEF,123.98480287498576,11.097201020047095
Kagayanen,CGY-08,-0.00763102,0.00224467,Manobo,#F16DEF,123.69276271324958,11.274426448772392
Kagayanen,CGY-11,-0.00923204,0.00155082,Manobo,#F16DEF,123.87344226996623,11.340806522504106
Kagayanen,CGY-12,-0.0076036,0.00226122,Manobo,#F16DEF,123.68963903205872,11.272775612373652
Kagayanen,CGY-17,-0.0112508,0.00156188,Manobo,#F16DEF,124.09571048723254,11.32693181712823
Kagayanen,CGY-18,-0.00534511,0.00542044,Manobo,#F16DEF,123.42109192935783,10.938992277572286
Kalagan,KLGN-01,-0.0138686,0.0042504,Central Philippine,#565153,124.36716807741676,11.014417486415132
Kalagan,KLGN-02,-0.0122062,0.0069847,Central Philippine,#565153,124.16693580126456,10.723695832910664
Kalagan,KLGN-03,-0.0139789,0.00659909,Central Philippine,#565153,124.36459094704321,10.755051329825879
Kalagan,KLGN-04,-0.0125509,0.00981084,Central Philippine,#565153,124.18718111029081,10.410275814002885
Kalagan,KLGN-07,-0.0123346,0.00707711,Central Philippine,#565153,124.18049786194152,10.712713189239917
Kalagan,KLGN-08,-0.00984399,0.00690288,Central Philippine,#565153,123.90728510518959,10.74751699868772
Kalagan,KLGN-09,-0.00807637,0.00855151,Central Philippine,#565153,123.70227095201018,10.577026053330458
Kalagan,KLGN-10,-0.0102269,0.00693135,Central Philippine,#565153,123.94927867587477,10.741980783045806
Kalagan,KLGN-11,-0.0118408,0.00702113,Central Philippine,#565153,124.12646381660667,10.721974462385697
Kalanguya,KLG-01,-0.0374208,-0.0455974,Meso-Cordilleran,#EA7B81,127.27362675439208,16.356779747239393
Kalanguya,KLG-02,-0.039333,-0.0418474,Meso-Cordilleran,#EA7B81,127.46071764752168,15.931782322537877
Kalanguya,KLG-03,-0.0395806,-0.0456098,Meso-Cordilleran,#EA7B81,127.51157559397278,16.344604576039767
Kalanguya,KLG-04,-0.0399098,-0.0431747,Meso-Cordilleran,#EA7B81,127.53256542263676,16.07434920077479
Kalanguya,KLG-05,-0.038903,-0.0473053,Meso-Cordilleran,#EA7B81,127.44757756729248,16.535587874977065
Kalanguya,KLG-06,-0.0387688,-0.0430492,Meso-Cordilleran,#EA7B81,127.4061137605298,16.067680662753457
Kalanguya,KLG-07,-0.0394026,-0.0423557,Meso-Cordilleran,#EA7B81,127.47156987665184,15.987327945096524
Kalanguya,KLG-09,-0.0386941,-0.0458361,Meso-Cordilleran,#EA7B81,127.41535907716818,16.375086193075585
Kalanguya,KLG-10,-0.0375591,-0.0438353,Meso-Cordilleran,#EA7B81,127.2778110464932,16.16184254859873
Kalanguya,KLG-11,-0.0388318,-0.0463834,Meso-Cordilleran,#EA7B81,127.43395605815861,16.434500155601768
Kalinga,KL-01,-0.0299325,-0.0283916,Meso-Cordilleran,#EA7B81,126.34102588070071,14.508754671431639
Kalinga,KL-02,-0.0227727,-0.018217,Meso-Cordilleran,#EA7B81,125.48868665529467,13.433056242851388
Kalinga,KL-04,-0.0316179,-0.032735,Meso-Cordilleran,#EA7B81,126.55387952149236,14.97655149111361
Kalinga,KL-05,-0.0345442,-0.0380855,Meso-Cordilleran,#EA7B81,126.90971456766408,15.547486164751223
Kalinga,KL-06,-0.0218186,-0.0164219,Meso-Cordilleran,#EA7B81,125.37235180883098,13.241333361569051
Kalinga,KL-08,-0.0338215,-0.0389825,Meso-Cordilleran,#EA7B81,126.83574322938296,15.650808856632203
Kalinga,KL-09,-0.0244418,-0.0215958,Meso-Cordilleran,#EA7B81,125.69369752980279,13.794718353269971
Kalinga,KL-11,-0.0309372,-0.0332077,Meso-Cordilleran,#EA7B81,126.48187373639993,15.032880284168767
Kalinga,KL-17,-0.0282705,-0.0280428,Meso-Cordilleran,#EA7B81,126.15579353766587,14.480759236827353
Kalinga,KL-18,-0.0357338,-0.0392224,Meso-Cordilleran,#EA7B81,127.04785979169566,15.665241258409074
Kamayo,KM-06,-0.013987,0.00414408,Central Philippine,#565153,124.380874717651,11.025384806544439
Kamayo,KM-07,-0.0122888,0.00624171,Central Philippine,#565153,124.18069118220811,10.805007700886991
Kamayo,KM-08,-0.014533,0.00456292,Central Philippine,#565153,124.43838289811038,10.975832423507738
Kamayo,KM-09,-0.0122803,0.00586918,Central Philippine,#565153,124.18209060344704,10.846089846150825
Kamayo,KM-10,-0.0129521,0.00467926,Central Philippine,#565153,124.26353996749607,10.972930679129686
Kamayo,KM-14,-0.0126844,0.00495594,Central Philippine,#565153,124.23232199529188,10.944136675634125
Kamayo,KM-15,-0.0130593,0.00293058,Central Philippine,#565153,124.28630985460701,11.16485069572622
Kamayo,KM-16,-0.01124,0.00414443,Central Philippine,#565153,124.07832973890575,11.042568560099378
Kamayo,KM-17,-0.0133386,6.23378e-4,Central Philippine,#565153,124.33153574726119,11.41720494713528
Kamayo,KM-18,-0.0123796,0.0049517,Central Philippine,#565153,124.19877921475478,10.94651459291356
Kankanaey,KKN-04,-0.0402729,-0.0468027,Meso-Cordilleran,#EA7B81,127.59530142308834,16.471645088787838
Kankanaey,KKN-05,-0.0392311,-0.0452194,Meso-Cordilleran,#EA7B81,127.4706355541161,16.303798784696212
Kankanaey,KKN-06,-0.0405899,-0.0457967,Meso-Cordilleran,#EA7B81,127.62390733055231,16.35886113881978
Kankanaey,KKN-07,-0.0384361,-0.044709,Meso-Cordilleran,#EA7B81,127.37987771790473,16.2525697683756
Kankanaey,KKN-08,-0.039873,-0.0452604,Meso-Cordilleran,#EA7B81,127.54158871307634,16.304289960202585
Kankanaey,KKN-11,-0.0394646,-0.0450161,Meso-Cordilleran,#EA7B81,127.49507765326379,16.279944268726542
Kankanaey,KKN-12,-0.0410632,-0.0463582,Meso-Cordilleran,#EA7B81,127.6795548813014,16.41773498605864
Kankanaey,KKN-13,-0.039703,-0.0465039,Meso-Cordilleran,#EA7B81,127.53066175931093,16.442309524675785
Kankanaey,KNK-01,-0.0381619,-0.0445466,Meso-Cordilleran,#EA7B81,127.34866034142878,16.236402825076837
Kankanaey,KNK-02,-0.0388133,-0.0494399,Meso-Cordilleran,#EA7B81,127.45108125715889,16.771245926681488
Kapampangan,KPN-03,-0.0124338,9.98547e-4,Central Luzon,#477C65,124.22953284052342,11.381558082957264
Kapampangan,KPN-04,-0.011716,-0.00129511,Central Luzon,#477C65,124.16485750040907,11.638671859071092
Kapampangan,KPN-05,-0.0115475,0.00120452,Central Luzon,#477C65,124.13062821771744,11.364429754048137
Kapampangan,KPN-07,-0.0136904,0.00265694,Central Luzon,#477C65,124.35753208311402,11.191031552419105
Kapampangan,KPN-09,-0.0110365,0.00265914,Central Luzon,#477C65,124.06522914003413,11.20742786499147
Kapampangan,KPN-10,-0.0113089,0.00487979,Central Luzon,#477C65,124.08130775366551,10.961147199161914
Kapampangan,KPN-11,-0.0138062,0.00129776,Central Luzon,#477C65,124.37880716923706,11.339999793871296
Kapampangan,KPN-12,-0.0114662,-8.09157e-4,Central Luzon,#477C65,124.1342989214459,11.586717202021388
Kapampangan,KPN-13,-0.011704,4.01743e-4,Central Luzon,#477C65,124.15289746159577,11.451862989845543
Kapampangan,KPN-14,-0.0094031,2.79451e-4,Central Luzon,#477C65,123.90025292463295,11.479757185216206
Kinaray-a,7KA-01,-0.0123588,3.77819e-4,Central Philippine,#565153,124.22516431327762,11.450392611558554
Kinaray-a,7KA-02,-0.0129364,9.72602e-4,Central Philippine,#565153,124.28504970839798,11.381264505976223
Kinaray-a,7KA-03,-0.00675774,0.00414171,Central Philippine,#565153,123.58468992228926,11.070969633083418
Kinaray-a,7KA-04,-0.013484,-6.92762e-4,Central Philippine,#565153,124.3558010112443,11.561247370767061
Kinaray-a,7KA-05,-0.0118685,0.00294185,Central Philippine,#565153,124.15508959868315,11.171075180222884
Kinaray-a,7KA-06,-0.00954431,0.00329755,Central Philippine,#565153,123.89688323297128,11.14647140572822
Kinaray-a,7KA-07,-0.0117725,0.00127575,Central Philippine,#565153,124.1549621754863,11.355174151474017
Kinaray-a,7KA-08,-0.0112379,0.0023515,Central Philippine,#565153,124.08933921847544,11.240047337422402
Kinaray-a,7KA-09,-0.0125246,-8.08556e-4,Central Philippine,#565153,124.25086278472568,11.580015377614064
Kinaray-a,7KA-10,-0.0116591,-0.0010765,Central Philippine,#565153,124.1572202045712,11.614951826609248
Lambanguian,Li-01,-0.00424241,0.0128673,Bilic,#BA7862,123.25295723944345,10.125740465328965
Lambanguian,Li-03,9.62406e-4,0.0165566,Bilic,#BA7862,122.65659110900418,9.752048369771476
Lambanguian,Li-06,-0.00218805,0.0145785,Bilic,#BA7862,123.01597049165825,9.950156043663863
Lambanguian,Li-08,-0.0020036,0.0174945,Bilic,#BA7862,122.9773741150822,9.630156733162893
Lambanguian,Li-09,-2.08533e-4,0.0119091,Bilic,#BA7862,122.8146907775837,10.256562867998891
Lambanguian,Li-10,-0.00240885,0.0149501,Bilic,#BA7862,123.037958711436,9.907845310950506
Lambanguian,Li-11,0.00230405,0.0176619,Bilic,#BA7862,122.5018985277096,9.638726803426657
Lambanguian,Li-14,6.4232e-4,0.0152914,Bilic,#BA7862,122.69977617088463,9.88938528764423
Lambanguian,Li-15,-4.43527e-4,0.0141865,Bilic,#BA7862,122.82629386119004,10.00426651755965
Lambanguian,Li-16,6.39579e-4,0.015709,Bilic,#BA7862,122.69745991200323,9.843375432128429
Maguindanaon,MG-01,-0.00939074,0.00829811,Danaw,#C573F1,123.84861870979964,10.596694005911024
Maguindanaon,MG-02,-0.0039482,0.0160454,Danaw,#C573F1,123.20062913329915,9.777562725984316
Maguindanaon,MG-03,-0.0102153,0.00523664,Danaw,#C573F1,123.95862607649967,10.928701591520648
Maguindanaon,MG-04,-0.0121504,0.00589494,Danaw,#C573F1,124.1676224730606,10.844067157683385
Maguindanaon,MG-05,-0.004153,0.0128621,Danaw,#C573F1,123.24314260733942,10.126873726492438
Maguindanaon,MG-06,-0.00793753,0.00850604,Danaw,#C573F1,123.6872647844964,10.582904380482166
Maguindanaon,MG-12,-0.00560417,0.0100106,Danaw,#C573F1,123.42084570305107,10.431827590038953
Maguindanaon,MG-13,-0.0103587,0.00875037,Danaw,#C573F1,123.95239022626689,10.540815411732236
Maguindanaon,MG-15,-0.00755289,0.0085587,Danaw,#C573F1,123.64457203496107,10.579516132520384
Maguindanaon,MG-16,-0.00783061,0.0109727,Danaw,#C573F1,123.66002436381076,10.311907374222814
Malaweg,MW-01,-0.0208843,-0.0101877,Cagayan Valley,#79F287,125.23036673685998,12.560582931728456
Malaweg,MW-02,-0.0190444,-0.0100469,Cagayan Valley,#79F287,125.02684530655544,12.556611067024782
Malaweg,MW-03,-0.0181899,-0.0113197,Cagayan Valley,#79F287,124.94071415820824,12.702149076584877
Malaweg,MW-04,-0.0207562,-0.0106244,Cagayan Valley,#79F287,125.21899624111369,12.609482316774672
Malaweg,MW-05,-0.0164859,-0.00486522,Cagayan Valley,#79F287,124.71257658909653,12.001963583244912
Malaweg,MW-06,-0.0205401,-0.0113704,Cagayan Valley,#79F287,125.19987295784874,12.692998391196342
Malaweg,MW-07,-0.0193533,-0.0082538,Cagayan Valley,#79F287,125.04962439577699,12.357190085757047
Malaweg,MW-08,-0.0185305,-0.0118412,Cagayan Valley,#79F287,124.98149592099413,12.757449457486903
Malaweg,MW-09,-0.0220021,-0.0112296,Cagayan Valley,#79F287,125.36000861523395,12.668325283011145
Malaweg,MW-10,-0.0198397,-0.0124991,Cagayan Valley,#79F287,125.12981028765876,12.821699716436319
Mamanwa,MM-07,0.0218094,0.018775,Central Philippine,#565153,120.34668446020649,9.638423431196987
Mamanwa,MM-08,0.0238441,0.0170344,Central Philippine,#565153,120.13350402109009,9.84288218129379
Mamanwa,MM-09,0.0179447,0.0189556,Central Philippine,#565153,120.77119365255689,9.594303207774168
Mamanwa,MM-16,0.0228451,0.0174739,Central Philippine,#565153,120.24077414862029,9.788214313618305
Mamanwa,MM-17,0.0196845,0.0179446,Central Philippine,#565153,120.58591801004718,9.716558072871077
Mamanwa,MM-19,0.0231885,0.0191015,Central Philippine,#565153,120.19274931812778,9.611110382877735
Mamanwa,MM-20,0.0206294,0.0165864,Central Philippine,#565153,120.49036600869601,9.872068434016452
Mamanwa,MM-24,0.0197951,0.0183503,Central Philippine,#565153,120.57119346709345,9.67256942301897
Mamanwa,MM-25,0.0249291,0.0166116,Central Philippine,#565153,120.01665752228656,9.896249959195204
Mamanwa,MM-26,0.0197999,0.0163664,Central Philippine,#565153,120.58310286559797,9.891097743754427
Mandaya,MD-01,-0.0182988,0.00164017,Central Philippine,#565153,124.87145610450902,11.27412189633929
Mandaya,MD-03,-0.00802429,0.00929931,Central Philippine,#565153,123.69184675654624,10.494993087639832
Mandaya,MD-05,-0.00998027,0.00349599,Central Philippine,#565153,123.94365387690137,11.121882827458329
Mandaya,MD-08,-0.00924923,0.00819835,Central Philippine,#565153,123.83365885080049,10.608568340092253
Mandaya,MD-09,-0.00697598,0.00877459,Central Philippine,#565153,123.57968012366324,10.559355868949588
Mandaya,MD-10,-0.0108516,0.0050298,Central Philippine,#565153,124.0300022084536,10.947492781680998
Mandaya,MD-11,-0.0105977,0.00336157,Central Philippine,#565153,124.01249771130007,11.13281629514798
Mandaya,MD-12,-0.0101597,0.00434648,Central Philippine,#565153,123.95808338435937,11.027088575473973
Mandaya,MD-14,-0.00701948,0.00784698,Central Philippine,#565153,123.59028667255339,10.661246128200457
Mandaya,MD-15,-0.010572,0.00452984,Central Philippine,#565153,124.00234276146034,11.004309179887727
Manguangan,MNG-03,-0.00727824,0.010948,Manobo,#F16DEF,123.59934356039055,10.318090806770083
Manguangan,MNG-04,-0.00615952,0.0113665,Manobo,#F16DEF,123.47350875996132,10.279012822551751
Manguangan,MNG-07,-0.00615949,0.0111832,Manobo,#F16DEF,123.47465465420933,10.299200885549066
Manguangan,MNG-09,-0.00628249,0.012392,Manobo,#F16DEF,123.48062278124691,10.165297696310265
Manguangan,MNG-10,-0.00766627,0.00781987,Manobo,#F16DEF,123.66169131183915,10.660176860922784
Manguangan,MNG-11,-0.00720158,0.0120437,Manobo,#F16DEF,123.58403107217922,10.197895733128735
Manguangan,MNG-15,-0.00880546,0.00884076,Manobo,#F16DEF,123.78075634266001,10.540598274710813
MangyanBangon,BGN-01,-0.00405041,-0.0955511,South Mangyan,#85DEF2,123.91153973298978,22.067681237227237
MangyanBangon,BGN-02,-0.00471395,-0.0839595,South Mangyan,#85DEF2,123.91194570834496,20.786872127089364
MangyanBangon,BGN-03,-0.00314664,-0.0980725,South Mangyan,#85DEF2,123.82781028908565,22.351043587305142
MangyanBangon,BGN-04,-0.00511019,-0.0891276,South Mangyan,#85DEF2,123.98798725438301,21.353580244891923
MangyanBangon,BGN-05,-0.00322297,-0.0925319,South Mangyan,#85DEF2,123.80148018698372,21.740347144054656
MangyanBangon,BGN-06,-0.00528193,-0.0912825,South Mangyan,#85DEF2,124.02041209396572,21.589834954818677
MangyanBangon,BGN-07,-0.00446414,-0.0933507,South Mangyan,#85DEF2,123.94331078321333,21.822744751804255
MangyanBangon,BGN-08,-0.00366067,-0.0813159,South Mangyan,#85DEF2,123.77936793658033,20.502320907705855
MangyanBangon,BGN-09,-0.00551756,-0.0779409,South Mangyan,#85DEF2,123.96271828420143,20.11897113849379
MangyanBangon,BGN-10,-0.00365909,-0.0794837,South Mangyan,#85DEF2,123.76770695456834,20.300540172946942
MangyanBuhid,BU-01,-0.00414784,-0.078891,South Mangyan,#85DEF2,123.81781985156609,20.232198524615583
MangyanBuhid,BU-02,-0.00330844,-0.0777434,South Mangyan,#85DEF2,123.71817706819101,20.111069401972756
MangyanBuhid,BU-03,-0.00462138,-0.0897895,South Mangyan,#85DEF2,123.93830159825374,21.42954366024916
MangyanBuhid,BU-04,-0.00483439,-0.093166,South Mangyan,#85DEF2,123.98293055275393,21.80008140661048
MangyanBuhid,BU-05,-5.87973e-4,-0.0785517,South Mangyan,#85DEF2,123.42362414676094,20.21714804570214
MangyanBuhid,BU-06,-0.00441271,-0.0937642,South Mangyan,#85DEF2,123.94023893977766,21.868608306337094
MangyanBuhid,BU-07,-0.00424166,-0.0963703,South Mangyan,#85DEF2,123.93773915655825,22.15670536679494
MangyanBuhid,BU-08,-0.00585656,-0.0917053,South Mangyan,#85DEF2,124.08635011693528,21.63279769176814
MangyanBuhid,BU-09,-0.00448029,-0.0978895,South Mangyan,#85DEF2,123.97354545594119,22.322527441929342
MangyanBuhid,BU-10,-0.00466624,-0.0847758,South Mangyan,#85DEF2,123.91180892207048,20.877075021485815
MangyanHanunuo,HNU-02,-0.00367729,-0.0378058,South Mangyan,#85DEF2,123.50841206474654,15.71020112644159
MangyanHanunuo,HNU-03,-0.00763409,-0.0450277,South Mangyan,#85DEF2,123.9894746877424,16.480783046360095
MangyanHanunuo,HNU-04,-0.00601881,-0.0385443,South Mangyan,#85DEF2,123.77092704469094,15.776856198861113
MangyanHanunuo,HNU-05,-0.00409417,-0.0473976,South Mangyan,#85DEF2,123.61446117402973,16.7639871645772
MangyanHanunuo,HNU-06,-0.00333937,-0.0409303,South Mangyan,#85DEF2,123.49078404214922,16.056438727424023
MangyanHanunuo,HNU-07,-0.00453685,-0.0431973,South Mangyan,#85DEF2,123.63688229113899,16.298608778833337
MangyanHanunuo,HNU-08,-0.00493876,-0.0456923,South Mangyan,#85DEF2,123.69678932121252,16.57087759285504
MangyanHanunuo,HNU-11,-0.00624029,-0.0498911,South Mangyan,#85DEF2,123.8664585996495,17.025155460253576
MangyanHanunuo,HNU-12,-0.00347903,-0.0349339,South Mangyan,#85DEF2,123.46857119877242,15.395145382293205
MangyanIraya,IRY-01,0.0103996,-0.0323002,North Mangyan,#ECBEBD,121.92352651786722,15.192092966099944
MangyanIraya,IRY-02,0.0123092,-0.0315023,North Mangyan,#ECBEBD,121.7082089440987,15.116187912732084
MangyanIraya,IRY-03,0.00935165,-0.0324768,North Mangyan,#ECBEBD,122.04005042369214,15.204972815150352
MangyanIraya,IRY-04,0.0115822,-0.0318025,North Mangyan,#ECBEBD,121.79015970458315,15.144692729266016
MangyanIraya,IRY-05,0.0075243,-0.0330997,North Mangyan,#ECBEBD,122.24521217412507,15.262119785878111
MangyanIraya,IRY-06,0.00896059,-0.0282897,North Mangyan,#ECBEBD,122.0568690929827,14.741371852025596
MangyanIraya,IRY-07,0.00217374,-0.0154675,North Mangyan,#ECBEBD,122.72395489855475,13.286639684455986
MangyanIraya,IRY-08,0.0122273,-0.0318723,North Mangyan,#ECBEBD,121.71954877134058,15.156424652368072
MangyanIraya,IRY-10,0.0106498,-0.0289169,North Mangyan,#ECBEBD,121.87475898389859,14.821039459433582
MangyanIraya,IRY-11,0.00956301,-0.0322467,North Mangyan,#ECBEBD,122.01532953021287,15.180955709527785
ManoboAgusan,AM-02,-0.0106606,0.00619731,Manobo,#F16DEF,124.00164659122538,10.820105716977737
ManoboAgusan,AM-07,-0.0120606,0.00448176,Manobo,#F16DEF,124.16659221072337,11.000271735304162
ManoboAgusan,AM-08,-0.00642902,0.0103096,Manobo,#F16DEF,123.50981656133871,10.39372562150418
ManoboAgusan,AM-10,-0.00852358,0.0101727,Manobo,#F16DEF,123.74136069950887,10.395671367516497
ManoboAgusan,AM-11,-0.00950613,0.00593441,Manobo,#F16DEF,123.87614647277422,10.856298337261741
ManoboAgusan,AM-12,-0.0118687,0.00479721,Manobo,#F16DEF,124.1434794567381,10.96673254281268
ManoboAgusan,AM-13,-0.00840255,0.0113271,Manobo,#F16DEF,123.72079347070176,10.269289505397571
ManoboAgusan,AM-16,-0.00820871,0.00681858,Manobo,#F16DEF,123.7277109062339,10.767053817468637
ManoboAgusan,AM-18,-0.00947314,0.00776512,Manobo,#F16DEF,123.86103546978293,10.654878629523152
ManoboDulangan,DM-01,0.0050903,0.0188966,Manobo,#F16DEF,122.18729197211974,9.520210625916695
ManoboDulangan,DM-02,0.00383773,0.0172423,Manobo,#F16DEF,122.33561627794941,9.694555143805639
ManoboDulangan,DM-05,0.00263327,0.0157364,Manobo,#F16DEF,122.47771156199727,9.85285714829646
ManoboDulangan,DM-06,7.38828e-4,0.0149282,Manobo,#F16DEF,122.6914242745261,9.929991632432028
ManoboDulangan,DM-07,0.00189037,0.0194841,Manobo,#F16DEF,122.53603519392102,9.435443955493135
ManoboDulangan,DM-08,0.00267461,0.0154586,Manobo,#F16DEF,122.4749002174484,9.88371202832485
ManoboDulangan,DM-09,-0.00399418,0.0112416,Manobo,#F16DEF,123.23581057014718,10.306344359186031
ManoboDulangan,DM-10,0.00667295,0.0197901,Manobo,#F16DEF,122.00738390377032,9.431726787867461
ManoboDulangan,DM-11,0.00417648,0.0204132,Manobo,#F16DEF,122.27842786781875,9.34744962482382
ManoboDulangan,DM-12,0.00174367,0.0190684,Manobo,#F16DEF,122.55479833080565,9.480307633658398
ManoboIlianen,IM-01,0.00399347,0.0223438,Manobo,#F16DEF,122.28647991753336,9.133674250626122
ManoboIlianen,IM-02,0.00220378,0.0207566,Manobo,#F16DEF,122.49353963070496,9.297261191822017
ManoboIlianen,IM-04,0.00297541,0.0162746,Manobo,#F16DEF,122.43665548966803,9.795727156125329
ManoboIlianen,IM-05,0.00176241,0.0201431,Manobo,#F16DEF,122.54599656206858,9.362062280729077
ManoboIlianen,IM-06,0.00397649,0.0201067,Manobo,#F16DEF,122.30237550769098,9.379952382536967
ManoboIlianen,IM-07,0.00205984,0.0232548,Manobo,#F16DEF,122.49373011337752,9.021217740035691
ManoboIlianen,IM-11,0.00580882,0.0236861,Manobo,#F16DEF,122.07812952131819,8.99722041905891
ManoboIlianen,IM-12,0.0020577,0.0230204,Manobo,#F16DEF,122.49543537327023,9.047020132807559
ManoboIlianen,IM-16,-0.00155937,0.0173489,Manobo,#F16DEF,122.92936136878052,9.648977589445467
ManoboIlianen,IM-17,0.00220667,0.019663,Manobo,#F16DEF,122.50007765756465,9.417723718758378
