"unit","method","n","n_evec","df_residual","r.squared","adj.r.squared","aic","raw_cor","partial_cor","geo_phylo_cor","term","estimate","std.error","statistic","p.value"
NA,"Moran's I",28,1,25,0.45181210679897,0.407957075342888,-60.9380632149083,0.597189496576868,0.641121844939591,0.110373508293688,"(Intercept)",0.661771698650742,0.0271129991535592,24.4079120462728,5.88445920524409e-19
"per 100 km","Moran's I",28,1,25,0.45181210679897,0.407957075342888,-60.9380632149083,0.597189496576868,0.641121844939591,0.110373508293688,"geodist_H1_span",0.0226764241953438,0.00542885095159172,4.17702095665293,0.000314090800608393
